excel_row,hunt_code,boundary_id,species,sex_type,weapon,old_hunt_name,new_hunt_name,database_hunt_name_raw,database_hunt_name_clean,score,field_score,status,reason
144,EB3209,5129,Elk,Bull,Multiseason,Diamond Mtn,Diamond Mtn,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",0.417,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
145,EB3181,88,Elk,Bull,Any Legal Weapon,"Fillmore, Pahvant","Fillmore, Pahvant","Fillmore, Pahvant","Fillmore, Pahvant",1.000,6,already_aligned,Clean workbook name already matches clean database name.
146,EB3180,88,Elk,Bull,Archery,"Fillmore, Pahvant","Fillmore, Pahvant","Fillmore, Pahvant","Fillmore, Pahvant",1.000,6,already_aligned,Clean workbook name already matches clean database name.
147,EB3065,175,Elk,Bull,Late Any Legal Weapon,"Fillmore, Pahvant","Fillmore, Pahvant",Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,0.261,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
148,EB3110,88,Elk,Bull,Multiseason,"Fillmore, Pahvant","Fillmore, Pahvant","Fillmore, Pahvant","Fillmore, Pahvant",1.000,7,already_aligned,Clean workbook name already matches clean database name.
149,EB3018,175,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,1.000,6,already_aligned,Clean workbook name already matches clean database name.
150,EB3018,175,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,1.000,6,already_aligned,Clean workbook name already matches clean database name.
151,EB3192,175,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,1.000,6,already_aligned,Clean workbook name already matches clean database name.
152,EB3120,175,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,1.000,6,already_aligned,Clean workbook name already matches clean database name.
153,EB3120,175,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,1.000,6,already_aligned,Clean workbook name already matches clean database name.
154,EB3096,175,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,1.000,6,already_aligned,Clean workbook name already matches clean database name.
155,EB3120,175,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,1.000,6,already_aligned,Clean workbook name already matches clean database name.
156,EB3183,617,Elk,Bull,Any Legal Weapon,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,La Sal Mtns,La Sal Mtns,0.304,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
157,EB3009,617,Elk,Bull,Any Legal Weapon,La Sal Mtns,La Sal Mtns,La Sal Mtns,La Sal Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
158,EB3009,617,Elk,Bull,Any Legal Weapon,La Sal Mtns,La Sal Mtns,La Sal Mtns,La Sal Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
159,EB3182,617,Elk,Bull,Any Legal Weapon,La Sal Mtns,La Sal Mtns,La Sal Mtns,La Sal Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
160,EB3111,617,Elk,Bull,Any Legal Weapon,La Sal Mtns,La Sal Mtns,La Sal Mtns,La Sal Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
161,EB3111,617,Elk,Bull,Any Legal Weapon,La Sal Mtns,La Sal Mtns,La Sal Mtns,La Sal Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
162,EB3087,617,Elk,Bull,Any Legal Weapon,La Sal Mtns,La Sal Mtns,La Sal Mtns,La Sal Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
163,EB3111,617,Elk,Bull,Any Legal Weapon,La Sal Mtns,La Sal Mtns,La Sal Mtns,La Sal Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
164,EB3179,901,Elk,Bull,Any Legal Weapon,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,0.542,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
165,EB3006,51,Elk,Bull,Any Legal Weapon,Manti,Manti,Manti,Manti,1.000,6,already_aligned,Clean workbook name already matches clean database name.
166,EB3006,51,Elk,Bull,Any Legal Weapon,Manti,Manti,Manti,Manti,1.000,6,already_aligned,Clean workbook name already matches clean database name.
167,EB3172,51,Elk,Bull,Any Legal Weapon,Manti,Manti,Manti,Manti,1.000,6,already_aligned,Clean workbook name already matches clean database name.
168,EB3108,51,Elk,Bull,Any Legal Weapon,Manti,Manti,Manti,Manti,1.000,6,already_aligned,Clean workbook name already matches clean database name.
169,EB3108,51,Elk,Bull,Any Legal Weapon,Manti,Manti,Manti,Manti,1.000,6,already_aligned,Clean workbook name already matches clean database name.
170,EB3084,51,Elk,Bull,Any Legal Weapon,Manti,Manti,Manti,Manti,1.000,6,already_aligned,Clean workbook name already matches clean database name.
171,EB3108,51,Elk,Bull,Any Legal Weapon,Manti,Manti,Manti,Manti,1.000,6,already_aligned,Clean workbook name already matches clean database name.
172,EB3010,629,Elk,Bull,Any Legal Weapon,Manti,Manti,Monroe,Monroe,0.333,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
173,EB3185,629,Elk,Bull,Any Legal Weapon,Monroe,Monroe,Monroe,Monroe,1.000,6,already_aligned,Clean workbook name already matches clean database name.
174,EB3184,629,Elk,Bull,Any Legal Weapon,Monroe,Monroe,Monroe,Monroe,1.000,6,already_aligned,Clean workbook name already matches clean database name.
175,EB3050,630,Elk,Bull,Any Legal Weapon,Monroe,Monroe,Mt Dutton,Mt Dutton,0.222,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
176,EB3112,629,Elk,Bull,Any Legal Weapon,Monroe,Monroe,Monroe,Monroe,1.000,6,already_aligned,Clean workbook name already matches clean database name.
177,EB3187,630,Elk,Bull,Any Legal Weapon,Mt Dutton,Mt Dutton,Mt Dutton,Mt Dutton,1.000,6,already_aligned,Clean workbook name already matches clean database name.
178,EB3186,630,Elk,Bull,Any Legal Weapon,Mt Dutton,Mt Dutton,Mt Dutton,Mt Dutton,1.000,6,already_aligned,Clean workbook name already matches clean database name.
179,EB3176,901,Elk,Bull,Any Legal Weapon,Mt Dutton,Mt Dutton,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,0.208,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
180,EB3113,630,Elk,Bull,Any Legal Weapon,Mt Dutton,Mt Dutton,Mt Dutton,Mt Dutton,1.000,6,already_aligned,Clean workbook name already matches clean database name.
181,EB3176,901,Elk,Bull,Any Legal Weapon,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
182,EB3174,901,Elk,Bull,Any Legal Weapon,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
183,EB3115,140,Elk,Bull,Any Legal Weapon,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,"North Slope, Three Corners","North Slope, Three Corners",0.240,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
184,EB3209,5129,Elk,Bull,Any Legal Weapon,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",0.500,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
185,EB3115,140,Elk,Bull,Any Legal Weapon,"North Slope, Three Corners","North Slope, Three Corners","North Slope, Three Corners","North Slope, Three Corners",1.000,6,already_aligned,Clean workbook name already matches clean database name.
186,EB3189,634,Elk,Bull,Any Legal Weapon,Panguitch Lake,Panguitch Lake,Panguitch Lake,Panguitch Lake,1.000,6,already_aligned,Clean workbook name already matches clean database name.
187,EB3189,634,Elk,Bull,Any Legal Weapon,Panguitch Lake,Panguitch Lake,Panguitch Lake,Panguitch Lake,1.000,6,already_aligned,Clean workbook name already matches clean database name.
188,EB3117,634,Elk,Bull,Any Legal Weapon,Panguitch Lake,Panguitch Lake,Panguitch Lake,Panguitch Lake,1.000,6,already_aligned,Clean workbook name already matches clean database name.
189,EB3019,183,Elk,Bull,Any Legal Weapon,San Juan,San Juan,San Juan,San Juan,1.000,6,already_aligned,Clean workbook name already matches clean database name.
190,EB3019,183,Elk,Bull,Any Legal Weapon,San Juan,San Juan,San Juan,San Juan,1.000,6,already_aligned,Clean workbook name already matches clean database name.
191,EB3193,183,Elk,Bull,Any Legal Weapon,San Juan,San Juan,San Juan,San Juan,1.000,6,already_aligned,Clean workbook name already matches clean database name.
192,EB3152,872,Elk,Bull,Any Legal Weapon,San Juan,San Juan,"Southwest Desert, South","Southwest Desert, South",0.136,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
193,EB3121,183,Elk,Bull,Any Legal Weapon,San Juan,San Juan,San Juan,San Juan,1.000,6,already_aligned,Clean workbook name already matches clean database name.
194,EB3198,872,Elk,Bull,Any Legal Weapon,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",1.000,6,already_aligned,Clean workbook name already matches clean database name.
195,EB3198,872,Elk,Bull,Any Legal Weapon,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",1.000,6,already_aligned,Clean workbook name already matches clean database name.
196,EB3197,872,Elk,Bull,Any Legal Weapon,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",1.000,6,already_aligned,Clean workbook name already matches clean database name.
197,EB3155,872,Elk,Bull,Any Legal Weapon,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",1.000,6,already_aligned,Clean workbook name already matches clean database name.
198,EB3157,872,Elk,Bull,Any Legal Weapon,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",1.000,6,already_aligned,Clean workbook name already matches clean database name.
199,EB3157,872,Elk,Bull,Any Legal Weapon,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",1.000,6,already_aligned,Clean workbook name already matches clean database name.
200,EB3127,222,Elk,Bull,Any Legal Weapon,"Southwest Desert, South","Southwest Desert, South",Wasatch Mtns,Wasatch Mtns,0.091,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
201,EA2045,5118,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
202,EA2045,5118,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
203,EB3199,222,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
204,EB3124,222,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
205,EB3100,222,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
206,EB3124,222,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
207,EB3124,222,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,1.000,6,already_aligned,Clean workbook name already matches clean database name.
208,EB3179,901,Elk,Bull,Any Legal Weapon,Wasatch Mtns,Wasatch Mtns,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,0.625,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
209,EB1000,5119,Elk,Bull,Any Legal Weapon,Statewide,Statewide,Statewide,Statewide,1.000,7,already_aligned,Clean workbook name already matches clean database name.
210,MB1000,5133,Moose,Bull,Any Legal Weapon,Cache,Cache,Statewide,Statewide,0.222,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
211,MB1000,5133,Moose,Bull,Any Legal Weapon,"North Slope, Summit","North Slope, Summit",Statewide,Statewide,0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
212,MB1000,5133,Moose,Bull,Any Legal Weapon,"North Slope, Summit","North Slope, Summit",Statewide,Statewide,0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
213,MB1000,5133,Moose,Bull,Any Legal Weapon,Wasatch Mtns/Central Mtns,Wasatch Mtns/Central Mtns,Statewide,Statewide,0.143,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
214,MB1000,5133,Moose,Bull,Any Legal Weapon,Statewide,Statewide,Statewide,Statewide,1.000,7,already_aligned,Clean workbook name already matches clean database name.
215,GO6817,617,Mountain Goat,Either Sex,Any Legal Weapon,Beaver,Beaver,La Sal Mtns,La Sal Mtns,0.063,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
216,GO6817,617,Mountain Goat,Either Sex,Any Legal Weapon,High Uintas West,High Uintas West,La Sal Mtns,La Sal Mtns,0.125,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
217,GO6820,200,Mountain Goat,Either Sex,Any Legal Weapon,"La Sal, La Sal Mtns","La Sal, La Sal Mtns","Wasatch Mtns, Timpanogos","Wasatch Mtns, Timpanogos",0.250,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
218,GO1000,5131,Mountain Goat,Either Sex,Any Legal Weapon,Nebo,Nebo,,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
219,GO6821,616,Mountain Goat,Either Sex,Archery,Nebo,Nebo,Nebo,Nebo,1.000,7,already_aligned,Clean workbook name already matches clean database name.
220,GO1000,5131,Mountain Goat,Either Sex,Archery,"Wasatch Mtns, Timpanogos","Wasatch Mtns, Timpanogos",,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
221,GO1000,5131,Mountain Goat,Either Sex,Any Legal Weapon,Statewide,Statewide,,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
222,PB5025,628,Pronghorn,Buck,Any Legal Weapon,Beaver,Beaver,Beaver,Beaver,1.000,7,already_aligned,Clean workbook name already matches clean database name.
223,PB5025,628,Pronghorn,Buck,Muzzleloader,Beaver,Beaver,Beaver,Beaver,1.000,6,already_aligned,Clean workbook name already matches clean database name.
224,PB5026,667,Pronghorn,Buck,Muzzleloader,"Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek",1.000,6,already_aligned,Clean workbook name already matches clean database name.
225,PB5026,667,Pronghorn,Buck,Any Legal Weapon,"Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek",1.000,7,already_aligned,Clean workbook name already matches clean database name.
226,PB5026,667,Pronghorn,Buck,Any Legal Weapon,"Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek",1.000,7,already_aligned,Clean workbook name already matches clean database name.
227,PB5027,15,Pronghorn,Buck,Archery,"Book Cliffs, South","Book Cliffs, South","Book Cliffs, South","Book Cliffs, South",1.000,6,already_aligned,Clean workbook name already matches clean database name.
228,PB5027,15,Pronghorn,Buck,Any Legal Weapon,"Book Cliffs, South","Book Cliffs, South","Book Cliffs, South","Book Cliffs, South",1.000,7,already_aligned,Clean workbook name already matches clean database name.
229,PB5029,25,Pronghorn,Buck,Any Legal Weapon,"Box Elder, Promontory","Box Elder, Promontory","Box Elder, Puddle Valley","Box Elder, Puddle Valley",0.522,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
230,PB5029,25,Pronghorn,Buck,Muzzleloader,"Box Elder, Puddle Valley","Box Elder, Puddle Valley","Box Elder, Puddle Valley","Box Elder, Puddle Valley",1.000,6,already_aligned,Clean workbook name already matches clean database name.
231,PB5030,27,Pronghorn,Buck,Any Legal Weapon,"Box Elder, Snowville","Box Elder, Snowville","Box Elder, Snowville","Box Elder, Snowville",1.000,7,already_aligned,Clean workbook name already matches clean database name.
232,PB5030,27,Pronghorn,Buck,Any Legal Weapon,"Box Elder, Snowville","Box Elder, Snowville","Box Elder, Snowville","Box Elder, Snowville",1.000,7,already_aligned,Clean workbook name already matches clean database name.
233,PB5031,755,Pronghorn,Buck,Any Legal Weapon,"Box Elder, West","Box Elder, West","Box Elder, West","Box Elder, West",1.000,7,already_aligned,Clean workbook name already matches clean database name.
234,PB5031,755,Pronghorn,Buck,Any Legal Weapon,"Box Elder, West","Box Elder, West","Box Elder, West","Box Elder, West",1.000,7,already_aligned,Clean workbook name already matches clean database name.
235,PB5033,81,Pronghorn,Buck,Any Legal Weapon,"Fillmore, Oak Creek South","Fillmore, Oak Creek South","Fillmore, Oak Creek South","Fillmore, Oak Creek South",1.000,7,already_aligned,Clean workbook name already matches clean database name.
236,PB5033,81,Pronghorn,Buck,Any Legal Weapon,"Fillmore, Oak Creek South","Fillmore, Oak Creek South","Fillmore, Oak Creek South","Fillmore, Oak Creek South",1.000,7,already_aligned,Clean workbook name already matches clean database name.
237,PB5033,81,Pronghorn,Buck,Any Legal Weapon,"Fillmore, Oak Creek South","Fillmore, Oak Creek South","Fillmore, Oak Creek South","Fillmore, Oak Creek South",1.000,7,already_aligned,Clean workbook name already matches clean database name.
238,PB5035,688,Pronghorn,Buck,Any Legal Weapon,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco","La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",1.000,7,already_aligned,Clean workbook name already matches clean database name.
239,PB5331,453,Pronghorn,Buck,Any Legal Weapon,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,1.000,7,already_aligned,Clean workbook name already matches clean database name.
240,PB5331,453,Pronghorn,Buck,Archery,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,1.000,6,already_aligned,Clean workbook name already matches clean database name.
241,PB5037,129,Pronghorn,Buck,Muzzleloader,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",1.000,6,already_aligned,Clean workbook name already matches clean database name.
242,PB5037,129,Pronghorn,Buck,Muzzleloader,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",1.000,6,already_aligned,Clean workbook name already matches clean database name.
243,PB5037,129,Pronghorn,Buck,Any Legal Weapon,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",1.000,7,already_aligned,Clean workbook name already matches clean database name.
244,PB5037,129,Pronghorn,Buck,Any Legal Weapon,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",1.000,7,already_aligned,Clean workbook name already matches clean database name.
245,PB5037,129,Pronghorn,Buck,Archery,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",1.000,6,already_aligned,Clean workbook name already matches clean database name.
246,PB5037,129,Pronghorn,Buck,Any Legal Weapon,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",1.000,7,already_aligned,Clean workbook name already matches clean database name.
247,PB5037,129,Pronghorn,Buck,Muzzleloader,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",1.000,6,already_aligned,Clean workbook name already matches clean database name.
248,PB5038,277,Pronghorn,Buck,Any Legal Weapon,"Nine Mile, Range Creek","Nine Mile, Range Creek","Nine Mile, Range Creek","Nine Mile, Range Creek",1.000,7,already_aligned,Clean workbook name already matches clean database name.
249,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"North Slope, Summit","North Slope, Summit","North Slope, Summit","North Slope, Summit",1.000,7,already_aligned,Clean workbook name already matches clean database name.
250,PB5040,289,Pronghorn,Buck,Archery,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",1.000,6,already_aligned,Clean workbook name already matches clean database name.
251,PB5040,289,Pronghorn,Buck,Archery,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",1.000,6,already_aligned,Clean workbook name already matches clean database name.
252,PB5040,289,Pronghorn,Buck,Any Legal Weapon,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",1.000,7,already_aligned,Clean workbook name already matches clean database name.
253,PB5041,718,Pronghorn,Buck,Any Legal Weapon,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North","Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",1.000,7,already_aligned,Clean workbook name already matches clean database name.
254,PB5041,718,Pronghorn,Buck,Muzzleloader,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North","Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",1.000,6,already_aligned,Clean workbook name already matches clean database name.
255,PB5039,138,Pronghorn,Buck,Muzzleloader,Parker Mtn,Parker Mtn,"North Slope, Summit","North Slope, Summit",0.167,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
256,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Parker Mtn,Parker Mtn,"North Slope, Summit","North Slope, Summit",0.167,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
257,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Parker Mtn,Parker Mtn,"North Slope, Summit","North Slope, Summit",0.167,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
258,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Parker Mtn,Parker Mtn,"North Slope, Summit","North Slope, Summit",0.167,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
259,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Pine Valley,Pine Valley,"North Slope, Summit","North Slope, Summit",0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
260,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Pine Valley,Pine Valley,"North Slope, Summit","North Slope, Summit",0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
261,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"San Rafael, North","San Rafael, North","North Slope, Summit","North Slope, Summit",0.200,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
262,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"San Rafael, North","San Rafael, North","North Slope, Summit","North Slope, Summit",0.200,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
263,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"San Rafael, North","San Rafael, North","North Slope, Summit","North Slope, Summit",0.200,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
264,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"San Rafael, North","San Rafael, North","North Slope, Summit","North Slope, Summit",0.200,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
265,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"San Rafael, North","San Rafael, North","North Slope, Summit","North Slope, Summit",0.200,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
266,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
267,PB5039,138,Pronghorn,Buck,Archery,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
268,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
269,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
270,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
271,PB5039,138,Pronghorn,Buck,Archery,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
272,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
273,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Southwest Desert,Southwest Desert,"North Slope, Summit","North Slope, Summit",0.333,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
274,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Vernal,Vernal,"North Slope, Summit","North Slope, Summit",0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
275,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Vernal,Vernal,"North Slope, Summit","North Slope, Summit",0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
276,PB5039,138,Pronghorn,Buck,Archery,Vernal,Vernal,"North Slope, Summit","North Slope, Summit",0.111,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
