target_workbook,excel_row_number,data_row_no,source_no,selected_hunt_code,boundary_audit_status,before_boundary_id,after_boundary_id,lock_status,lock_reason
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,114,113,113,DS6604,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,688,688,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,115,114,114,DS6604,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,688,688,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,116,115,115,DS6604,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,688,688,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,117,116,116,DS1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5110,5110,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,118,117,117,EB3025,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,119,118,118,EB3000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,120,119,119,EB3000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,121,120,120,EB3102,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,122,121,121,EB3163,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,123,122,122,EB3163,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,124,123,123,EB3163,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,125,124,124,EB3163,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,126,125,125,EB3151,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,127,126,126,EB3191,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,128,127,127,EB3191,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,129,128,128,EB3191,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,130,129,129,EB3191,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,131,130,130,EB3191,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,132,131,131,EB3191,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,133,132,132,EB3033,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,134,133,133,EB3033,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,135,134,134,EB3105,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,136,135,135,EB3105,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,137,136,136,EB3107,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,41,41,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,138,137,137,EB3196,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,139,138,138,EB3069,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,140,139,139,EB3020,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,141,140,140,EB3020,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,142,141,141,EB3122,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,143,142,142,EB3043,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,144,143,143,EB3008,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,145,144,144,EB3008,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,146,145,145,EB3110,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,147,146,146,EB3065,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,148,147,147,EB3064,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,149,148,148,EB3018,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,150,149,149,EB3018,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,151,150,150,EB3018,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,152,151,151,EB3120,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,153,152,152,EB3120,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,154,153,153,EB3096,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,155,154,154,EB3046,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,156,155,155,EB3183,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,157,156,156,EB3009,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,158,157,157,EB3009,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,159,158,158,EB3009,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,160,159,159,EB3111,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,161,160,160,EB3111,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,162,161,161,EB3087,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,163,162,162,EB3039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,164,163,163,EB3126,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,165,164,164,EB3006,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,166,165,165,EB3006,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,167,166,166,EB3006,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,168,167,167,EB3108,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,169,168,168,EB3108,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,170,169,169,EB3084,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,171,170,170,EB3048,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,172,171,171,EB3010,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,173,172,172,EB3010,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,174,173,173,EB3112,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,175,174,174,EB3050,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,176,175,175,EB3011,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,177,176,176,EB3011,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,178,177,177,EB3113,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,179,178,178,EB3176,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,180,179,179,EB3176,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,181,180,180,EB3176,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,182,181,181,EB3178,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,183,182,182,EB3115,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,140,140,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,184,183,183,EB3057,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,634,634,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,185,184,184,EB3057,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,634,634,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,186,185,185,EB3117,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,634,634,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,187,186,186,EB3067,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,183,183,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,188,187,187,EB3194,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,183,183,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,189,188,188,EB3019,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,183,183,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,190,189,189,EB3019,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,183,183,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,191,190,190,EB3121,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,183,183,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,192,191,191,EB3152,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,872,872,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,193,192,192,EB3198,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,872,872,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,194,193,193,EB3198,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,872,872,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,195,194,194,EB3157,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,872,872,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,196,195,195,EB3157,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,872,872,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,197,196,196,EB3155,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,872,872,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,198,197,197,EB3073,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,199,198,198,EB3127,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,200,199,199,EB3127,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,201,200,200,EB3127,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,202,201,201,EB3127,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,203,202,202,EB3124,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,204,203,203,EB3124,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,205,204,204,EB3100,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,222,222,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,206,205,205,EB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5119,5119,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,207,206,206,MB6000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,29,29,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,208,207,207,MB6006,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,209,208,208,MB6006,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,210,209,209,MB6011,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,743,743,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,211,210,210,MB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5133,5133,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,212,211,211,MB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5133,5133,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,213,212,212,GO6808,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,148,148,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,214,213,213,GO6817,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,215,214,214,GO6817,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,216,215,215,GO6817,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,217,216,216,GO6820,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,200,200,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,218,217,217,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,219,218,218,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,220,219,219,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,221,220,220,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,222,221,221,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,223,222,222,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,224,223,223,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,225,224,224,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,226,225,225,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
