target_workbook,worksheet,excel_row_number,data_row_no,source_no,selected_hunt_code,input_hunt_code_status,boundary_audit_status,before_boundary_id,after_boundary_id,boundary_candidate_codes,changed,map_geojson_before,map_geojson_after,resolution_source,match_notes,before_code,after_code,locked
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,71,70,70,BI1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5000,5000,BI1000,false,processed_data/boundaries/BI1000.geojson,processed_data/boundaries/BI1000.geojson,hunt_code,row resolved via hunt code / boundary matching,BI1000,BI1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,72,71,71,DB1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,94,94,DB1000,false,processed_data/boundaries/DB1000.geojson|processed_data/boundaries/DB1003.geojson|processed_data/boundaries/DB1005.geojson|processed_data/boundaries/DB1007.geojson,processed_data/boundaries/DB1000.geojson|processed_data/boundaries/DB1003.geojson|processed_data/boundaries/DB1005.geojson|processed_data/boundaries/DB1007.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1000,DB1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,73,72,72,DB1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,94,94,DB1000,false,processed_data/boundaries/DB1007.geojson,processed_data/boundaries/DB1007.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1000,DB1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,74,73,73,DB1010,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,DB1010,false,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1073.geojson,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1073.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1010,DB1010,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,75,74,74,DB1010,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,DB1010,false,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1010,DB1010,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,76,75,75,DB1010,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,DB1010,false,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1010,DB1010,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,77,76,76,DB1008,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,DB1008,false,processed_data/boundaries/DB1008.geojson,processed_data/boundaries/DB1008.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1008,DB1008,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,78,77,77,DB1008,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,DB1008,false,processed_data/boundaries/DB1008.geojson,processed_data/boundaries/DB1008.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1008,DB1008,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,79,78,78,DB1006,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,DB1006,false,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1006,DB1006,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,80,79,79,DB1006,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,DB1006,false,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1006,DB1006,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,81,80,80,DB1075,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,DB1075,false,processed_data/boundaries/DB1011.geojson,processed_data/boundaries/DB1011.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1075,DB1075,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,82,81,81,DB1075,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,DB1075,false,processed_data/boundaries/DB1011.geojson,processed_data/boundaries/DB1011.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1075,DB1075,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,83,82,82,DB1075,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,DB1075,false,processed_data/boundaries/DB1011.geojson|processed_data/boundaries/DB1025.geojson|processed_data/boundaries/DB1044.geojson,processed_data/boundaries/DB1011.geojson|processed_data/boundaries/DB1025.geojson|processed_data/boundaries/DB1044.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1075,DB1075,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,84,83,83,DB1056,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,DB1056,false,processed_data/boundaries/DB1011.geojson|processed_data/boundaries/DB1025.geojson|processed_data/boundaries/DB1044.geojson,processed_data/boundaries/DB1011.geojson|processed_data/boundaries/DB1025.geojson|processed_data/boundaries/DB1044.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1056,DB1056,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,85,84,84,DB1056,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,DB1056,false,processed_data/boundaries/DB1044.geojson,processed_data/boundaries/DB1044.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1056,DB1056,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,86,85,85,DB1025,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,DB1025,false,processed_data/boundaries/DB1044.geojson,processed_data/boundaries/DB1044.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1025,DB1025,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,87,86,86,DB1025,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,DB1025,false,processed_data/boundaries/DB1025.geojson,processed_data/boundaries/DB1025.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1025,DB1025,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,88,87,87,DB1015,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,DB1015,false,processed_data/boundaries/DB1015.geojson,processed_data/boundaries/DB1015.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1015,DB1015,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,89,88,88,DB1015,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,DB1015,false,processed_data/boundaries/DB1015.geojson,processed_data/boundaries/DB1015.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1015,DB1015,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,90,89,89,DB1015,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,DB1015,false,processed_data/boundaries/DB1015.geojson|processed_data/boundaries/DB1023.geojson|processed_data/boundaries/DB1038.geojson|processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1015.geojson|processed_data/boundaries/DB1023.geojson|processed_data/boundaries/DB1038.geojson|processed_data/boundaries/DB1047.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1015,DB1015,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,91,90,90,DB1047,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,DB1047,false,processed_data/boundaries/DB1015.geojson|processed_data/boundaries/DB1023.geojson|processed_data/boundaries/DB1038.geojson|processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1015.geojson|processed_data/boundaries/DB1023.geojson|processed_data/boundaries/DB1038.geojson|processed_data/boundaries/DB1047.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1047,DB1047,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,92,91,91,DB1047,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,DB1047,false,processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1047.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1047,DB1047,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,93,92,92,DB1038,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,DB1038,false,processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1047.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1038,DB1038,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,94,93,93,DB1038,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,DB1038,false,processed_data/boundaries/DB1038.geojson,processed_data/boundaries/DB1038.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1038,DB1038,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,95,94,94,DB1045,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,85,85,DB1045,false,processed_data/boundaries/DB1012.geojson|processed_data/boundaries/DB1019.geojson|processed_data/boundaries/DB1029.geojson|processed_data/boundaries/DB1045.geojson,processed_data/boundaries/DB1012.geojson|processed_data/boundaries/DB1019.geojson|processed_data/boundaries/DB1029.geojson|processed_data/boundaries/DB1045.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1045,DB1045,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,96,95,95,DB1045,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,85,85,DB1045,false,processed_data/boundaries/DB1045.geojson,processed_data/boundaries/DB1045.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1045,DB1045,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,97,96,96,DB1014,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,185,185,DB1014,false,processed_data/boundaries/DB1014.geojson,processed_data/boundaries/DB1014.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1014,DB1014,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,98,97,97,DB1014,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,185,185,DB1014,false,processed_data/boundaries/DB1014.geojson,processed_data/boundaries/DB1014.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1014,DB1014,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,99,98,98,DB1046,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,185,185,DB1046,false,processed_data/boundaries/DB1014.geojson|processed_data/boundaries/DB1022.geojson|processed_data/boundaries/DB1037.geojson|processed_data/boundaries/DB1046.geojson,processed_data/boundaries/DB1014.geojson|processed_data/boundaries/DB1022.geojson|processed_data/boundaries/DB1037.geojson|processed_data/boundaries/DB1046.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1046,DB1046,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,100,99,99,DB1037,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,185,185,DB1037,false,processed_data/boundaries/DB1046.geojson,processed_data/boundaries/DB1046.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1037,DB1037,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,101,100,100,DB1016,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1016,false,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1016.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1016,DB1016,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,102,101,101,DB1016,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1016,false,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1016.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1016,DB1016,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,103,102,102,DB1016,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1016,false,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1016.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1016,DB1016,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,104,103,103,DB1016,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1016,false,processed_data/boundaries/DB1016.geojson|processed_data/boundaries/DB1024.geojson|processed_data/boundaries/DB1042.geojson|processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1016.geojson|processed_data/boundaries/DB1024.geojson|processed_data/boundaries/DB1042.geojson|processed_data/boundaries/DB1048.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1016,DB1016,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,105,104,104,DB1048,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1048,false,processed_data/boundaries/DB1016.geojson|processed_data/boundaries/DB1024.geojson|processed_data/boundaries/DB1042.geojson|processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1016.geojson|processed_data/boundaries/DB1024.geojson|processed_data/boundaries/DB1042.geojson|processed_data/boundaries/DB1048.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1048,DB1048,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,106,105,105,DB1048,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1048,false,processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1048.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1048,DB1048,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,107,106,106,DB1042,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1042,false,processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1048.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1042,DB1042,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,108,107,107,DB1042,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,248,248,DB1042,false,processed_data/boundaries/DB1042.geojson,processed_data/boundaries/DB1042.geojson,hunt_code,row resolved via hunt code / boundary matching,DB1042,DB1042,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,109,108,108,DB0007,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5108,5108,DB0007,false,processed_data/boundaries/DB0007.geojson,processed_data/boundaries/DB0007.geojson,hunt_code,row resolved via hunt code / boundary matching,DB0007,DB0007,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,110,109,109,DB0007,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5108,5108,DB0007,false,processed_data/boundaries/DB0007.geojson,processed_data/boundaries/DB0007.geojson,hunt_code,row resolved via hunt code / boundary matching,DB0007,DB0007,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,111,110,110,DB0007,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5108,5108,DB0007,false,processed_data/boundaries/DB0007.geojson,processed_data/boundaries/DB0007.geojson,hunt_code,row resolved via hunt code / boundary matching,DB0007,DB0007,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,112,111,111,DB0007,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5108,5108,DB0007,false,processed_data/boundaries/DB0007.geojson,processed_data/boundaries/DB0007.geojson,hunt_code,row resolved via hunt code / boundary matching,DB0007,DB0007,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,113,112,112,DS6604,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,688,688,DS6604,false,processed_data/boundaries/DS6604.geojson,processed_data/boundaries/DS6604.geojson,hunt_code,row resolved via hunt code / boundary matching,DS6604,DS6604,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,114,113,113,DS6604,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,688,688,DS6604,false,processed_data/boundaries/DS6604.geojson,processed_data/boundaries/DS6604.geojson,hunt_code,row resolved via hunt code / boundary matching,DS6604,DS6604,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,115,114,114,DS6604,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,688,688,DS6604,false,processed_data/boundaries/DS6604.geojson,processed_data/boundaries/DS6604.geojson,hunt_code,row resolved via hunt code / boundary matching,DS6604,DS6604,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,116,115,115,DS6604,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,688,688,DS6604,false,processed_data/boundaries/DS6604.geojson,processed_data/boundaries/DS6604.geojson,hunt_code,row resolved via hunt code / boundary matching,DS6604,DS6604,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,117,116,116,DS1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5110,5110,DS1000,false,processed_data/boundaries/DS1000.geojson,processed_data/boundaries/DS1000.geojson,hunt_code,row resolved via hunt code / boundary matching,DS1000,DS1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,118,117,117,EB3025,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,EB3025,false,processed_data/boundaries/EB3025.geojson,processed_data/boundaries/EB3025.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3025,EB3025,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,119,118,118,EB3000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,EB3000,false,processed_data/boundaries/EB3025.geojson,processed_data/boundaries/EB3025.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3000,EB3000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,120,119,119,EB3000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,EB3000,false,processed_data/boundaries/EB3000.geojson,processed_data/boundaries/EB3000.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3000,EB3000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,121,120,120,EB3102,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,685,685,EB3102,false,processed_data/boundaries/EB3000.geojson|processed_data/boundaries/EB3024.geojson|processed_data/boundaries/EB3025.geojson|processed_data/boundaries/EB3077.geojson|processed_data/boundaries/EB3102.geojson|processed_data/boundaries/EB3158.geojson|processed_data/boundaries/EB3159.geojson,processed_data/boundaries/EB3000.geojson|processed_data/boundaries/EB3024.geojson|processed_data/boundaries/EB3025.geojson|processed_data/boundaries/EB3077.geojson|processed_data/boundaries/EB3102.geojson|processed_data/boundaries/EB3158.geojson|processed_data/boundaries/EB3159.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3102,EB3102,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,122,121,121,EB3163,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,EB3163,false,processed_data/boundaries/EB3163.geojson,processed_data/boundaries/EB3163.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3163,EB3163,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,123,122,122,EB3163,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,EB3163,false,processed_data/boundaries/EB3163.geojson,processed_data/boundaries/EB3163.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3163,EB3163,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,124,123,123,EB3163,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,EB3163,false,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3163,EB3163,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,125,124,124,EB3163,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,899,899,EB3163,false,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3163,EB3163,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,126,125,125,EB3151,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,EB3151,false,processed_data/boundaries/EB3151.geojson,processed_data/boundaries/EB3151.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3151,EB3151,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,127,126,126,EB3191,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,EB3191,false,processed_data/boundaries/EB3151.geojson,processed_data/boundaries/EB3151.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3191,EB3191,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,128,127,127,EB3191,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,EB3191,false,processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3191.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3191,EB3191,LOCKED
