xlsx_row,source_no,hunt_code_cell,hunt_code_count,mapped_code_count,geojson_code_count,row_mapping_status,boundary_ids,member_boundary_ids,geometry_statuses,boundary_geojson_paths,dwr_boundary_links,species,sex,hunt_name,weapon,organization,permits
156,155,EB3096,1,1,1,single_code_mapped,175,,mapped,processed_data/boundaries/EB3096.geojson,,Elk,Bull,Fishlake/Thousand Lakes,Muzzleloader,MDF,1
157,156,EB3046,1,1,1,single_code_mapped,617,,mapped,processed_data/boundaries/EB3046.geojson,,Elk,Bull,"La Sal, La Sal Mtns","Any Legal Weapon, late",RMEF,1
158,157,EB3183,1,1,1,single_code_mapped,617,,mapped,processed_data/boundaries/EB3183.geojson,,Elk,Bull,"La Sal, La Sal Mtns","Any Legal Weapon, mid",SFW,1
159,158,EB3009,1,1,1,single_code_mapped,617,,mapped,processed_data/boundaries/EB3009.geojson,,Elk,Bull,"La Sal, La Sal Mtns",Archery,MDF,1
160,159,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,7,7,7,multi_candidate_all_mapped,617,,mapped,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,,Elk,Bull,"La Sal, La Sal Mtns",Hunter's Choice,MDF,1
161,160,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,7,7,7,multi_candidate_all_mapped,617,,mapped,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,,Elk,Bull,"La Sal, La Sal Mtns",Hunter's Choice,MDF,1
162,161,EB3111,1,1,1,single_code_mapped,617,,mapped,processed_data/boundaries/EB3111.geojson,,Elk,Bull,"La Sal, La Sal Mtns",Multiseason,MDF,1
163,162,EB3111,1,1,1,single_code_mapped,617,,mapped,processed_data/boundaries/EB3111.geojson,,Elk,Bull,"La Sal, La Sal Mtns",Multiseason,RMEF,1
164,163,EB3087,1,1,1,single_code_mapped,617,,mapped,processed_data/boundaries/EB3087.geojson,,Elk,Bull,"La Sal, La Sal Mtns",Muzzleloader,SFW,1
165,164,EB3039,1,1,1,single_code_mapped,51,,mapped,processed_data/boundaries/EB3039.geojson,,Elk,Bull,Manti,"Any Legal Weapon, late",MDF,1
166,165,EB3126,1,1,1,single_code_mapped,51,,mapped,processed_data/boundaries/EB3126.geojson,,Elk,Bull,Manti,"Any Legal Weapon, mid",SFW,1
167,166,EB3006,1,1,1,single_code_mapped,51,,mapped,processed_data/boundaries/EB3006.geojson,,Elk,Bull,Manti,Archery,SFW,1
168,167,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172,7,7,7,multi_candidate_all_mapped,51,,mapped,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,,Elk,Bull,Manti,Hunter's Choice,UWSF,1
169,168,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172,7,7,7,multi_candidate_all_mapped,51,,mapped,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,,Elk,Bull,Manti,Hunter's Choice,MDF,1
170,169,EB3108,1,1,1,single_code_mapped,51,,mapped,processed_data/boundaries/EB3108.geojson,,Elk,Bull,Manti,Multiseason,NWTF,1
171,170,EB3108,1,1,1,single_code_mapped,51,,mapped,processed_data/boundaries/EB3108.geojson,,Elk,Bull,Manti,Multiseason,RMEF,1
172,171,EB3084,1,1,1,single_code_mapped,51,,mapped,processed_data/boundaries/EB3084.geojson,,Elk,Bull,Manti,Muzzleloader,MDF,1
173,172,EB3048,1,1,1,single_code_mapped,629,,mapped,processed_data/boundaries/EB3048.geojson,,Elk,Bull,Monroe,"Any Legal Weapon, late",SCI,1
174,173,EB3010,1,1,1,single_code_mapped,629,,mapped,processed_data/boundaries/EB3010.geojson,,Elk,Bull,Monroe,Archery,SFW,1
175,174,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185,7,7,7,multi_candidate_all_mapped,629,,mapped,processed_data/boundaries/EB3010.geojson|processed_data/boundaries/EB3047.geojson|processed_data/boundaries/EB3048.geojson|processed_data/boundaries/EB3088.geojson|processed_data/boundaries/EB3112.geojson|processed_data/boundaries/EB3184.geojson|processed_data/boundaries/EB3185.geojson,,Elk,Bull,Monroe,Hunter's Choice,MDF,1
176,175,EB3112,1,1,1,single_code_mapped,629,,mapped,processed_data/boundaries/EB3112.geojson,,Elk,Bull,Monroe,Multiseason,RMEF,1
177,176,EB3050,1,1,1,single_code_mapped,630,,mapped,processed_data/boundaries/EB3050.geojson,,Elk,Bull,Mt Dutton,"Any Legal Weapon, late",RMEF,1
178,177,EB3011,1,1,1,single_code_mapped,630,,mapped,processed_data/boundaries/EB3011.geojson,,Elk,Bull,Mt Dutton,Archery,MDF,1
179,178,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,7,7,7,multi_candidate_all_mapped,630,,mapped,processed_data/boundaries/EB3011.geojson|processed_data/boundaries/EB3049.geojson|processed_data/boundaries/EB3050.geojson|processed_data/boundaries/EB3089.geojson|processed_data/boundaries/EB3113.geojson|processed_data/boundaries/EB3186.geojson|processed_data/boundaries/EB3187.geojson,,Elk,Bull,Mt Dutton,Hunter's Choice,SFW,1
180,179,EB3113,1,1,1,single_code_mapped,630,,mapped,processed_data/boundaries/EB3113.geojson,,Elk,Bull,Mt Dutton,Multiseason,MDF,1
181,180,EB3176,1,1,1,single_code_mapped,901,,mapped,processed_data/boundaries/EB3176.geojson,,Elk,Bull,Nebo/San Pitch Mtns,"Any Legal Weapon, late",SFW,1
182,181,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179,7,7,7,multi_candidate_all_mapped,901,,mapped,processed_data/boundaries/EB3173.geojson|processed_data/boundaries/EB3174.geojson|processed_data/boundaries/EB3175.geojson|processed_data/boundaries/EB3176.geojson|processed_data/boundaries/EB3177.geojson|processed_data/boundaries/EB3178.geojson|processed_data/boundaries/EB3179.geojson,,Elk,Bull,Nebo/San Pitch Mtns,Archery,SFW,1
183,182,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179,7,7,7,multi_candidate_all_mapped,901,,mapped,processed_data/boundaries/EB3173.geojson|processed_data/boundaries/EB3174.geojson|processed_data/boundaries/EB3175.geojson|processed_data/boundaries/EB3176.geojson|processed_data/boundaries/EB3177.geojson|processed_data/boundaries/EB3178.geojson|processed_data/boundaries/EB3179.geojson,,Elk,Bull,Nebo/San Pitch Mtns,Hunter's Choice,MDF,1
184,183,EB3178,1,1,1,single_code_mapped,901,,mapped,processed_data/boundaries/EB3178.geojson,,Elk,Bull,Nebo/San Pitch Mtns,Multiseason,NWTF,1
185,184,EB3115,1,1,1,single_code_mapped,140,,mapped,processed_data/boundaries/EB3115.geojson,,Elk,Bull,"North Slope, Three Corners",Multiseason,NWTF,1
186,185,EB3057,1,1,1,single_code_mapped,634,,mapped,processed_data/boundaries/EB3057.geojson,,Elk,Bull,Panguitch Lake,"Any Legal Weapon, late",MDF,1
187,186,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189,7,7,7,multi_candidate_all_mapped,634,,mapped,processed_data/boundaries/EB3015.geojson|processed_data/boundaries/EB3056.geojson|processed_data/boundaries/EB3057.geojson|processed_data/boundaries/EB3093.geojson|processed_data/boundaries/EB3117.geojson|processed_data/boundaries/EB3188.geojson|processed_data/boundaries/EB3189.geojson,,Elk,Bull,Panguitch Lake,Hunter's Choice,SFW,1
188,187,EB3117,1,1,1,single_code_mapped,634,,mapped,processed_data/boundaries/EB3117.geojson,,Elk,Bull,Panguitch Lake,Multiseason,MDF,1
189,188,EB3067,1,1,1,single_code_mapped,183,,mapped,processed_data/boundaries/EB3067.geojson,,Elk,Bull,San Juan Bull Elk,"Any Legal Weapon, late",RMEF,1
190,189,EB3194,1,1,1,single_code_mapped,183,,mapped,processed_data/boundaries/EB3194.geojson,,Elk,Bull,San Juan Bull Elk,"Any Legal Weapon, mid",SFW,1
191,190,EB3019,1,1,1,single_code_mapped,183,,mapped,processed_data/boundaries/EB3019.geojson,,Elk,Bull,San Juan Bull Elk,Archery,MDF,1
192,191,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194,7,7,7,multi_candidate_all_mapped,183,,mapped,processed_data/boundaries/EB3019.geojson|processed_data/boundaries/EB3066.geojson|processed_data/boundaries/EB3067.geojson|processed_data/boundaries/EB3097.geojson|processed_data/boundaries/EB3121.geojson|processed_data/boundaries/EB3193.geojson|processed_data/boundaries/EB3194.geojson,,Elk,Bull,San Juan Bull Elk,Hunter's Choice,MDF,1
193,192,EB3121,1,1,1,single_code_mapped,183,,mapped,processed_data/boundaries/EB3121.geojson,,Elk,Bull,San Juan Bull Elk,Multiseason,RMEF,1
194,193,EB3152,1,1,1,single_code_mapped,872,,mapped,processed_data/boundaries/EB3152.geojson,,Elk,Bull,"Southwest Desert, South","Any Legal Weapon, late",MDF,1
195,194,EB3198,1,1,1,single_code_mapped,872,,mapped,processed_data/boundaries/EB3198.geojson,,Elk,Bull,"Southwest Desert, South","Any Legal Weapon, mid",SFW,1
196,195,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198,7,7,7,multi_candidate_all_mapped,872,,mapped,processed_data/boundaries/EB3146.geojson|processed_data/boundaries/EB3149.geojson|processed_data/boundaries/EB3152.geojson|processed_data/boundaries/EB3155.geojson|processed_data/boundaries/EB3157.geojson|processed_data/boundaries/EB3197.geojson|processed_data/boundaries/EB3198.geojson,,Elk,Bull,"Southwest Desert, South",Archery,UAA,1
