hunt_code,source_hunt_name,source_species,source_sex_type,source_hunt_type,source_weapon,source_season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,canonical_permit_sets,status,source_file
DB1549,Fishlake,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,520,132,414|42|456,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1551,"San Juan, Abajo Mtns",Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,1680,132,1317|125|1442,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1552,Vernal/Bonanza,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,700,132,475|55|530,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1553,Yellowstone,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,840,132,628|57|685,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1554,Southwest Desert,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,300,132,229|25|254,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1555,"Wasatch Mtns, East",Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,3900,132,3095|253|3348,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1556,"Wasatch Mtns, West",Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,4740,132,3207|94|3301,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1559,Zion,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,1350,132,1067|109|1176,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1561,Box Elder,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,1040,132,499|21|520,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1563,Manti/San Rafael,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,1800,132,1162|90|1252,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1564,Nebo,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,1060,132,469|14|483,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1566,Fillmore,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,460,132,312|30|342,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1568,Kamas,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,200,132,170|8|178,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1569,La Sal Mtns,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,360,132,235|26|261,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1570,Monroe,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,220,132,175|19|194,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1571,Mt Dutton,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,80,132,60|8|68,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1572,Nine Mile,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,280,132,127|8|135,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1573,North Slope,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,620,132,425|20|445,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1574,Ogden,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,540,132,254|4|258,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1576,Panguitch Lake,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,500,132,356|36|392,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1577,Pine Valley,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,600,132,423|48|471,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1579,Fishlake,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,260,132,197|20|217,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1581,"San Juan, Abajo Mtns",Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,560,132,426|47|473,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1582,Vernal/Bonanza,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,280,132,187|17|204,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1583,Yellowstone,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,280,132,185|20|205,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1584,Southwest Desert,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,100,132,63|9|72,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1585,"Wasatch Mtns, East",Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,1300,132,847|42|889,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1586,"Wasatch Mtns, West",Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,1580,132,507|11|518,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1589,Zion,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,675,132,407|48|455,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1591,Fillmore,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,460,132,356|34|390,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1592,Kamas,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,200,132,213|21|234,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1593,Nine Mile,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,280,132,205|21|226,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1594,Panguitch Lake,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,500,132,367|39|406,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1595,Pine Valley,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,600,132,478|53|531,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1596,Fishlake,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,260,132,194|27|221,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1597,Zion,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,675,132,478|52|530,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1598,North Slope,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,620,132,519|31|550,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1599,Chalk Creek,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,880,132,788|12|800,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1600,Chalk Creek,Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,440,132,247|5|252,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1601,Chalk Creek,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,440,132,308|13|321,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1602,Chalk Creek,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,440,132,161|7|168,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1603,East Canyon,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,760,132,740|9|749,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1604,East Canyon,Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,380,132,307|8|315,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1605,East Canyon,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,380,132,349|11|360,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1606,East Canyon,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,380,132,137|0|137,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1607,Morgan-South Rich,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,640,132,610|11|621,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1608,Morgan-South Rich,Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,320,132,176|4|180,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1609,Morgan-South Rich,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,320,132,226|4|230,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1610,Morgan-South Rich,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,320,132,87|0|87,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1611,"Beaver, East",Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,440,132,259|26|285,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1612,"Beaver, East",Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,440,132,265|30|295,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1613,"Beaver, East",Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,1320,132,963|92|1055,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1614,"Beaver, West",Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,130,90,79|9|88,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1615,"Beaver, West",Deer,Buck,General Season,Restricted Muzzleloader,Sept 23 2026 - Oct 01 2026,,,130,132,71|5|76,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1616,"Beaver, West",Deer,Buck,General Season,Restricted Rifle,Oct 17 2026 - Oct 25 2026,,,390,132,243|23|266,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1617,"West Desert, Swasey",Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,80,90,59|7|66,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1618,"West Desert, Swasey",Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,80,132,57|7|64,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1619,"West Desert, Swasey",Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,240,132,207|20|227,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1620,Oquirrh/Tintic,Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,450,132,349|12|361,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1621,Oquirrh/Tintic,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,450,132,339|3|342,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1622,Oquirrh/Tintic,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,1350,132,1329|58|1387,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1623,Cedar/Stansbury,Deer,Buck,General Season,Archery,Aug 15 2026 - Sept 11 2026,,,250,132,151|14|165,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1624,Cedar/Stansbury,Deer,Buck,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,,,250,132,161|16|177,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1625,Cedar/Stansbury,Deer,Buck,General Season,Any Legal Weapon (Late),Oct 17 2026 - Oct 25 2026,,,750,132,580|58|638,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1627,Cache,Deer,Buck,General Season,Restricted Rifle,Oct 17 2026 - Oct 25 2026,,,3480,132,2647|58|2705,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1628,Cache,Deer,Buck,General Season,Restricted Muzzleloader,Sept 23 2026 - Oct 01 2026,,,1160,132,383|16|399,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1629,Boulder/Kaiparowits,Deer,Buck,General Season,Restricted Rifle,Oct 17 2026 - Oct 25 2026,,,960,132,1094|120|1214,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1630,Boulder/Kaiparowits,Deer,Buck,General Season,Restricted Muzzleloader,Sept 23 2026 - Oct 01 2026,,,720,132,236|33|269,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1631,Box Elder,Deer,Buck,General Season,Any Legal Weapon (Early),Oct 07 2026 - Oct 11 2026,,,1040,132,738|33|771,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1770,Box Elder,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,688,84,44|1|45,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1771,Cache,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,588,84,140|1|141,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1772,Manti/San Rafael,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,573,84,435|8|443,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1773,Nebo,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,349,84,179|3|182,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1775,Fillmore,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,84,159|14|173,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1777,Kamas,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,55,42,31|0|31,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1778,La Sal Mtns,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,67,42,94|11|105,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1779,Monroe,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,84,59|2|61,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1780,Mt Dutton,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,26,84,5|1|6,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1781,Nine Mile,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,62,84,45|1|46,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1782,North Slope,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,340,42,39|0|39,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1783,Ogden,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,297,84,46|1|47,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1785,Panguitch Lake,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,112,84,178|20|198,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1786,Pine Valley,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,228,84,1|1|2,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1787,Boulder/Kaiparowits,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,70,84,180|15|195,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1788,Fishlake,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,49,84,76|6|82,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1790,"San Juan, Abajo Mtns",Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,261,42,58|16|74,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1791,Vernal/Bonanza,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,84,107|3|110,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1792,Yellowstone,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,63,84,88|1|89,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1793,Southwest Desert,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,46,42,1|1|2,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1794,"Wasatch Mtns, East",Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,271,84,381|3|384,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1795,"Wasatch Mtns, West",Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,701,84,159|3|162,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1798,Zion,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,256,84,32|3|35,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1799,Chalk Creek,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,292,42,18|1|19,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1800,East Canyon,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,186,84,48|0|48,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1801,Morgan-South Rich,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,211,84,11|0|11,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1802,"Beaver, East",Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,61,84,137|8|145,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1803,"Beaver, West",Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,44,42,30|4|34,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1804,Cedar/Stansbury,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,84,48|2|50,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1805,Oquirrh/Tintic,Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,65,84,154|3|157,permit_mismatch,dwr_huntboundary_deer_buck.json
DB1806,"West Desert, Swasey",Deer,Buck,General Season,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,36,42,18|0|18,permit_mismatch,dwr_huntboundary_deer_buck.json
LD1001,Paunsaugunt - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 12 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LD1004,Paunsaugunt - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LD1006,Paunsaugunt - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Muzzleloader,Sept 24 2025 - Oct 02 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LD1023,Diamond Mtn - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LD1108,Thousand Lakes - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Restricted Rifle,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LO0008,Diamond Mtn Landowner Association,Deer,Buck,Limited Entry - Private Land Only,Archery,Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LO0009,Diamond Mtn Landowner Association,Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Oct 17 2026 - Oct 25 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LO0010,Diamond Mtn Landowner Association,Deer,Buck,Limited Entry - Private Land Only,Muzzleloader,Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LO1501,Box Elder,Deer,Buck,General Season - Private Land Only,Archery,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
LO1502,Cache,Deer,Buck,General Season - Private Land Only,Archery,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,0,0,,missing_from_canonical,dwr_huntboundary_deer_buck.json
