excel_row,no,status,score,notes,before_species,after_species,area,condition,organization,before_hunt_code,after_hunt_code,before_hunt_name,after_hunt_name,before_sex,after_sex,before_weapon,after_weapon,before_boundary_id,after_boundary_id,before_map_geojson,after_map_geojson
73,72,REVIEW_TIE,1.397,species;area=0.850;any_legal_weapon;conservation_weight;geo;second=1.381,Desert Bighorn Sheep,Desert Bighorn Sheep,"Kaiparowits, Escalante",Any Legal Weapon,UWSF,DB1000,DB1000,,,,,,,94,94,processed_data/boundaries/DB1007.geojson,processed_data/boundaries/DB1007.geojson
74,73,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.434,Desert Bighorn Sheep,Desert Bighorn Sheep,"Kaiparowits, West",Any Legal Weapon,UWSF,DB1010,DB1010,Paunsaugunt,Paunsaugunt,Buck,Buck,Archery,Archery,163,163,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1073.geojson,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1073.geojson
75,74,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.224,Desert Bighorn Sheep,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",Any Legal Weapon,SFW,DB1010,DB1010,Paunsaugunt,Paunsaugunt,Buck,Buck,Hunter's Choice,Hunter's Choice,163,163,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson
76,75,PATCHED,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.300,Desert Bighorn Sheep,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",Any Legal Weapon,UWSF,DB1010,DS6605,Paunsaugunt,"Pine Valley, Beaver Dam",Buck,Male Only,Hunter's Choice,Any Legal Weapon,163,305,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,processed_data/boundaries/DS6605.geojson
77,76,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.305,Desert Bighorn Sheep,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Any Legal Weapon,SCI,DS1004,DS1004,"San Rafael, Dirty Devil","San Rafael, Dirty Devil",Male Only,Male Only,Any Legal Weapon,Any Legal Weapon,193,193,processed_data/boundaries/DS1004.geojson,processed_data/boundaries/DS1004.geojson
78,77,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.305,Desert Bighorn Sheep,Desert Bighorn Sheep,"San Rafael, South",Any Legal Weapon,UWSF,DS1007,DS1007,"San Rafael, South","San Rafael, South",Male Only,Male Only,Any Legal Weapon,Any Legal Weapon,195,195,processed_data/boundaries/DS1007.geojson,processed_data/boundaries/DS1007.geojson
79,78,REVIEW_TIE,1.204,species;area=0.391;any_legal_weapon;conservation_weight;geo;second=1.148,Desert Bighorn Sheep,Desert Bighorn Sheep,Statewide,Any Legal Weapon,SFW,DB1006,DB1006,Paunsaugunt,Paunsaugunt,Buck,Buck,Muzzleloader,Muzzleloader,163,163,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson
80,79,PATCHED,1.200,species;area=0.476;conservation_weight;current_code_exact;geo;second=1.120,Deer,Deer,Henry Mtns,Hunter's Choice,SFW,DB1015,DB1015,Diamond Mtn,Diamond Mtn,Buck,Buck,Archery,Archery,206,206,processed_data/boundaries/DB1015.geojson,processed_data/boundaries/DB1015.geojson
81,80,PATCHED,1.460,species;area=1.000;multiseason;conservation_weight;geo;second=1.240,Deer,Deer,Henry Mtns,Multiseason,MDF,DB1075,DB1007,Book Cliffs (North & South),Henry Mtns Premium,Buck,Buck,Archery,Multiseason,7,94,processed_data/boundaries/DB1075.geojson,processed_data/boundaries/DB1007.geojson
82,81,PATCHED,1.460,species;area=1.000;archery;conservation_weight;geo;second=1.378,Deer,Deer,Paunsaugunt,Archery,NWTF,DB1075,DB1001,Book Cliffs (North & South),Paunsaugunt Premium,Buck,Buck,Archery,Archery,7,163,processed_data/boundaries/DB1075.geojson,processed_data/boundaries/DB1001.geojson
83,82,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,Paunsaugunt,Hunter's Choice,MDF,DB1075,DB1075,Book Cliffs (North & South),Book Cliffs (North & South),Buck,Buck,Archery,Archery,7,7,processed_data/boundaries/DB1075.geojson,processed_data/boundaries/DB1075.geojson
84,83,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,Paunsaugunt,Hunter's Choice,SFW,DB1056,DB1056,Book Cliffs (North & South),Book Cliffs (North & South),Buck,Buck,Any Legal Weapon,Any Legal Weapon,7,7,processed_data/boundaries/DB1056.geojson,processed_data/boundaries/DB1056.geojson
85,84,PATCHED,1.460,species;area=1.000;multiseason;conservation_weight;geo;second=1.156,Deer,Deer,Paunsaugunt,Multiseason,SFW,DB1056,DB1008,Book Cliffs (North & South),Paunsaugunt Premium,Buck,Buck,Any Legal Weapon,Multiseason,7,163,processed_data/boundaries/DB1056.geojson,processed_data/boundaries/DB1008.geojson
86,85,PATCHED_CURRENT_CODE,1.760,species;area=1.000;multiseason;conservation_weight;current_code_exact;geo;second=1.156,Deer,Deer,Paunsaugunt,Multiseason,SFW,DB1008,DB1008,Paunsaugunt Premium,Paunsaugunt Premium,Buck,Buck,Multiseason,Multiseason,163,163,processed_data/boundaries/DB1008.geojson,processed_data/boundaries/DB1008.geojson
87,86,REVIEW_TIE,1.300,species;area=1.000;muzzleloader;geo;second=1.237,Deer,Deer,Paunsaugunt,Muzzleloader,NWTF,DB1025,DB1025,Book Cliffs,Book Cliffs,Buck,Buck,Muzzleloader,Muzzleloader,7,7,processed_data/boundaries/DB1025.geojson,processed_data/boundaries/DB1025.geojson
88,87,REVIEW_TIE,1.300,species;area=1.000;muzzleloader;geo;second=1.237,Deer,Deer,Paunsaugunt,Muzzleloader,MDF,DB1015,DB1015,Diamond Mtn,Diamond Mtn,Buck,Buck,Archery,Archery,206,206,processed_data/boundaries/DB1015.geojson,processed_data/boundaries/DB1015.geojson
89,88,REVIEW_TIE,1.460,species;area=1.000;archery;conservation_weight;geo;second=1.416,Deer,Deer,Book Cliffs,Archery,WCF,DB1015,DB1015,Diamond Mtn,Diamond Mtn,Buck,Buck,Archery,Archery,206,206,processed_data/boundaries/DB1015.geojson,processed_data/boundaries/DB1015.geojson
90,89,REVIEW_TIE,1.460,species;area=1.000;archery;conservation_weight;geo;second=1.416,Deer,Deer,Book Cliffs,Archery,UAA,DB1015,DB1015,Diamond Mtn,Diamond Mtn,Buck,Buck,Archery,Archery,206,206,processed_data/boundaries/DB1015.geojson,processed_data/boundaries/DB1015.geojson
91,90,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,Book Cliffs,Hunter's Choice,SFW,DB1047,DB1047,Diamond Mtn,Diamond Mtn,Buck,Buck,Multiseason,Multiseason,206,206,processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1047.geojson
92,91,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,Book Cliffs,Hunter's Choice,MDF,DB1047,DB1047,Diamond Mtn,Diamond Mtn,Buck,Buck,Multiseason,Multiseason,206,206,processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1047.geojson
93,92,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.185,Deer,Deer,Book Cliffs,Multiseason,SFW,DB1038,DB1044,Diamond Mtn,Book Cliffs,Buck,Buck,Muzzleloader,Multiseason,206,7,processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1044.geojson
94,93,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.185,Deer,Deer,Book Cliffs,Multiseason,MDF,DB1038,DB1044,,Book Cliffs,,Buck,,Multiseason,206,7,processed_data/boundaries/DB1038.geojson,processed_data/boundaries/DB1044.geojson
95,94,PATCHED,1.460,species;area=1.000;muzzleloader;conservation_weight;geo;second=1.300,Deer,Deer,Book Cliffs,Muzzleloader,UHA,DB1045,DB1076,"Fillmore, Oak Creek LE",Book Cliffs (North & South),Buck,Buck,Multiseason,Muzzleloader,85,7,processed_data/boundaries/DB1045.geojson,processed_data/boundaries/DB1076.geojson
96,95,PATCHED,1.460,species;area=1.000;muzzleloader;conservation_weight;geo;second=1.300,Deer,Deer,Book Cliffs,Muzzleloader,WCF,DB1045,DB1076,"Fillmore, Oak Creek LE",Book Cliffs (North & South),Buck,Buck,Multiseason,Muzzleloader,85,7,processed_data/boundaries/DB1045.geojson,processed_data/boundaries/DB1076.geojson
97,96,PATCHED,1.460,species;area=1.000;archery;conservation_weight;geo;second=1.369,Deer,Deer,Diamond Mtn,Archery,MDF,DB1014,DB1015,"San Juan, Elk Ridge",Diamond Mtn,Buck,Buck,Archery,Archery,185,206,processed_data/boundaries/DB1014.geojson,processed_data/boundaries/DB1015.geojson
98,97,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,Diamond Mtn,Hunter's Choice,RMEF,DB1014,DB1014,"San Juan, Elk Ridge","San Juan, Elk Ridge",Buck,Buck,Archery,Archery,185,185,processed_data/boundaries/DB1014.geojson,processed_data/boundaries/DB1014.geojson
99,98,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,Diamond Mtn,Hunter's Choice,MDF,DB1046,DB1046,"San Juan, Elk Ridge","San Juan, Elk Ridge",Buck,Buck,Multiseason,Multiseason,185,185,processed_data/boundaries/DB1046.geojson,processed_data/boundaries/DB1046.geojson
100,99,PATCHED_CURRENT_CODE,1.760,species;area=1.000;multiseason;conservation_weight;current_code_exact;geo;second=1.185,Deer,Deer,Diamond Mtn,Multiseason,MDF,DB1047,DB1047,Diamond Mtn,Diamond Mtn,Buck,Buck,Multiseason,Multiseason,206,206,processed_data/boundaries/DB1047.geojson,processed_data/boundaries/DB1047.geojson
101,100,PATCHED,1.460,species;area=1.000;multiseason;conservation_weight;geo;second=1.185,Deer,Deer,Diamond Mtn,Multiseason,MDF,DB1016,DB1047,"West Desert, Vernon",Diamond Mtn,Buck,Buck,Archery,Multiseason,248,206,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1047.geojson
102,101,REVIEW_TIE,1.300,species;area=1.000;muzzleloader;geo;second=1.237,Deer,Deer,Diamond Mtn,Muzzleloader,SFW,DB1016,DB1016,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Archery,Archery,248,248,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1016.geojson
103,102,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,"Fillmore, Oak Creek LE",Hunter's Choice,MDF,DB1016,DB1016,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Archery,Archery,248,248,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1016.geojson
104,103,PATCHED,1.460,species;area=1.000;multiseason;conservation_weight;geo;second=1.213,Deer,Deer,"Fillmore, Oak Creek LE",Multiseason,MDF,DB1016,DB1045,"West Desert, Vernon","Fillmore, Oak Creek LE",Buck,Buck,Archery,Multiseason,248,85,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1045.geojson
105,104,PATCHED,1.504,species;area=0.390;multiseason;conservation_weight;current_code_exact;geo;second=1.397,Deer,Deer,"La Sal, Dolores Triangle",Multiseason,SCI,DB1048,DB1048,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Multiseason,Multiseason,248,248,processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1048.geojson
106,105,PATCHED,1.460,species;area=1.000;archery;conservation_weight;geo;second=1.156,Deer,Deer,"San Juan, Elk Ridge",Archery,UAA,DB1048,DB1014,"West Desert, Vernon","San Juan, Elk Ridge",Buck,Buck,Multiseason,Archery,248,185,processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1014.geojson
107,106,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,"San Juan, Elk Ridge",Hunter's Choice,SFW,DB1042,DB1042,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Muzzleloader,Muzzleloader,248,248,processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1048.geojson
108,107,PATCHED_CURRENT_CODE,1.760,species;area=1.000;multiseason;conservation_weight;current_code_exact;geo;second=1.157,Deer,Deer,"San Juan, Elk Ridge",Multiseason,SFW,DB1046,DB1046,"San Juan, Elk Ridge","San Juan, Elk Ridge",Buck,Buck,Multiseason,Multiseason,185,185,processed_data/boundaries/DB1046.geojson,processed_data/boundaries/DB1046.geojson
109,108,PATCHED,1.300,species;area=1.000;muzzleloader;geo;second=1.127,Deer,Deer,"San Juan, Elk Ridge",Muzzleloader,MDF,DB0007,DB1037,Statewide,"San Juan, Elk Ridge",Buck,Buck,,Muzzleloader,5108,185,processed_data/boundaries/DB0007.geojson,processed_data/boundaries/DB1037.geojson
110,109,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.183,Deer,Deer,"West Desert, Vernon",Archery,MDF,DB1016,DB1016,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Archery,Archery,248,248,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1016.geojson
111,110,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.183,Deer,Deer,"West Desert, Vernon",Archery,SFW,DB1016,DB1016,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Archery,Archery,248,248,processed_data/boundaries/DB1016.geojson,processed_data/boundaries/DB1016.geojson
112,111,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,"West Desert, Vernon",Hunter's Choice,SFW,DB0007,DB0007,,,,,,,5108,5108,processed_data/boundaries/DB0007.geojson,processed_data/boundaries/DB0007.geojson
113,112,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Deer,Deer,"West Desert, Vernon",Hunter's Choice,SFW,DS6604,DS6604,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",Ram,Ram,Any Legal Weapon,Any Legal Weapon,688,688,processed_data/boundaries/DS6604.geojson,processed_data/boundaries/DS6604.geojson
114,113,PATCHED_CURRENT_CODE,1.760,species;area=1.000;multiseason;conservation_weight;current_code_exact;geo;second=1.139,Deer,Deer,"West Desert, Vernon",Multiseason,SFW,DB1048,DB1048,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Multiseason,Multiseason,248,248,processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1048.geojson
115,114,PATCHED_CURRENT_CODE,1.760,species;area=1.000;multiseason;conservation_weight;current_code_exact;geo;second=1.139,Deer,Deer,"West Desert, Vernon",Multiseason,MDF,DB1048,DB1048,"West Desert, Vernon","West Desert, Vernon",Buck,Buck,Multiseason,Multiseason,248,248,processed_data/boundaries/DB1048.geojson,processed_data/boundaries/DB1048.geojson
116,115,PATCHED,1.300,species;area=1.000;muzzleloader;geo;second=1.197,Deer,Deer,"West Desert, Vernon",Muzzleloader,MDF,DS6604,DB1042,,"West Desert, Vernon",,Buck,,Muzzleloader,688,248,processed_data/boundaries/DS6604.geojson,processed_data/boundaries/DB1042.geojson
117,116,PATCHED,1.300,species;area=1.000;muzzleloader;geo;second=1.197,Deer,Deer,"West Desert, Vernon",Muzzleloader,DSC,DS1000,DB1042,Statewide,"West Desert, Vernon",Ram,Buck,Any Legal Weapon,Muzzleloader,5110,248,processed_data/boundaries/DS1000.geojson,processed_data/boundaries/DB1042.geojson
118,117,REVIEW_LOW_SCORE,0.887,species;area=0.444;conservation_weight;geo,Deer,Deer,Statewide,,MDF,EB3025,EB3025,"Beaver, East","Beaver, East",Bull,Bull,"Any Legal Weapon, late","Any Legal Weapon, late",685,685,processed_data/boundaries/EB3025.geojson,processed_data/boundaries/EB3025.geojson
119,118,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,"Beaver, East","Any Legal Weapon, late",SFW,EB3159,EB3159,"Beaver, East","Beaver, East",Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,685,685,processed_data/boundaries/EB3159.geojson,processed_data/boundaries/EB3159.geojson
120,119,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,"Beaver, East",Archery,UAA,EB3158,EB3158,"Beaver, East","Beaver, East",Bull,Bull,Late Archery,Late Archery,685,685,processed_data/boundaries/EB3158.geojson,processed_data/boundaries/EB3158.geojson
121,120,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,"Beaver, East",Hunter's Choice,SFW,EB3102,EB3102,"Beaver, East","Beaver, East",Bull,Bull,Multiseason,Multiseason,685,685,processed_data/boundaries/EB3000.geojson|processed_data/boundaries/EB3024.geojson|processed_data/boundaries/EB3025.geojson|processed_data/boundaries/EB3077.geojson|processed_data/boundaries/EB3102.geojson|processed_data/boundaries/EB3158.geojson|processed_data/boundaries/EB3159.geojson,processed_data/boundaries/EB3102.geojson
122,121,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.208,Elk,Elk,"Beaver, East",Multiseason,MDF,EB3163,EB3102,"Book Cliffs, Bitter Creek/East","Beaver, East",Bull,Bull,"Any Legal Weapon, late",Multiseason,899,685,processed_data/boundaries/EB3163.geojson,processed_data/boundaries/EB3102.geojson
123,122,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,"Book Cliffs, Bitter Creek/East","Any Legal Weapon, late",RMEF,EB3164,EB3164,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,899,899,processed_data/boundaries/EB3164.geojson,processed_data/boundaries/EB3164.geojson
124,123,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,"Book Cliffs, Bitter Creek/East",Archery,SFW,EB3161,EB3161,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",Bull,Bull,Late Archery,Late Archery,899,899,processed_data/boundaries/EB3161.geojson,processed_data/boundaries/EB3161.geojson
125,124,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,"Book Cliffs, Bitter Creek/East",Hunter's Choice,DSC,EB3163,EB3163,,"Book Cliffs, Bitter Creek/East",,Bull,,Late Any Legal Weapon,899,899,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,processed_data/boundaries/EB3163.geojson
126,125,REVIEW_TIE,1.300,species;area=1.000;multiseason;geo;second=1.238,Elk,Elk,"Book Cliffs, Bitter Creek/East",Multiseason,WCF,EB3151,EB3151,Boulder,Boulder,Bull,Bull,"Any Legal Weapon, late","Any Legal Weapon, late",172,172,processed_data/boundaries/EB3151.geojson,processed_data/boundaries/EB3151.geojson
127,126,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,Boulder,"Any Legal Weapon, late",MDF,EB3191,EB3191,Boulder,Boulder,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,172,172,processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3191.geojson
128,127,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Boulder,"Any Legal Weapon, mid",SFW,EB3191,EB3191,Boulder,Boulder,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,172,172,processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3191.geojson
129,128,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=1.420,Elk,Elk,Boulder,Archery,SFW,EB3191,EB3191,Boulder,Boulder,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,172,172,processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3191.geojson
130,129,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=1.120,Elk,Elk,Boulder,Hunter's Choice,SCI,EB3191,EB3191,Boulder,Boulder,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,172,172,processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3191.geojson
131,130,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Boulder,Multiseason,MDF,EB3191,EB3191,Boulder,Boulder,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,172,172,processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3191.geojson
132,131,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Boulder,Muzzleloader,SFW,EB3191,EB3191,Boulder,Boulder,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,172,172,processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3191.geojson
133,132,PATCHED_CURRENT_CODE,1.760,species;area=1.000;multiseason;conservation_weight;current_code_exact;geo;second=1.286,Elk,Elk,"Box Elder, Grouse Creek",Multiseason,SFW,EB3128,EB3128,"Box Elder, Grouse Creek","Box Elder, Grouse Creek",Bull,Bull,Multiseason,Multiseason,867,867,processed_data/boundaries/EB3128.geojson,processed_data/boundaries/EB3128.geojson
134,133,PATCHED_CURRENT_CODE,1.760,species;area=1.000;multiseason;conservation_weight;current_code_exact;geo;second=1.286,Elk,Elk,"Box Elder, Pilot Mtn",Multiseason,MDF,EB3209,EB3209,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",Bull,Bull,Multiseason,Multiseason,5129,5129,processed_data/boundaries/EB3209.geojson,processed_data/boundaries/EB3209.geojson
135,134,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.400,Elk,Elk,"Cache, Meadowville","Any Legal Weapon, late",RMEF,EB3105,EB3105,"Cache, Meadowville","Cache, Meadowville",Bull,Bull,Multiseason,Multiseason,33,33,processed_data/boundaries/EB3033.geojson,processed_data/boundaries/EB3105.geojson
136,135,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,"Cache, Meadowville",Hunter's Choice,SCI,EB3105,EB3105,,"Cache, Meadowville",,Bull,,Multiseason,33,33,processed_data/boundaries/EB3003.geojson|processed_data/boundaries/EB3032.geojson|processed_data/boundaries/EB3033.geojson|processed_data/boundaries/EB3081.geojson|processed_data/boundaries/EB3105.geojson|processed_data/boundaries/EB3168.geojson|processed_data/boundaries/EB3169.geojson,processed_data/boundaries/EB3105.geojson
137,136,PATCHED,1.390,species;area=0.500;multiseason;current_code_exact;geo;second=1.300,Elk,Elk,"Cache, Meadowville",Multiseason,RMEF,EB3107,EB3107,"Cache, South","Cache, South",Bull,Bull,Multiseason,Multiseason,41,41,processed_data/boundaries/EB3107.geojson,processed_data/boundaries/EB3107.geojson
138,137,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.115,Elk,Elk,"Cache, South",Hunter's Choice,MDF,EB3196,EB3196,Diamond Mtn,Diamond Mtn,Bull,Bull,Late Any Legal Weapon,Late Any Legal Weapon,206,206,processed_data/boundaries/EB3196.geojson,processed_data/boundaries/EB3196.geojson
139,138,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.152,Elk,Elk,"Cache, South",Multiseason,SFW,EB3069,EB3107,Diamond Mtn,"Cache, South",Bull,Bull,"Any Legal Weapon, mid",Multiseason,206,41,processed_data/boundaries/EB3069.geojson,processed_data/boundaries/EB3107.geojson
140,139,PATCHED_CURRENT_CODE,1.860,species;area=1.000;any_legal_weapon;late;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Diamond Mtn,"Any Legal Weapon, late",MDF,EB3196,EB3196,Diamond Mtn,Diamond Mtn,Bull,Bull,Late Any Legal Weapon,Late Any Legal Weapon,206,206,processed_data/boundaries/EB3196.geojson,processed_data/boundaries/EB3196.geojson
141,140,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Diamond Mtn,"Any Legal Weapon, mid",RMEF,EB3196,EB3196,Diamond Mtn,Diamond Mtn,Bull,Bull,Late Any Legal Weapon,Late Any Legal Weapon,206,206,processed_data/boundaries/EB3196.geojson,processed_data/boundaries/EB3196.geojson
142,141,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Diamond Mtn,Archery,MDF,EB3195,EB3195,Diamond Mtn,Diamond Mtn,Bull,Bull,Late Archery,Late Archery,206,206,processed_data/boundaries/EB3195.geojson,processed_data/boundaries/EB3195.geojson
143,142,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Elk,Elk,Diamond Mtn,Hunter's Choice,MDF,EB3043,EB3043,"Fillmore, Pahvant","Fillmore, Pahvant",Bull,Bull,"Any Legal Weapon, late","Any Legal Weapon, late",88,88,processed_data/boundaries/EB3043.geojson,processed_data/boundaries/EB3043.geojson
144,143,PATCHED,1.536,species;area=0.467;multiseason;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Diamond Mtn,Multiseason,NWTF,EB3209,EB3209,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",Bull,Bull,Multiseason,Multiseason,5129,5129,processed_data/boundaries/EB3209.geojson,processed_data/boundaries/EB3209.geojson
145,144,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,"Fillmore, Pahvant","Any Legal Weapon, late",RMEF,EB3181,EB3181,"Fillmore, Pahvant","Fillmore, Pahvant",Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,88,88,processed_data/boundaries/EB3181.geojson,processed_data/boundaries/EB3181.geojson
146,145,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,"Fillmore, Pahvant",Archery,SFW,EB3180,EB3180,"Fillmore, Pahvant","Fillmore, Pahvant",Bull,Bull,Late Archery,Late Archery,88,88,processed_data/boundaries/EB3180.geojson,processed_data/boundaries/EB3180.geojson
