hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,average_harvest_age_3yr_reported,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
EL3135,869,Barney Top/Kaiparowits,Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Archery,Bull,Sept 01 2025 - Sept 30 2025 - Private Land Only,Public,,,,,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3135,EL3135,Barney Top/Kaiparowits,Barney Top/Kaiparowits,Barney Top/Kaiparowits,869,869,869,869,869,,,,Sept 01 2025 - Sept 30 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3135
EL3136,871,"Southwest Desert, North",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Archery,Bull,Sept 01 2025 - Sept 30 2025 - Private Land Only,Public,,,,,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3136,EL3136,"Southwest Desert, North","Southwest Desert, North","Southwest Desert, North",871,871,871,871,871,,,,Sept 01 2025 - Sept 30 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3136
EL3137,241,"West Desert, Deep Creek",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Archery,Bull,Sept 01 2025 - Sept 30 2025 - Private Land Only,Public,,,,,3,1,4,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,7.4,,,2023 Hunt Success.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3137,EL3137,"West Desert, Deep Creek","West Desert, Deep Creek","West Desert, Deep Creek",241,241,241,241,241,,,,Sept 01 2025 - Sept 30 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3137
EL3139,36,"Cache, North",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Bull,Nov 08 2025 - Nov 30 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3139,EL3139,"Cache, North","Cache, North","Cache, North",36,36,36,36,36,,,,Nov 08 2025 - Nov 30 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3139
EL3142,869,Barney Top/Kaiparowits,Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Bull,Nov 08 2025 - Nov 30 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3142,EL3142,Barney Top/Kaiparowits,Barney Top/Kaiparowits,Barney Top/Kaiparowits,869,869,869,869,869,,,,Nov 08 2025 - Nov 30 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3142
EL3143,871,"Southwest Desert, North",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Bull,Nov 08 2025 - Nov 30 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3143,EL3143,"Southwest Desert, North","Southwest Desert, North","Southwest Desert, North",871,871,871,871,871,,,,Nov 08 2025 - Nov 30 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3143
EL3144,241,"West Desert, Deep Creek",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Bull,Nov 08 2025 - Nov 30 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,100,7.4,,,2023 Hunt Success.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3144,EL3144,"West Desert, Deep Creek","West Desert, Deep Creek","West Desert, Deep Creek",241,241,241,241,241,,,,Nov 08 2025 - Nov 30 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3144
EL3145,172,Boulder,Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Archery,Bull,Aug 16 2025 - Sept 16 2025 - Private Land Only,Public,,,,,7,1,8,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,7.8,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3145,EL3145,Boulder,Boulder,Boulder,172,172,172,172,172,,,,Aug 16 2025 - Sept 16 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3145
EL3146,872,"Southwest Desert, South",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Archery,Bull,Aug 16 2025 - Sept 16 2025 - Private Land Only,Public,,,,,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,6.6,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3146,EL3146,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",872,872,872,872,872,,,,Aug 16 2025 - Sept 16 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3146
EL3147,867,"Box Elder, Grouse Creek",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,Sept 17 2025 - Sept 21 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,6.4,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3147,EL3147,"Box Elder, Grouse Creek","Box Elder, Grouse Creek","Box Elder, Grouse Creek",867,867,867,867,867,,,,Sept 17 2025 - Sept 21 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3147
EL3148,172,Boulder,Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,Sept 17 2025 - Sept 21 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3148,EL3148,Boulder,Boulder,Boulder,172,172,172,172,172,,,,Sept 17 2025 - Sept 21 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3148
EL3149,872,"Southwest Desert, South",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,Sept 17 2025 - Sept 21 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,100,6.6,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3149,EL3149,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",872,872,872,872,872,,,,Sept 17 2025 - Sept 21 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3149
EL3150,867,"Box Elder, Grouse Creek",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,Oct 04 2025 - Oct 16 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,6.4,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3150,EL3150,"Box Elder, Grouse Creek","Box Elder, Grouse Creek","Box Elder, Grouse Creek",867,867,867,867,867,,,,Oct 04 2025 - Oct 16 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3150
EL3151,172,Boulder,Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,Nov 08 2025 - Nov 16 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3151,EL3151,Boulder,Boulder,Boulder,172,172,172,172,172,,,,Nov 08 2025 - Nov 16 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3151
EL3152,872,"Southwest Desert, South",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,Nov 08 2025 - Nov 16 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,6.6,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3152,EL3152,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",872,872,872,872,872,,,,Nov 08 2025 - Nov 16 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3152
EL3153,867,"Box Elder, Grouse Creek",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Muzzleloader,Bull,Sept 22 2025 - Oct 03 2025 - Private Land Only,Public,,,,,1,1,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,6.4,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3153,EL3153,"Box Elder, Grouse Creek","Box Elder, Grouse Creek","Box Elder, Grouse Creek",867,867,867,867,867,,,,Sept 22 2025 - Oct 03 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3153
EL3154,172,Boulder,Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Muzzleloader,Bull,Sept 22 2025 - Oct 03 2025 - Private Land Only,Public,,,,,7,1,8,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,7.8,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3154,EL3154,Boulder,Boulder,Boulder,172,172,172,172,172,,,,Sept 22 2025 - Oct 03 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3154
EL3155,872,"Southwest Desert, South",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Muzzleloader,Bull,Sept 22 2025 - Oct 03 2025 - Private Land Only,Public,,,,,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,6.6,,,21_bg_report.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3155,EL3155,"Southwest Desert, South","Southwest Desert, South","Southwest Desert, South",872,872,872,872,872,,,,Sept 22 2025 - Oct 03 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3155
EL3158,685,"Beaver, East",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Archery,Bull,Nov 29 2025 - Dec 14 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,9.1,,,2023 Hunt Success.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3158,EL3158,"Beaver, East","Beaver, East","Beaver, East",685,685,685,685,685,,,,Nov 29 2025 - Dec 14 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3158
EL3159,685,"Beaver, East",Elk,Max/Weighted Split,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,Oct 04 2025 - Oct 16 2025 - Private Land Only,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,PRIVATE_LAND_ELK_NO_PUBLISHED_PERMIT_COUNT,MAX_WEIGHTED_SPLIT,,,,,9.1,,,2023 Hunt Success.pdf,PASS,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EL3159,EL3159,"Beaver, East","Beaver, East","Beaver, East",685,685,685,685,685,,,,Oct 04 2025 - Oct 16 2025 - Private Land Only,Bull,Bull,Limited Entry,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EL3159
