hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,average_harvest_age_3yr_reported,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
DB1208,808,Blackhawk,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,90,105,Bonus Point Draw Results,100,,,,,,,,,,,LIVE_DWR_HANUMBER_BOUNDARY_VERIFIED_2026; HISTORICAL_2023_IDENTITY_OVERRIDE_FROM_CANONICAL_20250625,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1208,DB1208,Blackhawk,Blackhawk,Blackhawk,808,808,808,808,808,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1208
DB1209,500,Blind Spring,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,91,106,Bonus Point Draw Results,80,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1209,DB1209,Blind Spring,Blind Spring,Blind Spring,500,500,500,500,500,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1209
DB1210,594,Blue Creek,Deer,BIG_GAME_LIMITED_ENTRY_DEER,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,,Public,,,,,,,,,,,,,,,,,,,,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1210,DB1210,Blue Creek,Blue Creek,Blue Creek,594,594,594,594,594,,,,,Buck,Buck,Limited Entry,BIG_GAME_LIMITED_ENTRY_DEER,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1210
DB1211,510,Blue Spring Hills,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,92,107,Bonus Point Draw Results,100,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1211,DB1211,Blue Spring Hills,Blue Spring Hills,Blue Spring Hills,510,510,510,510,510,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1211
DB1212,604,Bluebell,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,93,108,Bonus Point Draw Results,100,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1212,DB1212,Bluebell,Bluebell,Bluebell,604,604,604,604,604,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1212
DB1213,529,Boobe Hole,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,94,109,Bonus Point Draw Results,44.4,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1213,DB1213,Boobe Hole,Boobe Hole,Boobe Hole,529,529,529,529,529,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1213
DB1214,498,Bootjack,Deer,,Limited Entry,,Any Legal Weapon,Male,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_big_game_odds_report.pdf,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1214,DB1214,Bootjack,Bootjack,Bootjack,498,498,498,498,498,,,,,Male,Male,Limited Entry,,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1214
DB1215,598,Buckhorn Ranch,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,95,110,Bonus Point Draw Results,60,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1215,DB1215,Buckhorn Ranch,Buckhorn Ranch,Buckhorn Ranch,598,598,598,598,598,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1215
DB1216,545,Castle Valley Outdoors,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,96,111,Bonus Point Draw Results,100,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1216,DB1216,Castle Valley Outdoors,Castle Valley Outdoors,Castle Valley Outdoors,545,545,545,545,545,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1216
DB1217,560,Causey Spring,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,97,112,Bonus Point Draw Results,92.3,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1217,DB1217,Causey Spring,Causey Spring,Causey Spring,560,560,560,560,560,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1217
DB1218,566,Cedar Canyon,Deer,,Limited Entry,,Any Legal Weapon,Male,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_big_game_odds_report.pdf,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1218,DB1218,Cedar Canyon,Cedar Canyon,Cedar Canyon,566,566,566,566,566,,,,,Male,Male,Limited Entry,,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1218
DB1219,732,Chimney Rock,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,98,113,Bonus Point Draw Results,86.7,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1219,DB1219,Chimney Rock,Chimney Rock,Chimney Rock,732,732,732,732,732,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1219
DB1220,588,Chrises Creek,Deer,BIG_GAME_LIMITED_ENTRY_DEER,Limited Entry,,Any Legal Weapon,Buck;Male,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_big_game_odds_report.pdf,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1220,DB1220,Chrises Creek,Chrises Creek,Chrises Creek,588,588,588,588,588,,,,,Buck;Male,Buck;Male,Limited Entry,BIG_GAME_LIMITED_ENTRY_DEER,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1220
DB1221,494,Clear Valley Ranch,Deer,BIG_GAME_LIMITED_ENTRY_DEER,Limited Entry,,Any Legal Weapon,Buck;Male,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_big_game_odds_report.pdf,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1221,DB1221,Clear Valley Ranch,Clear Valley Ranch,Clear Valley Ranch,494,494,494,494,494,,,,,Buck;Male,Buck;Male,Limited Entry,BIG_GAME_LIMITED_ENTRY_DEER,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1221
DB1222,505,Coldwater Ranch,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,99,114,Bonus Point Draw Results,100,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1222,DB1222,Coldwater Ranch,Coldwater Ranch,Coldwater Ranch,505,505,505,505,505,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1222
DB1223,544,Conover-jensen,Deer,,Limited Entry,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,,Public,,,,,,,,,,,,,,,,,,,,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,HISTORICAL_2023_CANONICAL_DATABASE_ROW_ADDED_20250625; PERMITS_2022_CONFIRMED_FROM_CANONICAL_20250625,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1223,DB1223,Conover-jensen,Conover-jensen,Conover-jensen,544,544,544,544,544,,,,,Buck,Buck,Limited Entry,,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1223
DB1224,640,Cotton Thomas,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,100,115,Bonus Point Draw Results,90,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1224,DB1224,Cotton Thomas,Cotton Thomas,Cotton Thomas,640,640,640,640,640,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1224
DB1225,556,Coyote Little Pole,Deer,BIG_GAME_LIMITED_ENTRY_DEER,Limited Entry,,Any Legal Weapon,Buck;Male,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_big_game_odds_report.pdf,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1225,DB1225,Coyote Little Pole,Coyote Little Pole,Coyote Little Pole,556,556,556,556,556,,,,,Buck;Male,Buck;Male,Limited Entry,BIG_GAME_LIMITED_ENTRY_DEER,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1225
DB1227,606,Deer Haven,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,101,116,Bonus Point Draw Results,100,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1227,DB1227,Deer Haven,Deer Haven,Deer Haven,606,606,606,606,606,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1227
DB1228,568,Deseret,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,14,0,14,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,13,0,13,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,13,0,13,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,13,0,13,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,102,117,Bonus Point Draw Results,84.3,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1228,DB1228,Deseret,Deseret,Deseret,568,568,568,568,568,13,13,13,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1228
DB1229,733,Dilly Ranch,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,103,118,Bonus Point Draw Results,90,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1229,DB1229,Dilly Ranch,Dilly Ranch,Dilly Ranch,733,733,733,733,733,1,1,1,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1229
DB1230,554,Double R Ranch,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,104,119,Bonus Point Draw Results,87.5,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1230,DB1230,Double R Ranch,Double R Ranch,Double R Ranch,554,554,554,554,554,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1230
DB1231,512,Dove Creek,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,105,120,Bonus Point Draw Results,90,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1231,DB1231,Dove Creek,Dove Creek,Dove Creek,512,512,512,512,512,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1231
DB1232,567,Durst Mountain,Deer,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Buck,Contact Operator for 2026 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,106,121,Bonus Point Draw Results,71.4,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,DB1232,DB1232,Durst Mountain,Durst Mountain,Durst Mountain,567,567,567,567,567,2,2,2,Contact Operator for 2026 season dates,Buck,Buck,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=DB1232
