identity_key,actual_draw_year,model_target_year,hunt_code,species,sex_type,weapon,boundary_id,hunt_name,hunt_type,draw_design,season,source_row_count,source_files,identity_status
2019|BR7311|black bear|either sex|multiseason,2019,2020,BR7311,Black Bear,Either Sex,Multiseason,175,"Plateau, Fishlake/thousand Lakes",Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7312|black bear|either sex|multiseason,2019,2020,BR7312,Black Bear,Either Sex,Multiseason,710,San Juan,Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7313|black bear|either sex|multiseason,2019,2020,BR7313,Black Bear,Either Sex,Multiseason,444,"South Slope, Bonanza/diamond Mtn/vernal",Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7314|black bear|either sex|multiseason,2019,2020,BR7314,Black Bear,Either Sex,Multiseason,613,"South Slope, Yellowstone",Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7315|black bear|either sex|multiseason,2019,2020,BR7315,Black Bear,Either Sex,Multiseason,463,"Wasatch Mtns, Avintaquin/currant Creek",Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7316|black bear|either sex|multiseason,2019,2020,BR7316,Black Bear,Either Sex,Multiseason,448,"Wasatch Mtns, West-central",Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7317|black bear|either sex|multiseason,2019,2020,BR7317,Black Bear,Either Sex,Multiseason,615,Nine Mile,Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7318|black bear|either sex|multiseason,2019,2020,BR7318,Black Bear,Either Sex,Multiseason,628,Beaver,Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7320|black bear|either sex|multiseason,2019,2020,BR7320,Black Bear,Either Sex,Multiseason,92,Cache/ogden,Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|BR7321|black bear|either sex|multiseason,2019,2020,BR7321,Black Bear,Either Sex,Multiseason,251,"Kamas/north Slope, Summit",Limited Entry,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1000|deer|antlerless|any legal weapon,2019,2020,DA1000,Deer,Antlerless,Any Legal Weapon,749,"Beaver, Circleville North",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1001|deer|antlerless|archery,2019,2020,DA1001,Deer,Antlerless,Archery,28,"Box Elder, West Bear River",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1002|deer|antlerless|archery,2019,2020,DA1002,Deer,Antlerless,Archery,28,"Box Elder, West Bear River",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1003|deer|antlerless|archery,2019,2020,DA1003,Deer,Antlerless,Archery,115,"Monroe/plateau, Sevier Valley",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1004|deer|antlerless|any legal weapon,2019,2020,DA1004,Deer,Antlerless,Any Legal Weapon,748,"Mt Dutton, Circleville South",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1007|deer|antlerless|any legal weapon,2019,2020,DA1007,Deer,Antlerless,Any Legal Weapon,432,"Panguitch Lake, Panguitch Valley",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1009|deer|antlerless|any legal weapon,2019,2020,DA1009,Deer,Antlerless,Any Legal Weapon,169,"Pine Valley, Enterprise",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1011|deer|antlerless|any legal weapon,2019,2020,DA1011,Deer,Antlerless,Any Legal Weapon,806,George Creek,CWMU,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1012|deer|antlerless|any legal weapon,2019,2020,DA1012,Deer,Antlerless,Any Legal Weapon,589,Junction Valley,CWMU,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1013|deer|antlerless|any legal weapon,2019,2020,DA1013,Deer,Antlerless,Any Legal Weapon,533,Mt Carmel,CWMU,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1018|deer|antlerless|archery,2019,2020,DA1018,Deer,Antlerless,Archery,840,"Pine Valley, New Harmony",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1019|deer|antlerless|archery,2019,2020,DA1019,Deer,Antlerless,Archery,840,"Pine Valley, New Harmony",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1026|deer|antlerless|any legal weapon,2019,2020,DA1026,Deer,Antlerless,Any Legal Weapon,69,Chalk Creek,Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1027|deer|antlerless|any legal weapon,2019,2020,DA1027,Deer,Antlerless,Any Legal Weapon,77,"East Canyon, Davis-north Salt Lake",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1029|deer|antlerless|archery,2019,2020,DA1029,Deer,Antlerless,Archery,6,"Nine Mile, Green River Valley",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1030|deer|antlerless|archery,2019,2020,DA1030,Deer,Antlerless,Archery,11,"Nine Mile, Price River Valley",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1031|deer|antlerless|archery,2019,2020,DA1031,Deer,Antlerless,Archery,21,"Oquirrh-stansbury, Settlement Cyn",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1033|deer|antlerless|archery,2019,2020,DA1033,Deer,Antlerless,Archery,23,"San Juan, Monticello",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1036|deer|antlerless|any legal weapon,2019,2020,DA1036,Deer,Antlerless,Any Legal Weapon,84,"Wasatch Mtns, West-sheep Creek",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1039|deer|antlerless|any legal weapon,2019,2020,DA1039,Deer,Antlerless,Any Legal Weapon,276,East Canyon,Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1040|deer|antlerless|archery,2019,2020,DA1040,Deer,Antlerless,Archery,276,East Canyon,Limited Entry,Preference,,17,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1041|deer|antlerless|any legal weapon,2019,2020,DA1041,Deer,Antlerless,Any Legal Weapon,6,"Nine Mile, Green River Valley",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1042|deer|antlerless|archery,2019,2020,DA1042,Deer,Antlerless,Archery,23,"San Juan, Monticello",General Season,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DA1043|deer|antlerless|archery,2019,2020,DA1043,Deer,Antlerless,Archery,112,"Southwest Desert, Cedar Valley",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB0007|deer|buck|any legal weapon,2019,2020,DB0007,Deer,Buck,Any Legal Weapon,5108,Sportsman Deer,Sportsman,Random,,1,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1000|deer|buck|archery,2019,2020,DB1000,Deer,Buck,Archery,94,Henry Mtns,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1001|deer|buck|archery,2019,2020,DB1001,Deer,Buck,Archery,163,Paunsaugunt,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1002|deer|buck|any legal weapon,2019,2020,DB1002,Deer,Buck,Any Legal Weapon,1,Antelope Island,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1003|deer|buck|any legal weapon,2019,2020,DB1003,Deer,Buck,Any Legal Weapon,94,Henry Mtns,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1004|deer|buck|any legal weapon,2019,2020,DB1004,Deer,Buck,Any Legal Weapon,163,Paunsaugunt,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1005|deer|buck|muzzleloader,2019,2020,DB1005,Deer,Buck,Muzzleloader,94,Henry Mtns,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1006|deer|buck|muzzleloader,2019,2020,DB1006,Deer,Buck,Muzzleloader,163,Paunsaugunt,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1007|deer|buck|multiseason,2019,2020,DB1007,Deer,Buck,Multiseason,94,Henry Mtns,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1008|deer|buck|multiseason,2019,2020,DB1008,Deer,Buck,Multiseason,163,Paunsaugunt,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1009|deer|buck|any legal weapon,2019,2020,DB1009,Deer,Buck,Any Legal Weapon,94,Henry Mtns,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1010|deer|buck|any legal weapon,2019,2020,DB1010,Deer,Buck,Any Legal Weapon,163,Paunsaugunt,Premium Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1011|deer|buck|archery,2019,2020,DB1011,Deer,Buck,Archery,7,Book Cliffs,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1012|deer|buck|archery,2019,2020,DB1012,Deer,Buck,Archery,85,"Fillmore, Oak Creek LE",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1013|deer|buck|archery,2019,2020,DB1013,Deer,Buck,Archery,108,Dolores Triangle,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1014|deer|buck|archery,2019,2020,DB1014,Deer,Buck,Archery,185,"San Juan, Elk Ridge",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1015|deer|buck|archery,2019,2020,DB1015,Deer,Buck,Archery,206,Diamond Mtn,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1016|deer|buck|archery,2019,2020,DB1016,Deer,Buck,Archery,248,"West Desert, Vernon",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1017|deer|buck|any legal weapon,2019,2020,DB1017,Deer,Buck,Any Legal Weapon,714,"Book Cliffs, North",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1018|deer|buck|any legal weapon,2019,2020,DB1018,Deer,Buck,Any Legal Weapon,15,"Book Cliffs, South",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1019|deer|buck|any legal weapon,2019,2020,DB1019,Deer,Buck,Any Legal Weapon,85,"Fillmore, Oak Creek LE",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1020|deer|buck|any legal weapon,2019,2020,DB1020,Deer,Buck,Any Legal Weapon,108,Dolores Triangle,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1021|deer|buck|any legal weapon,2019,2020,DB1021,Deer,Buck,Any Legal Weapon,138,"North Slope, Summit",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1022|deer|buck|any legal weapon,2019,2020,DB1022,Deer,Buck,Any Legal Weapon,185,"San Juan, Elk Ridge",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1023|deer|buck|any legal weapon,2019,2020,DB1023,Deer,Buck,Any Legal Weapon,206,Diamond Mtn,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1024|deer|buck|any legal weapon,2019,2020,DB1024,Deer,Buck,Any Legal Weapon,248,"West Desert, Vernon",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1025|deer|buck|muzzleloader,2019,2020,DB1025,Deer,Buck,Muzzleloader,7,Book Cliffs,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1026|deer|buck|muzzleloader,2019,2020,DB1026,Deer,Buck,Muzzleloader,32,"Cache, Crawford Mtn",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1028|deer|buck|muzzleloader,2019,2020,DB1028,Deer,Buck,Muzzleloader,804,Fillmore,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1029|deer|buck|muzzleloader,2019,2020,DB1029,Deer,Buck,Muzzleloader,85,"Fillmore, Oak Creek LE",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1030|deer|buck|muzzleloader,2019,2020,DB1030,Deer,Buck,Muzzleloader,611,Kamas,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1031|deer|buck|muzzleloader,2019,2020,DB1031,Deer,Buck,Muzzleloader,108,Dolores Triangle,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1033|deer|buck|muzzleloader,2019,2020,DB1033,Deer,Buck,Muzzleloader,615,Nine Mile,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1034|deer|buck|muzzleloader,2019,2020,DB1034,Deer,Buck,Muzzleloader,636,Pine Valley,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1036|deer|buck|muzzleloader,2019,2020,DB1036,Deer,Buck,Muzzleloader,632,Thousand Lakes,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1037|deer|buck|muzzleloader,2019,2020,DB1037,Deer,Buck,Muzzleloader,185,"San Juan, Elk Ridge",Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1038|deer|buck|muzzleloader,2019,2020,DB1038,Deer,Buck,Muzzleloader,206,Diamond Mtn,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
2019|DB1039|deer|buck|muzzleloader,2019,2020,DB1039,Deer,Buck,Muzzleloader,613,Yellowstone,Limited Entry,Max/Weighted Split,,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2019_for_2020_canonical_yearly_draw_results.csv,unique_identity
