hunt_code,residency,points,algorithm_status,p_draw_mean,display_odds_text,reason_codes
DB1597,Nonresident,2,MODELED_PREFERENCE,0.512195,~1 in 2.0 or 51.2%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Nonresident,3,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Nonresident,4,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Nonresident,5,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Resident,0,MODELED_PREFERENCE,0.126861,~1 in 7.9 or 12.7%,Modeled by engine.utah_draw_predictive.preference_general_deer.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Resident,1,MODELED_PREFERENCE,0.900000,~1 in 1.1 or 90.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Resident,2,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Resident,3,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1597,Resident,4,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1598,Nonresident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1598,Nonresident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1598,Resident,0,MODELED_PREFERENCE,0.475301,~1 in 2.1 or 47.5%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1598,Resident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1598,Resident,2,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1598,Resident,3,MODELED_PREFERENCE,0.900000,~1 in 1.1 or 90.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1598,Resident,4,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.preference_general_deer.|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1770,Nonresident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1770,Resident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1770,Resident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1771,Nonresident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1771,Resident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1771,Resident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1772,Nonresident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1772,Resident,0,MODELED_PREFERENCE,0.436693,~1 in 2.3 or 43.7%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1772,Resident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1772,Resident,2,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1772,Resident,3,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1772,Resident,4,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1773,Resident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1773,Resident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1773,Resident,2,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_CAPPED_HIGH|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1775,Nonresident,0,MODELED_PREFERENCE,0.214286,~1 in 4.7 or 21.4%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1775,Nonresident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1775,Resident,0,MODELED_PREFERENCE,0.000000,Not available,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1775,Resident,1,MODELED_PREFERENCE,0.000000,Not available,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1775,Resident,2,MODELED_PREFERENCE,0.305085,~1 in 3.3 or 30.5%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1775,Resident,3,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1775,Resident,4,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1777,Resident,0,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1777,Resident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1777,Resident,2,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_INCREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1778,Nonresident,0,MODELED_PREFERENCE,0.000000,Not available,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1778,Nonresident,1,MODELED_PREFERENCE,0.902273,~1 in 1.1 or 90.2%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
DB1778,Resident,0,MODELED_PREFERENCE,0.826087,~1 in 1.2 or 82.6%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1778,Resident,1,MODELED_PREFERENCE,1.000000,~1 in 1.0 or 100.0%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HARVEST_DEMAND_NEUTRAL|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
DB1779,Nonresident,0,MODELED_PREFERENCE,0.993750,~1 in 1.0 or 99.4%,Modeled by engine.utah_draw_predictive.dedicated_hunter.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|PREFERENCE_COMPONENT_USED|ROLLOVER_ADJUSTED_PROBABILITY_USED|MODERATE_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
