bucket,hunt_code,hunt_name,species,permit_type,draw_system_type,algorithm_status,present_in_ml_draw_predictions_v1,present_in_draw_reality_engine_predictive_v2,present_in_hunt_master_enriched,present_in_hunt_unit_reference_linked,reason_not_modeled,recommended_action
historical_or_observed_only,EA1163,Scofield West,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1164,SJ Ranch,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1165,Skull Crack,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1166,Soldier Summit,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1167,South Canyon,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1168,Spring Creek/Dodge,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1170,Strawberry Ridge,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1171,Summit Point,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1172,Three C,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1174,Two Bear,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1175,Wallsburg,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1176,Weber Florence Creek,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1177,Woodruff Creek South,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1183,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1184,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1185,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1186,Mt Dutton/plateau,Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1187,"Paunsaugunt, Hatch Bench",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1190,"Beaver, North",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1191,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1192,Pahvant Ensign,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1194,"Cache, Richmond Hyde Park",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1195,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1197,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1198,Bear Springs,Elk,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1199,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1200,Double R Ranch,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1201,Mountain Sky Ranch,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1202,,,,PREFERENCE_ANTLERLESS_ELK,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1205,"Cache, Richmond Hyde Park",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1206,"Cache, Richmond-Hyde Park",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1210,,,,PREFERENCE_ANTLERLESS_ELK,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1211,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1212,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1213,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1214,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1215,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1216,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1218,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1219,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1227,"Fillmore, Kanosh Valley",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1230,,,,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1233,Avintaquin Canyon,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1234,Royal Ivory Outfitters,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1235,Sharp Mountain,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1238,"Monroe, Rock Springs",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1241,Panguitch Lake,Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1252,"Southwest Desert, Burbank/Garrison",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1253,"Southwest Desert, Desert Experimental Range",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1255,5s,Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1256,Coyote Little Pole,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1257,Tunnel Hollow,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1259,The Dirty Dozen,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1260,West Ridge,Elk,CWMU,BONUS_CWMU_BIG_GAME,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1261,Blackhawk,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1263,Weber Florence Creek,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1278,"Manti, Ferron-Nelson Mtn",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1279,"Manti, Ferron-Nelson Mtn",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1280,"LaSal, Mtns-North",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA1282,"Ogden, North",Elk,General Season,PREFERENCE_ANTLERLESS_ELK,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EA2035,Ogden,Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3001,"Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3004,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3007,"Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3012,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3014,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3016,Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3017,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3021,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3023,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3026,"Early - Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3027,"Late - Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3029,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3030,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3034,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3035,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3040,"Early - Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3041,"Late - Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3051,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3052,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3054,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3055,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3058,Early - Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3059,Mid - Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3060,Late - Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3061,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3062,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3070,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3071,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3074,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3075,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3076,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3078,"Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3080,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3082,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3085,"Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3090,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3092,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3094,Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3095,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3099,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3101,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3103,"Limited-entry Any Bull Elk - Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
historical_or_observed_only,EB3106,,,,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Historical/observed-only code; do not force into active modeled predictions.
