hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
DB1324,True,True,True,False,included_forecast,CWMU,Deer,Royal Ivory Outfitters,,,,1,0,1,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1324,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING
DB1325,True,True,True,False,included_forecast,CWMU,Deer,Double Cone,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1326,True,True,True,False,included_forecast,CWMU,Deer,Rosette,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1327,True,True,True,False,included_forecast,CWMU,Deer,Mountain Sky Ranch,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1328,True,True,True,False,included_forecast,CWMU,Deer,Clear Creek,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1329,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,Indian Canyon,,,,,,,,,
DB1330,True,True,True,False,included_forecast,CWMU,Deer,Iron Springs,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1331,True,True,True,False,included_forecast,CWMU,Deer,Raft River,2,0,2,2,0,2,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1332,True,True,True,False,included_forecast,CWMU,Deer,West Ridge,5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1333,True,True,True,False,included_forecast,CWMU,Deer,5S Land and Livestock,2,0,2,2,0,2,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1334,True,True,True,False,included_forecast,CWMU,Deer,Alton,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1335,True,True,True,False,included_forecast,CWMU,Deer,Big Piney Mountain Ranch,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1336,True,True,True,False,included_forecast,CWMU,Deer,First Light,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1337,True,True,True,False,included_forecast,CWMU,Deer,Coyote Little Pole,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1338,True,True,True,False,included_forecast,CWMU,Deer,Sweetwater,,,,,,,,,LIVE_DWR_2026_NOT_ACTIVE_HISTORICAL_ONLY
DB1339,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,Double J Valley,,,,,,,,,
DB1340,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,Tunnel Hollow,,,,,,,,,
DB1341,True,True,True,False,included_forecast,CWMU,Deer,Dry Creek,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1342,True,True,True,False,included_forecast,CWMU,Deer,Faust Valley,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1343,True,True,True,False,included_forecast,CWMU,Deer,Red Iron,,,,1,0,1,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1343,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING
DB1344,True,True,True,False,included_forecast,CWMU,Deer,Salt Wells,,,,1,0,1,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1344,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING
DB1345,True,True,True,False,included_forecast,CWMU,Deer,The Dirty Dozen,,,,1,0,1,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1345,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING
DB1347,True,True,True,False,included_forecast,CWMU,Deer,The Rose of Snowville,2,0,2,2,0,2,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1348,True,True,True,False,included_forecast,CWMU,Deer,Kimberly CWMU,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,DWR_HUNT_PLANNER_HaNumber_NONZERO_BACKFILL,FALLBACK_EXISTING_2026_PERMITS
DB1349,True,True,True,False,included_forecast,CWMU,Deer,Weber Florence Creek,9,0,9,9,0,9,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1351,True,True,True,False,included_forecast,CWMU,Deer,The Dirty Dozen,2,0,2,2,0,2,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1500,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Beaver,,,,,,,,,
DB1501,True,True,True,False,included_forecast,General Season,Deer,Box Elder,334,28,362,334,28,362,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1502,True,True,True,False,included_forecast,General Season,Deer,Cache,919,28,947,919,28,947,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1503,True,True,True,False,included_forecast,General Season,Deer,Manti/San Rafael,1124,124,1248,1124,124,1248,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1504,True,True,True,False,included_forecast,General Season,Deer,Nebo,600,35,635,600,35,635,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1505,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek/east Canyon/morgan-south Rich,,,,,,,,,
DB1506,True,True,True,False,included_forecast,General Season,Deer,Fillmore,284,34,318,284,34,318,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1508,True,True,True,False,included_forecast,General Season,Deer,Kamas,137,2,139,137,2,139,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1509,True,True,True,False,included_forecast,General Season,Deer,La Sal Mtns,222,29,251,222,29,251,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1510,True,True,True,False,included_forecast,General Season,Deer,Monroe,147,16,163,147,16,163,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1511,True,True,True,False,included_forecast,General Season,Deer,Mt Dutton,45,5,50,45,5,50,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1512,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,155,12,167,155,12,167,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1513,True,True,True,False,included_forecast,General Season,Deer,North Slope,466,22,488,466,22,488,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1514,True,True,True,False,included_forecast,General Season,Deer,Ogden,406,8,414,406,8,414,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1515,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Oquirrh-stansbury,,,,,,,,,
DB1516,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,314,37,351,314,37,351,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1517,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,352,39,391,352,39,391,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1518,True,True,True,False,included_forecast,General Season,Deer,Boulder/Kaiparowits,470,54,524,470,54,524,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1519,True,True,True,False,included_forecast,General Season,Deer,Fishlake,151,18,169,151,18,169,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1520,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Thousand Lakes,,,,,,,,,
DB1521,True,True,True,False,included_forecast,General Season,Deer,"San Juan, Abajo Mtns",400,46,446,400,46,446,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1522,True,True,True,False,included_forecast,General Season,Deer,Vernal/Bonanza,258,28,286,258,28,286,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1523,True,True,True,False,included_forecast,General Season,Deer,Yellowstone,172,19,191,172,19,191,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1524,True,True,True,False,included_forecast,General Season,Deer,Southwest Desert,64,8,72,64,8,72,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1525,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, East",835,77,912,835,77,912,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1526,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, West",1125,54,1179,1125,54,1179,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1527,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, Tintic",,,,,,,,,
DB1528,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, West",,,,,,,,,
DB1529,True,True,True,False,included_forecast,General Season,Deer,Zion,400,45,445,400,45,445,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1530,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Beaver,,,,,,,,,
DB1531,True,True,True,False,included_forecast,General Season,Deer,Box Elder,1705,148,1853,1705,148,1853,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1532,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cache,,,,,,,,,
DB1533,True,True,True,False,included_forecast,General Season,Deer,Manti/San Rafael,3438,373,3811,3438,373,3811,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1534,True,True,True,False,included_forecast,General Season,Deer,Nebo,2143,126,2269,2143,126,2269,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1535,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek/east Canyon/morgan-south Rich,,,,,,,,,
DB1536,True,True,True,False,included_forecast,General Season,Deer,Fillmore,610,65,675,610,65,675,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1538,True,True,True,False,included_forecast,General Season,Deer,Kamas,265,29,294,265,29,294,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1539,True,True,True,False,included_forecast,General Season,Deer,La Sal Mtns,684,76,760,684,76,760,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1540,True,True,True,False,included_forecast,General Season,Deer,Monroe,462,48,510,462,48,510,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1541,True,True,True,False,included_forecast,General Season,Deer,Mt Dutton,177,20,197,177,20,197,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1542,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,356,38,394,356,38,394,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1543,True,True,True,False,included_forecast,General Season,Deer,North Slope,899,65,964,899,65,964,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1544,True,True,True,False,included_forecast,General Season,Deer,Ogden,1277,41,1318,1277,41,1318,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1545,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Oquirrh-stansbury,,,,,,,,,
DB1546,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,647,68,715,647,68,715,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1547,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,898,94,992,898,94,992,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1548,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Boulder/kaiparowits,,,,,,,,,
DB1549,True,True,True,False,included_forecast,General Season,Deer,Fishlake,370,36,406,370,36,406,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1550,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Thousand Lakes,,,,,,,,,
DB1551,True,True,True,False,included_forecast,General Season,Deer,"San Juan, Abajo Mtns",1219,133,1352,1219,133,1352,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1552,True,True,True,False,included_forecast,General Season,Deer,Vernal/Bonanza,459,49,508,459,49,508,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1553,True,True,True,False,included_forecast,General Season,Deer,Yellowstone,534,55,589,534,55,589,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1554,True,True,True,False,included_forecast,General Season,Deer,Southwest Desert,210,20,230,210,20,230,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1555,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, East",2560,239,2799,2560,239,2799,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1556,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, West",3146,68,3214,3146,68,3214,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1557,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, Tintic",,,,,,,,,
DB1558,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, West",,,,,,,,,
DB1559,True,True,True,False,included_forecast,General Season,Deer,Zion,937,104,1041,937,104,1041,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1560,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Beaver,,,,,,,,,
DB1561,True,True,True,False,included_forecast,General Season,Deer,Box Elder,367,10,377,367,10,377,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1562,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cache,,,,,,,,,
DB1563,True,True,True,False,included_forecast,General Season,Deer,Manti/San Rafael,1171,81,1252,1171,81,1252,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1564,True,True,True,False,included_forecast,General Season,Deer,Nebo,490,11,501,490,11,501,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1565,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek/east Canyon/morgan-south Rich,,,,,,,,,
DB1566,True,True,True,False,included_forecast,General Season,Deer,Fillmore,291,32,323,291,32,323,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1568,True,True,True,False,included_forecast,General Season,Deer,Kamas,135,4,139,135,4,139,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1569,True,True,True,False,included_forecast,General Season,Deer,La Sal Mtns,229,27,256,229,27,256,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1570,True,True,True,False,included_forecast,General Season,Deer,Monroe,161,18,179,161,18,179,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1571,True,True,True,False,included_forecast,General Season,Deer,Mt Dutton,53,5,58,53,5,58,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1572,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,122,9,131,122,9,131,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1573,True,True,True,False,included_forecast,General Season,Deer,North Slope,430,9,439,430,9,439,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1574,True,True,True,False,included_forecast,General Season,Deer,Ogden,257,3,260,257,3,260,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1575,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Oquirrh-stansbury,,,,,,,,,
DB1576,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,332,35,367,332,35,367,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1577,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,368,45,413,368,45,413,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1578,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Boulder/kaiparowits,,,,,,,,,
DB1579,True,True,True,False,included_forecast,General Season,Deer,Fishlake,172,17,189,172,17,189,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1580,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Thousand Lakes,,,,,,,,,
DB1581,True,True,True,False,included_forecast,General Season,Deer,"San Juan, Abajo Mtns",413,46,459,413,46,459,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1582,True,True,True,False,included_forecast,General Season,Deer,Vernal/Bonanza,194,14,208,194,14,208,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1583,True,True,True,False,included_forecast,General Season,Deer,Yellowstone,191,10,201,191,10,201,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1584,True,True,True,False,included_forecast,General Season,Deer,Southwest Desert,65,9,74,65,9,74,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1585,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, East",872,51,923,872,51,923,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1586,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, West",492,14,506,492,14,506,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1587,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, Tintic",,,,,,,,,
DB1588,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, West",,,,,,,,,
DB1589,True,True,True,False,included_forecast,General Season,Deer,Zion,369,46,415,369,46,415,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1590,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek/east Canyon/morgan-south Rich,,,,,,,,,
DB1591,True,True,True,False,included_forecast,General Season,Deer,Fillmore,293,31,324,293,31,324,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1592,True,True,True,False,included_forecast,General Season,Deer,Kamas,133,12,145,133,12,145,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1593,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,174,20,194,174,20,194,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1594,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,336,35,371,336,35,371,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1595,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,396,41,437,396,41,437,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1596,True,True,True,False,included_forecast,General Season,Deer,Fishlake,171,24,195,171,24,195,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1597,True,True,True,False,included_forecast,General Season,Deer,Zion,423,45,468,423,45,468,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1598,True,True,True,False,included_forecast,General Season,Deer,North Slope,449,38,487,449,38,487,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1599,True,True,True,False,included_forecast,General Season,Deer,Chalk Creek,651,12,663,651,12,663,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB1600,True,True,True,False,included_forecast,General Season,Deer,Chalk Creek,232,8,240,232,8,240,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
