hunt_code,source_year,source_file,source_file_name,report_label,page_number_pdf_indexed,context_line_count,context_lines,source_use_recommendation
PB5307,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. PRONGHORN.pdf,2020_PERMITS=2021_MODEL__L.E. PRONGHORN.pdf,L.E. PRONGHORN,64,1,Hunt: PB5307 Cwmu Buck Pronghorn - Rlf Deep Creek - Any Legal Weapon Page 514,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1500,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,2,1,Hunt: DB1500 Beaver - Archery,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1515,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,16,1,Hunt: DB1515 Oquirrh-stansbury - Archery,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1527,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,28,1,"Hunt: DB1527 West Desert, Tintic - Archery",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1528,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,29,1,"Hunt: DB1528 West Desert, West -Archer y",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1530,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,31,1,Hunt: DB1530 Beaver - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1532,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,33,1,Hunt: DB1532 Cache - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1545,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,45,1,Hunt: DB1545 Oquirrh-stansbury - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1548,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,48,1,"Hunt: DB1548 Plateau, Boulder/kaiparowits - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1557,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,57,1,"Hunt: DB1557 West Desert, Tintic - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1558,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,58,1,"Hunt: DB1558 West Desert, West -An y Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1560,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,60,1,Hunt: DB1560 Beaver - Muzzleloader,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1562,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,62,1,Hunt: DB1562 Cache - Muzzleloader,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1575,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,74,1,Hunt: DB1575 Oquirrh-stansbury - Muzzleloader,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1578,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,77,1,"Hunt: DB1578 Plateau, Boulder/kaiparowits - Muzzleloader",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1587,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,86,1,"Hunt: DB1587 West Desert, Tintic - Muzzleloader",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1588,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,LIFETIME G.S. DEER DRAW RESULTS,87,1,"Hunt: DB1588 West Desert, West - Muzzleloader",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
MB6210,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BULL MOOSE.pdf,2020_PERMITS=2021_MODEL__O.I.L. BULL MOOSE.pdf,O.I.L. BULL MOOSE,21,1,Hunt: MB6210 Cwmu Bull Moose - Folley Ridge - Any Legal Weapon Page 443,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
MB6226,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BULL MOOSE.pdf,2020_PERMITS=2021_MODEL__O.I.L. BULL MOOSE.pdf,O.I.L. BULL MOOSE,26,1,Hunt: MB6226 Cwmu Bull Moose - Weber Florence Creek - Any Legal Weapon Page 448,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
MB6210,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. MOOSE.pdf,2020_PERMITS=2021_MODEL__O.I.L. MOOSE.pdf,O.I.L. MOOSE,21,1,Hunt: MB6210 Cwmu Bull Moose - Folley Ridge - Any Legal Weapon Page 443,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
MB6226,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. MOOSE.pdf,2020_PERMITS=2021_MODEL__O.I.L. MOOSE.pdf,O.I.L. MOOSE,26,1,Hunt: MB6226 Cwmu Bull Moose - Weber Florence Creek - Any Legal Weapon Page 448,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1009,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,33,1,"Hunt: EA1009 Antlerless Elk - Cache, East - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1052,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,62,1,"Hunt: EA1052 Antlerless Elk - Nine Mile, Avintaquin-west Anthro - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1091,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,89,1,"Hunt: EA1091 Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1098,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,93,1,"Hunt: EA1098 Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1099,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,94,1,"Hunt: EA1099 Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1100,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,95,1,"Hunt: EA1100 Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1155,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,134,1,Hunt: EA1155 Cwmu Antlerless Elk - Powder Mountain - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1194,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,159,1,"Hunt: EA1194 Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
EA1227,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,177,1,"Hunt: EA1227 Antlerless Elk - Fillmore, Kanosh Valley - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
PD1005,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,187,1,"Hunt: PD1005 Doe Pronghorn - North Slope, Summit - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
PD1014,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,192,1,Hunt: PD1014 Cwmu Doe Pronghorn - Rlf Deep Creek - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
PD1037,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,211,1,"Hunt: PD1037 Doe Pronghorn - North Slope, Three Corners - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
PD1038,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,212,1,"Hunt: PD1038 Doe Pronghorn - North Slope, West Daggett - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
PD1041,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,YOUTH ANTLERLESS DRAW RESULTS,215,1,Hunt: PD1041 Cwmu Doe Pronghorn - Heist -An y Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1769,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,YOUTH D.H. DEER DRAW RESULTS,2,1,Hunt: DB1769 Beaver - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1784,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,YOUTH D.H. DEER DRAW RESULTS,11,1,Hunt: DB1784 Oquirrh-stansbury - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1796,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,YOUTH D.H. DEER DRAW RESULTS,23,1,"Hunt: DB1796 West Desert, Tintic - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1500,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,2,1,Hunt: DB1500 Beaver - Archery,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1515,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,16,1,Hunt: DB1515 Oquirrh-stansbury - Archery,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1527,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,28,1,"Hunt: DB1527 West Desert, Tintic - Archery",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1530,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,30,1,Hunt: DB1530 Beaver - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1532,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,32,1,Hunt: DB1532 Cache - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1545,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,44,1,Hunt: DB1545 Oquirrh-stansbury - Any Legal Weapon,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1548,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,47,1,"Hunt: DB1548 Plateau, Boulder/kaiparowits - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1557,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,56,1,"Hunt: DB1557 West Desert, Tintic - Any Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1558,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,57,1,"Hunt: DB1558 West Desert, West -An y Legal Weapon",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1560,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,59,1,Hunt: DB1560 Beaver - Muzzleloader,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1562,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,61,1,Hunt: DB1562 Cache - Muzzleloader,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1575,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,73,1,Hunt: DB1575 Oquirrh-stansbury - Muzzleloader,SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1578,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,76,1,"Hunt: DB1578 Plateau, Boulder/kaiparowits - Muzzleloader",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1587,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,85,1,"Hunt: DB1587 West Desert, Tintic - Muzzleloader",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
DB1588,2020,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,YOUTH G.S. DEER DRAW RESULTS,86,1,"Hunt: DB1588 West Desert, West - Muzzleloader",SOURCE_EVIDENCE_ONLY_2020_HISTORICAL_NOT_CURRENT_2026
