hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_res,recommended_nr,recommended_total,database_alignment,reconciliation_status,winner_source,confidence,source_support_count,source_presence,conflicting_sources,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status
DB1055,Fishlake,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,6,1,7,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1058,Paunsaugunt,Deer,Buck,Any Legal Weapon,Cactus Buck,Nov 02 2026 - Nov 20 2026,18,2,20,18,2,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1059,Beaver,Deer,Buck,Muzzleloader,Limited Entry,Oct 30 2024 - Nov 07 2024,7,1,8,7,1,8,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
DB1065,North Slope,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,14,2,16,14,2,16,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1073,Paunsaugunt,Deer,Buck,Archery,Management Buck Deer,Aug 15 2026 - Sept 11 2026,10,1,11,10,1,11,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1074,Paunsaugunt,Deer,Buck,Muzzleloader,Management Buck Deer,Sept 23 2026 - Oct 01 2026,10,1,11,10,1,11,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1077,Box Elder,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,23,3,26,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1078,Cache,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,11,1,12,11,1,12,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1079,Manti/San Rafael,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,40,5,45,40,5,45,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1080,Nebo,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,23,3,26,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1081,La Sal Mtns,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,8,1,9,8,1,9,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1082,Oquirrh-Stansbury,Deer,Buck,Muzzleloader,Limited Entry,Oct 30 2024 - Nov 07 2024,12,1,13,12,1,13,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
DB1083,Panguitch Lake,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,12,1,13,12,1,13,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1084,Boulder/Kaiparowits,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,12,1,13,12,1,13,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1085,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,1,14,13,1,14,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1086,Vernal/Bonanza,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,6,1,7,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1087,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,36,4,40,36,4,40,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1088,"West Desert, Tintic",Deer,Buck,Muzzleloader,Limited Entry,Oct 30 2024 - Nov 07 2024,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
DB1089,"West Desert, West",Deer,Buck,Muzzleloader,Limited Entry,Oct 30 2024 - Nov 07 2024,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
DB1090,"Book Cliffs, Floy Canyon",Deer,Buck,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,6,1,7,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1091,Kaiparowits HAMSS,Deer,Buck,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1094,Myton,Deer,Buck,Muzzleloader,Limited Entry,Nov 09 2024 - Nov 24 2024,20,0,20,20,0,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,RECONCILED_2026_TOTAL_MATCH_SPLIT_FILLED
DB1100,Chalk Creek,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,10,1,11,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1101,East Canyon,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,9,1,10,9,1,10,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1103,Morgan-South Rich,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,7,1,8,7,1,8,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1105,East Canyon,Deer,Buck,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,6,1,7,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1106,Thousand Lakes,Deer,Buck,Restricted Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,20,2,22,20,2,22,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1107,Thousand Lakes,Deer,Buck,Restricted Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,20,2,22,20,2,22,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1108,Thousand Lakes,Deer,Buck,Restricted Rifle,Limited Entry,Oct 17 2026 - Oct 25 2026,27,3,30,27,3,30,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1109,Thousand Lakes,Deer,Buck,Restricted Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1110,"Beaver, East",Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,10,1,11,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1111,"Beaver, West",Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1112,"West Desert, Swasey",Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1113,Oquirrh/Tintic,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,10,1,11,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1114,Cedar/Stansbury,Deer,Buck,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,5,1,6,5,1,6,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1115,Little Rockies,Deer,Buck,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1116,"San Juan, Mancos Mesa",Deer,Buck,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1119,Moab Valley,Deer,Buck,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,9,1,10,9,1,10,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1120,Castle Valley,Deer,Buck,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,13,2,15,13,2,15,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1121,Antelope Island,Deer,Buck,Any Legal Weapon,Management Buck Deer,"Nov 16 2026 - Nov 20, 2026",2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 4 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_RES_NR_SPLIT
DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 3 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
