hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_shape,source_file,source_sha256,source_row_start,source_continuation_rows_collapsed,validation_status
DB1065,North Slope,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,14,2,16,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,113,114,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1073,Paunsaugunt,Buck,Deer,Archery,Management Buck Deer,Aug 15 2026 - Sept 11 2026,10,1,11,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,115,116,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1074,Paunsaugunt,Buck,Deer,Muzzleloader,Management Buck Deer,Sept 23 2026 - Oct 01 2026,10,1,11,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,117,118,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1075,Book Cliffs (North & South),Buck,Deer,Archery,Conservation,Aug 16 2025 - Sept 12 2025,,,,NO_PERMIT_NUMBER_IN_XLSX,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,119,,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE
DB1076,Book Cliffs (North & South),Buck,Deer,Muzzleloader,Conservation,Sept 24 2025 - Oct 02 2025,,,,NO_PERMIT_NUMBER_IN_XLSX,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,120,,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE
DB1077,Box Elder,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,121,122,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1078,Cache,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,11,1,12,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,123,124,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1079,Manti/San Rafael,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,40,5,45,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,125,126,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1080,Nebo,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,127,128,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1081,La Sal Mtns,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,8,1,9,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,129,130,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1083,Panguitch Lake,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,12,1,13,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,131,132,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1084,Boulder/Kaiparowits,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,12,1,13,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,133,134,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1085,"San Juan, Abajo Mtns",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,1,14,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,135,136,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1086,Vernal/Bonanza,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,137,138,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1087,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,36,4,40,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,139,140,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1090,"Book Cliffs, Floy Canyon",Buck,Deer,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,141,142,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1091,Kaiparowits HAMSS,Buck,Deer,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,143,144,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1100,Chalk Creek,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,145,146,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1101,East Canyon,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,9,1,10,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,147,148,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1103,Morgan-South Rich,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,7,1,8,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,149,150,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1105,East Canyon,Buck,Deer,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,151,152,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1106,Thousand Lakes,Buck,Deer,Restricted Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,20,2,22,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,153,154,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1107,Thousand Lakes,Buck,Deer,Restricted Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,20,2,22,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,155,156,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1108,Thousand Lakes,Buck,Deer,Restricted Rifle,Limited Entry,Oct 17 2026 - Oct 25 2026,27,3,30,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,157,158,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1109,Thousand Lakes,Buck,Deer,Restricted Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,159,160,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1110,"Beaver, East",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,161,162,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1111,"Beaver, West",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,163,164,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1112,"West Desert, Swasey",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,165,166,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1113,Oquirrh/Tintic,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,167,168,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1114,Cedar/Stansbury,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,5,1,6,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,169,170,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1115,Little Rockies,Buck,Deer,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,171,172,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1116,"San Juan, Mancos Mesa",Buck,Deer,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,173,174,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1118,Dolores Triangle,Buck,Deer,Multiseason,Conservation,"Arch: Oct 31-Nov 13, 2026 | Any Legal Weapon: Nov 14-22, 2026 | Muzz: Nov 23-Dec 1, 2026",,,,NO_PERMIT_NUMBER_IN_XLSX,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,175,,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE
DB1119,Moab Valley,Buck,Deer,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,9,1,10,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,176,177,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1120,Castle Valley,Buck,Deer,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,13,2,15,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,178,179,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1121,Antelope Island,Buck,Deer,Any Legal Weapon,Management Buck Deer,"Nov 16 2026 - Nov 20, 2026",2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,180,181,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1200,Alton - Premium Buck CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,182,183,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1201,Alton - Management Buck CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,184,185,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1202,Antelope Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,186,187,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1203,Avintaquin Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,188,189,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1204,Bally Watts CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,190,191,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1205,Bar J Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,192,193,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1206,Bear Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,194,195,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1207,Bear Springs CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,196,197,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1208,Blackhawk CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,198,199,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1209,Blind Springs CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,200,201,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1211,Blue Spring Hills CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,202,203,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1212,Bluebell CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,204,205,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1213,Boobe Hole CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,206,207,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1215,Buckhorn Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,208,209,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1216,Castle Valley Outdoors CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,210,211,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1217,Causey Spring CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,212,213,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1219,Chimney Rock CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,214,215,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1222,Coldwater Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,216,217,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1224,Cotton Thomas CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,218,219,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1227,Deer Haven CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,220,221,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1228,Deseret CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,13,0,13,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,222,223,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1229,Dilly Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,224,225,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1230,Double R Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,226,227,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1231,Dove Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,228,229,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1232,Durst Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,230,231,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1233,East Fork Chalk Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,232,233,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1234,East Zion CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,234,235,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1236,Engineer Springs CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,236,237,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
