hunt_code,field_name,strict_status,resolved_status,discrepancy_cause,action_taken,feeder_values,target_values,feeder_values_numeric_normalized,target_values_numeric_normalized,rationale
DB1292,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.001162|0.002324|0.006971|0.008132|0.013941|0.023235|0.030206|0.038338|0.087132|0.809294|0.915015,0|0.0012|0.0023|0.007|0.0081|0.0139|0.0232|0.0302|0.0383|0.0871|0.8093|0.915,0|0.001162|0.002324|0.006971|0.008132|0.013941|0.023235|0.030206|0.038338|0.087132|0.809294|0.915015,0|0.0012|0.0023|0.007|0.0081|0.0139|0.0232|0.0302|0.0383|0.0871|0.8093|0.915,Values differ only by precision/rounding format.
DB1292,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.037132|0.759294|0.865015,0|0.0371|0.7593|0.865,0|0.037132|0.759294|0.865015,0|0.0371|0.7593|0.865,Values differ only by precision/rounding format.
DB1292,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.051162|0.052324|0.056971|0.058132|0.063941|0.073235|0.080206|0.088338|0.137132|0.859294|0.965015,0.05|0.0512|0.0523|0.057|0.0581|0.0639|0.0732|0.0802|0.0883|0.1371|0.8593|0.965,0.05|0.051162|0.052324|0.056971|0.058132|0.063941|0.073235|0.080206|0.088338|0.137132|0.859294|0.965015,0.05|0.0512|0.0523|0.057|0.0581|0.0639|0.0732|0.0802|0.0883|0.1371|0.8593|0.965,Values differ only by precision/rounding format.
DB1292,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,2,2,2,2,Exact match.
DB1292,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1293,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.4|1.6|18.1|2.0|28.2|3.2|4.0|82.4,0|1.6|18.1|2|28.2|3.2|4|40|82.4,0|0.4|1.6|18.1|2|28.2|3.2|4|82.4,0|1.6|18.1|2|28.2|3.2|4|40|82.4,Values differ only by precision/rounding format.
DB1293,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.004031|0.016123|0.020153|0.032245|0.040306|0.181377|0.282143|0.824184,0|0.004|0.0161|0.0202|0.0322|0.0403|0.1814|0.2821|0.8242,0|0.004031|0.016123|0.020153|0.032245|0.040306|0.181377|0.282143|0.824184,0|0.004|0.0161|0.0202|0.0322|0.0403|0.1814|0.2821|0.8242,Values differ only by precision/rounding format.
DB1293,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.131377|0.232143|0.774184,0|0.1314|0.2321|0.7742,0|0.131377|0.232143|0.774184,0|0.1314|0.2321|0.7742,Values differ only by precision/rounding format.
DB1293,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.054031|0.066123|0.070153|0.082245|0.090306|0.231377|0.332143|0.874184,0.05|0.054|0.0661|0.0702|0.0822|0.0903|0.2314|0.3321|0.8742,0.05|0.054031|0.066123|0.070153|0.082245|0.090306|0.231377|0.332143|0.874184,0.05|0.054|0.0661|0.0702|0.0822|0.0903|0.2314|0.3321|0.8742,Values differ only by precision/rounding format.
DB1293,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1293,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1294,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.5|11.2|15.0|2.5|3.0|35.0|83.5,0|11.2|15|2.5|3|35|50|83.5,0|0.5|11.2|15|2.5|3|35|83.5,0|11.2|15|2.5|3|35|50|83.5,Values differ only by precision/rounding format.
DB1294,p_draw_mean,MISMATCH,MATCH_AFTER_NORMALIZATION,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.005000|0.025000|0.030000|0.112500|0.150000|0.350000|0.835000,0|0.005|0.025|0.03|0.1125|0.15|0.35|0.835,0|0.005|0.025|0.03|0.1125|0.15|0.35|0.835,0|0.005|0.025|0.03|0.1125|0.15|0.35|0.835,Values differ only by precision/rounding format.
DB1294,p_draw_p10,MISMATCH,MATCH_AFTER_NORMALIZATION,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.062500|0.100000|0.300000|0.785000,0|0.0625|0.1|0.3|0.785,0|0.0625|0.1|0.3|0.785,0|0.0625|0.1|0.3|0.785,Values differ only by precision/rounding format.
DB1294,p_draw_p90,MISMATCH,MATCH_AFTER_NORMALIZATION,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.055000|0.075000|0.080000|0.162500|0.200000|0.400000|0.885000,0.05|0.055|0.075|0.08|0.1625|0.2|0.4|0.885,0.05|0.055|0.075|0.08|0.1625|0.2|0.4|0.885,0.05|0.055|0.075|0.08|0.1625|0.2|0.4|0.885,Values differ only by precision/rounding format.
DB1294,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1294,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1295,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.3|1.0|1.2|1.8|11.2|14.7|2.0|3.2|30.1|46.5|5.0|5.6|6.0|6.4|6.8|99.9,1.2|1.8|100|11.2|14.7|2|3.2|30|30.1|46.5|5|5.6|6|6.4|6.8|99.9,0.3|1|1.2|1.8|11.2|14.7|2|3.2|30.1|46.5|5|5.6|6|6.4|6.8|99.9,1.2|1.8|100|11.2|14.7|2|3.2|30|30.1|46.5|5|5.6|6|6.4|6.8|99.9,Values differ only by precision/rounding format.
DB1295,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.003417|0.010132|0.011787|0.018308|0.019915|0.032423|0.050071|0.055663|0.059764|0.063786|0.067729|0.112423|0.146765|0.300611|0.465417|0.998750,0.0034|0.0101|0.0118|0.0183|0.0199|0.0324|0.0501|0.0557|0.0598|0.0638|0.0677|0.1124|0.1468|0.3006|0.4654|0.9988,0.003417|0.010132|0.011787|0.018308|0.019915|0.032423|0.050071|0.055663|0.059764|0.063786|0.067729|0.112423|0.146765|0.300611|0.465417|0.99875,0.0034|0.0101|0.0118|0.0183|0.0199|0.0324|0.0501|0.0557|0.0598|0.0638|0.0677|0.1124|0.1468|0.3006|0.4654|0.9988,Values differ only by precision/rounding format.
DB1295,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.000071|0.005663|0.009764|0.013786|0.017729|0.062423|0.096765|0.250611|0.415417|0.948750,0|0.0001|0.0057|0.0098|0.0138|0.0177|0.0624|0.0968|0.2506|0.4154|0.9487,0|0.005663|0.009764|0.013786|0.017729|0.062423|0.096765|0.250611|0.415417|0.94875|7.1e-05,0|0.0001|0.0057|0.0098|0.0138|0.0177|0.0624|0.0968|0.2506|0.4154|0.9487,Values differ only by precision/rounding format.
DB1295,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.053417|0.060132|0.061787|0.068308|0.069915|0.082423|0.100071|0.105663|0.109764|0.113786|0.117729|0.162423|0.196765|0.350611|0.515417|1.000000,0.0534|0.0601|0.0618|0.0683|0.0699|0.0824|0.1001|0.1057|0.1098|0.1138|0.1177|0.1624|0.1968|0.3506|0.5154|1,0.053417|0.060132|0.061787|0.068308|0.069915|0.082423|0.100071|0.105663|0.109764|0.113786|0.117729|0.162423|0.196765|0.350611|0.515417|1,0.0534|0.0601|0.0618|0.0683|0.0699|0.0824|0.1001|0.1057|0.1098|0.1138|0.1177|0.1624|0.1968|0.3506|0.5154|1,Values differ only by precision/rounding format.
DB1295,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,6,6,6,6,Exact match.
DB1295,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1298,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.7|1.1|1.4|1.8|14.1|2.5|28.8|30.0,0|1.1|1.4|1.8|14.1|2.5|28.8|30|70,0|0.7|1.1|1.4|1.8|14.1|2.5|28.8|30,0|1.1|1.4|1.8|14.1|2.5|28.8|30|70,Values differ only by precision/rounding format.
DB1298,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.007054|0.010580|0.014107|0.017634|0.024688|0.141071|0.287827|0.299776,0|0.0071|0.0106|0.0141|0.0176|0.0247|0.1411|0.2878|0.2998,0|0.007054|0.01058|0.014107|0.017634|0.024688|0.141071|0.287827|0.299776,0|0.0071|0.0106|0.0141|0.0176|0.0247|0.1411|0.2878|0.2998,Values differ only by precision/rounding format.
DB1298,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.091071|0.237827|0.249776,0|0.0911|0.2378|0.2498,0|0.091071|0.237827|0.249776,0|0.0911|0.2378|0.2498,Values differ only by precision/rounding format.
DB1298,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.057054|0.060580|0.064107|0.067634|0.074688|0.191071|0.337827|0.349776,0.05|0.0571|0.0606|0.0641|0.0676|0.0747|0.1911|0.3378|0.3498,0.05|0.057054|0.06058|0.064107|0.067634|0.074688|0.191071|0.337827|0.349776,0.05|0.0571|0.0606|0.0641|0.0676|0.0747|0.1911|0.3378|0.3498,Values differ only by precision/rounding format.
DB1298,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1298,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1299,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|1.0|100.0|19.8|2.0|3.0|31.1|9.9|98.7,0|100|19.8|2|3|31.1|9.9|98.7,0|1|100|19.8|2|3|31.1|9.9|98.7,0|100|19.8|2|3|31.1|9.9|98.7,Values differ only by precision/rounding format.
DB1299,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.009875|0.019750|0.029625|0.098750|0.197500|0.311104|0.987500|1.000000,0|0.0099|0.0198|0.0296|0.0988|0.1975|0.3111|0.9875|1,0|0.009875|0.01975|0.029625|0.09875|0.1975|0.311104|0.9875|1,0|0.0099|0.0198|0.0296|0.0988|0.1975|0.3111|0.9875|1,Values differ only by precision/rounding format.
DB1299,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.048750|0.147500|0.261104|0.937500|0.950000,0|0.0488|0.1475|0.2611|0.9375|0.95,0|0.04875|0.1475|0.261104|0.9375|0.95,0|0.0488|0.1475|0.2611|0.9375|0.95,Values differ only by precision/rounding format.
DB1299,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.059875|0.069750|0.079625|0.148750|0.247500|0.361104|1.000000,0.05|0.0599|0.0698|0.0796|0.1487|0.2475|0.3611|1,0.05|0.059875|0.06975|0.079625|0.14875|0.2475|0.361104|1,0.05|0.0599|0.0698|0.0796|0.1487|0.2475|0.3611|1,Values differ only by precision/rounding format.
DB1299,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,3,3,3,3,Exact match.
DB1299,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1300,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.3|0.5|0.7|1.1|1.2|1.3|1.6|1.9|2.2|42.0|6.3|7.1|8.0|8.5,0|1.1|1.2|1.3|1.6|1.9|2.2|30|42|50|6.3|7.1|70|8|8.5,0|0.3|0.5|0.7|1.1|1.2|1.3|1.6|1.9|2.2|42|6.3|7.1|8|8.5,0|1.1|1.2|1.3|1.6|1.9|2.2|30|42|50|6.3|7.1|70|8|8.5,Values differ only by precision/rounding format.
DB1300,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.002681|0.005362|0.007149|0.010724|0.011618|0.012511|0.016086|0.018767|0.022342|0.062556|0.071493|0.080430|0.084898|0.419661,0|0.0027|0.0054|0.0071|0.0107|0.0116|0.0125|0.0161|0.0188|0.0223|0.0626|0.0715|0.0804|0.0849|0.4197,0|0.002681|0.005362|0.007149|0.010724|0.011618|0.012511|0.016086|0.018767|0.022342|0.062556|0.071493|0.08043|0.084898|0.419661,0|0.0027|0.0054|0.0071|0.0107|0.0116|0.0125|0.0161|0.0188|0.0223|0.0626|0.0715|0.0804|0.0849|0.4197,Values differ only by precision/rounding format.
DB1300,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.012556|0.021493|0.030430|0.034898|0.369661,0|0.0126|0.0215|0.0304|0.0349|0.3697,0|0.012556|0.021493|0.03043|0.034898|0.369661,0|0.0126|0.0215|0.0304|0.0349|0.3697,Values differ only by precision/rounding format.
DB1300,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.052681|0.055362|0.057149|0.060724|0.061618|0.062511|0.066086|0.068767|0.072342|0.112556|0.121493|0.130430|0.134898|0.469661,0.05|0.0527|0.0554|0.0571|0.0607|0.0616|0.0625|0.0661|0.0688|0.0723|0.1126|0.1215|0.1304|0.1349|0.4697,0.05|0.052681|0.055362|0.057149|0.060724|0.061618|0.062511|0.066086|0.068767|0.072342|0.112556|0.121493|0.13043|0.134898|0.469661,0.05|0.0527|0.0554|0.0571|0.0607|0.0616|0.0625|0.0661|0.0688|0.0723|0.1126|0.1215|0.1304|0.1349|0.4697,Values differ only by precision/rounding format.
DB1300,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1300,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1301,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.4|0.7|0.8|0.9|1.0|1.1|1.4|1.9|10.8|100.0|2.1|2.2,1.1|1.4|1.9|10.8|100|2.1|2.2|40|70|80|90,0.4|0.7|0.8|0.9|1|1.1|1.4|1.9|10.8|100|2.1|2.2,1.1|1.4|1.9|10.8|100|2.1|2.2|40|70|80|90,Values differ only by precision/rounding format.
DB1301,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.004152|0.006920|0.007612|0.008304|0.008997|0.009689|0.010381|0.011073|0.013841|0.018685|0.019377|0.020761|0.022145|0.108304|1.000000,0.0042|0.0069|0.0076|0.0083|0.009|0.0097|0.0104|0.0111|0.0138|0.0187|0.0194|0.0208|0.0221|0.1083|1,0.004152|0.00692|0.007612|0.008304|0.008997|0.009689|0.010381|0.011073|0.013841|0.018685|0.019377|0.020761|0.022145|0.108304|1,0.0042|0.0069|0.0076|0.0083|0.009|0.0097|0.0104|0.0111|0.0138|0.0187|0.0194|0.0208|0.0221|0.1083|1,Values differ only by precision/rounding format.
DB1301,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.058304|0.950000,0|0.0583|0.95,0|0.058304|0.95,0|0.0583|0.95,Values differ only by precision/rounding format.
DB1301,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.054152|0.056920|0.057612|0.058304|0.058997|0.059689|0.060381|0.061073|0.063841|0.068685|0.069377|0.070761|0.072145|0.158304|1.000000,0.0542|0.0569|0.0576|0.0583|0.059|0.0597|0.0604|0.0611|0.0638|0.0687|0.0694|0.0708|0.0721|0.1583|1,0.054152|0.05692|0.057612|0.058304|0.058997|0.059689|0.060381|0.061073|0.063841|0.068685|0.069377|0.070761|0.072145|0.158304|1,0.0542|0.0569|0.0576|0.0583|0.059|0.0597|0.0604|0.0611|0.0638|0.0687|0.0694|0.0708|0.0721|0.1583|1,Values differ only by precision/rounding format.
DB1301,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,2,2,2,2,Exact match.
DB1301,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1303,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.9|31.4|37.4|9.0,0|31.4|37.4|9|90,0|0.9|31.4|37.4|9,0|31.4|37.4|9|90,Values differ only by precision/rounding format.
DB1303,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.008977|0.089773|0.314205|0.374394,0|0.009|0.0898|0.3142|0.3744,0|0.008977|0.089773|0.314205|0.374394,0|0.009|0.0898|0.3142|0.3744,Values differ only by precision/rounding format.
DB1303,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.039773|0.264205|0.324394,0|0.0398|0.2642|0.3244,0|0.039773|0.264205|0.324394,0|0.0398|0.2642|0.3244,Values differ only by precision/rounding format.
DB1303,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.058977|0.139773|0.364205|0.424394,0.05|0.059|0.1398|0.3642|0.4244,0.05|0.058977|0.139773|0.364205|0.424394,0.05|0.059|0.1398|0.3642|0.4244,Values differ only by precision/rounding format.
DB1303,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1303,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1304,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.1|0.2|0.7|0.9|1.0|1.1|1.2|1.4|1.5|1.6|1.8|10.2|11.4|2.8|28.3|8.5,0|1.1|1.2|1.4|1.5|1.6|1.8|10|10.2|100|11.4|2.8|20|28.3|70|8.5|90,0|0.1|0.2|0.7|0.9|1|1.1|1.2|1.4|1.5|1.6|1.8|10.2|11.4|2.8|28.3|8.5,0|1.1|1.2|1.4|1.5|1.6|1.8|10|10.2|100|11.4|2.8|20|28.3|70|8.5|90,Values differ only by precision/rounding format.
DB1304,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.001135|0.002270|0.006810|0.009080|0.010215|0.011351|0.012486|0.013621|0.014756|0.015891|0.018161|0.028377|0.085129|0.102155|0.113506|0.282558,0|0.0011|0.0023|0.0068|0.0091|0.0102|0.0114|0.0125|0.0136|0.0148|0.0159|0.0182|0.0284|0.0851|0.1022|0.1135|0.2826,0|0.001135|0.00227|0.00681|0.00908|0.010215|0.011351|0.012486|0.013621|0.014756|0.015891|0.018161|0.028377|0.085129|0.102155|0.113506|0.282558,0|0.0011|0.0023|0.0068|0.0091|0.0102|0.0114|0.0125|0.0136|0.0148|0.0159|0.0182|0.0284|0.0851|0.1022|0.1135|0.2826,Values differ only by precision/rounding format.
DB1304,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.035129|0.052155|0.063506|0.232558,0|0.0351|0.0522|0.0635|0.2326,0|0.035129|0.052155|0.063506|0.232558,0|0.0351|0.0522|0.0635|0.2326,Values differ only by precision/rounding format.
DB1304,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.051135|0.052270|0.056810|0.059080|0.060215|0.061351|0.062486|0.063621|0.064756|0.065891|0.068161|0.078377|0.135129|0.152155|0.163506|0.332558,0.05|0.0511|0.0523|0.0568|0.0591|0.0602|0.0614|0.0625|0.0636|0.0648|0.0659|0.0682|0.0784|0.1351|0.1522|0.1635|0.3326,0.05|0.051135|0.05227|0.05681|0.05908|0.060215|0.061351|0.062486|0.063621|0.064756|0.065891|0.068161|0.078377|0.135129|0.152155|0.163506|0.332558,0.05|0.0511|0.0523|0.0568|0.0591|0.0602|0.0614|0.0625|0.0636|0.0648|0.0659|0.0682|0.0784|0.1351|0.1522|0.1635|0.3326,Values differ only by precision/rounding format.
DB1304,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1304,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1305,display_odds_pct,MATCH,MATCH,none,NO_ACTION_REQUIRED,89.9|9.9,89.9|9.9,89.9|9.9,89.9|9.9,Exact match.
DB1305,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.099375|0.899375,0.0994|0.8994,0.099375|0.899375,0.0994|0.8994,Values differ only by precision/rounding format.
DB1305,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.049375|0.849375,0.0494|0.8494,0.049375|0.849375,0.0494|0.8494,Values differ only by precision/rounding format.
DB1305,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.149375|0.949375,0.1494|0.9494,0.149375|0.949375,0.1494|0.9494,Values differ only by precision/rounding format.
DB1305,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1305,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1306,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.9|1.0|1.1|1.5|1.7|1.9|2.9|41.6|5.9|8.5,0|1.1|1.5|1.7|1.9|100|2.9|41.6|5.9|8.5|90,0|0.9|1|1.1|1.5|1.7|1.9|2.9|41.6|5.9|8.5,0|1.1|1.5|1.7|1.9|100|2.9|41.6|5.9|8.5|90,Values differ only by precision/rounding format.
DB1306,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.008548|0.009617|0.010685|0.014960|0.017097|0.019234|0.028851|0.058770|0.085484|0.416028,0|0.0085|0.0096|0.0107|0.015|0.0171|0.0192|0.0289|0.0588|0.0855|0.416,0|0.008548|0.009617|0.010685|0.01496|0.017097|0.019234|0.028851|0.05877|0.085484|0.416028,0|0.0085|0.0096|0.0107|0.015|0.0171|0.0192|0.0289|0.0588|0.0855|0.416,Values differ only by precision/rounding format.
DB1306,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.008770|0.035484|0.366028,0|0.0088|0.0355|0.366,0|0.00877|0.035484|0.366028,0|0.0088|0.0355|0.366,Values differ only by precision/rounding format.
DB1306,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.058548|0.059617|0.060685|0.064960|0.067097|0.069234|0.078851|0.108770|0.135484|0.466028,0.05|0.0585|0.0596|0.0607|0.065|0.0671|0.0692|0.0789|0.1088|0.1355|0.466,0.05|0.058548|0.059617|0.060685|0.06496|0.067097|0.069234|0.078851|0.10877|0.135484|0.466028,0.05|0.0585|0.0596|0.0607|0.065|0.0671|0.0692|0.0789|0.1088|0.1355|0.466,Values differ only by precision/rounding format.
DB1306,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,1,1,1,1,Exact match.
DB1306,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1308,display_odds_pct,MISMATCH,MATCH_AFTER_NORMALIZATION,normalization/rounding mismatch,REPAIRED_NORMALIZATION,1.1|1.3|1.4|1.7|100.0|2.2|2.5|3.9|4.5|98.7,1.1|1.3|1.4|1.7|100|2.2|2.5|3.9|4.5|98.7,1.1|1.3|1.4|1.7|100|2.2|2.5|3.9|4.5|98.7,1.1|1.3|1.4|1.7|100|2.2|2.5|3.9|4.5|98.7,Values differ only by precision/rounding format.
DB1308,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.011127|0.012518|0.013909|0.016690|0.022254|0.025035|0.038944|0.044507|0.987500|1.000000,0.0111|0.0125|0.0139|0.0167|0.0223|0.025|0.0389|0.0445|0.9875|1,0.011127|0.012518|0.013909|0.01669|0.022254|0.025035|0.038944|0.044507|0.9875|1,0.0111|0.0125|0.0139|0.0167|0.0223|0.025|0.0389|0.0445|0.9875|1,Values differ only by precision/rounding format.
DB1308,p_draw_p10,MISMATCH,MATCH_AFTER_NORMALIZATION,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.937500|0.950000,0|0.9375|0.95,0|0.9375|0.95,0|0.9375|0.95,Values differ only by precision/rounding format.
DB1308,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.061127|0.062518|0.063909|0.066690|0.072254|0.075035|0.088944|0.094507|1.000000,0.0611|0.0625|0.0639|0.0667|0.0723|0.075|0.0889|0.0945|1,0.061127|0.062518|0.063909|0.06669|0.072254|0.075035|0.088944|0.094507|1,0.0611|0.0625|0.0639|0.0667|0.0723|0.075|0.0889|0.0945|1,Values differ only by precision/rounding format.
DB1308,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,2,2,2,2,Exact match.
DB1308,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
DB1309,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.4|0.7|0.9|1.1|1.4|10.6|100.0|11.2|17.5|2.1|2.3|2.8|3.0|3.1|3.6|80.7,1.1|1.4|10.6|100|11.2|17.5|2.1|2.3|2.8|3|3.1|3.6|40|70|80.7|90,0.4|0.7|0.9|1.1|1.4|10.6|100|11.2|17.5|2.1|2.3|2.8|3|3.1|3.6|80.7,1.1|1.4|10.6|100|11.2|17.5|2.1|2.3|2.8|3|3.1|3.6|40|70|80.7|90,Values differ only by precision/rounding format.
