hunt_code,universe_status,likely_cause,prefix,present_in_bible_years,present_in_2025_bible,present_in_2026_bible,present_in_live_2026_hunttable,present_in_database,hanumber_fetch_status,live_presence_status,live_comparison_status,live_shape_status,hunt_name,species,sex_type,weapon,hunt_type,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,source_url
MB6207,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Durst Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6208,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,East Fork Chalk Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,2,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6209,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Ensign Ranches CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6210,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,MB,2020|2021|2022|2023,no,no,no,no,,,,,,,,,,,,,,,,
MB6211,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Grass Valley/Clark Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,4,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6216,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,MB,2021|2022,no,no,no,no,,,,,,,,,,,,,,,,
MB6217,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Sharp Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6219,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Skull Crack CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,2,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6220,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,South Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6222,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Strawberry Ridge CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6223,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Three C CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6224,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Two Bear CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6225,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2023|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Wallsburg CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6226,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,MB,2020|2021|2022|2023,no,no,no,no,,,,,,,,,,,,,,,,
MB6240,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Chimney Rock CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6251,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Hardscrabble CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6252,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,MB,2021|2023,no,no,no,no,,,,,,,,,,,,,,,,
MB6254,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,SJ Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6256,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Woodruff Creek South CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6257,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2023|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Ingham Peak CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6258,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2020|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Jacob's Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6259,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Royal Ivory Outfitters CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,
MB6262,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2021|2022|2023|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Junction Valley CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6263,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,MB,2021|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Moon Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,,,,
MB6264,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,MB,2021|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Sand Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,,,,
MB6265,LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,MB,2022|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Little Pole Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6266,LIVE_2026_AND_2025_BIBLE,CONTINUITY,MB,2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Weber Florence Creek/Stillman Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,3,3,0,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
PB1000,LIVE_2026_NOT_IN_2025_BIBLE,SPORTSMAN_CURRENT_PLANNER,PB,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,BOTH_BLANK,LIVE_DWR_NO_QUOTA_PUBLISHED,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,,,,,,,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5000,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Beaver,Pronghorn,Buck,Archery,Limited Entry,11,1,12,11,1,12,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5001,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Archery,Limited Entry,13,1,14,13,1,14,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5002,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, South",Pronghorn,Buck,Archery,Limited Entry,8,1,9,8,1,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5003,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Promontory",Pronghorn,Buck,Archery,Limited Entry,4,0,4,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5004,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Puddle Valley",Pronghorn,Buck,Archery,Limited Entry,3,1,4,3,1,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5005,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Snowville",Pronghorn,Buck,Archery,Limited Entry,9,1,10,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5006,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, West",Pronghorn,Buck,Archery,Limited Entry,10,1,11,10,1,11,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5007,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,PB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,
PB5008,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Fillmore, Oak Creek South",Pronghorn,Buck,Archery,Limited Entry,15,2,17,15,2,17,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5009,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"La Sal, Potash/South Cisco",Pronghorn,Buck,Archery,Limited Entry,6,0,6,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5011,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Archery,Limited Entry,30,3,33,30,3,33,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5012,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Archery,Limited Entry,10,1,11,10,1,11,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5013,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Pine Valley,Pronghorn,Buck,Archery,Limited Entry,7,1,8,7,1,8,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5015,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"San Rafael, North",Pronghorn,Buck,Archery,Limited Entry,21,2,23,21,2,23,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5016,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn/Bonanza,Pronghorn,Buck,Archery,Limited Entry,17,2,19,17,2,19,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5017,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Vernal,Pronghorn,Buck,Archery,Limited Entry,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5018,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Southwest Desert,Pronghorn,Buck,Archery,Limited Entry,31,4,35,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5019,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"West Desert, Riverbed",Pronghorn,Buck,Archery,Limited Entry,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5020,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"West Desert, Rush Valley",Pronghorn,Buck,Archery,Limited Entry,8,1,9,8,1,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5021,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"West Desert, Snake Valley",Pronghorn,Buck,Archery,Limited Entry,23,3,26,23,3,26,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5022,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,PB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,
PB5024,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Southwest Desert,Pronghorn,Buck,Muzzleloader,Limited Entry,31,4,35,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5025,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Beaver,Pronghorn,Buck,Any Legal Weapon,Limited Entry,43,5,48,43,5,48,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5026,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Any Legal Weapon,Limited Entry,50,6,56,50,6,56,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5027,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, South",Pronghorn,Buck,Any Legal Weapon,Limited Entry,34,4,38,34,4,38,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5028,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Promontory",Pronghorn,Buck,Any Legal Weapon,Limited Entry,14,2,16,14,2,16,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5029,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Puddle Valley",Pronghorn,Buck,Any Legal Weapon,Limited Entry,14,2,16,14,2,16,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5030,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Snowville",Pronghorn,Buck,Any Legal Weapon,Limited Entry,28,3,31,28,3,31,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5031,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, West",Pronghorn,Buck,Any Legal Weapon,Limited Entry,30,3,33,30,3,33,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5032,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,PB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,
PB5033,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Fillmore, Oak Creek South",Pronghorn,Buck,Any Legal Weapon,Limited Entry,46,5,51,46,5,51,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5034,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Kaiparowits,Pronghorn,Buck,Any Legal Weapon,Limited Entry,2,0,2,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5035,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"La Sal, Potash/South Cisco",Pronghorn,Buck,Any Legal Weapon,Limited Entry,22,2,24,22,2,24,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5037,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Any Legal Weapon,Limited Entry,89,10,99,89,10,99,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5038,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Nine Mile, Range Creek",Pronghorn,Buck,Any Legal Weapon,Limited Entry,13,1,14,13,1,14,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5039,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Summit",Pronghorn,Buck,Any Legal Weapon,Limited Entry,15,2,17,15,2,17,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5040,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Any Legal Weapon,Limited Entry,29,3,32,29,3,32,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5041,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Panguitch Lake/Zion, North",Pronghorn,Buck,Any Legal Weapon,Limited Entry,21,2,23,21,2,23,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5042,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Pine Valley,Pronghorn,Buck,Any Legal Weapon,Limited Entry,21,2,23,21,2,23,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5044,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"San Juan, Hatch Point",Pronghorn,Buck,Any Legal Weapon,Limited Entry,3,0,3,3,0,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5045,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"San Rafael, Desert",Pronghorn,Buck,Any Legal Weapon,Limited Entry,7,1,8,7,1,8,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5046,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"San Rafael, North",Pronghorn,Buck,Any Legal Weapon,Limited Entry,62,7,69,62,7,69,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5047,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn/Bonanza,Pronghorn,Buck,Any Legal Weapon,Limited Entry,50,6,56,50,6,56,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5048,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Vernal,Pronghorn,Buck,Any Legal Weapon,Limited Entry,54,6,60,54,6,60,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5049,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Southwest Desert,Pronghorn,Buck,Any Legal Weapon,Limited Entry,94,11,105,94,11,105,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5050,LIVE_2026_AND_2025_BIBLE,CONTINUITY,PB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"West Desert, Riverbed",Pronghorn,Buck,Any Legal Weapon,Limited Entry,73,8,81,73,8,81,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
