hunt_code,residency,points,guaranteed_at_2026,point_pool_zone,display_2026_max_point_pool,expected_display,status
DB1107,Resident,17,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,18,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,19,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,20,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,21,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,22,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,23,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,24,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,25,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,26,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,27,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,28,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,29,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,30,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,31,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1107,Resident,32,0,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,5,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,6,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,7,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,8,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,9,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,10,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,11,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,12,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,13,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,14,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,15,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,16,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,17,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,18,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,19,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,20,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,21,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,22,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,23,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,24,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,25,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,26,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,27,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,28,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,29,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,30,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,31,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Nonresident,32,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,1,1,max_pool_guaranteed,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,2,1,max_pool_guaranteed,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,3,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,4,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,5,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,6,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,7,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,8,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,9,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,10,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,11,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,12,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,13,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,14,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,15,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,16,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,17,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,18,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,19,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,20,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,21,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,22,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,23,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,24,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,25,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,26,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,27,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,28,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,29,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,30,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,31,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1108,Resident,32,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Nonresident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1109,Resident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,7,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,8,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,9,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,10,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,11,7,max_pool_guaranteed,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,12,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,13,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,14,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,15,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,16,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,17,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,18,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,19,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,20,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,21,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,22,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,23,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,24,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,25,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,26,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,27,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,28,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,29,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,30,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,31,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1110,Resident,32,7,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,5,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,6,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,7,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,8,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,9,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,10,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,11,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,12,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,13,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,14,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,15,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,16,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,17,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,18,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,19,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,20,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,21,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,22,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,23,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,24,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,25,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,26,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,27,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,28,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,29,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,30,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,31,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1111,Resident,32,5,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,1,1,max_pool_guaranteed,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,2,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,3,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,4,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,5,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,6,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,7,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,8,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,9,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,10,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,11,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,12,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,13,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,14,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,15,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,16,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,17,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,18,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,19,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,20,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,21,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,22,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,23,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,24,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,25,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,26,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,27,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,28,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,29,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,30,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,31,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1112,Resident,32,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,9,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,10,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,11,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,12,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,13,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,14,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,15,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,16,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,17,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,18,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,19,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,20,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,21,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,22,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,23,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,24,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,25,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,26,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,27,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,28,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,29,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,30,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,31,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1113,Resident,32,9,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,10,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,11,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,12,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,13,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,14,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,15,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,16,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,17,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,18,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,19,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,20,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,21,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,22,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,23,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,24,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,25,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,26,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,27,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,28,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,29,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,30,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,31,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1114,Resident,32,10,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,25,25,max_pool_guaranteed,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,26,25,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,27,25,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,28,25,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,29,25,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,30,25,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,31,25,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1115,Resident,32,25,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,16,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,17,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,18,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,19,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,20,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,21,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,22,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,23,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,24,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,25,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,26,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,27,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,28,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,29,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,30,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,31,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1116,Resident,32,16,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1119,Resident,1,1,max_pool_guaranteed,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1119,Resident,2,1,max_pool_guaranteed,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1119,Resident,3,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1119,Resident,4,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
DB1119,Resident,5,1,random_pool,~1 in 1 or 99%,~1 in 1 or 99%,PASS
