source_family,source_file,source_row_count,hunt_code,source_hunt_name,species,sex_type,weapon,hunt_type,hunt_class,source_res,source_nr,source_total,source_permit_shape,mapping_status,notes,comparison_status,current_reconciliation_confidence,current_reconciliation_winner,recommended_res,recommended_nr,recommended_total,database_res,database_nr,database_total,database_hunt_name,database_hunt_type,database_hunt_class,database_source
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1288,Scofield West CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,Scofield West CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1289,Sharp Mountain CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,Sharp Mountain CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1290,Skull Crack CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Skull Crack CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1291,Skull Valley South CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Skull Valley South CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1292,Soldier Summit CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,Soldier Summit CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1293,South Canyon CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,South Canyon CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1294,Spring Creek Acres CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Spring Creek Acres CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1295,Spring Creek/Dodge CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,6,,6,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,6,0,6,6,0,6,Spring Creek/Dodge CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1298,Strawberry Ridge CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Strawberry Ridge CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1299,Summit Point CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,3,,3,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,3,0,3,3,0,3,Summit Point CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1300,Thatcher Mountain CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Thatcher Mountain CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1301,Three C CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,Three C CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1303,North Peaks CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,North Peaks CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1304,Two Bear CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Two Bear CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1305,Wallsburg CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Wallsburg CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1306,Washakie CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Washakie CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1308,West Hills CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,West Hills CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1309,West Willow Creek Ranch CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,5,,5,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,5,0,5,5,0,5,West Willow Creek Ranch CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1310,White's Valley CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,White's Valley CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1312,Woodruff Creek South CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Woodruff Creek South CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1317,Jacob's Creek CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,Jacob's Creek CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1322,Pahvant Ensign CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Pahvant Ensign CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1323,Rock House CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Rock House CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1325,Double Cone CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Double Cone CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1326,Rosette CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Rosette CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1327,Mountain Sky Ranch CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Mountain Sky Ranch CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1328,Clear Creek CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Clear Creek CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1330,Iron Spring CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Iron Spring CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1331,Raft River CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,Raft River CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1332,West Ridge CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,5,,5,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,5,0,5,5,0,5,West Ridge CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1333,5S CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,5S CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1334,Alton - Cactus Buck CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Alton - Cactus Buck CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1335,Big Piney Ranch CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Big Piney Ranch CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1336,First Light CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,First Light CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1337,Little Pole Canyon CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Little Pole Canyon CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1341,Dry Creek CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Dry Creek CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1342,Faust Valley CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,1,,1,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Faust Valley CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1347,The Rose of Snowville CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,The Rose of Snowville CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1349,Weber Florence Creek/Stillman Creek CWMU,Deer,Buck,Any Legal Weapon,L.E.,CWMU,9,,9,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,9,0,9,9,0,9,Weber Florence Creek/Stillman Creek CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1351,The Dirty Dozen,Deer,Buck,Any Legal Weapon,L.E.,CWMU,2,,2,RES_NR_SPLIT,DIRECT_HUNT_CODE,,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,2,0,2,2,0,2,The Dirty Dozen,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1501,Box Elder,Deer,Buck,Archery,General,,,,1040,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,1040,,,1040,Box Elder,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1502,Cache,Deer,Buck,Archery,General,,,,1160,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,1160,,,1160,Cache,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1503,Manti/San Rafael,Deer,Buck,Archery,General,,,,1800,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,1800,,,1800,Manti/San Rafael,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1504,Nebo,Deer,Buck,Archery,General,,,,1060,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,1060,,,1060,Nebo,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1506,Fillmore,Deer,Buck,Archery,General,,,,460,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,460,,,460,Fillmore,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1508,Kamas,Deer,Buck,Archery,General,,,,200,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,200,,,200,Kamas,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1509,La Sal Mtns,Deer,Buck,Archery,General,,,,360,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,360,,,360,La Sal Mtns,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1510,Monroe,Deer,Buck,Archery,General,,,,220,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,220,,,220,Monroe,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1511,Mt Dutton,Deer,Buck,Archery,General,,,,80,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,80,,,80,Mt Dutton,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1512,Nine Mile,Deer,Buck,Archery,General,,,,280,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,280,,,280,Nine Mile,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1513,North Slope,Deer,Buck,Archery,General,,,,620,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,620,,,620,North Slope,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1514,Ogden,Deer,Buck,Archery,General,,,,540,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,540,,,540,Ogden,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1516,Panguitch Lake,Deer,Buck,Archery,General,,,,500,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,500,,,500,Panguitch Lake,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1517,Pine Valley,Deer,Buck,Archery,General,,,,600,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,600,,,600,Pine Valley,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1518,Boulder/Kaiparowits,Deer,Buck,Archery,General,,,,720,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,720,,,720,Boulder/Kaiparowits,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1519,Fishlake,Deer,Buck,Archery,General,,,,260,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,260,,,260,Fishlake,General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1521,"San Juan, Abajo Mtns",Deer,Buck,Archery,General,,,,560,TOTAL_ONLY,DIRECT_HUNT_CODE,,SOURCE_MATCHES_RECOMMENDED,REVIEW_SOURCE_CONFLICT,HANUMBER,,,560,,,560,"San Juan, Abajo Mtns",General Season,General Season,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
