hunt_code,prefix,present_report_year_2020,source_count_report_year_2020,present_report_year_2021,source_count_report_year_2021,present_report_year_2022,source_count_report_year_2022,present_report_year_2023,source_count_report_year_2023,present_report_year_2024,source_count_report_year_2024,present_report_year_2025,source_count_report_year_2025,present_report_year_2026,source_count_report_year_2026
PB5331,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5332,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5333,PB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5334,PB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5335,PB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5337,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5338,PB,NO,0,YES,2,YES,2,YES,2,NO,0,YES,3,YES,1
PB5339,PB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5341,PB,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0
PB5342,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5343,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,NO,0
PB5345,PB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,3,YES,1
PB5346,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
PD1000,PD,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1001,PD,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1002,PD,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1003,PD,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1005,PD,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1006,PD,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0
PD1007,PD,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1008,PD,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1012,PD,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1013,PD,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1014,PD,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1016,PD,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0
PD1017,PD,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1018,PD,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1022,PD,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1023,PD,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1024,PD,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1025,PD,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
PD1026,PD,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
PD1027,PD,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1028,PD,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1029,PD,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1030,PD,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1031,PD,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1032,PD,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
PD1033,PD,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1034,PD,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1035,PD,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1036,PD,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1037,PD,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1038,PD,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1039,PD,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1040,PD,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1041,PD,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1042,PD,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1043,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1044,PD,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
PD1045,PD,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0
PD1046,PD,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0
PD1047,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1048,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1049,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1050,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1051,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1052,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1053,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1054,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1055,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
PD1056,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1057,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1058,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1059,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1060,PD,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
RE1000,RE,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,NO,0
RS0001,RS,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,YES,1
RS6700,RS,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
RS6701,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6702,RS,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
RS6703,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6704,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6708,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6709,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6712,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6713,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6720,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6721,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6722,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6724,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6725,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6726,RS,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6727,RS,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
TK0001,TK,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,YES,1
TK1003,TK,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1004,TK,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1005,TK,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1006,TK,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1007,TK,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1018,TK,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1021,TK,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
