hunt_code,hunt_name,species,sex_type,hunt_type,universe_status,delete_recommendation,successor_hunt_code,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_status,notes
BR7317,Nine Mile,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
BR7318,Beaver,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
BR7320,Cache/Ogden,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
BR7321,Kamas/North Slope Summit,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
BR7322,Mt Dutton,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
BR7323,Paunsaugunt,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
BR7326,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Multiseason,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,1.0,14,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
CG9999,Cougar - Statewide,Cougar,Either Sex,Statewide,ACTIVE_RECONCILIATION_ROW,KEEP,,,,unlimited,UNLIMITED_PERMITS,Included in active 2026 permit reconciliation union.
DA1001,"Box Elder, West Bear River",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,30,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1002,"Box Elder, West Bear River",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,30,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1003,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,15,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1009,"Pine Valley, Enterprise",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,20,RECONCILED_2026_DA_RECOMMENDED_USER_CONFIRMED,Included in active 2026 permit reconciliation union.
DA1011,George Creek CWMU,Deer,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
DA1012,Junction Valley CWMU,Deer,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,0.0,15,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
DA1013,Mt Carmel CWMU,Deer,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
DA1018,"Pine Valley, New Harmony",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,15,RECONCILED_2026_DA_RECOMMENDED_USER_CONFIRMED,Included in active 2026 permit reconciliation union.
DA1027,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,30,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1030,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,25,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,20,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1033,"San Juan, Monticello",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,10,RECONCILED_2026_DA_RECOMMENDED_USER_CONFIRMED,Included in active 2026 permit reconciliation union.
DA1041,"Nine Mile, Green River Valley",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,15,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1042,"San Juan, Monticello",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,5,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1044,Myton,Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,50,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
DA1045,"Fillmore, Oak City",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,20,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1046,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,25,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1047,Vernal-Ouray Valley,Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,25,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1048,Fillmore City,Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,15,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1049,"Vernal, Ashley Valley",Deer,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,35,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DA1050,The Rose of Snowville CWMU,Deer,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,0.0,8,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
DA1051,Beaver City,Deer,Antlerless,General-Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,10,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB0001,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0002,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0003,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0004,Southern Navajo Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0005,Southern Navajo Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0006,Southern Navajo Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0007,Buck Deer - Statewide Permit,Deer,Buck,Statewide,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
DB0008,Extended Archery Deer,Deer,Hunters Choice,Extended Archery,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2000,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB0009,Antelope Island - Conservation/Expo,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0010,Southern Paiute Buck Deer (early),Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0011,Southern Paiute Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0012,Southern Paiute Buck Deer,Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB0013,Southern Paiute Buck Deer (late),Deer,Buck,Tribal,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
DB1000,Henry Mtns Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1001,Paunsaugunt Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,26.0,3.0,29,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1002,Antelope Island Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1003,Henry Mtns Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,24.0,3.0,27,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1004,Paunsaugunt Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,75.0,8.0,83,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1005,Henry Mtns Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1006,Paunsaugunt Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,26.0,3.0,29,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1007,Henry Mtns Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1008,Paunsaugunt Premium,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,1.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1009,Henry Mtns Management,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1010,Paunsaugunt Management,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,30.0,3.0,33,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1011,Book Cliffs,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,55.0,6.0,61,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1012,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1013,Dolores Triangle,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1014,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1015,Diamond Mtn,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1016,"West Desert, Vernon",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,46.0,5.0,51,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1017,"Book Cliffs, North",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,137.0,15.0,152,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1018,"Book Cliffs, South",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,34.0,4.0,38,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1019,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,33.0,4.0,37,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1020,Dolores Triangle,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1022,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,42.0,5.0,47,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1023,Diamond Mtn,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,61.0,7.0,68,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1024,"West Desert, Vernon",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,130.0,14.0,144,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1025,Book Cliffs,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,55.0,6.0,61,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1026,"Cache, Crawford Mtn",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1028,Fillmore,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,11.0,1.0,12,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1029,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1030,Kamas,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1031,Dolores Triangle,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1032,Monroe,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,1.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1033,Nine Mile,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1034,Pine Valley,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1036,Thousand Lakes,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
DB1037,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1038,Diamond Mtn,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1039,Yellowstone,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1040,Southwest Desert,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1041,"Wasatch Mtns, East",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,30.0,3.0,33,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1042,"West Desert, Vernon",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,46.0,5.0,51,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1043,Zion,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1044,Book Cliffs,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1045,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1046,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1047,Diamond Mtn,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1048,"West Desert, Vernon",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1053,Mt Dutton,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1054,Ogden,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,1.0,14,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1055,Fishlake,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1056,Book Cliffs (North & South),Deer,Buck,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,4,,Included in active 2026 permit reconciliation union.
DB1058,Paunsaugunt Cactus,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1059,Beaver,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
DB1065,North Slope,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,14.0,2.0,16,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1073,Paunsaugunt Management,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1074,Paunsaugunt Management,Deer,Buck,Premium Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1075,Book Cliffs (North & South),Deer,Buck,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
DB1076,Book Cliffs (North & South),Deer,Buck,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
DB1077,Box Elder,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,23.0,3.0,26,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1078,Cache,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,11.0,1.0,12,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1079,Manti/San Rafael,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,40.0,5.0,45,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1080,Nebo,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,23.0,3.0,26,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1081,La Sal Mtns,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1082,Oquirrh-Stansbury,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
DB1083,Panguitch Lake,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1084,Boulder/Kaiparowits,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1085,"San Juan, Abajo Mtns",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,1.0,14,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1086,Vernal/Bonanza,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1087,"Wasatch Mtns, West",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,36.0,4.0,40,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1088,"West Desert, Tintic",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
DB1089,"West Desert, West",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
DB1090,HAMSS,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1091,HAMSS,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1094,Myton,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,0,20,RECONCILED_2026_TOTAL_MATCH_SPLIT_FILLED,Included in active 2026 permit reconciliation union.
DB1100,Chalk Creek,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1101,East Canyon,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1103,Morgan-South Rich,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1105,HAMSS,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1106,Thousand Lakes,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,2.0,22,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1107,Thousand Lakes,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,2.0,22,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1108,Thousand Lakes,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,27.0,3.0,30,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1109,Thousand Lakes,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1110,"Beaver, East",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1111,"Beaver, West",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1112,"West Desert, Swasey",Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1113,Oquirrh/Tintic,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DB1114,Cedar/Stansbury,Deer,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,1.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
