hunt_code,prefix,first_seen_report_year,last_seen_report_year,observed_years,gap_years_likely_continued,terminal_absent_years_through_2026,gap_count,terminal_absent_year_count,active_in_2026,lifecycle_interpretation
EB3076,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3077,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3078,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3079,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3080,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3081,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3082,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3083,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3084,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3085,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3086,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3087,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3088,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3089,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3090,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3091,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3092,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3093,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3094,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3095,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3096,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3097,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3098,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3099,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3100,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3101,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3102,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3103,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3104,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3105,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3106,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3107,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3108,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3109,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3110,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3111,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3112,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3113,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3114,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3115,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3116,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3117,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3118,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3119,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3120,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3121,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3122,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3123,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3124,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3125,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3126,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3127,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3130,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3131,EB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3132,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3133,EB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3134,EB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3135,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3136,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3137,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3138,EB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3139,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3140,EB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3141,EB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3142,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3143,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3144,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3145,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3146,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3147,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3148,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3149,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3150,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3151,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3152,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3153,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3154,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3155,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3156,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3157,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3158,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3159,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3160,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3161,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3162,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3163,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3164,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3165,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3166,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3167,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3168,EB,2023,2026,2023|2024|2026,2025,,1,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
EB3169,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3170,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3171,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3172,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3173,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3174,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3175,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3176,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3177,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3178,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3179,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3180,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3181,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3182,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3183,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3184,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3185,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3186,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3187,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3188,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3189,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3190,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3191,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3192,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3193,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3194,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3195,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3196,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3197,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3198,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3199,EB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3205,EB,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
EB3208,EB,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
EB3210,EB,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
EB3500,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3501,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3502,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3503,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3504,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3505,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3506,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3508,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3509,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3510,EB,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3511,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3512,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3514,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3515,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3516,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3517,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3519,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3520,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3521,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3522,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3523,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3524,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3525,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3526,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3527,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3528,EB,2020,2026,2020|2021|2023|2024|2025|2026,2022,,1,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
EB3529,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3530,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3531,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3532,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3533,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3534,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3535,EB,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3536,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3538,EB,2020,2026,2020|2021|2023|2024|2025|2026,2022,,1,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
EB3540,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3541,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3542,EB,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3543,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3544,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3545,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3546,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3547,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3548,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3549,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3550,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3551,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3552,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3553,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3554,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3555,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3557,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3558,EB,2020,2026,2020|2022|2023|2024|2025|2026,2021,,1,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
EB3559,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3561,EB,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3562,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3563,EB,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3564,EB,2022,2026,2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3565,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3603,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3604,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3606,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3607,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3608,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3609,EB,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3610,EB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3611,EB,2022,2026,2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3612,EB,2022,2023,2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3613,EB,2022,2026,2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3614,EB,2022,2026,2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3616,EB,2023,2024,2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3617,EB,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3619,EB,2024,2026,2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3620,EB,2026,2026,2026,,,0,0,YES,ACTIVE_2026
GO1000,GO,2020,2026,2020|2021|2022|2026,2023|2024|2025,,3,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
GO6800,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6801,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6803,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6804,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6805,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6806,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6807,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6808,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6810,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6813,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6814,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6815,GO,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
GO6817,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6818,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6819,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6820,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6821,GO,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
GO6822,GO,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MA1000,MA,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1001,MA,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1003,MA,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1004,MA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1005,MA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1006,MA,2022,2024,2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1007,MA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1008,MA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1009,MA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MA1010,MA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB1000,MB,2020,2026,2020|2021|2022|2026,2023|2024|2025,,3,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
MB6000,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6001,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6002,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6003,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6004,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6005,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6006,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6007,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6008,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6009,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6010,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6011,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6012,MB,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
MB6200,MB,2021,2025,2021|2022|2024|2025,2023,2026,1,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6201,MB,2020,2026,2020|2021|2026,2022|2023|2024|2025,,4,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
MB6202,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6205,MB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB6206,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6207,MB,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
