hunt_code,prefix,present_2018,source_count_2018,present_2019,source_count_2019,present_2020,source_count_2020,present_2021,source_count_2021,present_2022,source_count_2022,present_2023,source_count_2023,present_2024,source_count_2024,present_2025,source_count_2025,present_2026,source_count_2026
PB5059,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5060,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5061,PB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5062,PB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5063,PB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5064,PB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5065,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5066,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5067,PB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5072,PB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,3,YES,1
PB5073,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5074,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5075,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5076,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5077,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5078,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5079,PB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
PB5080,PB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
PB5300,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5302,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5303,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PB5304,PB,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5305,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5306,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5307,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PB5308,PB,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5309,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5310,PB,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5311,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5312,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5313,PB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,YES,2,NO,0,NO,0
PB5314,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5315,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5325,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5326,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5327,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5328,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5329,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5330,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5331,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5332,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5333,PB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5334,PB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5335,PB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PB5337,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5338,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,YES,3,YES,1
PB5339,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5341,PB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0
PB5342,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5343,PB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,NO,0
PB5345,PB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,3,YES,1
PB5346,PB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
PD1000,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1001,PD,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1002,PD,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1003,PD,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1005,PD,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1006,PD,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0
PD1007,PD,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1008,PD,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1009,PD,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1011,PD,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1012,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1013,PD,NO,0,YES,1,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1014,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1015,PD,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1016,PD,NO,0,YES,2,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0
PD1017,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1018,PD,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1019,PD,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1020,PD,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1022,PD,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1023,PD,NO,0,YES,1,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1024,PD,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1025,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
PD1026,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
PD1027,PD,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1028,PD,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1029,PD,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1030,PD,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PD1031,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1032,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
PD1033,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1034,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1035,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1036,PD,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1037,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1038,PD,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1039,PD,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1040,PD,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
PD1041,PD,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PD1042,PD,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
PD1043,PD,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
PD1044,PD,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
PD1045,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0
PD1046,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0
PD1047,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1048,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1049,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1050,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1051,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1052,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1053,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1054,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1055,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
PD1056,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1057,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1058,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1059,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
PD1060,PD,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
RE1000,RE,NO,0,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,NO,0
RS0001,RS,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,YES,1
RS6700,RS,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
RS6701,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6702,RS,NO,0,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
RS6703,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6704,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6708,RS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6709,RS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6712,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6713,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6714,RS,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
RS6719,RS,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
RS6720,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6721,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6722,RS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6724,RS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6725,RS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6726,RS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
RS6727,RS,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
TK0001,TK,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,YES,1
TK1003,TK,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1004,TK,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1005,TK,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1006,TK,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1007,TK,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1018,TK,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
TK1021,TK,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
