hunt_code,hunt_name,species,sex_type,weapon,hunt_type,best_crosswalk_status,best_confidence,recommended_resolution_bucket,boundary_confirmed,regulation_present,permit_conflict,evidence_source_count,evidence_sources,status_counts,notes
LO1538,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1540,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1541,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1544,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1547,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:1,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
LO1549,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1559,Zion,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:1,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
LO1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1595,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:1,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
LO1596,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
LO1597,Zion,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:1,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
LO1627,Cache,Deer,Buck,Restricted Rifle,General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3,Boundary workbook/current database confirms current-code boundary.
LO1628,Cache,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_id_to_hunt_code|boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
LO1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
TK1012,Central Area,Turkey,Bearded,Any Legal Weapon,Conservation,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
TK1013,Northeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
TK1014,Northern Area,Turkey,Bearded,Any Legal Weapon,Conservation,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
TK1015,Southeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
TK1016,Southern Area,Turkey,Bearded,Any Legal Weapon,Conservation,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,black_bear_primary|black_bear_secondary|boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|CURRENT_ONLY:2|EXACT_MATCH:1,Boundary workbook/current database confirms current-code boundary.
BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,black_bear_primary|black_bear_secondary|boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|CURRENT_ONLY:2|EXACT_MATCH:2,Boundary workbook/current database confirms current-code boundary.
BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,black_bear_primary|black_bear_secondary|boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|CURRENT_ONLY:2|EXACT_MATCH:1,Boundary workbook/current database confirms current-code boundary.
BR7019,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,EXACT_MATCH,HIGH,MANUAL_REMAP_REQUIRED,false,false,false,3,black_bear_primary|black_bear_secondary|model_year_crosswalk,EXACT_MATCH:2|NEEDS_MANUAL_REMAP:1,At least one source still calls for manual remap/review.
DB0001,Southeastern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0002,Southeastern Navajo Buck Deer,Deer,Buck,Archery,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0003,Southeastern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0004,Southern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0005,Southern Navajo Buck Deer,Deer,Buck,Archery,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0006,Southern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0009,Antelope Island - Conservation/Expo,Deer,Buck,Any Legal Weapon,Premium Limited Entry,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
DB0010,Southern Paiute Buck Deer (early),Deer,Buck,Any Legal Weapon,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0011,Southern Paiute Buck Deer,Deer,Buck,Archery,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0012,Southern Paiute Buck Deer,Deer,Buck,Muzzleloader,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
DB0013,Southern Paiute Buck Deer (late),Deer,Buck,Any Legal Weapon,Tribal,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,2,boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2,Boundary workbook/current database confirms current-code boundary.
EA2000,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3,Boundary workbook/current database confirms current-code boundary.
EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|EXACT_MATCH:2,Boundary workbook/current database confirms current-code boundary.
EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|EXACT_MATCH:2,Boundary workbook/current database confirms current-code boundary.
EL3000,"Beaver, East",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3002,"Book Cliffs, Little Creek Roadless",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5|RENAMED_MATCH:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3003,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:7,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3005,"Cache, South",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3006,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3008,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3009,"La Sal, La Sal Mtns",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3010,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3011,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3013,"North Slope, Three Corners",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3015,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3018,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3019,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3020,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3022,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3024,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5|RENAMED_MATCH:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3025,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:10,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3031,"Box Elder, Pilot Mtn",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3032,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:8|RENAMED_MATCH:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3033,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:8,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3036,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3037,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3038,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,7,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:5|RENAMED_MATCH:10,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3039,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3042,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:6,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
