hunt_code,boundary_id,hunt_name_database,species_database,sex_type_database,weapon_database,hunt_type_database,hunt_class_database,rollup_bucket,resolution_status,database_family_match,boundary_confirmed,permit_conflict,current_allotment_res,current_allotment_nr,current_allotment_total,current_allotment_source,current_allotment_status,recommended_total_from_conflict_file,database_total_from_conflict_file,database_total_matches_recommended_total,best_crosswalk_status,best_confidence,evidence_source_count,evidence_sources,confirmed_boundary_ids_from_evidence,candidate_boundary_ids_from_evidence,historical_hunt_codes_from_evidence,regulation_present,notes
EL3164,899,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,899,899,EB3164,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3166,899,Book Cliffs Bitter Creek/East,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,899,899,EB3079|EB3166,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3167,12,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,12,12,EB3028|EB3162|EB3163|EB3164|EB3167|EB3534|EB3546|EB3613,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3168,33,Cache Meadowville,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,33,33,EB3003|EB3005|EB3132|EB3168|EB3170,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3169,33,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,33,33,EB3169,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3170,41,Cache South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,41,41,EB3170,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3171,41,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,41,41,EB3171,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3172,51,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,51,51,EB3006|EB3172,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3173,901,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,901,901,EB3173|EB3174,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3174,901,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,901,901,EB3173|EB3174,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3175,901,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,901,901,EB3175|EB3176|EB3177|LE0017,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3176,901,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,901,901,EB3175|EB3176|EB3177,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3177,901,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,901,901,EB3177,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3179,901,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,901,901,EB3179,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3180,88,Fillmore Pahvant,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,88,88,EB3008|EB3180,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3181,88,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,88,88,EB3181,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3182,617,La Sal La Sal Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,617,617,EB3009|EB3182,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3183,617,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,617,617,EB3183,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3184,629,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,629,629,EB3010|EB3184,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3185,629,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,629,629,EB3185,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3186,630,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,630,630,EB3011|EB3186,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3187,630,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,630,630,EB3187,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3188,634,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,634,634,EB3015|EB3188,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3189,634,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,634,634,EB3189,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3190,172,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,172,172,EB3145|EB3190,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3191,172,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,172,172,EB3191,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3192,175,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,175,175,EB3018|EB3192,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3193,183,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,183,183,EB3019|EB3193,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3194,183,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,183,183,EB3194,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3195,206,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,206,206,EB3020|EB3195,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3196,206,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,206,206,EB3196,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3197,872,Southwest Desert South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,872,872,EB3197,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3198,872,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,872,872,EB3198,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3199,222,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,222,222,EB3022|EB3199,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3205,276,East Canyon,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,276,276,EB3205,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3208,117,Morgan-South Rich,Elk,Bull,Any Legal Weapon (Late),Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,117,117,EB3208,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3210,140,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,140,140,EB3053|EB3210|EB3559,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
LD1001,163,Paunsaugunt - Private Land Only,Deer,Buck,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,163,163,DB1001|DB1073,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LD1004,163,Paunsaugunt - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,163,163,DB1004|DB1010|DB1058,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LD1006,163,Paunsaugunt - Private Land Only,Deer,Buck,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,163,163,DB1006|DB1074,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LD1019,85,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,85,85,DB1019,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LD1023,206,Diamond Mtn - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,206,206,DB1023|DB1345,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LD1108,632,Thousand Lakes - Private Land Only,Deer,Buck,Restricted Rifle,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,632,632,DB1108,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1501,607,Box Elder,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,607,607,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1502,29,Cache,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,29,29,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1503,619,Manti/San Rafael,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,619,619,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
