hunt_code,boundary_id,hunt_name_database,species_database,sex_type_database,weapon_database,hunt_type_database,hunt_class_database,rollup_bucket,resolution_status,database_family_match,boundary_confirmed,permit_conflict,current_allotment_res,current_allotment_nr,current_allotment_total,current_allotment_source,current_allotment_status,recommended_total_from_conflict_file,database_total_from_conflict_file,database_total_matches_recommended_total,best_crosswalk_status,best_confidence,evidence_source_count,evidence_sources,confirmed_boundary_ids_from_evidence,candidate_boundary_ids_from_evidence,historical_hunt_codes_from_evidence,regulation_present,notes
EL3006,51,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,51,51,EB3006|EB3172,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3008,88,Fillmore Pahvant,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,88,88,EB3008|EB3180,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3009,617,La Sal La Sal Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,617,617,EB3009|EB3182,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3010,629,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,629,629,EB3010|EB3184,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3011,630,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,630,630,EB3011|EB3186,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3013,140,North Slope Three Corners,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,140,140,EB3013,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3015,634,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,634,634,EB3015|EB3188,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3018,175,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,175,175,EB3018|EB3192,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3019,183,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,183,183,EB3019|EB3193,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3020,206,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,206,206,EB3020|EB3195,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3022,222,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,222,222,EB3022|EB3199,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3024,685,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,685,685,EB3024|EB3025|EB3159|LE0014,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3025,685,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,685,685,EB3024|EB3025|EB3159,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3028,12,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,12,12,EB3028|EB3162|EB3163|EB3164|EB3167|EB3534|EB3546|EB3613,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3031,682,Box Elder Pilot Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,682,682,EB3031|EB3147|EB3150,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3032,33,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,33,33,EB3032|EB3033|EB3036|EB3037|EB3169|EB3171|LE0016|LE0029,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3033,33,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,33,33,EB3032|EB3033|EB3036|EB3037|EB3169|EB3171,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3036,41,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,41,41,EB3036,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3037,41,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,41,41,EB3037,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3038,51,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,7,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,51,51,EB3038|EB3039|EB3126|LE0002|LE0003|LE0004|LE0005|LE0011,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3039,51,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,51,51,EB3038|EB3039|EB3126,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3042,88,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,88,88,EB3042|EB3043|EB3181|EB3603,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3043,88,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,88,88,EB3042|EB3043|EB3181|EB3603,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3044,108,La Sal Dolores Triangle,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,108,108,EB3044,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3045,617,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,617,617,EB3045|EB3046|EB3183|LE0001|LE0018,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3046,617,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,617,617,EB3045|EB3046|EB3183,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3047,629,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,629,629,EB3047|EB3048|EB3185,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3048,629,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,629,629,EB3047|EB3048|EB3185,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3049,630,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,630,630,EB3049|EB3050|EB3187,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3050,630,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,630,630,EB3049|EB3050|EB3187,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3053,140,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,140,140,EB3053|EB3559,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3056,634,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,634,634,EB3056|EB3057|EB3189,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3057,634,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,634,634,EB3056|EB3057|EB3189,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3063,175,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,175,175,EB3063|EB3064|EB3065,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3064,175,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,175,175,EB3063|EB3064|EB3065,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3065,175,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,175,175,EB3065,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3066,183,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,183,183,EB3066|EB3067|EB3194|LE0006|LE0007,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3067,183,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,183,183,EB3066|EB3067|EB3194,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3068,206,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,206,206,EB3068|EB3069|EB3196|EB3617,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3069,206,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,206,206,EB3068|EB3069|EB3196|EB3617,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3072,222,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,222,222,EB3072|EB3073|EB3127|LE0008|LE0009,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3073,222,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,222,222,EB3072|EB3073|EB3127,false,Hunt-code identity and database boundary mapping are ready for downstream use.
