hunt_code,hunt_name,species,sex_type,weapon,hunt_type,split_bucket,recommended_action,source_support_count,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,conflicting_sources,database_alignment,regulation_presence_status,matched_pdf_count,matched_pdfs,matched_pages,snippet,notes
PD1012,"Box Elder, Promontory",Pronghorn,Doe,Any Legal Weapon,General Season,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,22,3,25,18,2,20,,,,22,3,25,22,3,25,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:33,"antlerless_guidebook.pdf p.33: # Season dates Parker Mtn PD1054 Aug. 29–Sept. 11 Any legal weapon Hunt name Hunt # Season dates Box Elder, Promontory PD1012 Oct. 3–25 Box Elder, Snowville PD1000 Nov. 7–Dec. 6 Box Elder, West PD1017 Oct. 3–25 Fillmore, Oak Creek South PD1034 A","Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
PD1016,Zane CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,4,0,4,,,6,,,,4,0,4,4,0,4,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:38,"antlerless_guidebook.pdf p.38: eist PD1041 Iron 6 Pahvant Ensign PD1026 Millard 6 The Rose of Snowville PD1048 Box Elder 2 Westlake PD1031 Utah 9 Zane PD1016 Iron 6 CWMU antlerless moose hunts Permit fee: Resident $249, use the hunt number to apply. Nonresidents may only obtai","Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
PD1017,"Box Elder, West",Pronghorn,Doe,Any Legal Weapon,General Season,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,49,6,55,31,4,35,,,,49,6,55,49,6,55,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:33,"antlerless_guidebook.pdf p.33: me Hunt # Season dates Box Elder, Promontory PD1012 Oct. 3–25 Box Elder, Snowville PD1000 Nov. 7–Dec. 6 Box Elder, West PD1017 Oct. 3–25 Fillmore, Oak Creek South PD1034 Aug. 1–13 Fillmore, Oak Creek South PD1035 Oct. 31–Nov. 28 Nine Mile, Anthro","Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
PD1026,Pahvant Ensign CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,4,0,4,,,6,,,,4,0,4,4,0,4,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:38,antlerless_guidebook.pdf p.38: nwood Ridge PD1050 Duchesne 6 Deseret PD1011 Rich 40 Green River Flat PD1053 Grand 6 Heist PD1041 Iron 6 Pahvant Ensign PD1026 Millard 6 The Rose of Snowville PD1048 Box Elder 2 Westlake PD1031 Utah 9 Zane PD1016 Iron 6 CWMU antlerless moose hunt,"Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
PD1044,Vernal-Ouray Valley,Pronghorn,Doe,Any Legal Weapon,General Season,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,9,1,10,4,1,5,,,,9,1,10,9,1,10,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:33,"antlerless_guidebook.pdf p.33: 59 Oct. 8–16 Parker Mtn, Plains PD1060 Nov. 21–29 San Rafael, Poison Springs Bench PD1033 Oct. 3–25 Vernal-Ouray Valley PD1044 Oct. 3–15 Muzzleloader Hunt name Hunt # Season dates Parker Mtn PD1055 Oct. 29–Nov. 8 32 | 2026 UTAH ANTLERLESS APPLICA","Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
PD1056,Parker Mtn,Pronghorn,Doe,Any Legal Weapon,General Season,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,36,4,40,63,4,67,,,,36,4,40,36,4,40,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:33,"antlerless_guidebook.pdf p.33: Nov. 28 Nine Mile, Anthro-Pleasant Valley PD1043 Aug. 1–14 Panguitch Lake/Zion, North (new) PD1039 Nov. 7–15 Parker Mtn PD1056 Dec. 12–20 Parker Mtn, Highlands PD1057 Oct. 8–16 Parker Mtn, Highlands PD1058 Nov. 21–29 Parker Mtn, Plains PD1059 Oct","Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
PD1057,"Parker Mtn, Highlands",Pronghorn,Doe,Any Legal Weapon,General Season,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,31,4,35,27,3,30,,,,31,4,35,31,4,35,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:33,"antlerless_guidebook.pdf p.33: y PD1043 Aug. 1–14 Panguitch Lake/Zion, North (new) PD1039 Nov. 7–15 Parker Mtn PD1056 Dec. 12–20 Parker Mtn, Highlands PD1057 Oct. 8–16 Parker Mtn, Highlands PD1058 Nov. 21–29 Parker Mtn, Plains PD1059 Oct. 8–16 Parker Mtn, Plains PD1060 Nov. 21","Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
PD1059,"Parker Mtn, Plains",Pronghorn,Doe,Any Legal Weapon,General Season,true_source_conflicts,REVIEW_BEFORE_PROMOTION,1,27,3,30,31,4,35,,,,27,3,30,27,3,30,HANUMBER,HUNTTABLE,DATABASE_MATCHES_RECOMMENDED,REGULATION_CODE_PRESENT,1,antlerless_guidebook.pdf,antlerless_guidebook.pdf:33,"antlerless_guidebook.pdf p.33: Mtn PD1056 Dec. 12–20 Parker Mtn, Highlands PD1057 Oct. 8–16 Parker Mtn, Highlands PD1058 Nov. 21–29 Parker Mtn, Plains PD1059 Oct. 8–16 Parker Mtn, Plains PD1060 Nov. 21–29 San Rafael, Poison Springs Bench PD1033 Oct. 3–25 Vernal-Ouray Valley PD","Code string appears in one or more 2026 regulation PDFs; use as code-presence evidence only, not permit-value truth."
BR7307,La Sal,Black Bear,Either Sex,Multiseason,Multiseason - Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,4,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Multiseason,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB1056,Book Cliffs (North & South),Deer,Buck,Any Legal Weapon,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,4,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB1075,Book Cliffs (North & South),Deer,Buck,Archery,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB1076,Book Cliffs (North & South),Deer,Buck,Muzzleloader,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB1118,Dolores Triangle,Deer,Buck,Multiseason,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EA1220,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,3,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EA1221,Fishlake/Thousand Lake (Expo),Elk,Antlerless,Any Legal Weapon,General Season,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EA1258,La Sal (Expo),Elk,Antlerless,Any Legal Weapon,General Season,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1001,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,10,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1002,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,6,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,16,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,6,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,16,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,17,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1531,Box Elder,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1534,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1536,Fillmore,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1538,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1540,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1541,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1544,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1547,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1549,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1559,Zion,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1595,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1596,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1597,Zion,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1627,Cache,Deer,Buck,Restricted Rifle,General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1628,Cache,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
TK1012,Central Area,Turkey,Bearded,Any Legal Weapon,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
TK1013,Northeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
TK1014,Northern Area,Turkey,Bearded,Any Legal Weapon,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
TK1015,Southeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
TK1016,Southern Area,Turkey,Bearded,Any Legal Weapon,Conservation,database_only_external_missing,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,0,,,,,,,,,,,,8,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
BR7019,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0001,Southeastern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0002,Southeastern Navajo Buck Deer,Deer,Buck,Archery,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0003,Southeastern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0004,Southern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0005,Southern Navajo Buck Deer,Deer,Buck,Archery,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0006,Southern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0009,Antelope Island - Conservation/Expo,Deer,Buck,Any Legal Weapon,Premium Limited Entry,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
