hunt_code,hunt_name,species,sex_type,weapon,hunt_type,split_bucket,recommended_action,source_support_count,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,conflicting_sources,database_alignment,regulation_presence_status,matched_pdf_count,matched_pdfs,matched_pages,snippet,notes
LO1539,"La Sal, La Sal Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1543,North Slope,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1546,Panguitch Lake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1551,"San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1552,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1553,Yellowstone,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1554,Southwest Desert,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1555,"Wasatch Mtns, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1556,"Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1561,Box Elder,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1563,Manti/San Rafael,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1564,Nebo,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1566,Fillmore,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1568,Kamas,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1569,"La Sal, La Sal Mtns",Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1570,Monroe,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1571,Mt Dutton,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1572,Nine Mile,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1573,North Slope,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1574,Ogden,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1576,Panguitch Lake,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1577,Pine Valley,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1579,Fishlake,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1581,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1582,Vernal/Bonanza,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1583,Yellowstone,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1584,Southwest Desert,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1585,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1586,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1589,Zion,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1594,Panguitch Lake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1598,North Slope,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1599,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1600,Chalk Creek,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1601,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1602,Chalk Creek,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1603,East Canyon,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1604,East Canyon,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1605,East Canyon,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1606,East Canyon,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1607,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1608,Morgan-South Rich,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1609,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1610,Morgan-South Rich,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1611,"Beaver, East",Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1612,"Beaver, East",Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1613,"Beaver, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1614,"Beaver, West",Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1615,"Beaver, West",Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1616,"Beaver, West",Deer,Buck,Restricted Rifle,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1617,"West Desert, Swasey",Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1618,"West Desert, Swasey",Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1619,"West Desert, Swasey",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1620,Oquirrh/Tintic,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1621,Oquirrh/Tintic,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1622,Oquirrh/Tintic,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1623,Cedar/Stansbury,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1624,Cedar/Stansbury,Deer,Buck,Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1625,Cedar/Stansbury,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1629,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1630,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LP5025,Beaver - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LP5031,"Box Elder, West - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LP5046,"San Rafael, North - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LP5049,Southwest Desert - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
MB6263,Moon Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
MB6264,Sand Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
TK1000,Statewide,Turkey,Bearded,Any Legal Weapon,Spring General Season,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
