hunt_code,hunt_name,species_x,sex_type_x,weapon_x,hunt_type_x,season_x,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,remaining_unresolved_bucket,remaining_review_required,current_hunt_code,current_prefix,current_hunt_name,species_y,sex_type_y,weapon_y,hunt_type_y,season_y,relationship_type,crosswalk_status,mapping_confidence,mapping_method,data_quality_grade,historical_hunt_code,historical_prefix,historical_years,candidate_historical_codes,recommended_model_behavior,crosswalk_present,crosswalk_bucket
EB3000,"Beaver, East",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,22.0,3.0,25.0,22.0,3.0,25.0,21.0,3.0,24.0,,,,22.0,3.0,25.0,22.0,3.0,25.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,22.0,3.0,25.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3003,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,9.0,1.0,10.0,9.0,1.0,10.0,8.0,1.0,9.0,,,,9.0,1.0,10.0,9.0,1.0,10.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,9.0,1.0,10.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3005,"Cache, South",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,10.0,1.0,11.0,10.0,1.0,11.0,9.0,1.0,10.0,,,,10.0,1.0,11.0,10.0,1.0,11.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,10.0,1.0,11.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3006,Manti,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,148.0,17.0,165.0,148.0,17.0,165.0,146.0,16.0,162.0,,,,148.0,17.0,165.0,148.0,17.0,165.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,148.0,17.0,165.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3008,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,19.0,2.0,21.0,19.0,2.0,21.0,18.0,2.0,20.0,,,,19.0,2.0,21.0,19.0,2.0,21.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,19.0,2.0,21.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3009,La Sal Mtns,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,36.0,4.0,40.0,36.0,4.0,40.0,35.0,4.0,39.0,,,,36.0,4.0,40.0,36.0,4.0,40.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,36.0,4.0,40.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3011,Mt Dutton,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,19.0,2.0,21.0,19.0,2.0,21.0,18.0,2.0,20.0,,,,19.0,2.0,21.0,19.0,2.0,21.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,19.0,2.0,21.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3015,Panguitch Lake,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,17.0,2.0,19.0,17.0,2.0,19.0,16.0,2.0,18.0,,,,17.0,2.0,19.0,17.0,2.0,19.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,17.0,2.0,19.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3018,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,84.0,9.0,93.0,84.0,9.0,93.0,82.0,8.0,90.0,,,,84.0,9.0,93.0,84.0,9.0,93.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,84.0,9.0,93.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3019,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,29.0,3.0,32.0,29.0,3.0,32.0,28.0,3.0,31.0,,,,29.0,3.0,32.0,29.0,3.0,32.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,29.0,3.0,32.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3020,Diamond Mtn,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,25.0,3.0,28.0,25.0,3.0,28.0,24.0,3.0,27.0,,,,25.0,3.0,28.0,25.0,3.0,28.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,25.0,3.0,28.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3022,Wasatch Mtns,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,130.0,15.0,145.0,130.0,15.0,145.0,127.0,13.0,140.0,,,,130.0,15.0,145.0,130.0,15.0,145.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,130.0,15.0,145.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3025,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,15.0,2.0,17.0,15.0,2.0,17.0,14.0,2.0,16.0,,,,15.0,2.0,17.0,15.0,2.0,17.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,15.0,2.0,17.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3036,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,4.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,3.0,,,,4.0,0.0,4.0,4.0,0.0,4.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,4.0,0.0,4.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3038,Manti,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,61.0,7.0,68.0,61.0,7.0,68.0,60.0,6.0,66.0,,,,61.0,7.0,68.0,61.0,7.0,68.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,61.0,7.0,68.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3039,Manti,Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,102.0,11.0,113.0,102.0,11.0,113.0,100.0,10.0,110.0,,,,102.0,11.0,113.0,102.0,11.0,113.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,102.0,11.0,113.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3043,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,13.0,2.0,15.0,13.0,2.0,15.0,12.0,2.0,14.0,,,,13.0,2.0,15.0,13.0,2.0,15.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,13.0,2.0,15.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3045,La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,14.0,2.0,16.0,14.0,2.0,16.0,13.0,2.0,15.0,,,,14.0,2.0,16.0,14.0,2.0,16.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,14.0,2.0,16.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3046,La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,24.0,3.0,27.0,24.0,3.0,27.0,24.0,2.0,26.0,,,,24.0,3.0,27.0,24.0,3.0,27.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,24.0,3.0,27.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3050,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,13.0,2.0,15.0,13.0,2.0,15.0,12.0,2.0,14.0,,,,13.0,2.0,15.0,13.0,2.0,15.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,13.0,2.0,15.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3056,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,7.0,1.0,8.0,7.0,1.0,8.0,6.0,1.0,7.0,,,,7.0,1.0,8.0,7.0,1.0,8.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,7.0,1.0,8.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3063,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,34.0,4.0,38.0,34.0,4.0,38.0,33.0,3.0,36.0,,,,34.0,4.0,38.0,34.0,4.0,38.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,34.0,4.0,38.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3064,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,99.0,11.0,110.0,99.0,11.0,110.0,96.0,9.0,105.0,,,,99.0,11.0,110.0,99.0,11.0,110.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,99.0,11.0,110.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3065,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,57.0,6.0,63.0,57.0,6.0,63.0,55.0,6.0,61.0,,,,57.0,6.0,63.0,57.0,6.0,63.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,57.0,6.0,63.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,12.0,1.0,13.0,12.0,1.0,13.0,11.0,1.0,12.0,,,,12.0,1.0,13.0,12.0,1.0,13.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,12.0,1.0,13.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3068,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,10.0,1.0,11.0,10.0,1.0,11.0,9.0,1.0,10.0,,,,10.0,1.0,11.0,10.0,1.0,11.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,10.0,1.0,11.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3069,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,30.0,3.0,33.0,30.0,3.0,33.0,30.0,2.0,32.0,,,,30.0,3.0,33.0,30.0,3.0,33.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,30.0,3.0,33.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3072,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,54.0,6.0,60.0,54.0,6.0,60.0,52.0,5.0,57.0,,,,54.0,6.0,60.0,54.0,6.0,60.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,54.0,6.0,60.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3073,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,89.0,10.0,99.0,89.0,10.0,99.0,87.0,9.0,96.0,,,,89.0,10.0,99.0,89.0,10.0,99.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,89.0,10.0,99.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3084,Manti,Elk,Bull,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,89.0,10.0,99.0,89.0,10.0,99.0,87.0,9.0,96.0,,,,89.0,10.0,99.0,89.0,10.0,99.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,89.0,10.0,99.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3096,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,50.0,6.0,56.0,50.0,6.0,56.0,49.0,6.0,55.0,,,,50.0,6.0,56.0,50.0,6.0,56.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,50.0,6.0,56.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
EB3100,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,78.0,9.0,87.0,78.0,9.0,87.0,76.0,7.0,83.0,,,,78.0,9.0,87.0,78.0,9.0,87.0,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,78.0,9.0,87.0,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,True,,,,,,,,,,,,,,,,,,,False,UNMATCHED
