hunt_code,year,in_2026_database,overall_status,reconciliation_action,permit_status,harvest_permits,draw_total_permits_reconciled,harvest_permits_unique,draw_total_permits_unique,draw_permits_by_residency,metadata_status,metadata_matching_columns,metadata_fill_candidate_columns,metadata_conflict_columns,harvest_row_count,draw_row_count,draw_points_count,harvest_model_target_years,harvest_source_files,draw_source_files,draw_statuses,harvest_boundary_id,draw_boundary_id,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_sex_type,draw_sex_type,harvest_hunt_type,draw_hunt_type,harvest_weapon,draw_weapon,harvest_hunt_class,draw_hunt_class
BR7200,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,6,,6,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Beaver,,Black Bear,,,,,,,,,
BR7201,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,15,,15,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Book Cliffs, Bitter Creek/South",,Black Bear,,,,,,,,,
BR7203,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,11,,11,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Manti-North",,Black Bear,,,,,,,,,
BR7204,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,14,,14,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Manti-South/San Rafael, North",,Black Bear,,,,,,,,,
BR7205,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Nebo",,Black Bear,,,,,,,,,
BR7207,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Fillmore, Pahvant",,Black Bear,,,,,,,,,
BR7208,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,6,,6,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,La Sal,,Black Bear,,,,,,,,,
BR7209,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Monroe,,Black Bear,,,,,,,,,
BR7210,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,2,,2,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Mt Dutton,,Black Bear,,,,,,,,,
BR7211,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,28,,28,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Nine Mile,,Black Bear,,,,,,,,,
BR7212,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,2,,2,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"North Slope, Three Corners/West Daggett",,Black Bear,,,,,,,,,
BR7213,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,8,,8,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Panguitch Lake/Zion,,Black Bear,,,,,,,,,
BR7214,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,3,,3,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Paunsaugunt,,Black Bear,,,,,,,,,
BR7215,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,10,,10,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Plateau, Boulder/Kaiparowits",,Black Bear,,,,,,,,,
BR7216,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Plateau, Fishlake/Thousand Lakes",,Black Bear,,,,,,,,,
BR7217,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,6,,6,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,San Juan,,Black Bear,,,,,,,,,
BR7218,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,7,,7,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"South Slope, Bonanza/Diamond Mtn/Vernal",,Black Bear,,,,,,,,,
BR7219,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"South Slope, Yellowstone",,Black Bear,,,,,,,,,
BR7220,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,9,,9,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Wasatch Mtns, Avintaquin/Currant Creek",,Black Bear,,,,,,,,,
BR7221,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,8,,8,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Wasatch Mtns, West-Central",,Black Bear,,,,,,,,,
BR7224,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,9,,9,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Book Cliffs, Little Creek Roadless",,Black Bear,,,,,,,,,
BR7225,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,10,,10,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Book Cliffs, Little Creek Roadless",,Black Bear,,,,,,,,,
BR7226,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,75,,75,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,La Sal,,Black Bear,,,,,,,,,
BR7227,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,75,,75,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,San Juan,,Black Bear,,,,,,,,,
BR7228,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Cache/Ogden,,Black Bear,,,,,,,,,
BR7229,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,6,,6,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Kamas/North Slope, Summit",,Black Bear,,,,,,,,,
BR7230,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,5,,5,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Cache/Ogden,,Black Bear,,,,,,,,,
BR7231,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,23,,23,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Manti-North",,Black Bear,,,,,,,,,
BR7232,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,23,,23,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Manti-South/San Rafael, North",,Black Bear,,,,,,,,,
BR7233,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,21,,21,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Nebo",,Black Bear,,,,,,,,,
BR7234,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,5,,5,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Chalk Creek/East Canyon/Morgan-South Rich,,Black Bear,,,,,,,,,
BR7235,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,5,,5,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Kamas/North Slope, Summit",,Black Bear,,,,,,,,,
BR7236,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,50,,50,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Plateau, Boulder/Kaiparowits",,Black Bear,,,,,,,,,
BR7300,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,8,,8,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Book Cliffs, Bitter Creek/South",,Black Bear,,,,,,,,,
BR7301,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,2,,2,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Book Cliffs, Little Creek Roadless",,Black Bear,,,,,,,,,
BR7303,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,11,,11,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Manti-North",,Black Bear,,,,,,,,,
BR7304,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,13,,13,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Manti-South/San Rafael, North",,Black Bear,,,,,,,,,
BR7305,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,5,,5,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Central Mtns, Nebo",,Black Bear,,,,,,,,,
BR7307,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,14,,14,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,La Sal,,Black Bear,,,,,,,,,
BR7308,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"North Slope, Three Corners/West Daggett",,Black Bear,,,,,,,,,
BR7309,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Panguitch Lake/Zion,,Black Bear,,,,,,,,,
BR7310,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,10,,10,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Plateau, Boulder/Kaiparowits",,Black Bear,,,,,,,,,
BR7311,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,2,,2,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Plateau, Fishlake/Thousand Lakes",,Black Bear,,,,,,,,,
BR7312,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,14,,14,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,San Juan,,Black Bear,,,,,,,,,
BR7313,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,7,,7,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"South Slope, Bonanza/Diamond Mtn/Vernal",,Black Bear,,,,,,,,,
BR7314,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,3,,3,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"South Slope, Yellowstone",,Black Bear,,,,,,,,,
BR7315,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Wasatch Mtns, Avintaquin/Currant Creek",,Black Bear,,,,,,,,,
BR7316,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,11,,11,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Wasatch Mtns, West-Central",,Black Bear,,,,,,,,,
BR7317,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,7,,7,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Nine Mile,,Black Bear,,,,,,,,,
BR7318,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,3,,3,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Beaver,,Black Bear,,,,,,,,,
BR7320,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,Cache/Ogden,,Black Bear,,,,,,,,,
BR7321,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_black_bear_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Kamas/North Slope, Summit",,Black Bear,,,,,,,,,
DA1000,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,10,,10,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Beaver, Circleville North",,Antlerless Deer,,,,,,,,,
DA1001,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,30,,30,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Box Elder, West Bear River",,Antlerless Deer,,,,,,,,,
DA1002,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,30,,30,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Box Elder, West Bear River",,Antlerless Deer,,,,,,,,,
DA1003,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,49,,49,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Monroe/Plateau, Sevier Valley",,Antlerless Deer,,,,,,,,,
DA1004,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,10,,10,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Mt Dutton, Circleville South",,Antlerless Deer,,,,,,,,,
DA1007,2021,FALSE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,10,,10,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Panguitch Lake, Panguitch Valley",,Antlerless Deer,,,,,,,,,
DA1009,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,35,,35,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,"Pine Valley, Enterprise",,Antlerless Deer,,,,,,,,,
DA1011,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,5,,5,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,George Creek,,Antlerless Deer,,,,,,,,,
DA1012,2021,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,14,,14,,{},NO_METADATA_TO_COMPARE,,,,8,0,0,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,,,,,* Junction Valley,,Antlerless Deer,,,,,,,,,
