hunt_code,species,sex_type,hunt_name,hunt_type,weapon,source_scope,comparison_status,draw_total_permits,expo_permits_matched,draw_plus_expo_total,harvest_permits,permit_delta_harvest_minus_draw,permit_delta_harvest_minus_draw_plus_expo,draw_plus_expo_status,expo_match_status,expo_match_sources,draw_source_files,harvest_source_files,draw_row_count,harvest_row_count,draw_residencies,draw_points_count,harvest_unique_permit_values,in_2026_database,same_total_match_ready,notes
DB1806,Deer,Male Only,"West Desert, Swasey",General Season,Dedicated Hunter,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,37,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,37,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS1000,Desert Bighorn Sheep,Male Only,Desert Bighorn Sheep - Statewide Permit,Sportsman,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS1002,Desert Bighorn Sheep,Male Only,"Kaiparowits, East",Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS1003,Desert Bighorn Sheep,Male Only,"Kaiparowits, Escalante",Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS1004,Desert Bighorn Sheep,Male Only,"San Rafael, Dirty Devil",Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS1006,Desert Bighorn Sheep,Male Only,"Kaiparowits, West",Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS1007,Desert Bighorn Sheep,Male Only,"San Rafael, South",Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS6600,Desert Bighorn Sheep,Male Only,Henry Mtns,Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6601,Desert Bighorn Sheep,Male Only,"Kaiparowits, East",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,11,0,11,13,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,13,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DS6603,Desert Bighorn Sheep,Male Only,"Kaiparowits, West",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,5,0,5,5,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,5,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6604,Desert Bighorn Sheep,Male Only,"La Sal, Potash/South Cisco",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,6,0,6,7,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,7,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DS6605,Desert Bighorn Sheep,Male Only,Pine Valley,OIAL,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DS6606,Desert Bighorn Sheep,Male Only,"San Juan, Lockhart",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,2,0,2,2,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6607,Desert Bighorn Sheep,Male Only,"San Juan, South",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,2,0,2,2,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6608,Desert Bighorn Sheep,Male Only,"San Rafael, Dirty Devil",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,7,0,7,7,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,7,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6609,Desert Bighorn Sheep,Male Only,"San Rafael, North",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,7,0,7,8,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DS6610,Desert Bighorn Sheep,Male Only,"San Rafael, South",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,12,0,12,12,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,12,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6611,Desert Bighorn Sheep,Male Only,Zion,Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6620,Desert Bighorn Sheep,Male Only,"Pine Valley, Virgin River",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6621,Desert Bighorn Sheep,Male Only,"Pine Valley, Beaver Dam",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,5,0,5,5,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,5,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6622,Desert Bighorn Sheep,Male Only,"San Juan, North",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6623,Desert Bighorn Sheep,Male Only,"San Juan, San Juan River",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,2,0,2,2,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6624,Desert Bighorn Sheep,Male Only,"San Rafael, Dirty Devil",Once-in-a-lifetime,Archery,OIL_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,2,0,2,3,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DS6625,Desert Bighorn Sheep,Male Only,Mineral Mtns,Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6626,Desert Bighorn Sheep,Male Only,"Escalante, East",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,7,0,7,7,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,7,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DS6627,Desert Bighorn Sheep,Male Only,"Escalante, West",Once-in-a-lifetime,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
EA1010,Elk,Female Only,"Cache, Rich",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,20,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,20,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1011,Elk,Female Only,"Cache, Richards Hollow",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,10,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,10,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1012,Elk,Female Only,"Cache, Richmond Hyde Park",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,6,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,6,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1013,Elk,Female Only,"Manti, Central",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,68,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,68,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1015,Elk,Female Only,"Manti, Ferron Canyon",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,70,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,70,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1017,Elk,Female Only,"Manti, Gordon Creek-Price Canyon",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,95,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,95,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1018,Elk,Female Only,"Manti, Horn Mtn",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,59,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,59,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1020,Elk,Female Only,"Manti, Mohrland-Stump Flat",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,118,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,118,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1021,Elk,Female Only,Nebo,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,227,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,227,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1022,Elk,Female Only,"Manti, North",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,292,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,292,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1023,Elk,Female Only,"Manti, South",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,98,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,98,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1024,Elk,Female Only,"Manti, South",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,98,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,98,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1025,Elk,Female Only,"Manti, West",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,117,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,117,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1026,Elk,Female Only,Chalk Creek,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,341,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,341,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1030,Elk,Female Only,"Fillmore, Pahvant",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,47,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,47,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1031,Elk,Female Only,"Fillmore, Pahvant",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,48,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,48,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1033,Elk,Female Only,Kamas,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,125,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,125,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1035,Elk,Female Only,"Kamas, Oakley",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,125,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,125,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1037,Elk,Female Only,Dolores Triangle,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,49,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,49,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1038,Elk,Female Only,La Sal Mtns,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,197,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,197,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1039,Elk,Female Only,La Sal Mtns,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,148,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,148,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1044,Elk,Female Only,"Morgan-South Rich, South Rich",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,35,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,35,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1049,Elk,Female Only,"Mt Dutton, Deep Creek",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,70,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,70,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1054,Elk,Female Only,"Nine Mile, West Anthro",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,50,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,50,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1056,Elk,Female Only,"North Slope, Greendale",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,5,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,5,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1058,Elk,Female Only,"North Slope, Henry's Fork-Burnt Fork",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,100,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,100,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1060,Elk,Female Only,"North Slope, West Daggett",Antlerless,Muzzleloader,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,19,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,19,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1061,Elk,Female Only,"North Slope, West Daggett",Antlerless,Muzzleloader,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,17,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,17,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1063,Elk,Female Only,Ogden,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,75,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,75,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1064,Elk,Female Only,Ogden,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,74,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,74,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1069,Elk,Female Only,Panguitch Lake,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,34,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,34,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1073,Elk,Female Only,Paunsaugunt,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,16,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,16,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1075,Elk,Female Only,Boulder East,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,46,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,46,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1076,Elk,Female Only,Boulder West,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,49,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,49,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1077,Elk,Female Only,Boulder-Circle Cliffs,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,30,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,30,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1078,Elk,Female Only,Fishlake/Thousand Lakes,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,264,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,264,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
