source_pdf,pdf_page,table_index,row_index,hunt_code,reason,tokens
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,96,0,33,DB1216,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 0 | 1 | 1 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,97,0,33,DB1217,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 30 | 0 | 1 | 1 | 1 in 30.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,98,0,33,DB1219,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 31 | 1 | 1 | 2 | 1 in 15.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,99,0,33,DB1222,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 77 | 1 | 1 | 2 | 1 in 38.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,100,0,33,DB1224,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 16 | 0 | 1 | 1 | 1 in 16.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,101,0,33,DB1227,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 21 | 1 | 1 | 2 | 1 in 10.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,102,0,33,DB1228,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 225 | 7 | 6 | 13 | 1 in 17.3 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,103,0,33,DB1229,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 23 | 0 | 1 | 1 | 1 in 23.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,104,0,33,DB1230,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 25 | 1 | 1 | 2 | 1 in 12.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,105,0,33,DB1231,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 27 | 1 | 1 | 2 | 1 in 13.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,106,0,33,DB1232,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 35 | 1 | 1 | 2 | 1 in 17.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,107,0,33,DB1233,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 35 | 2 | 2 | 4 | 1 in 8.8 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,108,0,33,DB1234,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 20 | 0 | 1 | 1 | 1 in 20.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,109,0,33,DB1236,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 15 | 0 | 1 | 1 | 1 in 15.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,110,0,33,DB1237,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 140 | 2 | 1 | 3 | 1 in 46.7 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,111,0,33,DB1238,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 27 | 2 | 1 | 3 | 1 in 9.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,112,0,33,DB1239,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 5 | 0 | 1 | 1 | 1 in 5.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,113,0,33,DB1240,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 13 | 0 | 1 | 1 | 1 in 13.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,114,0,33,DB1241,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 22 | 0 | 1 | 1 | 1 in 22.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,115,0,33,DB1242,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 113 | 7 | 7 | 14 | 1 in 8.1 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,116,0,33,DB1243,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 3 | 0 | 1 | 1 | 1 in 3.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,117,0,33,DB1244,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 26 | 0 | 1 | 1 | 1 in 26.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,118,0,33,DB1245,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 0 | 1 | 1 | 1 in 11.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,119,0,33,DB1246,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 1 | 1 | 2 | 1 in 5.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,120,0,33,DB1248,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 102 | 1 | 1 | 2 | 1 in 51.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,121,0,33,DB1249,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 0 | 1 | 1 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,122,0,33,DB1250,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 5 | 0 | 1 | 1 | 1 in 5.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,123,0,33,DB1251,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 30 | 1 | 1 | 2 | 1 in 15.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,124,0,33,DB1252,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 20 | 3 | 2 | 5 | 1 in 4.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,125,0,33,DB1253,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 8 | 0 | 1 | 1 | 1 in 8.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,126,0,33,DB1255,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 0 | 1 | 1 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,127,0,33,DB1256,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 59 | 3 | 3 | 6 | 1 in 9.8 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,128,0,33,DB1258,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 24 | 0 | 1 | 1 | 1 in 24.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,129,0,33,DB1259,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 34 | 0 | 1 | 1 | 1 in 34.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,130,0,33,DB1260,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 7 | 0 | 1 | 1 | 1 in 7.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,131,0,33,DB1261,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 32 | 3 | 2 | 5 | 1 in 6.4 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,132,0,33,DB1263,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 21 | 0 | 1 | 1 | 1 in 21.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,133,0,33,DB1264,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 10 | 0 | 1 | 1 | 1 in 10.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,134,0,33,DB1265,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 12 | 1 | 1 | 2 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,135,0,33,DB1266,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 22 | 2 | 1 | 3 | 1 in 7.3 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,136,0,33,DB1269,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 31 | 0 | 1 | 1 | 1 in 31.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,137,0,33,DB1270,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 18 | 0 | 1 | 1 | 1 in 18.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,138,0,33,DB1271,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 2 | 1 | 1 | 2 | 1 in 1.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,139,0,33,DB1272,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 8 | 2 | 1 | 3 | 1 in 2.7 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,140,0,33,DB1273,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 20 | 3 | 3 | 6 | 1 in 3.3 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,141,0,33,DB1274,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 10 | 0 | 1 | 1 | 1 in 10.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,142,0,33,DB1275,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 9 | 1 | 1 | 2 | 1 in 4.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,143,0,33,DB1277,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 25 | 0 | 1 | 1 | 1 in 25.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,144,0,33,DB1279,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 53 | 0 | 1 | 1 | 1 in 53.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,145,0,33,DB1280,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 34 | 0 | 1 | 1 | 1 in 34.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,146,0,33,DB1281,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 40 | 1 | 1 | 2 | 1 in 20.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,147,0,33,DB1282,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 21 | 1 | 1 | 2 | 1 in 10.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,148,0,33,DB1283,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 13 | 0 | 1 | 1 | 1 in 13.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,149,0,33,DB1285,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 10 | 0 | 1 | 1 | 1 in 10.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,150,0,33,DB1286,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 15 | 1 | 1 | 2 | 1 in 7.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,151,0,33,DB1287,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 17 | 0 | 1 | 1 | 1 in 17.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,152,0,33,DB1288,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 42 | 1 | 1 | 2 | 1 in 21.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,153,0,33,DB1289,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 44 | 1 | 1 | 2 | 1 in 22.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,154,0,33,DB1290,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 56 | 0 | 1 | 1 | 1 in 56.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,155,0,33,DB1291,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 15 | 0 | 1 | 1 | 1 in 15.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,156,0,33,DB1292,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 30 | 1 | 1 | 2 | 1 in 15.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,157,0,33,DB1293,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 9 | 0 | 1 | 1 | 1 in 9.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,158,0,33,DB1294,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 12 | 0 | 1 | 1 | 1 in 12.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,159,0,33,DB1295,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 69 | 3 | 3 | 6 | 1 in 11.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,160,0,33,DB1298,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 14 | 0 | 1 | 1 | 1 in 14.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,161,0,33,DB1299,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 15 | 2 | 1 | 3 | 1 in 5.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,162,0,33,DB1300,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 44 | 0 | 1 | 1 | 1 in 44.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,163,0,33,DB1301,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 58 | 1 | 1 | 2 | 1 in 29.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,164,0,33,DB1303,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 0 | 1 | 1 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,165,0,33,DB1304,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 26 | 0 | 1 | 1 | 1 in 26.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,166,0,33,DB1305,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 3 | 0 | 1 | 1 | 1 in 3.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,167,0,33,DB1306,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 42 | 0 | 1 | 1 | 1 in 42.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,168,0,33,DB1308,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 39 | 1 | 1 | 2 | 1 in 19.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,169,0,33,DB1309,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 80 | 3 | 2 | 5 | 1 in 16.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,170,0,33,DB1310,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 40 | 1 | 1 | 2 | 1 in 20.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,171,0,33,DB1312,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 15 | 0 | 1 | 1 | 1 in 15.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,172,0,33,DB1317,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 7 | 0 | 1 | 1 | 1 in 7.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,173,0,33,DB1320,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 4 | 0 | 1 | 1 | 1 in 4.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,174,0,33,DB1322,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 0 | 1 | 1 | 1 in 11.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,175,0,33,DB1323,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 2 | 0 | 1 | 1 | 1 in 2.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,176,0,33,DB1324,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 8 | 0 | 1 | 1 | 1 in 8.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,177,0,33,DB1325,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 8 | 0 | 1 | 1 | 1 in 8.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,178,0,33,DB1326,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 14 | 0 | 1 | 1 | 1 in 14.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,179,0,33,DB1327,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 10 | 0 | 1 | 1 | 1 in 10.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,180,0,33,DB1328,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 0 | 1 | 1 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,181,0,33,DB1330,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 16 | 0 | 1 | 1 | 1 in 16.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,182,0,33,DB1331,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 17 | 1 | 1 | 2 | 1 in 8.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,183,0,33,DB1332,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 17 | 3 | 2 | 5 | 1 in 3.4 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,184,0,33,DB1333,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 1 | 1 | 2 | 1 in 5.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,185,0,33,DB1334,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 5 | 0 | 1 | 1 | 1 in 5.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,186,0,33,DB1335,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 20 | 0 | 1 | 1 | 1 in 20.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,187,0,33,DB1336,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 2 | 0 | 1 | 1 | 1 in 2.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,188,0,33,DB1337,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 22 | 0 | 1 | 1 | 1 in 22.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,189,0,33,DB1341,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 18 | 0 | 1 | 1 | 1 in 18.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,190,0,33,DB1342,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 36 | 0 | 1 | 1 | 1 in 36.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,191,0,33,DB1343,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 18 | 0 | 1 | 1 | 1 in 18.0 | Totals | 0 | 0 | 0 | 0 | N/A
