source_pdf,pdf_page,source_scope,hunt_code,raw_hunt_name,tables_found,point_rows_extracted
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,135,LIMITED_ENTRY_DEER,DB1266,Cwmu Buck Deer - Mt Carmel -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,136,LIMITED_ENTRY_DEER,DB1269,Cwmu Buck Deer - North Promontory - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,137,LIMITED_ENTRY_DEER,DB1270,Cwmu Buck Deer - Nucor West - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,138,LIMITED_ENTRY_DEER,DB1271,Cwmu Buck Deer - Oak Ranch - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,139,LIMITED_ENTRY_DEER,DB1272,Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,140,LIMITED_ENTRY_DEER,DB1273,Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,141,LIMITED_ENTRY_DEER,DB1274,Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,142,LIMITED_ENTRY_DEER,DB1275,Cwmu Buck Deer - Pine Canyon -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,143,LIMITED_ENTRY_DEER,DB1277,Cwmu Buck Deer - Pocatello Valley -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,144,LIMITED_ENTRY_DEER,DB1279,Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,145,LIMITED_ENTRY_DEER,DB1280,Cwmu Buck Deer - Promontory Point - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,146,LIMITED_ENTRY_DEER,DB1281,Cwmu Buck Deer - Rattlesnake Pass -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,147,LIMITED_ENTRY_DEER,DB1282,Cwmu Buck Deer - Redd Ranches -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,148,LIMITED_ENTRY_DEER,DB1283,Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,149,LIMITED_ENTRY_DEER,DB1285,Cwmu Buck Deer - Sand Creek - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,150,LIMITED_ENTRY_DEER,DB1286,Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,151,LIMITED_ENTRY_DEER,DB1287,Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,152,LIMITED_ENTRY_DEER,DB1288,Cwmu Buck Deer - Scofield West - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,153,LIMITED_ENTRY_DEER,DB1289,Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,154,LIMITED_ENTRY_DEER,DB1290,Cwmu Buck Deer - Skull Crack - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,155,LIMITED_ENTRY_DEER,DB1291,Cwmu Buck Deer - Skull Valley South -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,156,LIMITED_ENTRY_DEER,DB1292,Cwmu Buck Deer - Soldier Summit - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,157,LIMITED_ENTRY_DEER,DB1293,Cwmu Buck Deer - South Canyon - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,158,LIMITED_ENTRY_DEER,DB1294,Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,159,LIMITED_ENTRY_DEER,DB1295,Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,160,LIMITED_ENTRY_DEER,DB1298,Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,161,LIMITED_ENTRY_DEER,DB1299,Cwmu Buck Deer - Summit Point - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,162,LIMITED_ENTRY_DEER,DB1300,Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,163,LIMITED_ENTRY_DEER,DB1301,Cwmu Buck Deer - Three C - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,164,LIMITED_ENTRY_DEER,DB1303,Cwmu Buck Deer - North Peaks - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,165,LIMITED_ENTRY_DEER,DB1304,Cwmu Buck Deer - Two Bear -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,166,LIMITED_ENTRY_DEER,DB1305,Cwmu Buck Deer - Wallsburg -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,167,LIMITED_ENTRY_DEER,DB1306,Cwmu Buck Deer - Washakie - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,168,LIMITED_ENTRY_DEER,DB1308,Cwmu Buck Deer - West Hills - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,169,LIMITED_ENTRY_DEER,DB1309,Cwmu Buck Deer - West Willow Creek Ranch -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,170,LIMITED_ENTRY_DEER,DB1310,Cwmu Buck Deer - White's Valley - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,171,LIMITED_ENTRY_DEER,DB1312,Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,172,LIMITED_ENTRY_DEER,DB1317,Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,173,LIMITED_ENTRY_DEER,DB1320,Cwmu Buck Deer - Deer Creek -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,174,LIMITED_ENTRY_DEER,DB1322,Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,175,LIMITED_ENTRY_DEER,DB1323,Cwmu Buck Deer - Rock House -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,176,LIMITED_ENTRY_DEER,DB1324,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,177,LIMITED_ENTRY_DEER,DB1325,Cwmu Buck Deer - Double Cone - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,178,LIMITED_ENTRY_DEER,DB1326,Cwmu Buck Deer - Rosette - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,179,LIMITED_ENTRY_DEER,DB1327,Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,180,LIMITED_ENTRY_DEER,DB1328,Cwmu Buck Deer - Clear Creek - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,181,LIMITED_ENTRY_DEER,DB1330,Cwmu Buck Deer - Iron Spring - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,182,LIMITED_ENTRY_DEER,DB1331,Cwmu Buck Deer - Raft River - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,183,LIMITED_ENTRY_DEER,DB1332,Cwmu Buck Deer - West Ridge - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,184,LIMITED_ENTRY_DEER,DB1333,Cwmu Buck Deer - 5s - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,185,LIMITED_ENTRY_DEER,DB1334,Cwmu Cactus Buck Deer - Alton -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,186,LIMITED_ENTRY_DEER,DB1335,Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,187,LIMITED_ENTRY_DEER,DB1336,Cwmu Buck Deer - First Light - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,188,LIMITED_ENTRY_DEER,DB1337,Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,189,LIMITED_ENTRY_DEER,DB1341,Cwmu Buck Deer - Dry Creek -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,190,LIMITED_ENTRY_DEER,DB1342,Cwmu Buck Deer - Faust Valley - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,191,LIMITED_ENTRY_DEER,DB1343,Cwmu Buck Deer - Red Iron - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,192,LIMITED_ENTRY_DEER,DB1344,Cwmu Buck Deer - Salt Wells - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,193,LIMITED_ENTRY_DEER,DB1345,Cwmu Buck Deer - Diamond Mountain Cwmu - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,194,LIMITED_ENTRY_DEER,DB1347,Cwmu Buck Deer - The Rose Of Snowville - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,195,LIMITED_ENTRY_DEER,DB1348,Cwmu Buck Deer - Kimberly -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,196,LIMITED_ENTRY_DEER,DB1349,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,1,LIMITED_ENTRY_PRONGHORN,,,1,0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,2,LIMITED_ENTRY_PRONGHORN,PB5000,Limited-entry Archery Buck Pronghorn - Beaver - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,3,LIMITED_ENTRY_PRONGHORN,PB5001,"Limited-entry Archery Buck Pronghorn - Book Cliffs, Bitter Creek - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,4,LIMITED_ENTRY_PRONGHORN,PB5002,"Limited-entry Archery Buck Pronghorn - Book Cliffs, South - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,5,LIMITED_ENTRY_PRONGHORN,PB5003,"Limited-entry Archery Buck Pronghorn - Box Elder, Promontory - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,6,LIMITED_ENTRY_PRONGHORN,PB5004,"Limited-entry Archery Buck Pronghorn - Box Elder, Puddle Valley - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,7,LIMITED_ENTRY_PRONGHORN,PB5005,"Limited-entry Archery Buck Pronghorn - Box Elder, Snowville - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,8,LIMITED_ENTRY_PRONGHORN,PB5006,"Limited-entry Archery Buck Pronghorn - Box Elder, West - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,9,LIMITED_ENTRY_PRONGHORN,PB5008,"Limited-entry Archery Buck Pronghorn - Fillmore, Oak Creek South - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,10,LIMITED_ENTRY_PRONGHORN,PB5009,"Limited-entry Archery Buck Pronghorn - La Sal, Potash/south Cisco - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,11,LIMITED_ENTRY_PRONGHORN,PB5011,"Limited-entry Archery Buck Pronghorn - Nine Mile, Anthro-myton Bench - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,12,LIMITED_ENTRY_PRONGHORN,PB5012,"Limited-entry Archery Buck Pronghorn - North Slope, Three Corners/west Daggett - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,13,LIMITED_ENTRY_PRONGHORN,PB5013,Limited-entry Archery Buck Pronghorn - Pine Valley - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,14,LIMITED_ENTRY_PRONGHORN,PB5015,"Limited-entry Archery Buck Pronghorn - San Rafael, North - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,15,LIMITED_ENTRY_PRONGHORN,PB5016,Limited-entry Archery Buck Pronghorn - Diamond Mtn/bonanza - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,16,LIMITED_ENTRY_PRONGHORN,PB5017,Limited-entry Archery Buck Pronghorn - Vernal - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,17,LIMITED_ENTRY_PRONGHORN,PB5018,Limited-entry Archery Buck Pronghorn - Southwest Desert - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,18,LIMITED_ENTRY_PRONGHORN,PB5019,"Limited-entry Archery Buck Pronghorn - West Desert, Riverbed -Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,19,LIMITED_ENTRY_PRONGHORN,PB5020,"Limited-entry Archery Buck Pronghorn - West Desert, Rush Valley - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,20,LIMITED_ENTRY_PRONGHORN,PB5021,"Limited-entry Archery Buck Pronghorn - West Desert, Snake Valley - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,21,LIMITED_ENTRY_PRONGHORN,PB5024,Limited-entry Muzzle Buck Pronghorn - Southwest Desert - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,22,LIMITED_ENTRY_PRONGHORN,PB5025,Limited-entry Alw (rifle) Buck Pronghorn - Beaver - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,23,LIMITED_ENTRY_PRONGHORN,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,24,LIMITED_ENTRY_PRONGHORN,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,25,LIMITED_ENTRY_PRONGHORN,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,26,LIMITED_ENTRY_PRONGHORN,PB5029,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Puddle Valley - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,27,LIMITED_ENTRY_PRONGHORN,PB5030,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Snowville -Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,28,LIMITED_ENTRY_PRONGHORN,PB5031,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, West - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,29,LIMITED_ENTRY_PRONGHORN,PB5033,"Limited-entry Alw (rifle) Buck Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,30,LIMITED_ENTRY_PRONGHORN,PB5034,Limited-entry Alw (rifle) Buck Pronghorn - Kaiparowits - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,31,LIMITED_ENTRY_PRONGHORN,PB5035,"Limited-entry Alw (rifle) Buck Pronghorn - La Sal, Potash/south Cisco - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,32,LIMITED_ENTRY_PRONGHORN,PB5037,"Limited-entry Alw (rifle) Buck Pronghorn - Nine Mile, Anthro-myton Bench - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,33,LIMITED_ENTRY_PRONGHORN,PB5038,"Limited-entry Alw (rifle) Buck Pronghorn - Nine Mile, Range Creek - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,34,LIMITED_ENTRY_PRONGHORN,PB5039,"Limited-entry Alw (rifle) Buck Pronghorn - North Slope, Summit - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,35,LIMITED_ENTRY_PRONGHORN,PB5040,"Limited-entry Alw (rifle) Buck Pronghorn - North Slope, Three Corners/west Daggett - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,36,LIMITED_ENTRY_PRONGHORN,PB5041,"Limited-entry Alw (rifle) Buck Pronghorn - Panguitch Lake/zion, North - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,37,LIMITED_ENTRY_PRONGHORN,PB5042,Limited-entry Alw (rifle) Buck Pronghorn - Pine Valley - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,38,LIMITED_ENTRY_PRONGHORN,PB5044,"Limited-entry Alw (rifle) Buck Pronghorn - San Juan, Hatch Point - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,39,LIMITED_ENTRY_PRONGHORN,PB5045,"Limited-entry Alw (rifle) Buck Pronghorn - San Rafael, Desert - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,40,LIMITED_ENTRY_PRONGHORN,PB5046,"Limited-entry Alw (rifle) Buck Pronghorn - San Rafael, North - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,41,LIMITED_ENTRY_PRONGHORN,PB5047,Limited-entry Alw (rifle) Buck Pronghorn - Diamond Mtn/bonanza - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,42,LIMITED_ENTRY_PRONGHORN,PB5048,Limited-entry Alw (rifle) Buck Pronghorn - Vernal - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,43,LIMITED_ENTRY_PRONGHORN,PB5049,Limited-entry Alw (rifle) Buck Pronghorn - Southwest Desert - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,44,LIMITED_ENTRY_PRONGHORN,PB5050,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Riverbed - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,45,LIMITED_ENTRY_PRONGHORN,PB5051,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Rush Valley - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,46,LIMITED_ENTRY_PRONGHORN,PB5052,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Snake Valley - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,47,LIMITED_ENTRY_PRONGHORN,PB5053,"Limited-entry Archery Buck Pronghorn - Nine Mile, Range Creek -Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,48,LIMITED_ENTRY_PRONGHORN,PB5054,"Limited-entry Archery Buck Pronghorn - Panguitch Lake/zion, North - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,49,LIMITED_ENTRY_PRONGHORN,PB5055,"Limited-entry Archery Buck Pronghorn - San Rafael, Desert - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,50,LIMITED_ENTRY_PRONGHORN,PB5056,"Limited-entry Muzzle Buck Pronghorn - San Rafael, North - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,51,LIMITED_ENTRY_PRONGHORN,PB5059,"Limited-entry Muzzle Buck Pronghorn - Nine Mile, Anthro-myton Bench - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,52,LIMITED_ENTRY_PRONGHORN,PB5060,Limited-entry Muzzle Buck Pronghorn -Diamond Mtn/bonanza - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,53,LIMITED_ENTRY_PRONGHORN,PB5061,"Limited-entry Muzzle Buck Pronghorn - Panguitch Lake/zion, North - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,54,LIMITED_ENTRY_PRONGHORN,PB5062,Limited-entry Muzzle Buck Pronghorn - Pine Valley - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,55,LIMITED_ENTRY_PRONGHORN,PB5065,"Limited-entry Muzzle Buck Pronghorn - Fillmore, Oak Creek South - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,56,LIMITED_ENTRY_PRONGHORN,PB5066,"Limited-entry Muzzle Buck Pronghorn - North Slope, Three Corners/west Daggett - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,57,LIMITED_ENTRY_PRONGHORN,PB5072,Limited-entry Muzzle Buck Pronghorn - Vernal - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,58,LIMITED_ENTRY_PRONGHORN,PB5073,"Limited-entry Alw (rifle) Buck Pronghorn - Cache, Rich - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,59,LIMITED_ENTRY_PRONGHORN,PB5074,"Limited-entry Archery Buck Pronghorn - Cache, Rich - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,60,LIMITED_ENTRY_PRONGHORN,PB5075,"Limited-entry Muzzle Buck Pronghorn - Cache, Rich - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,61,LIMITED_ENTRY_PRONGHORN,PB5076,Limited-entry Alw (rifle) Buck Pronghorn - Parker Mtn - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,62,LIMITED_ENTRY_PRONGHORN,PB5077,Limited-entry Archery Buck Pronghorn - Parker Mtn - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,63,LIMITED_ENTRY_PRONGHORN,PB5078,Limited-entry Muzzle Buck Pronghorn - Parker Mtn - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,64,LIMITED_ENTRY_PRONGHORN,PB5079,"Limited-entry Muzzle Buck Pronghorn - Box Elder, West - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,65,LIMITED_ENTRY_PRONGHORN,PB5080,"Limited-entry Muzzle Buck Pronghorn - Box Elder, Snowville - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,66,LIMITED_ENTRY_PRONGHORN,PB5300,Cwmu Buck Pronghorn - Antelope Creek - Any Legal Weapon,1,66
