comparison,hunt_code,boundary_id,hunt_name,species,primary_universe_bucket,scoring_bucket
locked_2026_model_workbook_NOT_IN_bible_2026,EA1151,485,Moon Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1153,535,Old Woman Plateau,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1156,542,Preston Nutter Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1157,548,Redd Ranches,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1158,517,Riverview Ranch LLC,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1159,543,Roan Cliffs,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1160,740,Sand Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1161,539,Scofield Canyons,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1162,540,Scofield East,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1163,541,Scofield West,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1164,576,SJ Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1165,578,Skull Crack,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1166,552,Soldier Summit,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1167,491,South Canyon,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1168,546,Spring Creek/Dodge,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1170,562,Strawberry Ridge,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1171,547,Summit Point,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1172,553,Three C,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1175,586,Wallsburg,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1177,571,Woodruff Creek South,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1180,5111,La Sal,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1189,448,"Wasatch Mtns, West-Central",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1192,826,Pahvant Ensign,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1193,38,"Cache, Rich",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1196,138,"North Slope, Summit",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1198,575,Bear Springs,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1200,554,Double R Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1201,858,Mountain Sky Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1203,682,"Box Elder, Pilot Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1204,682,"Box Elder, Pilot Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1207,107,"Nebo, Moroni Hills",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1208,616,Nebo,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1209,85,"Fillmore, Oak Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1217,224,"Wasatch Mtns, Avintaquin A",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1220,5112,Manti,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1221,5145,Fishlake/Thousand Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1222,685,"Beaver, East",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1223,685,"Beaver, East",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1224,449,"Book Cliffs, Bitter Creek/South",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1225,449,"Book Cliffs, Bitter Creek/South",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1226,107,"Nebo, Moroni Hills",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1228,117,Morgan-South Rich,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1229,117,Morgan-South Rich,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1231,116,"West Desert, Tintic Valley",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1233,599,Avintaquin Canyon,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1235,490,Sharp Mountain,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1236,276,East Canyon,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1237,879,"LaSal, Mtns-North",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1239,277,"Nine Mile, Range Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1240,277,"Nine Mile, Range Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1242,880,"Vernal, Buckskin Hills-Jensen",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1243,880,"Vernal, Buckskin Hills-Jensen",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1244,613,Yellowstone,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1245,613,Yellowstone,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1250,142,"North Slope, West Daggett",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1251,893,"Southwest Desert, Burbank/Garrison",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1254,636,Pine Valley,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1256,556,Coyote Little Pole,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1257,569,Tunnel Hollow,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1258,5113,La Sal,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1260,874,West Ridge,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1261,808,Blackhawk,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1263,524,Weber Florence Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1264,921,"Wasatch Mtns, Rabbit Gulch",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1265,920,"Wasatch Mtns, Tabby Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1266,18,"Box Elder, Hansel Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1267,29,Cache,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1268,138,"North Slope, Summit",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1269,924,Ogden (excludes Hyrum),Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1270,5114,Fishlake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1271,5115,Manti,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1272,941,"East Canyon, East",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1273,140,"North Slope, Three Corners",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1274,140,"North Slope, Three Corners",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1276,225,"Wasatch Mtns, Box Elder Peak",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1277,140,"North Slope, Three Corners",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1281,438,"Mt Dutton, Deep Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1283,634,Panguitch Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1284,634,Panguitch Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1285,634,Panguitch Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1286,629,Monroe,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1288,952,"Manti, Ferron Lower Escarpment",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1289,952,"Manti, Ferron Lower Escarpment",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1290,952,"Manti, Ferron Lower Escarpment",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1291,950,Mt Dutton North,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1292,950,Mt Dutton North,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1293,140,"North Slope, Three Corners",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1294,951,"Paunsaugunt, East Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1295,224,"Wasatch Mtns, Avintaquin",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1296,227,"Wasatch Mtns, Currant Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1297,953,"Wasatch Mtns, Red Creek West",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1298,954,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1299,845,"Wasatch Mtns, West-Central",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1300,845,"Wasatch Mtns, West-Central",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA1301,923,The Dirty Dozen,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2000,5116,Antlerless Elk Control,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2002,117,Morgan-South Rich,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2003,276,East Canyon,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2004,69,Chalk Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2005,142,"North Slope, West Daggett",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2006,613,Yellowstone,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2008,129,"Nine Mile, Anthro-Myton Bench",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2009,617,La Sal Mtns,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2010,710,San Juan,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2011,51,Manti,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2012,620,"Wasatch Mtns, West",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2013,227,"Wasatch Mtns, Currant Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2014,817,"Wasatch Mtns, Avintaquin-White River",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2015,163,Paunsaugunt,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2016,616,Nebo,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2017,630,Mt Dutton,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2018,634,Panguitch Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2019,116,"West Desert, Tintic Valley",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2020,635,Zion,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2021,685,"Beaver, East",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2026,18,"Box Elder, Hansel Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2027,29,Cache,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2028,614,Vernal/Bonanza,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2029,277,"Nine Mile, Range Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2030,206,Diamond Mtn,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2033,611,Kamas,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
locked_2026_model_workbook_NOT_IN_bible_2026,EA2034,128,"Nine Mile, Anthro",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
