hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_2026_model_workbook,present_2025_model_workbook,present_2026_hunt_matrix,present_DATABASE,present_long_file,present_boundary_index,boundary_geojson_exists,present_BIBLE_2026,present_BIBLE_2025,present_normalized_2025_for_2026,present_demoted_1289_built_master,boundary_geojson_path,member_boundary_ids,source_boundary_ids,source_flags,lock_status
DB1571,630,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Mt Dutton,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1571.geojson,,630,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1572,615,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nine Mile,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1572.geojson,,615,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1573,612,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,North Slope,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1573.geojson,,612,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1574,609,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Ogden,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1574.geojson,,609,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1576,634,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Panguitch Lake,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1576.geojson,,634,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1577,636,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Pine Valley,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1577.geojson,,636,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1579,633,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fishlake,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1579.geojson,,633,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1581,618,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"San Juan, Abajo Mtns",Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1581.geojson,,618,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1582,614,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Vernal/Bonanza,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1582.geojson,,614,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1583,613,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Yellowstone,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1583.geojson,,613,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1584,625,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Southwest Desert,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1584.geojson,,625,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1585,621,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, East",Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1585.geojson,,621,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1586,620,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, West",Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1586.geojson,,620,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1589,635,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Zion,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1589.geojson,,635,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1591,804,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fillmore,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1591.geojson,,804,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1592,611,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Kamas,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1592.geojson,,611,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1593,615,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nine Mile,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1593.geojson,,615,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1594,634,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Panguitch Lake,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1594.geojson,,634,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1595,636,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Pine Valley,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1595.geojson,,636,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1596,633,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fishlake,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1596.geojson,,633,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1597,635,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Zion,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1597.geojson,,635,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1598,612,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,North Slope,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1598.geojson,,612,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1599,69,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Chalk Creek,Deer,Buck,General Season,Any Legal Weapon (Late),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1599.geojson,,69,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1600,69,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Chalk Creek,Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1600.geojson,,69,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1601,69,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Chalk Creek,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1601.geojson,,69,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1602,69,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Chalk Creek,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1602.geojson,,69,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1603,276,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,East Canyon,Deer,Buck,General Season,Any Legal Weapon (Late),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1603.geojson,,276,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1604,276,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,East Canyon,Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1604.geojson,,276,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1605,276,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,East Canyon,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1605.geojson,,276,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1606,276,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,East Canyon,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1606.geojson,,276,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1607,117,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Morgan-South Rich,Deer,Buck,General Season,Any Legal Weapon (Late),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1607.geojson,,117,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1608,117,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Morgan-South Rich,Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1608.geojson,,117,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1609,117,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Morgan-South Rich,Deer,Buck,General Season,Any Legal Weapon (Early),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1609.geojson,,117,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1610,117,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Morgan-South Rich,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1610.geojson,,117,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1611,685,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, East",Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1611.geojson,,685,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1612,685,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, East",Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1612.geojson,,685,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1613,685,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, East",Deer,Buck,General Season,Any Legal Weapon (Late),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1613.geojson,,685,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1614,672,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, West",Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1614.geojson,,672,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1615,672,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, West",Deer,Buck,General Season,Restricted Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1615.geojson,,672,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1616,672,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, West",Deer,Buck,General Season,Restricted Rifle,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1616.geojson,,672,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1617,926,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"West Desert, Swasey",Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1617.geojson,,926,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1618,926,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"West Desert, Swasey",Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1618.geojson,,926,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1619,926,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"West Desert, Swasey",Deer,Buck,General Season,Any Legal Weapon (Late),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1619.geojson,,926,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1620,927,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Oquirrh/Tintic,Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1620.geojson,,927,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1621,927,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Oquirrh/Tintic,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1621.geojson,,927,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1622,927,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Oquirrh/Tintic,Deer,Buck,General Season,Any Legal Weapon (Late),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1622.geojson,,927,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1623,925,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cedar/Stansbury,Deer,Buck,General Season,Archery,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1623.geojson,,925,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1624,925,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cedar/Stansbury,Deer,Buck,General Season,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1624.geojson,,925,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1625,925,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cedar/Stansbury,Deer,Buck,General Season,Any Legal Weapon (Late),DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1625.geojson,,925,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1627,29,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cache,Deer,Buck,General Season,Restricted Rifle,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1627.geojson,,29,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
DB1628,29,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cache,Deer,Buck,General Season,Restricted Muzzleloader,DB,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/DB1628.geojson,,29,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
