row_number,hunt_code,hunt_name,species,sex_type,weapon,database_boundary_id_before,boundary_index_boundary_id,boundary_index_source_file,boundary_index_geojson_path,action
380,LD1023,Diamond Mtn - Private Land Only,Deer,Buck,Any Legal Weapon,206,206,hunt_boundaries.geojson,processed_data/boundaries/LD1023.geojson,ok_existing_match
381,LO0008,Diamond Mtn Landowner Association,Deer,Buck,Archery,206,206,hunt_boundaries.geojson,processed_data/boundaries/LO0008.geojson,ok_existing_match
382,LO0009,Diamond Mtn Landowner Association,Deer,Buck,Any Legal Weapon,206,206,hunt_boundaries.geojson,processed_data/boundaries/LO0009.geojson,ok_existing_match
383,LO0010,Diamond Mtn Landowner Association,Deer,Buck,Muzzleloader,206,206,LOA_2024_gdb_6053011641283393372,processed_data/boundaries/LO0010.geojson,ok_existing_match
384,LO0011,Diamond Mtn Landowner Association,Elk,Bull,Archery,206,206,hunt_boundaries.geojson,processed_data/boundaries/LO0011.geojson,ok_existing_match
385,LO0012,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,206,206,hunt_boundaries.geojson,processed_data/boundaries/LO0012.geojson,ok_existing_match
386,LO0013,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,206,206,hunt_boundaries.geojson,processed_data/boundaries/LO0013.geojson,ok_existing_match
387,LO0014,Diamond Mtn Landowner Association,Elk,Bull,Muzzleloader,206,206,hunt_boundaries.geojson,processed_data/boundaries/LO0014.geojson,ok_existing_match
388,LO0015,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,206,206,hunt_boundaries.geojson,processed_data/boundaries/LO0015.geojson,ok_existing_match
389,PB5017,Vernal,Pronghorn,Buck,Archery,208,208,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5017.geojson,ok_existing_match
390,PB5048,Vernal,Pronghorn,Buck,Any Legal Weapon,208,208,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5048.geojson,ok_existing_match
391,PB5072,Vernal,Pronghorn,Buck,Muzzleloader,208,208,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5072.geojson,ok_existing_match
392,EA2038,Wasatch Mtns,Elk,Antlerless,Archery,222,222,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2038.geojson,ok_existing_match
393,EB3022,Wasatch Mtns,Elk,Bull,Archery,222,222,elk_hunt_table_official.json,processed_data/boundaries/EB3022.geojson,ok_existing_match
394,EB3072,Wasatch Mtns,Elk,Bull,Early Any Legal Weapon,222,222,elk_hunt_table_official.json,processed_data/boundaries/EB3072.geojson,ok_existing_match
395,EB3073,Wasatch Mtns,Elk,Bull,Late Any Legal Weapon,222,222,elk_hunt_table_official.json,processed_data/boundaries/EB3073.geojson,ok_existing_match
396,EB3100,Wasatch Mtns,Elk,Bull,Muzzleloader,222,222,elk_hunt_table_official.json,processed_data/boundaries/EB3100.geojson,ok_existing_match
397,EB3124,Wasatch Mtns,Elk,Bull,Multiseason,222,222,elk_hunt_table_official.json,processed_data/boundaries/EB3124.geojson,ok_existing_match
398,EB3127,Wasatch Mtns,Elk,Bull,Mid Any Legal Weapon,222,222,elk_hunt_table_official.json,processed_data/boundaries/EB3127.geojson,ok_existing_match
399,EB3199,Wasatch Mtns,Elk,Bull,Late Archery,222,222,elk_hunt_table_official.json,processed_data/boundaries/EB3199.geojson,ok_existing_match
400,EL3022,Wasatch Mtns,Elk,Bull,Archery,222,222,elk_hunt_table_official.json,processed_data/boundaries/EL3022.geojson,ok_existing_match
401,EL3072,Wasatch Mtns,Elk,Bull,Any Legal Weapon,222,222,elk_hunt_table_official.json,processed_data/boundaries/EL3072.geojson,ok_existing_match
402,EL3073,Wasatch Mtns,Elk,Bull,Any Legal Weapon,222,222,elk_hunt_table_official.json,processed_data/boundaries/EL3073.geojson,ok_existing_match
403,EL3100,Wasatch Mtns,Elk,Bull,Muzzleloader,222,222,elk_hunt_table_official.json,processed_data/boundaries/EL3100.geojson,ok_existing_match
404,EL3127,Wasatch Mtns,Elk,Bull,Any Legal Weapon,222,222,elk_hunt_table_official.json,processed_data/boundaries/EL3127.geojson,ok_existing_match
405,EL3199,Wasatch Mtns,Elk,Bull,Archery,222,222,elk_hunt_table_official.json,processed_data/boundaries/EL3199.geojson,ok_existing_match
406,EA1106,"Wasatch Mtns, Avintaquin",Elk,Antlerless,Any Legal Weapon,224,224,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1106.geojson,ok_existing_match
407,EA1217,"Wasatch Mtns, Avintaquin",Elk,Antlerless,Any Legal Weapon,224,224,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1217.geojson,ok_existing_match
408,EA1276,"Wasatch Mtns, Box Elder Peak",Elk,Antlerless,Any Legal Weapon,225,225,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1276.geojson,ok_existing_match
409,GO6818,"Wasatch Mtns, Box Elder Peak",Mountain Goat,Either Sex,Any Legal Weapon,225,225,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6818.geojson,ok_existing_match
410,EA2013,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Any Legal Weapon,227,227,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2013.geojson,ok_existing_match
411,GO6819,"Wasatch Mtns, Lone Peak",Mountain Goat,Either Sex,Any Legal Weapon,231,231,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6819.geojson,ok_existing_match
412,GO6813,"Wasatch Mtns, Provo Peak",Mountain Goat,Either Sex,Any Legal Weapon,233,233,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6813.geojson,ok_existing_match
413,EA1110,"Wasatch Mtns, Salt Lake",Elk,Antlerless,Any Legal Weapon,234,234,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1110.geojson,ok_existing_match
414,EA1111,"Wasatch Mtns, Wallsburg",Elk,Antlerless,Any Legal Weapon,238,238,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1111.geojson,ok_existing_match
415,EA1112,"Wasatch Mtns, Wallsburg",Elk,Antlerless,Any Legal Weapon,238,238,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1112.geojson,ok_existing_match
416,EA1113,"Wasatch Mtns, West Heber",Elk,Antlerless,Any Legal Weapon,240,240,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1113.geojson,ok_existing_match
417,EB3137,"West Desert, Deep Creek",Elk,Bull,September Archery,241,241,elk_hunt_table_official.json,processed_data/boundaries/EB3137.geojson,ok_existing_match
418,EB3144,"West Desert, Deep Creek",Elk,Bull,HAMSS,241,241,elk_hunt_table_official.json,processed_data/boundaries/EB3144.geojson,ok_existing_match
419,EL3137,West Desert Deep Creek,Elk,Bull,Archery,241,241,elk_hunt_table_official.json,processed_data/boundaries/EL3137.geojson,ok_existing_match
420,EL3144,West Desert Deep Creek,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",241,241,elk_hunt_table_official.json,processed_data/boundaries/EL3144.geojson,ok_existing_match
421,PB5019,"West Desert, Riverbed",Pronghorn,Buck,Archery,244,244,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5019.geojson,ok_existing_match
422,PB5050,"West Desert, Riverbed",Pronghorn,Buck,Any Legal Weapon,244,244,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5050.geojson,ok_existing_match
423,LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Any Legal Weapon,245,245,pronghorn_hunt_table_official.json,processed_data/boundaries/LP5051.geojson,ok_existing_match
424,PB5020,"West Desert, Rush Valley",Pronghorn,Buck,Archery,245,245,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5020.geojson,ok_existing_match
425,PB5051,"West Desert, Rush Valley",Pronghorn,Buck,Any Legal Weapon,245,245,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5051.geojson,ok_existing_match
426,PB5021,"West Desert, Snake Valley",Pronghorn,Buck,Archery,246,246,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5021.geojson,ok_existing_match
427,PB5052,"West Desert, Snake Valley",Pronghorn,Buck,Any Legal Weapon,246,246,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5052.geojson,ok_existing_match
428,DB1016,"West Desert, Vernon",Deer,Buck,Archery,248,248,hunt_boundaries.geojson,processed_data/boundaries/DB1016.geojson,ok_existing_match
429,DB1024,"West Desert, Vernon",Deer,Buck,Any Legal Weapon,248,248,hunt_boundaries.geojson,processed_data/boundaries/DB1024.geojson,ok_existing_match
430,DB1042,"West Desert, Vernon",Deer,Buck,Muzzleloader,248,248,hunt_boundaries.geojson,processed_data/boundaries/DB1042.geojson,ok_existing_match
431,DB1048,"West Desert, Vernon",Deer,Buck,Multiseason,248,248,hunt_boundaries.geojson,processed_data/boundaries/DB1048.geojson,ok_existing_match
432,BR7018,Kamas/North Slope Summit,Black Bear,Either Sex,Any Legal Weapon,251,251,black_bear_hunt_table_official.json,processed_data/boundaries/BR7018.geojson,ok_existing_match
433,DB1101,East Canyon,Deer,Buck,Muzzleloader,276,276,hunt_boundaries.geojson,processed_data/boundaries/DB1101.geojson,ok_existing_match
434,DB1105,HAMSS,Deer,Buck,East Canyon,276,276,hunt_boundaries.geojson,processed_data/boundaries/DB1105.geojson,ok_existing_match
435,DB1603,East Canyon,Deer,Buck,Any Legal Weapon (Late),276,276,hunt_boundaries.geojson,processed_data/boundaries/DB1603.geojson,ok_existing_match
436,DB1604,East Canyon,Deer,Buck,Archery,276,276,hunt_boundaries.geojson,processed_data/boundaries/DB1604.geojson,ok_existing_match
437,DB1605,East Canyon,Deer,Buck,Any Legal Weapon (Early),276,276,hunt_boundaries.geojson,processed_data/boundaries/DB1605.geojson,ok_existing_match
438,DB1606,East Canyon,Deer,Buck,Muzzleloader,276,276,hunt_boundaries.geojson,processed_data/boundaries/DB1606.geojson,ok_existing_match
439,DB1800,East Canyon,Deer,Buck,Dedicated Hunter,276,276,hunt_boundaries.geojson,processed_data/boundaries/DB1800.geojson,ok_existing_match
440,EA1236,East Canyon,Elk,Antlerless,Any Legal Weapon,276,276,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1236.geojson,ok_existing_match
441,EA2003,East Canyon,Elk,Antlerless,Any Legal Weapon,276,276,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2003.geojson,ok_existing_match
442,EB3205,East Canyon,Elk,Bull,HAMSS,276,276,elk_hunt_table_official.json,processed_data/boundaries/EB3205.geojson,ok_existing_match
443,EL3205,East Canyon,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",276,276,elk_hunt_table_official.json,processed_data/boundaries/EL3205.geojson,ok_existing_match
444,LO1603,East Canyon,Deer,Buck,Any Legal Weapon (Late),276,276,hunt_boundaries.geojson,processed_data/boundaries/LO1603.geojson,ok_existing_match
445,LO1604,East Canyon,Deer,Buck,Archery,276,276,hunt_boundaries.geojson,processed_data/boundaries/LO1604.geojson,ok_existing_match
446,LO1605,East Canyon,Deer,Buck,Any Legal Weapon (Early),276,276,hunt_boundaries.geojson,processed_data/boundaries/LO1605.geojson,ok_existing_match
447,LO1606,East Canyon,Deer,Buck,Muzzleloader,276,276,hunt_boundaries.geojson,processed_data/boundaries/LO1606.geojson,ok_existing_match
448,MB6002,East Canyon,Moose,Bull,Any Legal Weapon,276,276,moose_hunt_table_official.json,processed_data/boundaries/MB6002.geojson,ok_existing_match
449,EA1239,"Nine Mile, Range Creek",Elk,Antlerless,Any Legal Weapon,277,277,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1239.geojson,ok_existing_match
450,EA1240,"Nine Mile, Range Creek",Elk,Antlerless,Any Legal Weapon,277,277,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1240.geojson,ok_existing_match
451,EA2029,"Nine Mile, Range Creek",Elk,Antlerless,Any Legal Weapon,277,277,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2029.geojson,ok_existing_match
452,PB5038,"Nine Mile, Range Creek",Pronghorn,Buck,Any Legal Weapon,277,277,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5038.geojson,ok_existing_match
453,PB5053,"Nine Mile, Range Creek",Pronghorn,Buck,Archery,277,277,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5053.geojson,ok_existing_match
454,BR7111,North Slope Three Corners/West Daggett,Black Bear,Either Sex,Any Legal Weapon,289,289,black_bear_hunt_table_official.json,processed_data/boundaries/BR7111.geojson,ok_existing_match
455,BR7212,North Slope Three Corners/West Daggett,Black Bear,Either Sex,Any Legal Weapon,289,289,black_bear_hunt_table_official.json,processed_data/boundaries/BR7212.geojson,ok_existing_match
456,BR7308,North Slope Three Corners/West Daggett,Black Bear,Either Sex,Multiseason,289,289,black_bear_hunt_table_official.json,processed_data/boundaries/BR7308.geojson,ok_existing_match
457,MB6007,"North Slope, Three Corners/West Daggett",Moose,Bull,Any Legal Weapon,289,289,moose_hunt_table_official.json,processed_data/boundaries/MB6007.geojson,ok_existing_match
458,PB5012,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Archery,289,289,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5012.geojson,ok_existing_match
459,PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Any Legal Weapon,289,289,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5040.geojson,ok_existing_match
460,PB5066,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Muzzleloader,289,289,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5066.geojson,ok_existing_match
461,DB1090,HAMSS,Deer,Buck,"Book Cliffs, Floy Canyon",301,301,hunt_boundaries.geojson,processed_data/boundaries/DB1090.geojson,ok_existing_match
462,DS6605,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Male Only,Any Legal Weapon,305,305,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6605.geojson,ok_existing_match
463,DS6621,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Male Only,Any Legal Weapon,305,305,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6621.geojson,ok_existing_match
464,DS6620,"Pine Valley, Virgin River",Desert Bighorn Sheep,Male Only,Any Legal Weapon,306,306,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6620.geojson,ok_existing_match
465,DS6622,"San Juan, North",Desert Bighorn Sheep,Male Only,Any Legal Weapon,308,308,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6622.geojson,ok_existing_match
466,DS6623,"San Juan, San Juan River",Desert Bighorn Sheep,Male Only,Any Legal Weapon,309,309,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6623.geojson,ok_existing_match
467,DB1091,HAMSS,Deer,Buck,Kaiparowits HAMSS,314,314,hunt_boundaries.geojson,processed_data/boundaries/DB1091.geojson,ok_existing_match
468,EA1049,"Mt Dutton, Deep Creek",Elk,Antlerless,Any Legal Weapon,438,438,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1049.geojson,ok_existing_match
469,EA1281,"Mt Dutton, Deep Creek",Elk,Antlerless,Any Legal Weapon,438,438,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1281.geojson,ok_existing_match
470,PB5045,"San Rafael, Desert",Pronghorn,Buck,Any Legal Weapon,443,443,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5045.geojson,ok_existing_match
471,PB5055,"San Rafael, Desert",Pronghorn,Buck,Archery,443,443,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5055.geojson,ok_existing_match
472,BR7015,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,444,444,black_bear_hunt_table_official.json,processed_data/boundaries/BR7015.geojson,ok_existing_match
473,BR7117,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,444,444,black_bear_hunt_table_official.json,processed_data/boundaries/BR7117.geojson,ok_existing_match
474,BR7218,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,444,444,black_bear_hunt_table_official.json,processed_data/boundaries/BR7218.geojson,ok_existing_match
475,BR7313,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Multiseason,444,444,black_bear_hunt_table_official.json,processed_data/boundaries/BR7313.geojson,ok_existing_match
476,BR7120,Wasatch Mtns West-Central,Black Bear,Either Sex,Any Legal Weapon,448,448,black_bear_hunt_table_official.json,processed_data/boundaries/BR7120.geojson,ok_existing_match
477,BR7221,Wasatch Mtns West-Central,Black Bear,Either Sex,Any Legal Weapon,448,448,black_bear_hunt_table_official.json,processed_data/boundaries/BR7221.geojson,ok_existing_match
478,BR7316,Wasatch Mtns West-Central,Black Bear,Either Sex,Multiseason,448,448,black_bear_hunt_table_official.json,processed_data/boundaries/BR7316.geojson,ok_existing_match
479,EA1189,"Wasatch Mtns, West-Central",Elk,Antlerless,Muzzleloader,448,448,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1189.geojson,ok_existing_match
480,BR7001,Book Cliffs Bitter Creek/South,Black Bear,Either Sex,Any Legal Weapon,449,449,black_bear_hunt_table_official.json,processed_data/boundaries/BR7001.geojson,ok_existing_match
481,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Either Sex,Any Legal Weapon,449,449,black_bear_hunt_table_official.json,processed_data/boundaries/BR7101.geojson,ok_existing_match
482,BR7201,Book Cliffs Bitter Creek/South,Black Bear,Either Sex,Any Legal Weapon,449,449,black_bear_hunt_table_official.json,processed_data/boundaries/BR7201.geojson,ok_existing_match
483,BR7300,Book Cliffs Bitter Creek/South,Black Bear,Either Sex,Multiseason,449,449,black_bear_hunt_table_official.json,processed_data/boundaries/BR7300.geojson,ok_existing_match
484,EA1224,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,Any Legal Weapon,449,449,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1224.geojson,ok_existing_match
485,EA1225,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,Any Legal Weapon,449,449,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1225.geojson,ok_existing_match
486,MB6009,Diamond Mtn/Vernal,Moose,Bull,Any Legal Weapon,452,452,moose_hunt_table_official.json,processed_data/boundaries/MB6009.geojson,ok_existing_match
487,PB5331,Mt Dutton/Paunsaugunt,Pronghorn,Buck,Any Legal Weapon,453,453,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5331.geojson,ok_existing_match
488,PB5332,Mt Dutton/Paunsaugunt,Pronghorn,Buck,Archery,453,453,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5332.geojson,ok_existing_match
489,TK0001,Turkey - Statewide Permit,Turkey,Bearded,Any Legal Weapon,454,454,turkey_hunt_table_official.json,processed_data/boundaries/TK0001.geojson,ok_existing_match
490,TK1000,Statewide,Turkey,Bearded,Any Legal Weapon,454,454,turkey_hunt_table_official.json,processed_data/boundaries/TK1000.geojson,ok_existing_match
491,BR7012,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,455,455,black_bear_hunt_table_official.json,processed_data/boundaries/BR7012.geojson,ok_existing_match
492,BR7114,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,455,455,black_bear_hunt_table_official.json,processed_data/boundaries/BR7114.geojson,ok_existing_match
493,BR7215,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,455,455,black_bear_hunt_table_official.json,processed_data/boundaries/BR7215.geojson,ok_existing_match
494,BR7310,Boulder/Kaiparowits,Black Bear,Either Sex,Multiseason,455,455,black_bear_hunt_table_official.json,processed_data/boundaries/BR7310.geojson,ok_existing_match
495,DB1084,Boulder/Kaiparowits,Deer,Buck,Muzzleloader,455,455,hunt_boundaries.geojson,processed_data/boundaries/DB1084.geojson,ok_existing_match
496,DB1518,Boulder/Kaiparowits,Deer,Buck,Archery,455,455,hunt_boundaries.geojson,processed_data/boundaries/DB1518.geojson,ok_existing_match
497,DB1629,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,455,455,hunt_boundaries.geojson,processed_data/boundaries/DB1629.geojson,ok_existing_match
498,DB1630,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,455,455,hunt_boundaries.geojson,processed_data/boundaries/DB1630.geojson,ok_existing_match
499,DB1787,Boulder/Kaiparowits,Deer,Buck,Dedicated Hunter,455,455,hunt_boundaries.geojson,processed_data/boundaries/DB1787.geojson,ok_existing_match
500,LO1518,Boulder/Kaiparowits,Deer,Buck,Archery,455,455,hunt_boundaries.geojson,processed_data/boundaries/LO1518.geojson,ok_existing_match
501,LO1629,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,455,455,hunt_boundaries.geojson,processed_data/boundaries/LO1629.geojson,ok_existing_match
502,LO1630,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,455,455,hunt_boundaries.geojson,processed_data/boundaries/LO1630.geojson,ok_existing_match
503,PB5016,Diamond Mtn/Bonanza,Pronghorn,Buck,Archery,461,461,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5016.geojson,ok_existing_match
504,PB5047,Diamond Mtn/Bonanza,Pronghorn,Buck,Any Legal Weapon,461,461,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5047.geojson,ok_existing_match
505,PB5060,Diamond Mtn/Bonanza,Pronghorn,Buck,Muzzleloader,461,461,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5060.geojson,ok_existing_match
506,BR7010,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,462,462,black_bear_hunt_table_official.json,processed_data/boundaries/BR7010.geojson,ok_existing_match
507,BR7112,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,462,462,black_bear_hunt_table_official.json,processed_data/boundaries/BR7112.geojson,ok_existing_match
508,BR7213,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,462,462,black_bear_hunt_table_official.json,processed_data/boundaries/BR7213.geojson,ok_existing_match
509,BR7309,Panguitch Lake/Zion,Black Bear,Either Sex,Multiseason,462,462,black_bear_hunt_table_official.json,processed_data/boundaries/BR7309.geojson,ok_existing_match
510,BR7119,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Either Sex,Any Legal Weapon,463,463,black_bear_hunt_table_official.json,processed_data/boundaries/BR7119.geojson,ok_existing_match
511,BR7220,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Either Sex,Any Legal Weapon,463,463,black_bear_hunt_table_official.json,processed_data/boundaries/BR7220.geojson,ok_existing_match
512,BR7315,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Either Sex,Multiseason,463,463,black_bear_hunt_table_official.json,processed_data/boundaries/BR7315.geojson,ok_existing_match
513,DA1045,"Fillmore, Oak City",Deer,Antlerless,Archery,474,474,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1045.geojson,ok_existing_match
514,EA1114,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,Any Legal Weapon,480,480,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1114.geojson,ok_existing_match
515,DB1258,Little Red Creek CWMU,Deer,Buck,Any Legal Weapon,484,484,hunt_boundaries.geojson,processed_data/boundaries/DB1258.geojson,ok_existing_match
516,EA1147,Little Red Creek CWMU,Elk,Antlerless,Any Legal Weapon,484,484,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1147.geojson,ok_existing_match
517,EB3534,Little Red Creek CWMU,Elk,Bull,Any Legal Weapon,484,484,elk_hunt_table_official.json,processed_data/boundaries/EB3534.geojson,ok_existing_match
518,DB1263,Moon Ranch CWMU,Deer,Buck,Any Legal Weapon,485,485,hunt_boundaries.geojson,processed_data/boundaries/DB1263.geojson,ok_existing_match
519,EA1151,Moon Ranch CWMU,Elk,Antlerless,Any Legal Weapon,485,485,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1151.geojson,ok_existing_match
520,EB3538,Moon Ranch CWMU,Elk,Bull,Any Legal Weapon,485,485,elk_hunt_table_official.json,processed_data/boundaries/EB3538.geojson,ok_existing_match
521,DB1310,White's Valley CWMU,Deer,Buck,Any Legal Weapon,488,488,hunt_boundaries.geojson,processed_data/boundaries/DB1310.geojson,ok_existing_match
522,DB1244,Green Canyon CWMU,Deer,Buck,Any Legal Weapon,489,489,hunt_boundaries.geojson,processed_data/boundaries/DB1244.geojson,ok_existing_match
523,DB1289,Sharp Mountain CWMU,Deer,Buck,Any Legal Weapon,490,490,hunt_boundaries.geojson,processed_data/boundaries/DB1289.geojson,ok_existing_match
524,EA1235,Sharp Mountain CWMU,Elk,Antlerless,Any Legal Weapon,490,490,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1235.geojson,ok_existing_match
525,EB3610,Sharp Mountain CWMU,Elk,Bull,Any Legal Weapon,490,490,elk_hunt_table_official.json,processed_data/boundaries/EB3610.geojson,ok_existing_match
526,DB1293,South Canyon CWMU,Deer,Buck,Any Legal Weapon,491,491,hunt_boundaries.geojson,processed_data/boundaries/DB1293.geojson,ok_existing_match
527,EA1167,South Canyon CWMU,Elk,Antlerless,Any Legal Weapon,491,491,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1167.geojson,ok_existing_match
528,EB3554,South Canyon CWMU,Elk,Bull,Any Legal Weapon,491,491,elk_hunt_table_official.json,processed_data/boundaries/EB3554.geojson,ok_existing_match
529,DB1303,North Peaks CWMU,Deer,Buck,Any Legal Weapon,492,492,hunt_boundaries.geojson,processed_data/boundaries/DB1303.geojson,ok_existing_match
530,EB3565,North Peaks CWMU,Elk,Bull,Any Legal Weapon,492,492,elk_hunt_table_official.json,processed_data/boundaries/EB3565.geojson,ok_existing_match
531,DB1252,Ingham Peak CWMU,Deer,Buck,Any Legal Weapon,493,493,hunt_boundaries.geojson,processed_data/boundaries/DB1252.geojson,ok_existing_match
532,EB3528,Ingham Peak CWMU,Elk,Bull,Any Legal Weapon,493,493,elk_hunt_table_official.json,processed_data/boundaries/EB3528.geojson,ok_existing_match
533,DB1328,Clear Creek CWMU,Deer,Buck,Any Legal Weapon,494,494,hunt_boundaries.geojson,processed_data/boundaries/DB1328.geojson,ok_existing_match
534,DB1250,Indian Creek CWMU,Deer,Buck,Any Legal Weapon,495,495,hunt_boundaries.geojson,processed_data/boundaries/DB1250.geojson,ok_existing_match
535,DB1281,Rattlesnake Pass CWMU,Deer,Buck,Any Legal Weapon,496,496,hunt_boundaries.geojson,processed_data/boundaries/DB1281.geojson,ok_existing_match
536,DB1241,Golden Spike CWMU,Deer,Buck,Any Legal Weapon,497,497,hunt_boundaries.geojson,processed_data/boundaries/DB1241.geojson,ok_existing_match
537,DB1306,Washakie CWMU,Deer,Buck,Any Legal Weapon,499,499,hunt_boundaries.geojson,processed_data/boundaries/DB1306.geojson,ok_existing_match
538,DB1209,Blind Springs CWMU,Deer,Buck,Any Legal Weapon,500,500,hunt_boundaries.geojson,processed_data/boundaries/DB1209.geojson,ok_existing_match
539,DB1277,Pocatello Valley CWMU,Deer,Buck,Any Legal Weapon,501,501,hunt_boundaries.geojson,processed_data/boundaries/DB1277.geojson,ok_existing_match
540,DB1280,Promontory Point CWMU,Deer,Buck,Any Legal Weapon,502,502,hunt_boundaries.geojson,processed_data/boundaries/DB1280.geojson,ok_existing_match
541,DB1270,Nucor West CWMU,Deer,Buck,Any Legal Weapon,503,503,hunt_boundaries.geojson,processed_data/boundaries/DB1270.geojson,ok_existing_match
542,DB1273,Park Valley Hereford CWMU,Deer,Buck,Any Legal Weapon,504,504,hunt_boundaries.geojson,processed_data/boundaries/DB1273.geojson,ok_existing_match
543,DB1222,Coldwater Ranch CWMU,Deer,Buck,Any Legal Weapon,505,505,hunt_boundaries.geojson,processed_data/boundaries/DB1222.geojson,ok_existing_match
