row_number,hunt_code,hunt_name,species,sex_type,weapon,database_boundary_id_before,boundary_index_boundary_id,boundary_index_source_file,boundary_index_geojson_path,action
170,EB3043,"Fillmore, Pahvant",Elk,Bull,Late Any Legal Weapon,88,88,elk_hunt_table_official.json,processed_data/boundaries/EB3043.geojson,ok_existing_match
171,EB3086,"Fillmore, Pahvant",Elk,Bull,Muzzleloader,88,88,elk_hunt_table_official.json,processed_data/boundaries/EB3086.geojson,ok_existing_match
172,EB3110,"Fillmore, Pahvant",Elk,Bull,Multiseason,88,88,elk_hunt_table_official.json,processed_data/boundaries/EB3110.geojson,ok_existing_match
173,EB3180,"Fillmore, Pahvant",Elk,Bull,Late Archery,88,88,elk_hunt_table_official.json,processed_data/boundaries/EB3180.geojson,ok_existing_match
174,EB3181,"Fillmore, Pahvant",Elk,Bull,Mid Any Legal Weapon,88,88,elk_hunt_table_official.json,processed_data/boundaries/EB3181.geojson,ok_existing_match
175,EL3008,Fillmore Pahvant,Elk,Bull,Archery,88,88,elk_hunt_table_official.json,processed_data/boundaries/EL3008.geojson,ok_existing_match
176,EL3042,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,88,88,elk_hunt_table_official.json,processed_data/boundaries/EL3042.geojson,ok_existing_match
177,EL3043,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,88,88,elk_hunt_table_official.json,processed_data/boundaries/EL3043.geojson,ok_existing_match
178,EL3086,Fillmore Pahvant,Elk,Bull,Muzzleloader,88,88,elk_hunt_table_official.json,processed_data/boundaries/EL3086.geojson,ok_existing_match
179,EL3180,Fillmore Pahvant,Elk,Bull,Archery,88,88,elk_hunt_table_official.json,processed_data/boundaries/EL3180.geojson,ok_existing_match
180,EL3181,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,88,88,elk_hunt_table_official.json,processed_data/boundaries/EL3181.geojson,ok_existing_match
181,BR7017,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,92,92,black_bear_hunt_table_official.json,processed_data/boundaries/BR7017.geojson,ok_existing_match
182,BR7121,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,92,92,black_bear_hunt_table_official.json,processed_data/boundaries/BR7121.geojson,ok_existing_match
183,BR7228,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,92,92,black_bear_hunt_table_official.json,processed_data/boundaries/BR7228.geojson,ok_existing_match
184,BR7320,Cache/Ogden,Black Bear,Either Sex,Multiseason,92,92,black_bear_hunt_table_official.json,processed_data/boundaries/BR7320.geojson,ok_existing_match
185,BR7122,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,93,93,black_bear_hunt_table_official.json,processed_data/boundaries/BR7122.geojson,ok_existing_match
186,BI6503,Henry Mtns,Bison,Hunters Choice,Any Legal Weapon,94,94,bison_hunt_table_official.json,processed_data/boundaries/BI6503.geojson,ok_existing_match
187,BI6504,Henry Mtns,Bison,Hunters Choice,Any Legal Weapon,94,94,bison_hunt_table_official.json,processed_data/boundaries/BI6504.geojson,ok_existing_match
188,BI6505,Henry Mtns,Bison,Female Only,Any Legal Weapon,94,94,bison_hunt_table_official.json,processed_data/boundaries/BI6505.geojson,ok_existing_match
189,BI6506,Henry Mtns,Bison,Female Only,Any Legal Weapon,94,94,bison_hunt_table_official.json,processed_data/boundaries/BI6506.geojson,ok_existing_match
190,BI6509,Henry Mtns,Bison,Hunters Choice,Archery,94,94,bison_hunt_table_official.json,processed_data/boundaries/BI6509.geojson,ok_existing_match
191,BI6516,Henry Mtns,Bison,Hunters Choice,Any Legal Weapon,94,94,bison_hunt_table_official.json,processed_data/boundaries/BI6516.geojson,ok_existing_match
192,BI6539,Henry Mtns,Bison,Female Only,Any Legal Weapon,94,94,bison_hunt_table_official.json,processed_data/boundaries/BI6539.geojson,ok_existing_match
193,DB1000,Henry Mtns Premium,Deer,Buck,Archery,94,94,hunt_boundaries.geojson,processed_data/boundaries/DB1000.geojson,ok_existing_match
194,DB1003,Henry Mtns Premium,Deer,Buck,Any Legal Weapon,94,94,hunt_boundaries.geojson,processed_data/boundaries/DB1003.geojson,ok_existing_match
195,DB1005,Henry Mtns Premium,Deer,Buck,Muzzleloader,94,94,hunt_boundaries.geojson,processed_data/boundaries/DB1005.geojson,ok_existing_match
196,DB1007,Henry Mtns Premium,Deer,Buck,Multiseason,94,94,hunt_boundaries.geojson,processed_data/boundaries/DB1007.geojson,ok_existing_match
197,DB1009,Henry Mtns Management,Deer,Buck,Any Legal Weapon,94,94,hunt_boundaries.geojson,processed_data/boundaries/DB1009.geojson,ok_existing_match
198,DS6600,Henry Mtns,Desert Bighorn Sheep,Male Only,Any Legal Weapon,94,94,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6600.geojson,ok_existing_match
199,EA1077,Boulder-Circle Cliffs,Elk,Antlerless,Any Legal Weapon,96,96,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1077.geojson,ok_existing_match
200,PB5034,Kaiparowits,Pronghorn,Buck,Any Legal Weapon,97,97,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5034.geojson,ok_existing_match
201,DS1002,"Kaiparowits, East",Desert Bighorn Sheep,Male Only,Any Legal Weapon,98,98,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS1002.geojson,ok_existing_match
202,DS6601,"Kaiparowits, East",Desert Bighorn Sheep,Male Only,Any Legal Weapon,98,98,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6601.geojson,ok_existing_match
203,DS1006,"Kaiparowits, West",Desert Bighorn Sheep,Male Only,Any Legal Weapon,100,100,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS1006.geojson,ok_existing_match
204,DS6603,"Kaiparowits, West",Desert Bighorn Sheep,Male Only,Any Legal Weapon,100,100,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DS6603.geojson,ok_existing_match
205,GO6804,High Uintas Kamas,Mountain Goat,Either Sex,Any Legal Weapon,102,102,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6804.geojson,ok_existing_match
206,EA1035,"Kamas, Oakley",Elk,Antlerless,Any Legal Weapon,104,104,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1035.geojson,ok_existing_match
207,EA1207,"Nebo, Moroni Hills",Elk,Antlerless,Any Legal Weapon,107,107,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1207.geojson,ok_existing_match
208,EA1226,"Nebo, Moroni Hills",Elk,Antlerless,Any Legal Weapon,107,107,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1226.geojson,ok_existing_match
209,BR7021,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,108,108,black_bear_hunt_table_official.json,processed_data/boundaries/BR7021.geojson,ok_existing_match
210,BR7126,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,108,108,black_bear_hunt_table_official.json,processed_data/boundaries/BR7126.geojson,ok_existing_match
211,BR7238,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,108,108,black_bear_hunt_table_official.json,processed_data/boundaries/BR7238.geojson,ok_existing_match
212,DB1013,Dolores Triangle,Deer,Buck,Archery,108,108,hunt_boundaries.geojson,processed_data/boundaries/DB1013.geojson,ok_existing_match
213,DB1020,Dolores Triangle,Deer,Buck,Any Legal Weapon,108,108,hunt_boundaries.geojson,processed_data/boundaries/DB1020.geojson,ok_existing_match
214,DB1031,Dolores Triangle,Deer,Buck,Muzzleloader,108,108,hunt_boundaries.geojson,processed_data/boundaries/DB1031.geojson,ok_existing_match
215,DB1118,Dolores Triangle,Deer,Buck,Multiseason,108,108,hunt_boundaries.geojson,processed_data/boundaries/DB1118.geojson,ok_existing_match
216,EA1037,Dolores Triangle,Elk,Antlerless,Any Legal Weapon,108,108,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1037.geojson,ok_existing_match
217,EB3044,Dolores Triangle,Elk,Bull,Late Any Legal Weapon,108,108,elk_hunt_table_official.json,processed_data/boundaries/EB3044.geojson,ok_existing_match
218,EL3044,La Sal Dolores Triangle,Elk,Bull,Any Legal Weapon,108,108,elk_hunt_table_official.json,processed_data/boundaries/EL3044.geojson,ok_existing_match
219,PD1033,"San Rafael, Poison Springs Bench",Pronghorn,Doe,Any Legal Weapon,110,110,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1033.geojson,ok_existing_match
220,DA1003,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,"Archery, Muzzleloader, Shotgun",115,115,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1003.geojson,ok_existing_match
221,EA1231,"West Desert, Tintic Valley",Elk,Antlerless,Any Legal Weapon,116,116,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1231.geojson,ok_existing_match
222,EA2019,"West Desert, Tintic Valley",Elk,Antlerless,Any Legal Weapon,116,116,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2019.geojson,ok_existing_match
223,DB1103,Morgan-South Rich,Deer,Buck,Muzzleloader,117,117,hunt_boundaries.geojson,processed_data/boundaries/DB1103.geojson,ok_existing_match
224,DB1607,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),117,117,hunt_boundaries.geojson,processed_data/boundaries/DB1607.geojson,ok_existing_match
225,DB1608,Morgan-South Rich,Deer,Buck,Archery,117,117,hunt_boundaries.geojson,processed_data/boundaries/DB1608.geojson,ok_existing_match
226,DB1609,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),117,117,hunt_boundaries.geojson,processed_data/boundaries/DB1609.geojson,ok_existing_match
227,DB1610,Morgan-South Rich,Deer,Buck,Muzzleloader,117,117,hunt_boundaries.geojson,processed_data/boundaries/DB1610.geojson,ok_existing_match
228,DB1801,Morgan-South Rich,Deer,Buck,Dedicated Hunter,117,117,hunt_boundaries.geojson,processed_data/boundaries/DB1801.geojson,ok_existing_match
229,EA1228,Morgan-South Rich,Elk,Antlerless,Any Legal Weapon,117,117,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1228.geojson,ok_existing_match
230,EA1229,Morgan-South Rich,Elk,Antlerless,Any Legal Weapon,117,117,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1229.geojson,ok_existing_match
231,EA2002,Morgan-South Rich,Elk,Antlerless,Any Legal Weapon,117,117,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2002.geojson,ok_existing_match
232,EB3208,Morgan-South Rich,Elk,Bull,Late Any Legal Weapon,117,117,elk_hunt_table_official.json,processed_data/boundaries/EB3208.geojson,ok_existing_match
233,EL3208,Morgan-South Rich,Elk,Bull,Any Legal Weapon (Late),117,117,elk_hunt_table_official.json,processed_data/boundaries/EL3208.geojson,ok_existing_match
234,LO1607,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),117,117,hunt_boundaries.geojson,processed_data/boundaries/LO1607.geojson,ok_existing_match
235,LO1608,Morgan-South Rich,Deer,Buck,Archery,117,117,hunt_boundaries.geojson,processed_data/boundaries/LO1608.geojson,ok_existing_match
236,LO1609,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),117,117,hunt_boundaries.geojson,processed_data/boundaries/LO1609.geojson,ok_existing_match
237,LO1610,Morgan-South Rich,Deer,Buck,Muzzleloader,117,117,hunt_boundaries.geojson,processed_data/boundaries/LO1610.geojson,ok_existing_match
238,MA1005,Morgan-South Rich,Moose,Antlerless,Any Legal Weapon,117,117,moose_hunt_table_official.json,processed_data/boundaries/MA1005.geojson,ok_existing_match
239,MA1007,Morgan-South Rich,Moose,Antlerless,Archery,117,117,moose_hunt_table_official.json,processed_data/boundaries/MA1007.geojson,ok_existing_match
240,MB6005,Morgan-South Rich,Moose,Bull,Any Legal Weapon,117,117,moose_hunt_table_official.json,processed_data/boundaries/MB6005.geojson,ok_existing_match
241,EA1044,"Morgan-South Rich, South Rich",Elk,Antlerless,Any Legal Weapon,122,122,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1044.geojson,ok_existing_match
242,EA2034,"Nine Mile, Anthro",Elk,Antlerless,Archery,128,128,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2034.geojson,ok_existing_match
243,EA2008,"Nine Mile, Anthro-Myton Bench",Elk,Antlerless,Any Legal Weapon,129,129,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2008.geojson,ok_existing_match
244,PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Archery,129,129,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5011.geojson,ok_existing_match
245,PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Any Legal Weapon,129,129,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5037.geojson,ok_existing_match
246,PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Muzzleloader,129,129,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5059.geojson,ok_existing_match
247,EA1054,"Nine Mile, West Anthro",Elk,Antlerless,Any Legal Weapon,132,132,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1054.geojson,ok_existing_match
248,EA1056,"North Slope, Greendale",Elk,Antlerless,Any Legal Weapon,134,134,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1056.geojson,ok_existing_match
249,EA1058,"North Slope, Henrys Fork-Burnt Fork",Elk,Antlerless,Any Legal Weapon,135,135,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1058.geojson,ok_existing_match
250,EA1196,"North Slope, Summit",Elk,Antlerless,Any Legal Weapon,138,138,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1196.geojson,ok_existing_match
251,EA1268,"North Slope, Summit",Elk,Antlerless,Archery,138,138,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1268.geojson,ok_existing_match
252,MB6006,"North Slope, Summit",Moose,Bull,Any Legal Weapon,138,138,moose_hunt_table_official.json,processed_data/boundaries/MB6006.geojson,ok_existing_match
253,PB5039,"North Slope, Summit",Pronghorn,Buck,Any Legal Weapon,138,138,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5039.geojson,ok_existing_match
254,EA1273,"North Slope, Three Corners",Elk,Antlerless,Any Legal Weapon,140,140,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1273.geojson,ok_existing_match
255,EA1274,"North Slope, Three Corners",Elk,Antlerless,Archery,140,140,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1274.geojson,ok_existing_match
256,EA1277,"North Slope, Three Corners",Elk,Antlerless,Any Legal Weapon,140,140,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1277.geojson,ok_existing_match
257,EB3013,"North Slope, Three Corners",Elk,Bull,Archery,140,140,elk_hunt_table_official.json,processed_data/boundaries/EB3013.geojson,ok_existing_match
258,EB3053,"North Slope, Three Corners",Elk,Bull,Mid Any Legal Weapon,140,140,elk_hunt_table_official.json,processed_data/boundaries/EB3053.geojson,ok_existing_match
259,EB3091,"North Slope, Three Corners",Elk,Bull,Muzzleloader,140,140,elk_hunt_table_official.json,processed_data/boundaries/EB3091.geojson,ok_existing_match
260,EB3115,"North Slope, Three Corners",Elk,Bull,Multiseason,140,140,elk_hunt_table_official.json,processed_data/boundaries/EB3115.geojson,ok_existing_match
261,EB3210,"North Slope, Three Corners",Elk,Bull,Early Any Legal Weapon,140,140,elk_hunt_table_official.json,processed_data/boundaries/EB3210.geojson,ok_existing_match
262,EL3013,North Slope Three Corners,Elk,Bull,Archery,140,140,elk_hunt_table_official.json,processed_data/boundaries/EL3013.geojson,ok_existing_match
263,EL3053,North Slope Three Corners,Elk,Bull,Any Legal Weapon,140,140,elk_hunt_table_official.json,processed_data/boundaries/EL3053.geojson,ok_existing_match
264,EL3091,North Slope Three Corners,Elk,Bull,Muzzleloader,140,140,elk_hunt_table_official.json,processed_data/boundaries/EL3091.geojson,ok_existing_match
265,EL3210,North Slope Three Corners,Elk,Bull,Any Legal Weapon,140,140,elk_hunt_table_official.json,processed_data/boundaries/EL3210.geojson,ok_existing_match
266,RS6708,"North Slope, Three Corners",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,140,140,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/RS6708.geojson,ok_existing_match
267,EA1060,"North Slope, West Daggett",Elk,Antlerless,Muzzleloader,142,142,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1060.geojson,ok_existing_match
268,EA1061,"North Slope, West Daggett",Elk,Antlerless,Muzzleloader,142,142,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1061.geojson,ok_existing_match
269,EA1250,"North Slope, West Daggett",Elk,Antlerless,Any Legal Weapon,142,142,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1250.geojson,ok_existing_match
270,EA2005,"North Slope, West Daggett",Elk,Antlerless,Any Legal Weapon,142,142,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2005.geojson,ok_existing_match
271,RS6709,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,143,143,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/RS6709.geojson,ok_existing_match
272,GO6805,High Uintas Central,Mountain Goat,Either Sex,Any Legal Weapon,145,145,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6805.geojson,ok_existing_match
273,GO6806,High Uintas East,Mountain Goat,Either Sex,Any Legal Weapon,146,146,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6806.geojson,ok_existing_match
274,GO6807,High Uintas Leidy Peak,Mountain Goat,Either Sex,Any Legal Weapon,147,147,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6807.geojson,ok_existing_match
275,GO6808,High Uintas West,Mountain Goat,Either Sex,Any Legal Weapon,148,148,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6808.geojson,ok_existing_match
276,GO6810,"Ogden, Willard Peak",Mountain Goat,Either Sex,Any Legal Weapon,157,157,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6810.geojson,ok_existing_match
277,BR7011,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,163,163,black_bear_hunt_table_official.json,processed_data/boundaries/BR7011.geojson,ok_existing_match
278,BR7113,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,163,163,black_bear_hunt_table_official.json,processed_data/boundaries/BR7113.geojson,ok_existing_match
279,BR7214,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,163,163,black_bear_hunt_table_official.json,processed_data/boundaries/BR7214.geojson,ok_existing_match
280,BR7323,Paunsaugunt,Black Bear,Either Sex,Multiseason,163,163,black_bear_hunt_table_official.json,processed_data/boundaries/BR7323.geojson,ok_existing_match
281,DB1001,Paunsaugunt Premium,Deer,Buck,Archery,163,163,hunt_boundaries.geojson,processed_data/boundaries/DB1001.geojson,ok_existing_match
282,DB1004,Paunsaugunt Premium,Deer,Buck,Any Legal Weapon,163,163,hunt_boundaries.geojson,processed_data/boundaries/DB1004.geojson,ok_existing_match
283,DB1006,Paunsaugunt Premium,Deer,Buck,Muzzleloader,163,163,hunt_boundaries.geojson,processed_data/boundaries/DB1006.geojson,ok_existing_match
284,DB1008,Paunsaugunt Premium,Deer,Buck,Multiseason,163,163,hunt_boundaries.geojson,processed_data/boundaries/DB1008.geojson,ok_existing_match
