row_number,hunt_code,record_kind,year_before,year_after,actual_draw_year_before,actual_draw_year_after,source_report_family_before,source_report_family_after,reported_draw_year_before,reported_draw_year_after,model_target_year_before,model_target_year_after,numeric_fields_changed
13091,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13092,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13093,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13094,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13095,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13096,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13097,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13098,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13099,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13100,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13101,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13102,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13103,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13104,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13105,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13106,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13107,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13108,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13109,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13110,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13111,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13112,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13113,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13114,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13115,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13116,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13117,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13118,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13119,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13120,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13121,DB1573,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13122,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13123,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13124,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13125,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13126,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13127,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13128,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13129,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13130,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13131,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13132,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13133,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13134,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13135,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13136,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13137,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13138,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13139,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13140,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13141,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13142,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13143,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13144,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13145,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13146,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13147,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13148,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13149,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13150,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13151,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13152,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13153,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13154,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13155,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13156,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13157,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13158,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13159,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13160,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13161,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13162,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13163,DB1574,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13164,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13165,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13166,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13167,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13168,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13169,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13170,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13171,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13172,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13173,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13174,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13175,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13176,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13177,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13178,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13179,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13180,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13181,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13182,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13183,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13184,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13185,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13186,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13187,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13188,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13189,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13190,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13191,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13192,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13193,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13194,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13195,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13196,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13197,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13198,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13199,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13200,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13201,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13202,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13203,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13204,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13205,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13206,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13207,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13208,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13209,DB1574,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13210,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13211,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13212,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13213,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13214,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13215,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13216,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13217,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13218,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13219,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13220,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13221,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13222,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13223,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13224,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13225,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13226,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13227,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13228,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13229,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13230,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13231,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13232,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13233,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13234,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13235,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13236,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13237,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13238,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13239,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13240,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13241,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13242,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13243,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13244,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13245,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13246,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13247,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13248,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13249,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13250,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13251,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13252,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13253,DB1574,POINT_ROW,2025,2025,,2025,,YOUTH_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13254,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13255,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13256,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13257,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13258,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13259,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13260,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13261,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13262,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13263,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13264,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13265,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13266,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13267,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13268,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13269,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13270,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13271,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13272,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13273,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13274,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13275,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13276,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13277,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13278,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13279,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13280,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13281,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13282,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13283,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13284,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13285,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13286,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13287,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13288,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13289,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13290,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13291,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13292,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13293,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13294,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13295,DB1576,POINT_ROW,2025,2025,,2025,,LIFETIME_GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13296,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13297,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13298,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13299,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13300,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13301,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13302,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13303,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13304,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13305,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13306,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13307,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13308,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13309,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13310,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13311,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13312,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13313,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13314,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13315,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13316,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13317,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13318,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
13319,DB1576,POINT_ROW,2025,2025,,2025,,GENERAL_SEASON_DEER,2025,2025,2026,2026,false
