hunt_code,boundary_id,boundary_id_2024,boundary_id_2023,boundary_id_2021,boundary_id_2022,hunt_name,hunt_name_2024,hunt_name_2023,hunt_name_2021,hunt_name_2022,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2019_res,permits_2019_nr,permits_2019_total,permits_2019_source,permits_2020_res,permits_2020_nr,permits_2020_total,permits_2020_source,permits_2021_res,permits_2021_nr,permits_2021_total,permits_2021_source,permits_2022_res,permits_2022_nr,permits_2022_total,permits_2022_source,permits_2023_res,permits_2023_nr,permits_2023_total,permits_2023_source,permits_2026_res,permits_2026_nr,permits_2026_total
EB3539,572,,,,,Mountain Top,,,,,Bull,Elk,Any Legal Weapon,CWMU,BIG_GAME_LIMITED_ENTRY_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
GO6809,157,,,,,"Ogden, Willard Peak",,,,,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-Lifetime,BIG_GAME_MTN_GOAT,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
GO6811,157,,,,,"Ogden, Willard Peak",,,,,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-Lifetime,BIG_GAME_MTN_GOAT,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
MA1002,609,,,,,Ogden,,,,,Antlerless,Moose,Any Legal Weapon,Limited Entry,ANTLERLESS_MOOSE,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,9,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
MB6215,569,,,,,Lone Tree Tunnel Hollow,,,,,Bull,Moose,Any Legal Weapon,CWMU,BIG_GAME_MOOSE,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
MB6261,559,,,,,Bally Watts,,,,,Bull,Moose,Any Legal Weapon,CWMU,BIG_GAME_MOOSE,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
PB5304,565,,,,,Middle Ridge,,,,,Buck,Pronghorn,Any Legal Weapon,CWMU,BIG_GAME_LIMITED_ENTRY_PRONGHORN,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
PB5308,576,,,,,Sj Ranch,,,,,Buck,Pronghorn,Any Legal Weapon,CWMU,BIG_GAME_LIMITED_ENTRY_PRONGHORN,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
PB5310,562,,,,,Strawberry Ridge,,,,,Buck,Pronghorn,Any Legal Weapon,CWMU,BIG_GAME_LIMITED_ENTRY_PRONGHORN,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
PD1009,217,,,,,"Southwest Desert, Milford Flat",,,,,Antlerless,Pronghorn,Any Legal Weapon,Limited Entry,ANTLERLESS_PRONGHORN,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,21,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
PD1015,576,,,,,Sj Ranch,,,,,Antlerless,Pronghorn,Any Legal Weapon,CWMU,ANTLERLESS_PRONGHORN,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
PD1019,171,,,,,"Plateau, Parker Mtn",,,,,Antlerless,Pronghorn,Any Legal Weapon,Limited Entry,ANTLERLESS_PRONGHORN,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,40,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
PD1020,171,,,,,"Plateau, Parker Mtn",,,,,Antlerless,Pronghorn,Any Legal Weapon,Limited Entry,ANTLERLESS_PRONGHORN,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,40,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
RS6714,823,,,,,"North Slope, Bare Top/west Daggett",,,,,Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-Lifetime,BIG_GAME_ROCKY_MTN_SHEEP,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
RS6719,854,,,,,"Central Mtns, Nebo/wasatch Mtns",,,,,Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-Lifetime,BIG_GAME_ROCKY_MTN_SHEEP,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
