hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,remaining_unresolved_bucket,remaining_review_required,reviewed_hunt_name,reviewed_species,reviewed_usable_reviewed_source_count,reviewed_usable_reviewed_value_source_count,reviewed_usable_reviewed_unique_value_count,reviewed_reviewed_consensus_res,reviewed_reviewed_consensus_nr,reviewed_reviewed_consensus_total,reviewed_reviewed_consensus_source_count,reviewed_reviewed_consensus_status,reviewed_all_reviewed_values,reviewed_usable_source_files,reviewed_all_source_roles,reviewed_permit_resolution_status,reviewed_permit_resolution_note
EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery)",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,16,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Archery Hunters Choice Elk,Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,Oct 11 2025 - Oct 17 2025,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,17,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Any Bull Elk Units,Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
EB3128,"Box Elder, Grouse Creek",Elk,Bull,Multiseason,Conservation,"Any Legal Weapon: Sept 16-20, 2026 & Oct 3 - 15, 2026 | Muzz: Sept 21-Oct 2, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,TOTAL_ONLY,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Box Elder Grouse Creek,Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
EB3209,"Box Elder, Pilot Mtn",Elk,Bull,Multiseason,Conservation,"Archery: Aug 15-Sept 6, 2026 | Any Legal Weapon: Sept 12-Oct 2, 2026",HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,TOTAL_ONLY,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Box Elder Pilot Mtn,Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1531,Box Elder,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Box Elder,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1534,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Nebo,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1536,Fillmore,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Fillmore,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1538,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Kamas,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1540,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Monroe,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1541,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Mt Dutton,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Nine Mile,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1544,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Ogden,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1547,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Pine Valley,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1549,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Fishlake,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1559,Zion,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Zion,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Fillmore,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Kamas,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Nine Mile,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1595,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Pine Valley,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1596,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Fishlake,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1597,Zion,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,1,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Zion,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1627,Cache,Deer,Buck,Restricted Rifle,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Cache,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
LO1628,Cache,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,HANUMBER|HUNTTABLE|BUCK_DEER|DATABASE,,,,,,,,,,,,,,,2,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,No non-database current source has permit values; database has a reference value only.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,,database_only_external_missing,,0,,,,Only DATABASE reference value is present; external current source still needed before promotion.,database_only_external_missing,true,Cache,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER,NO_REVIEWED_PERMIT_VALUE,Reviewed permit files do not provide a permit value for this code.
