source_file,page,hunt_code,hunt_name,sections,rows,status
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,70,DB1593,Nine Mile,4,24,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,71,DB1594,Panguitch Lake,4,42,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,72,DB1595,Pine Valley,4,42,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,73,DB1596,Fishlake,4,32,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,74,DB1597,Zion,4,28,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,75,DB1598,North Slope,4,32,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,76,DB1599,Chalk Creek,4,24,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,77,DB1600,Chalk Creek,4,26,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,78,DB1601,Chalk Creek,4,24,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,79,DB1602,Chalk Creek,4,12,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,80,DB1603,East Canyon,4,22,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,81,DB1604,East Canyon,4,24,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,82,DB1605,East Canyon,4,20,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,83,DB1606,East Canyon,4,12,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,84,DB1607,Morgan-South Rich,4,20,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,85,DB1608,Morgan-South Rich,4,16,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,86,DB1609,Morgan-South Rich,4,14,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,87,DB1610,Morgan-South Rich,4,12,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,88,DB1611,"Beaver, East",4,18,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,89,DB1612,"Beaver, East",4,24,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,90,DB1613,"Beaver, East",4,24,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,91,DB1614,"Beaver, West",4,20,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,92,DB1615,"Beaver, West",4,16,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,93,DB1616,"Beaver, West",4,22,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,94,DB1617,"West Desert, Swasey",4,14,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,95,DB1618,"West Desert, Swasey",4,14,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,96,DB1619,"West Desert, Swasey",4,20,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,97,DB1620,Oquirrh/Tintic,4,16,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,98,DB1621,Oquirrh/Tintic,4,14,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,99,DB1622,Oquirrh/Tintic,4,38,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,100,DB1623,Cedar/Stansbury,4,12,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,101,DB1624,Cedar/Stansbury,4,14,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,102,DB1625,Cedar/Stansbury,4,36,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,DB1627,Cache,4,26,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,104,DB1628,Cache,4,16,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,105,DB1629,Boulder/Kaiparowits,4,34,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,106,DB1630,Boulder/Kaiparowits,4,26,OK
2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,107,DB1631,Box Elder,4,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,DEE,Buck Deer Bonus Point,2,66,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,DB1000,Henry Mtns,2,56,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,3,DB1001,Paunsaugunt,2,60,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,4,DB1002,Antelope Island,2,60,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,5,DB1003,Henry Mtns,2,62,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,6,DB1004,Paunsaugunt,2,62,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,7,DB1005,Henry Mtns,2,58,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,8,DB1006,Paunsaugunt,2,58,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,9,DB1007,Henry Mtns,2,56,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,10,DB1008,Paunsaugunt,2,60,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,11,DB1009,Henry Mtns,2,50,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,12,DB1010,Paunsaugunt,2,54,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,13,DB1011,Book Cliffs,2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,14,DB1012,"Fillmore, Oak Creek LE",2,54,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,15,DB1013,Dolores Triangle,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,16,DB1014,"San Juan, Elk Ridge",2,52,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,17,DB1015,Diamond Mtn,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,18,DB1016,"West Desert, Vernon",2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,19,DB1017,"Book Cliffs, North",2,56,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,20,DB1018,"Book Cliffs, South",2,56,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,21,DB1019,"Fillmore, Oak Creek LE",2,58,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,22,DB1020,Dolores Triangle,2,58,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,23,DB1022,"San Juan, Elk Ridge",2,54,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,24,DB1023,Diamond Mtn,2,50,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,25,DB1024,"West Desert, Vernon",2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,26,DB1025,Book Cliffs,2,44,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,27,DB1026,"Cache, Crawford Mtn",2,46,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,28,DB1028,Fillmore,2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,29,DB1029,"Fillmore, Oak Creek LE",2,52,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,30,DB1030,Kamas,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,31,DB1031,Dolores Triangle,2,52,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,32,DB1032,Monroe,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,33,DB1033,Nine Mile,2,26,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,34,DB1034,Pine Valley,2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,35,DB1037,"San Juan, Elk Ridge",2,50,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,36,DB1038,Diamond Mtn,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,37,DB1039,Yellowstone,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,38,DB1040,Southwest Desert,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,39,DB1041,"Wasatch Mtns, East",2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,40,DB1042,"West Desert, Vernon",2,44,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,41,DB1043,Zion,2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,42,DB1044,Book Cliffs,2,52,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,43,DB1045,"Fillmore, Oak Creek LE",2,54,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,44,DB1046,"San Juan, Elk Ridge",2,52,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,45,DB1047,Diamond Mtn,2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,46,DB1048,"West Desert, Vernon",2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,47,DB1053,Mt Dutton,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,48,DB1054,Ogden,2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,49,DB1055,Fishlake,2,46,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,50,DB1058,Paunsaugunt,2,46,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,51,DB1065,North Slope,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,52,DB1073,Paunsaugunt,2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,53,DB1074,Paunsaugunt,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,54,DB1077,Box Elder,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,55,DB1078,Cache,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,56,DB1079,Manti/San Rafael,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,57,DB1080,Nebo,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,58,DB1081,La Sal Mtns,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,59,DB1083,Panguitch Lake,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,60,DB1084,Boulder/Kaiparowits,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,61,DB1085,"San Juan, Abajo Mtns",2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,62,DB1086,Vernal/Bonanza,2,26,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,63,DB1087,"Wasatch Mtns, West",2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,64,DB1090,"Book Cliffs, Floy Canyon",2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,65,DB1091,Kaiparowits HAMSS,2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,66,DB1100,Chalk Creek,2,50,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,67,DB1101,East Canyon,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,68,DB1103,Morgan-South Rich,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,69,DB1105,East Canyon,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,70,DB1106,Thousand Lakes,2,14,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,71,DB1107,Thousand Lakes,2,26,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,72,DB1108,Thousand Lakes,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,73,DB1109,Thousand Lakes,2,26,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,74,DB1110,"Beaver, East",2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,75,DB1111,"Beaver, West",2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,76,DB1112,"West Desert, Swasey",2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,77,DB1113,Oquirrh/Tintic,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,78,DB1114,Cedar/Stansbury,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,79,DB1115,Little Rockies,2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,80,DB1116,"San Juan, Mancos Mesa",2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,81,DB1119,Moab Valley,2,44,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,82,DB1120,Castle Valley,2,44,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,83,DB1121,Antelope Island,2,60,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,84,DB1200,Alton,2,58,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,85,DB1201,Alton,2,44,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,86,DB1202,Antelope Creek,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,87,DB1203,Avintaquin Canyon,2,18,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,88,DB1204,Bally Watts,2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,89,DB1205,Bar J Ranch,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,90,DB1206,Bear Mountain,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,91,DB1207,Bear Springs,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,92,DB1208,Blackhawk,2,20,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,93,DB1209,Blind Springs,2,14,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,94,DB1211,Blue Spring Hills,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,95,DB1212,Bluebell,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,96,DB1213,Boobe Hole,2,14,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,97,DB1215,Buckhorn Ranch,2,18,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,98,DB1216,Castle Valley Outdoors,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,99,DB1217,Causey Spring,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,100,DB1219,Chimney Rock,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,101,DB1222,Coldwater Ranch,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,102,DB1224,Cotton Thomas,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,103,DB1227,Deer Haven,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,104,DB1228,Deseret,2,50,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,105,DB1229,Dilly Ranch,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,106,DB1230,Double R Ranch,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,107,DB1231,Dove Creek,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,108,DB1232,Durst Mountain,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,109,DB1233,East Fork Chalk Creek,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,110,DB1234,East Zion,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,111,DB1236,Engineer Springs,2,20,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,112,DB1237,Ensign Ranches,2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,113,DB1238,Folley Ridge,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,114,DB1239,Fort Ranch,2,22,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,115,DB1240,George Creek,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,116,DB1241,Golden Spike,2,20,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,117,DB1242,Grass Valley/Clark Canyon,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,118,DB1243,Grazing Pasture,2,10,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,119,DB1244,Green Canyon,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,120,DB1245,Guildersleeve,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,121,DB1246,Hardscrabble,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,122,DB1248,Heaston East,2,54,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,123,DB1249,Hiawatha,2,42,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,124,DB1250,Indian Creek,2,8,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,125,DB1251,Indian Head,2,48,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,126,DB1252,Ingham Peak,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,127,DB1253,Circle E Ranch,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,128,DB1255,Johnson Mountain Ranch,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,129,DB1256,Junction Valley,2,26,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,130,DB1258,Little Red Creek,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,131,DB1259,Tunnel Hollow,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,132,DB1260,Middle Ridge,2,6,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,133,DB1261,Minnie Maud Ridge,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,134,DB1263,Moon Ranch,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,135,DB1264,Mountain Meadow,2,14,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,136,DB1265,Mountain Top,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,137,DB1266,Mt Carmel,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,138,DB1269,North Promontory,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,139,DB1270,Nucor West,2,26,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,140,DB1271,Oak Ranch,2,10,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,141,DB1272,Old Woman Plateau,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,142,DB1273,Park Valley Hereford,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,143,DB1274,Patmos Ridge,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,144,DB1275,Pine Canyon,2,20,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,145,DB1277,Pocatello Valley,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,146,DB1279,Preston Nutter Ranch,2,46,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,147,DB1280,Promontory Point,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,148,DB1281,Rattlesnake Pass,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,149,DB1282,Redd Ranches,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,150,DB1283,Roan Cliffs,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,151,DB1285,Sand Creek,2,26,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,152,DB1286,Pisgah Mountain,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,153,DB1287,Scofield Canyons,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,154,DB1288,Scofield West,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,155,DB1289,Sharp Mountain,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,156,DB1290,Skull Crack,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,157,DB1291,Skull Valley South,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,158,DB1292,Soldier Summit,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,159,DB1293,South Canyon,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,160,DB1294,Spring Creek Acres,2,56,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,161,DB1295,Spring Creek/Dodge,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,162,DB1298,Strawberry Ridge,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,163,DB1299,Summit Point,2,12,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,164,DB1300,Thatcher Mountain,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,165,DB1301,Three C,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,166,DB1303,North Peaks,2,20,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,167,DB1304,Two Bear,2,40,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,168,DB1305,Wallsburg,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,169,DB1306,Washakie,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,170,DB1308,West Hills,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,171,DB1309,West Willow Creek Ranch,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,172,DB1310,White's Valley,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,173,DB1312,Woodruff Creek South,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,174,DB1317,Jacob's Creek,2,10,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,175,DB1322,Pahvant Ensign,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,176,DB1323,Rock House,2,10,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,177,DB1325,Double Cone,2,14,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,178,DB1326,Rosette,2,20,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,179,DB1327,Mountain Sky Ranch,2,36,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,180,DB1328,Clear Creek,2,16,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,181,DB1330,Iron Spring,2,24,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,182,DB1331,Raft River,2,18,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,183,DB1332,West Ridge,2,22,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,184,DB1333,5S,2,18,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,185,DB1334,Alton,2,46,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,186,DB1335,Big Piney Ranch,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,187,DB1336,First Light,2,12,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,188,DB1337,Little Pole Canyon,2,32,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,189,DB1341,Dry Creek,2,34,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,190,DB1342,Faust Valley,2,30,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,191,DB1347,The Rose of Snowville,2,28,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,192,DB1349,Weber Florence Creek/Stillman Creek,2,38,OK
2026_PERMITS=2027_MODEL__L.E. DEER.pdf,193,DB1351,The Dirty Dozen,2,30,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,1,ELK,Bull Elk Bonus Point,2,68,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,2,EB3000,"Beaver, East",2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,3,EB3002,"Book Cliffs, Little Creek Roadless",2,32,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,4,EB3003,"Cache, Meadowville",2,20,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,5,EB3005,"Cache, South",2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,6,EB3006,Manti,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,7,EB3008,"Fillmore, Pahvant",2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,8,EB3009,La Sal Mtns,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,9,EB3010,Monroe,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,10,EB3011,Mt Dutton,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,11,EB3013,"North Slope, Three Corners",2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,12,EB3015,Panguitch Lake,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,13,EB3018,Fishlake/Thousand Lakes,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,14,EB3019,San Juan Bull Elk,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,15,EB3020,Diamond Mtn,2,42,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,16,EB3022,Wasatch Mtns,2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,17,EB3024,"Beaver, East",2,62,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,18,EB3025,"Beaver, East",2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,19,EB3028,"Book Cliffs, Little Creek Roadless",2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,20,EB3031,"Box Elder, Pilot Mtn",2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,21,EB3032,"Cache, Meadowville",2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,22,EB3033,"Cache, Meadowville",2,28,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,23,EB3036,"Cache, South",2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,24,EB3037,"Cache, South",2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,25,EB3038,Manti,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,26,EB3039,Manti,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,27,EB3042,"Fillmore, Pahvant",2,64,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,28,EB3043,"Fillmore, Pahvant",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,29,EB3044,Dolores Triangle,2,48,OK
