hunt_code,species_family,hunt_name,source_row_count,source_file,crosswalk_found,crosswalk_match_kind,crosswalk_current_code,xwalk_relationship,xwalk_confidence,xwalk_method,xwalk_recommendation,crosswalk_status,crosswalk_source,crosswalk_notes,retired_in_2026,retired_reason_notes,triage_status,triage_notes,ready_to_address_action
DB1769,Deer,"Beaver - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/30/2023; Beaver - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/31/2023",84,2023 _Dedicated Hunter deer draw results(1).pdf; 23_youth_dh_odds(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
DB1784,Deer,"Oquirrh-stansbury - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/30/2023; Oquirrh-stansbury - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/31/2023",84,2023 _Dedicated Hunter deer draw results(1).pdf; 23_youth_dh_odds(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
DB1789,Deer,"Plateau, Thousand Lakes - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/31/2023",42,2023 _Dedicated Hunter deer draw results(1).pdf,YES,HISTORICAL_TO_CURRENT_MATCH,LD1108,PREFIX_SWAP_LD_TO_DB,MEDIUM,prefix_swap_same_numeric,USE_EXACT_HUNT_CODE_HISTORY,PROMOTED_PREFIX_SWAP_CANDIDATE,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,mapping_status=; relationship=PREFIX_SWAP_LD_TO_DB; method=prefix_swap_same_numeric; confidence=MEDIUM; recommended_model_behavior=USE_EXACT_HUNT_CODE_HISTORY; crosswalk_status=PROMOTED_PREFIX_SWAP_CANDIDATE; backcheck_reason=POSSIBLE_RENAME_OR_SPLIT_MERGE; data_quality_grade=B.,NO,,CROSSWALK_MATCH,Matched via HISTORICAL_TO_CURRENT_MATCH: PREFIX_SWAP_LD_TO_DB; confidence=MEDIUM,SUPPLEMENT/CROSSWALK
DB1796,Deer,"West Desert, Tintic - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/30/2023; West Desert, Tintic - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/31/2023",84,2023 _Dedicated Hunter deer draw results(1).pdf; 23_youth_dh_odds(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
DB1797,Deer,"West Desert, West - Any Legal Weapon 2023 Draw 5, Big Game Bonus Point Draw Results 05/31/2023",42,2023 _Dedicated Hunter deer draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1009,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 3 23 83 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 0109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 23 54 80 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 3 23 54 80 N/ A N/A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.5 1 in 1.4 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 2 10 79 258 342 427 7 6 5 4 3 2 1 0 0 0 0 0 1 0 18 34 531118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 10 79 197 0 0 288 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 2 10 79 197 0 0 288 N/ A 1 in 1.0 1 in 1.0 1 in 1.0 1 in 1.3 N/A N/A 1 in 3.9 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 1 0 15 16 32 0 0 0 0 1 0 15 16 32 N/ A N/A N/A N/A 1 in 1.0 N/A 1 in 1.2 1 in 2.1 1 in 1.7 # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1052,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 0 2 24 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 3 326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 24 26 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 2 24 26 N/ A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 3 3 N/ A N/A N/A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 0 2 3 9 68 195 7 6 5 4 3 2 1 0 0 0 0 0 0 1 1 38 40277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 9 68 116 198 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 2 3 9 68 116 198 N/ A N/A 1 in 1.0 1 in 1.0 1 in 1.0 1 in 1.0 1 in 1.7 1 in 1.4 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 1 1 20 22 0 0 0 0 0 1 1 20 22 N/ A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.9 1 in 1.8 # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1091,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 0 0 5 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 0 5 5 N/ A N/A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 0 0 4 8 26 30 7 6 5 4 3 2 1 0 0 0 0 0 0 0 3 0 368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 8 24 0 36 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 4 8 24 0 36 N/ A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.1 N/A 1 in 1.9 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 3 0 3 N/ A N/A N/A N/A N/A N/A 1 in 1.0 N/A 1 in 1.0 # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1098,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 0 1 12 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 13 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 1 12 13 N/ A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 1 1 11 16 55 77 7 6 5 4 3 2 1 0 0 0 0 0 0 0 2 14 16161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 11 16 25 0 54 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 1 1 11 16 25 0 54 N/ A 1 in 1.0 1 in 1.0 1 in 1.0 1 in 1.0 1 in 2.2 N/A 1 in 3.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 1 6 7 0 0 0 0 0 0 1 6 7 N/ A N/A N/A N/A N/A N/A 1 in 2.0 1 in 2.3 1 in 2.3 # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1099,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 0 3 12 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 11 14 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 3 11 14 N/ A N/A N/A N/A N/A 1 in 1.0 1 in 1.1 1 in 1.1 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 0 0 2 19 43 42 7 6 5 4 3 2 1 0 0 0 0 0 0 0 1 7 8106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 19 33 0 54 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 2 19 33 0 54 N/ A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.3 N/A 1 in 2.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 1 6 7 0 0 0 0 0 0 1 6 7 N/ A N/A N/A N/A N/A N/A 1 in 1.0 1 in 1.2 1 in 1.1 # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1100,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 0 0 8 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 0 8 8 N/ A N/A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 0 0 1 1 20 39 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 4 461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 20 35 57 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 1 1 20 35 57 N/ A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.0 1 in 1.1 1 in 1.1 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 4 4 N/ A N/A N/A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1144,Antlerless Elk,17 16 15 13 14 12 11 9 10 0 0 0 0 0 0 2 4 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 6 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 2 4 6 N/ A N/A N/A N/A N/A 1 in 1.0 1 in 1.0 1 in 1.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,36,2023 Antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1155,Antlerless Elk,17 16 15 13 14 12 11 9 10 0 0 0 0 1 1 2 1 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 1 0 0 0 1 N/ A N/A N/A 1 in 1.0 N/A N/A N/A 1 in 5.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,36,2023 Antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1194,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 0 0 1 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 0 0 0 4 13 8 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 4 0 0 4 N/ A N/A N/A N/A 1 in 1.0 N/A N/A 1 in 6.3 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1205,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 0 0 0 3 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 0 0 0 1 5 5 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 4 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 0 1 3 0 4 N/ A N/A N/A N/A 1 in 1.0 1 in 1.7 N/A 1 in 2.8 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
EA1227,Antlerless Elk,15 13 14 12 11 9 10 0 0 0 0 1 0 0 0 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 1 0 0 0 1 N/ A N/A N/A 1 in 1.0 N/A N/A N/A 1 in 1.0 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0; 17 16 15 13 14 12 11 9 10 0 0 0 0 2 2 8 10 7 6 5 4 3 2 1 0 0 0 0 0 0 0 0 0 022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 0 8 Resident A pplicants Non-Resident A pplicants 7 6 5 4 3 2 1 0 0N / A 0 0 0 2 2 4 0 8 N/ A N/A N/A 1 in 1.0 1 in 1.0 1 in 2.0 N/A 1 in 2.8 Applicants # Permits # Permits # Permits SuccessEligible Bonus Regular Total 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 N/ A N/A N/A N/A N/A N/A N/A N/A N/A # Permits # Permits # Permits Bonus Regular Total Totals Total Applicants Eligible Total Totals Points PointsRatio Success Ratio 08 000 08 0N / A 00 N / A 00 00 09 0N / A 0 0N / A 00 00 01 0 0N / A 0 0N / A 00 00 01 1 0N / A 0 0N / A Preference Preference 000 N / A 12 0000 N / A0 000 N / A 13 0000 N / A0 000 N / A 14 0000 N / A0 000 N / A 1 50000 N / A0 000 N / A 1 60000 N / A0 000 N / A 1 70000 N / A0,68,2023 Antlerless big game draw results(1).pdf; 2023 Youth antlerless big game draw results(1).pdf,NO,,,,,,,,,,NO,,MANUAL_REVIEW,No current/historical crosswalk match found in current_to_historical_hunt_code_crosswalk_2026.csv,MANUAL_CROSSWALK
