dataset,draw_design,species,hunt_program,row_count
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Mountain Goat,2020_PERMITS=2021_MODEL_REBUILT_FIXED,952
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Mountain Goat,2021_PERMITS=2022_MODEL,986
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Mountain Goat,2022_PERMITS=2023_MODEL,1020
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Mountain Goat,2023_PERMITS=2024_MODEL,1054
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Mountain Goat,2024_PERMITS=2025_MODEL,1088
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Mountain Goat,2025_PERMITS=2026_MODEL,1122
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Mountain Goat,2026_PERMITS=2027_MODEL,868
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2019_PERMITS=2020_MODEL_REBUILT_FIXED,4428
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2020_PERMITS=2021_MODEL_REBUILT_FIXED,4536
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2021_PERMITS=2022_MODEL,4930
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2022_PERMITS=2023_MODEL,5220
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2023_PERMITS=2024_MODEL,5332
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2024_PERMITS=2025_MODEL,5440
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2025_PERMITS=2026_MODEL,5808
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Pronghorn,2026_PERMITS=2027_MODEL,2008
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2019_PERMITS=2020_MODEL_REBUILT_FIXED,540
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2020_PERMITS=2021_MODEL_REBUILT_FIXED,784
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2021_PERMITS=2022_MODEL,812
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2022_PERMITS=2023_MODEL,840
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2023_PERMITS=2024_MODEL,868
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2024_PERMITS=2025_MODEL,896
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2025_PERMITS=2026_MODEL,990
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Rocky Mountain Bighorn Sheep,2026_PERMITS=2027_MODEL,752
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Turkey,2019_PERMITS=2020_MODEL_REBUILT_FIXED,480
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Turkey,2020_PERMITS=2021_MODEL_REBUILT_FIXED,480
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Turkey,2021_PERMITS=2022_MODEL,480
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Turkey,2022_PERMITS=2023_MODEL,560
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Turkey,2023_PERMITS=2024_MODEL,367
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Turkey,2024_PERMITS=2025_MODEL,369
data_truth\finalized_point_distribution.csv,BONUS_SPLIT,Turkey,2025_PERMITS=2026_MODEL,280
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,,2026_PERMITS=2027_MODEL,24
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2019_PERMITS=2020_MODEL_REBUILT_FIXED,2142
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2020_PERMITS=2021_MODEL_REBUILT_FIXED,2184
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2021_PERMITS=2022_MODEL,2016
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2022_PERMITS=2023_MODEL,2100
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2023_PERMITS=2024_MODEL,1448
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2024_PERMITS=2025_MODEL,1478
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2025_PERMITS=2026_MODEL,1474
data_truth\finalized_point_distribution.csv,DEDICATED_HUNTER,Deer,2026_PERMITS=2027_MODEL,316
data_truth\finalized_point_distribution.csv,PREFERENCE,,2020_PERMITS=2021_MODEL_REBUILT_FIXED,32
data_truth\finalized_point_distribution.csv,PREFERENCE,,2021_PERMITS=2022_MODEL,32
data_truth\finalized_point_distribution.csv,PREFERENCE,,2022_PERMITS=2023_MODEL,34
data_truth\finalized_point_distribution.csv,PREFERENCE,,2023_PERMITS=2024_MODEL,36
data_truth\finalized_point_distribution.csv,PREFERENCE,,2024_PERMITS=2025_MODEL,38
data_truth\finalized_point_distribution.csv,PREFERENCE,,2026_PERMITS=2027_MODEL,54
data_truth\finalized_point_distribution.csv,PREFERENCE,Deer,2019_PERMITS=2020_MODEL_REBUILT_FIXED,2336
data_truth\finalized_point_distribution.csv,PREFERENCE,Deer,2020_PERMITS=2021_MODEL_REBUILT_FIXED,1760
data_truth\finalized_point_distribution.csv,PREFERENCE,Deer,2021_PERMITS=2022_MODEL,1696
data_truth\finalized_point_distribution.csv,PREFERENCE,Deer,2022_PERMITS=2023_MODEL,1518
data_truth\finalized_point_distribution.csv,PREFERENCE,Deer,2023_PERMITS=2024_MODEL,908
data_truth\finalized_point_distribution.csv,PREFERENCE,Deer,2024_PERMITS=2025_MODEL,1002
data_truth\finalized_point_distribution.csv,PREFERENCE,Deer,2025_PERMITS=2026_MODEL,640
data_truth\finalized_point_distribution.csv,PREFERENCE,Elk,2019_PERMITS=2020_MODEL_REBUILT_FIXED,10752
data_truth\finalized_point_distribution.csv,PREFERENCE,Elk,2020_PERMITS=2021_MODEL_REBUILT_FIXED,9952
data_truth\finalized_point_distribution.csv,PREFERENCE,Elk,2021_PERMITS=2022_MODEL,9728
data_truth\finalized_point_distribution.csv,PREFERENCE,Elk,2022_PERMITS=2023_MODEL,10272
data_truth\finalized_point_distribution.csv,PREFERENCE,Elk,2023_PERMITS=2024_MODEL,7024
data_truth\finalized_point_distribution.csv,PREFERENCE,Elk,2024_PERMITS=2025_MODEL,7213
data_truth\finalized_point_distribution.csv,PREFERENCE,Elk,2025_PERMITS=2026_MODEL,5024
data_truth\finalized_point_distribution.csv,PREFERENCE,Moose,2019_PERMITS=2020_MODEL_REBUILT_FIXED,160
data_truth\finalized_point_distribution.csv,PREFERENCE,Moose,2020_PERMITS=2021_MODEL_REBUILT_FIXED,160
data_truth\finalized_point_distribution.csv,PREFERENCE,Moose,2021_PERMITS=2022_MODEL,128
data_truth\finalized_point_distribution.csv,PREFERENCE,Moose,2022_PERMITS=2023_MODEL,102
data_truth\finalized_point_distribution.csv,PREFERENCE,Moose,2023_PERMITS=2024_MODEL,108
data_truth\finalized_point_distribution.csv,PREFERENCE,Moose,2024_PERMITS=2025_MODEL,76
data_truth\finalized_point_distribution.csv,PREFERENCE,Pronghorn,2019_PERMITS=2020_MODEL_REBUILT_FIXED,2368
data_truth\finalized_point_distribution.csv,PREFERENCE,Pronghorn,2020_PERMITS=2021_MODEL_REBUILT_FIXED,2176
data_truth\finalized_point_distribution.csv,PREFERENCE,Pronghorn,2021_PERMITS=2022_MODEL,1952
data_truth\finalized_point_distribution.csv,PREFERENCE,Pronghorn,2022_PERMITS=2023_MODEL,1650
data_truth\finalized_point_distribution.csv,PREFERENCE,Pronghorn,2023_PERMITS=2024_MODEL,854
data_truth\finalized_point_distribution.csv,PREFERENCE,Pronghorn,2024_PERMITS=2025_MODEL,815
data_truth\finalized_point_distribution.csv,PREFERENCE,Pronghorn,2025_PERMITS=2026_MODEL,704
data_truth\finalized_point_distribution.csv,RANDOM,Bear,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Bear,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Bison,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Bison,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Deer,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Deer,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Desert Bighorn Sheep,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Desert Bighorn Sheep,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Elk,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Elk,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Moose,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Moose,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Mountain Goat,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Mountain Goat,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Pronghorn,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Pronghorn,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Rocky Mountain Bighorn Sheep,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Rocky Mountain Bighorn Sheep,2026_PERMITS=2027_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Turkey,2025_PERMITS=2026_MODEL,2
data_truth\finalized_point_distribution.csv,RANDOM,Turkey,2026_PERMITS=2027_MODEL,2
