boundary_id,boundary_name,boundary_name_norm,boundary_source
822,"Book Cliffs, Wild Horse Bench/Nine Mile, Anthro",book cliffs wild horse bench nine mile anthro,data\hunt_boundaries.geojson
831,"Beaver, North",beaver north,data\hunt_boundaries.geojson
832,Ferron Canyon Southeast,ferron canyon southeast,data\hunt_boundaries.geojson
833,"Monroe, Annabella",monroe annabella,data\hunt_boundaries.geojson
834,"Monroe, Foothills",monroe foothills,data\hunt_boundaries.geojson
836,Last Chance Desert,last chance desert,data\hunt_boundaries.geojson
837,Mt Dutton/Plateau,mt dutton plateau,data\hunt_boundaries.geojson
838,"Paunsaugunt, Hatch Bench",paunsaugunt hatch bench,data\hunt_boundaries.geojson
839,"Pine Valley, Enterprise",pine valley enterprise,data\hunt_boundaries.geojson
840,"Pine Valley, New Harmony",pine valley new harmony,data\hunt_boundaries.geojson
841,"Pine Valley, Quichapa",pine valley quichapa,data\hunt_boundaries.geojson
842,Antimony,antimony,data\hunt_boundaries.geojson
843,Boulder-Fishlake,boulder fishlake,data\hunt_boundaries.geojson
844,Fremont River Valley,fremont river valley,data\hunt_boundaries.geojson
845,"Wasatch Mtns, West-Central",wasatch mtns west central,data\hunt_boundaries.geojson
846,Northern duck zone,northern duck zone,data\hunt_boundaries.geojson
847,Southern goose area,southern goose area,data\hunt_boundaries.geojson
848,Southern duck zone,southern duck zone,data\hunt_boundaries.geojson
850,"Beaver, West Pine Creek",beaver west pine creek,data\hunt_boundaries.geojson
851,West Mountain Extended Archery Area,west mountain extended archery area,data\hunt_boundaries.geojson
852,Monticello Extended Archery Area,monticello extended archery area,data\hunt_boundaries.geojson
853,Green River Extended Archery Area,green river extended archery area,data\hunt_boundaries.geojson
854,Nebo/Wasatch Mtns,nebo wasatch mtns,data\hunt_boundaries.geojson
855,Oquirrh Extended Archery Area,oquirrh extended archery area,data\hunt_boundaries.geojson
857,Southeastern Region-Navajo buck deer,southeastern region navajo buck deer,data\hunt_boundaries.geojson
3,"Henry Mtns/Plateau, Boulder/Kaiparowits",henry mtns plateau boulder kaiparowits,data\hunt_boundaries.geojson
6,"Nine Mile, Green River Valley",nine mile green river valley,data\hunt_boundaries.geojson
11,"Nine Mile, Price River Valley",nine mile price river valley,data\hunt_boundaries.geojson
23,"San Juan, Monticello",san juan monticello,data\hunt_boundaries.geojson
36,"Cache, North",cache north,data\hunt_boundaries.geojson
75,"Oquirrh-Stansbury, West",oquirrh stansbury west,data\hunt_boundaries.geojson
86,"Oquirrh-Stansbury, East",oquirrh stansbury east,data\hunt_boundaries.geojson
90,"San Rafael, Mounds",san rafael mounds,data\hunt_boundaries.geojson
91,"Cache, Wellsville Mtns",cache wellsville mtns,data\hunt_boundaries.geojson
92,Cache/Ogden,cache ogden,data\hunt_boundaries.geojson
93,Chalk Creek/East Canyon/Morgan-South Rich,chalk creek east canyon morgan south rich,data\hunt_boundaries.geojson
101,Herriman South Valley Extended Archery Area,herriman south valley extended archery area,data\hunt_boundaries.geojson
106,South Wasatch Front Extended Archery Area,south wasatch front extended archery area,data\hunt_boundaries.geojson
109,Utah Lake Extended Archery Area,utah lake extended archery area,data\hunt_boundaries.geojson
110,"San Rafael, Poison Springs Bench",san rafael poison springs bench,data\hunt_boundaries.geojson
111,"La Sal, Taylor Flat",la sal taylor flat,data\hunt_boundaries.geojson
112,"Southwest Desert, Cedar Valley",southwest desert cedar valley,data\hunt_boundaries.geojson
113,East Canyon (private lands),east canyon private lands,data\hunt_boundaries.geojson
116,"West Desert, Tintic Valley",west desert tintic valley,data\hunt_boundaries.geojson
128,"Nine Mile, Anthro",nine mile anthro,data\hunt_boundaries.geojson
200,"Wasatch Mtns, Timpanogos",wasatch mtns timpanogos,data\hunt_boundaries.geojson
202,"San Rafael, North A",san rafael north a,data\hunt_boundaries.geojson
218,Uintah Basin Extended Archery Area,uintah basin extended archery area,data\hunt_boundaries.geojson
251,"Kamas/North Slope, Summit",kamas north slope summit,data\hunt_boundaries.geojson
282,Wasatch Front Extended Archery Area,wasatch front extended archery area,data\hunt_boundaries.geojson
283,Sanpete Valley Extended Archery Area,sanpete valley extended archery area,data\hunt_boundaries.geojson
306,"Pine Valley, Virgin River",pine valley virgin river,data\hunt_boundaries.geojson
309,"San Juan, San Juan River",san juan san juan river,data\hunt_boundaries.geojson
311,Sanpete Valley Extended Archery Area,sanpete valley extended archery area,data\hunt_boundaries.geojson
312,Wasatch Front Extended Archery Area,wasatch front extended archery area,data\hunt_boundaries.geojson
313,West Cache Extended Archery Area,west cache extended archery area,data\hunt_boundaries.geojson
441,Emigration Township,emigration township,data\hunt_boundaries.geojson
494,Clear Creek,clear creek,data\hunt_boundaries.geojson
520,East Fork Chalk Creek,east fork chalk creek,data\hunt_boundaries.geojson
549,Circle E Ranch,circle e ranch,data\hunt_boundaries.geojson
554,Double R Ranch,double r ranch,data\hunt_boundaries.geojson
599,Avintaquin Canyon,avintaquin canyon,data\hunt_boundaries.geojson
600,Swan Area,swan area,data\hunt_boundaries.geojson
637,Henry Mtns (bison),henry mtns bison,data\hunt_boundaries.geojson
678,Vernal/Yellowstone/Bonanza,vernal yellowstone bonanza,data\hunt_boundaries.geojson
719,Parker Mtn 1,parker mtn 1,data\hunt_boundaries.geojson
731,West Cache Extended Archery Area,west cache extended archery area,data\hunt_boundaries.geojson
732,Chimney Rock,chimney rock,data\hunt_boundaries.geojson
820,"Nine Mile, Jack Creek",nine mile jack creek,data\hunt_boundaries.geojson
824,Cottonwood Ridge,cottonwood ridge,data\hunt_boundaries.geojson
827,Rock House,rock house,data\hunt_boundaries.geojson
835,East Angle,east angle,data\hunt_boundaries.geojson
849,Southeastern Region (fall turkey),southeastern region fall turkey,data\hunt_boundaries.geojson
858,Mountain Sky Ranch,mountain sky ranch,data\hunt_boundaries.geojson
9999,Cedar Springs,cedar springs,data\hunt_boundaries.geojson
142,"North Slope, West Daggett",north slope west daggett,data\hunt_boundaries.geojson
289,"North Slope, Three Corners/West Daggett",north slope three corners west daggett,data\hunt_boundaries.geojson
305,"Pine Valley, Beaver Dam",pine valley beaver dam,data\hunt_boundaries.geojson
307,"San Juan, Lockhart",san juan lockhart,data\hunt_boundaries.geojson
308,"San Juan, North",san juan north,data\hunt_boundaries.geojson
310,"San Juan, South",san juan south,data\hunt_boundaries.geojson
314,Kaiparowits (HAMS),kaiparowits hams,data\hunt_boundaries.geojson
315,"Town of Alta, designated portion",town of alta designated portion,data\hunt_boundaries.geojson
317,Scott M. Matheson Wetland Preserve,scott m matheson wetland preserve,data\hunt_boundaries.geojson
318,Green River near Jensen,green river near jensen,data\hunt_boundaries.geojson
319,"Salt Lake County, south of I-80, east of I-15",salt lake county south of i 80 east of i 15,data\hunt_boundaries.geojson
320,Camp Williams,camp williams,data\hunt_boundaries.geojson
321,"Silver Lake, Big Cottonwood Canyon",silver lake big cottonwood canyon,data\hunt_boundaries.geojson
323,Red Butte Research Natural Area,red butte research natural area,data\hunt_boundaries.geojson
539,Scofield Canyons,scofield canyons,data\hunt_boundaries.geojson
540,Scofield East,scofield east,data\hunt_boundaries.geojson
541,Scofield West,scofield west,data\hunt_boundaries.geojson
543,Roan Cliffs,roan cliffs,data\hunt_boundaries.geojson
551,Minnie Maud Ridge,minnie maud ridge,data\hunt_boundaries.geojson
552,Soldier Summit,soldier summit,data\hunt_boundaries.geojson
562,Strawberry Ridge,strawberry ridge,data\hunt_boundaries.geojson
593,Stillman Creek Ranch,stillman creek ranch,data\hunt_boundaries.geojson
594,Blue Creek,blue creek,data\hunt_boundaries.geojson
596,Neil Creek,neil creek,data\hunt_boundaries.geojson
703,Parker Mtn,parker mtn,data\hunt_boundaries.geojson
859,"East Canyon, Davis-North Salt Lake",east canyon davis north salt lake,data\hunt_boundaries.geojson
860,"Nine Mile, Avintaquin-West Anthro",nine mile avintaquin west anthro,data\hunt_boundaries.geojson
861,"Manti, West",manti west,data\hunt_boundaries.geojson
862,"Manti, South",manti south,data\hunt_boundaries.geojson
863,"Fillmore, Kanosh Valley",fillmore kanosh valley,data\hunt_boundaries.geojson
864,Myton,myton,data\hunt_boundaries.geojson
865,Navajo Nation SR permit area,navajo nation sr permit area,data\hunt_boundaries.geojson
866,Navajo Nation SER permit area,navajo nation ser permit area,data\hunt_boundaries.geojson
869,Barney Top/Kaiparowits,barney top kaiparowits,data\hunt_boundaries.geojson
870,Boulder Elk,boulder elk,data\hunt_boundaries.geojson
871,"Southwest Desert, North",southwest desert north,data\hunt_boundaries.geojson
872,"Southwest Desert, South",southwest desert south,data\hunt_boundaries.geojson
873,"Parker Mtn, Highlands",parker mtn highlands,data\hunt_boundaries.geojson
876,Iron Springs,iron springs,data\hunt_boundaries.geojson
877,Indian Canyon,indian canyon,data\hunt_boundaries.geojson
879,"LaSal, Mtns-North",lasal mtns north,data\hunt_boundaries.geojson
880,"Vernal, Buckskin Hills-Jensen",vernal buckskin hills jensen,data\hunt_boundaries.geojson
881,"Fillmore, Oak City (Archery Only)",fillmore oak city archery only,data\hunt_boundaries.geojson
882,"Nine Mile, Anthro Pleasant Valley",nine mile anthro pleasant valley,data\hunt_boundaries.geojson
883,Uinta Basin,uinta basin,data\hunt_boundaries.geojson
884,Southeastern Region (Turkey LE),southeastern region turkey le,data\hunt_boundaries.geojson
885,Southern Region (Turkey LE),southern region turkey le,data\hunt_boundaries.geojson
886,Northeastern Region (Turkey LE),northeastern region turkey le,data\hunt_boundaries.geojson
887,Central Region (Turkey LE),central region turkey le,data\hunt_boundaries.geojson
888,Northern Region (Turkey LE),northern region turkey le,data\hunt_boundaries.geojson
67,Central Region,central region,data\hunt_boundaries.geojson
489,Green Canyon,green canyon,data\hunt_boundaries.geojson
495,Indian Creek,indian creek,data\hunt_boundaries.geojson
497,Golden Spike,golden spike,data\hunt_boundaries.geojson
500,Blind Spring,blind spring,data\hunt_boundaries.geojson
503,Nucor West,nucor west,data\hunt_boundaries.geojson
505,Coldwater Ranch,coldwater ranch,data\hunt_boundaries.geojson
513,North Promontory,north promontory,data\hunt_boundaries.geojson
517,Riverview Ranch LLC,riverview ranch llc,data\hunt_boundaries.geojson
518,Mountain Meadow,mountain meadow,data\hunt_boundaries.geojson
519,Engineer Springs,engineer springs,data\hunt_boundaries.geojson
525,Grass Valley/Clark Canyon,grass valley clark canyon,data\hunt_boundaries.geojson
527,Bar J Ranch,bar j ranch,data\hunt_boundaries.geojson
545,Castle Valley Outdoors,castle valley outdoors,data\hunt_boundaries.geojson
559,Bally Watts,bally watts,data\hunt_boundaries.geojson
567,Durst Mountain,durst mountain,data\hunt_boundaries.geojson
569,Tunnel Hollow,tunnel hollow,data\hunt_boundaries.geojson
571,Woodruff Creek South,woodruff creek south,data\hunt_boundaries.geojson
572,Mountain Top,mountain top,data\hunt_boundaries.geojson
575,Bear Springs,bear springs,data\hunt_boundaries.geojson
577,Hardscrabble,hardscrabble,data\hunt_boundaries.geojson
579,Folly Ridge,folly ridge,data\hunt_boundaries.geojson
580,Jacob's Creek,jacobs creek,data\hunt_boundaries.geojson
581,Antelope Creek,antelope creek,data\hunt_boundaries.geojson
585,Skull Valley South,skull valley south,data\hunt_boundaries.geojson
597,Lazy H Ranch,lazy h ranch,data\hunt_boundaries.geojson
606,Deer Haven,deer haven,data\hunt_boundaries.geojson
733,Dilly Ranch,dilly ranch,data\hunt_boundaries.geojson
735,Indian Head,indian head,data\hunt_boundaries.geojson
736,Patmos Ridge,patmos ridge,data\hunt_boundaries.geojson
889,"Book Cliffs, Little Creek/South",book cliffs little creek south,data\hunt_boundaries.geojson
890,First Light,first light,data\hunt_boundaries.geojson
891,Sweetwater,sweetwater,data\hunt_boundaries.geojson
892,Big Piney Mountain Ranch,big piney mountain ranch,data\hunt_boundaries.geojson
893,"Southwest Desert, Burbank/Garrison",southwest desert burbank garrison,data\hunt_boundaries.geojson
894,"Southwest Desert, Desert Experimental Range",southwest desert desert experimental range,data\hunt_boundaries.geojson
895,Vernal-Ouray Valley,vernal ouray valley,data\hunt_boundaries.geojson
896,Escalante,escalante,data\hunt_boundaries.geojson
897,Oak City,oak city,data\hunt_boundaries.geojson
898,Central Region (fall turkey),central region fall turkey,data\hunt_boundaries.geojson
900,West Desert_StagingBoundary,west desert stagingboundary,data\hunt_boundaries.geojson
903,Shoshone Aborigonal Lands,shoshone aborigonal lands,data\hunt_boundaries.geojson
905,Faust Valley,faust valley,data\hunt_boundaries.geojson
909,"Vernal, Ashley Valley",vernal ashley valley,data\hunt_boundaries.geojson
910,"Fillmore, Fillmore City",fillmore fillmore city,data\hunt_boundaries.geojson
911,Northern Region (fall turkey),northern region fall turkey,data\hunt_boundaries.geojson
913,Northern Region (fall turkey),northern region fall turkey,data\hunt_boundaries.geojson
914,Northern Region (fall turkey),northern region fall turkey,data\hunt_boundaries.geojson
915,Northern Region (fall turkey),northern region fall turkey,data\hunt_boundaries.geojson
916,Northern Region (fall turkey),northern region fall turkey,data\hunt_boundaries.geojson
12,"Book Cliffs, Little Creek Roadless",book cliffs little creek roadless,data\hunt_boundaries.geojson
201,Heist,heist,data\hunt_boundaries.geojson
490,Sharp Mountain,sharp mountain,data\hunt_boundaries.geojson
492,North Peaks,north peaks,data\hunt_boundaries.geojson
504,Park Valley Hereford,park valley hereford,data\hunt_boundaries.geojson
509,The Rose of Snowville,the rose of snowville,data\hunt_boundaries.geojson
512,Dove Creek,dove creek,data\hunt_boundaries.geojson
516,Double Cone,double cone,data\hunt_boundaries.geojson
524,Weber Florence Creek,weber florence creek,data\hunt_boundaries.geojson
533,Mt Carmel,mt carmel,data\hunt_boundaries.geojson
555,Heaston East,heaston east,data\hunt_boundaries.geojson
556,Coyote Little Pole,coyote little pole,data\hunt_boundaries.geojson
557,Allen Ranch,allen ranch,data\hunt_boundaries.geojson
565,Middle Ridge,middle ridge,data\hunt_boundaries.geojson
568,Deseret,deseret,data\hunt_boundaries.geojson
574,Pisgah Mountain,pisgah mountain,data\hunt_boundaries.geojson
586,Wallsburg,wallsburg,data\hunt_boundaries.geojson
589,Junction Valley,junction valley,data\hunt_boundaries.geojson
603,Park Valley,park valley,data\hunt_boundaries.geojson
737,Plymouth Peak,plymouth peak,data\hunt_boundaries.geojson
807,East Zion,east zion,data\hunt_boundaries.geojson
826,Pahvant Ensign,pahvant ensign,data\hunt_boundaries.geojson
830,Cedar Springs,cedar springs,data\hunt_boundaries.geojson
856,Rosette,rosette,data\hunt_boundaries.geojson
874,West Ridge,west ridge,data\hunt_boundaries.geojson
875,Raft River,raft river,data\hunt_boundaries.geojson
878,5S Land and Livestock,5s land and livestock,data\hunt_boundaries.geojson
906,Salt Wells,salt wells,data\hunt_boundaries.geojson
907,Red Iron,red iron,data\hunt_boundaries.geojson
908,Dry Creek,dry creek,data\hunt_boundaries.geojson
912,Northern Region (fall turkey),northern region fall turkey,data\hunt_boundaries.geojson
918,Green River Flat,green river flat,data\hunt_boundaries.geojson
920,"Wasatch Mtns, Tabby Mtn",wasatch mtns tabby mtn,data\hunt_boundaries.geojson
921,"Wasatch Mtns, Rabbit Gulch",wasatch mtns rabbit gulch,data\hunt_boundaries.geojson
922,Kimberly,kimberly,data\hunt_boundaries.geojson
923,The Dirty Dozen,the dirty dozen,data\hunt_boundaries.geojson
924,Ogden (excludes Hyrum),ogden excludes hyrum,data\hunt_boundaries.geojson
925,Cedar/Stansbury,cedar stansbury,data\hunt_boundaries.geojson
926,"West Desert, Swasey",west desert swasey,data\hunt_boundaries.geojson
927,Oquirrh/Tintic,oquirrh tintic,data\hunt_boundaries.geojson
928,Little Rockies,little rockies,data\hunt_boundaries.geojson
929,"San Juan, Mancos Mesa",san juan mancos mesa,data\hunt_boundaries.geojson
930,Moab Valley,moab valley,data\hunt_boundaries.geojson
931,Uinta Basin Private Lands Any Bull Elk,uinta basin private lands any bull elk,data\hunt_boundaries.geojson
932,Castle Valley,castle valley,data\hunt_boundaries.geojson
933,"Escalante, East",escalante east,data\hunt_boundaries.geojson
934,"Escalante, West",escalante west,data\hunt_boundaries.geojson
9218,Uintah Basin Extended Archery Area,uintah basin extended archery area,data\hunt_boundaries.geojson
10002,"West Desert, Keg Mtn",west desert keg mtn,data\hunt_boundaries.geojson
10003,Mineral Mountain,mineral mountain,data\hunt_boundaries.geojson
18,"Box Elder, Hansel Mtn",box elder hansel mtn,data\hunt_boundaries.geojson
33,"Cache, Meadowville",cache meadowville,data\hunt_boundaries.geojson
51,Manti,manti,data\hunt_boundaries.geojson
69,Chalk Creek,chalk creek,data\hunt_boundaries.geojson
81,"Fillmore, Oak Creek South",fillmore oak creek south,data\hunt_boundaries.geojson
88,"Fillmore, Pahvant",fillmore pahvant,data\hunt_boundaries.geojson
94,Henry Mtns,henry mtns,data\hunt_boundaries.geojson
107,"Nebo, Moroni Hills",nebo moroni hills,data\hunt_boundaries.geojson
108,Dolores Triangle,dolores triangle,data\hunt_boundaries.geojson
117,Morgan-South Rich,morgan south rich,data\hunt_boundaries.geojson
129,"Nine Mile, Anthro-Myton Bench",nine mile anthro myton bench,data\hunt_boundaries.geojson
143,"North Slope, Summit/West Daggett",north slope summit west daggett,data\hunt_boundaries.geojson
163,Paunsaugunt,paunsaugunt,data\hunt_boundaries.geojson
175,Fishlake/Thousand Lakes,fishlake thousand lakes,data\hunt_boundaries.geojson
183,San Juan Bull Elk,san juan bull elk,data\hunt_boundaries.geojson
188,"San Juan, Montezuma Canyon",san juan montezuma canyon,data\hunt_boundaries.geojson
194,"San Rafael, North",san rafael north,data\hunt_boundaries.geojson
206,Diamond Mtn,diamond mtn,data\hunt_boundaries.geojson
222,Wasatch Mtns,wasatch mtns,data\hunt_boundaries.geojson
241,"West Desert, Deep Creek",west desert deep creek,data\hunt_boundaries.geojson
276,East Canyon,east canyon,data\hunt_boundaries.geojson
277,"Nine Mile, Range Creek",nine mile range creek,data\hunt_boundaries.geojson
301,"Book Cliffs, Floy Canyon",book cliffs floy canyon,data\hunt_boundaries.geojson
302,"Cache, North",cache north,data\hunt_boundaries.geojson
303,"Cache, South",cache south,data\hunt_boundaries.geojson
304,"Cache, Wellsville",cache wellsville,data\hunt_boundaries.geojson
455,Boulder/Kaiparowits,boulder kaiparowits,data\hunt_boundaries.geojson
609,Ogden,ogden,data\hunt_boundaries.geojson
611,Kamas,kamas,data\hunt_boundaries.geojson
613,Yellowstone,yellowstone,data\hunt_boundaries.geojson
614,Vernal/Bonanza,vernal bonanza,data\hunt_boundaries.geojson
617,La Sal Mtns,la sal mtns,data\hunt_boundaries.geojson
625,Southwest Desert,southwest desert,data\hunt_boundaries.geojson
629,Monroe,monroe,data\hunt_boundaries.geojson
630,Mt Dutton,mt dutton,data\hunt_boundaries.geojson
634,Panguitch Lake,panguitch lake,data\hunt_boundaries.geojson
635,Zion,zion,data\hunt_boundaries.geojson
636,Pine Valley,pine valley,data\hunt_boundaries.geojson
639,"Cache, East Rich",cache east rich,data\hunt_boundaries.geojson
672,"Beaver, West",beaver west,data\hunt_boundaries.geojson
685,"Beaver, East",beaver east,data\hunt_boundaries.geojson
742,"Wasatch Mtns, North",wasatch mtns north,data\hunt_boundaries.geojson
751,"San Rafael, South-Dirty Devil",san rafael south dirty devil,data\hunt_boundaries.geojson
867,"Box Elder, Grouse Creek",box elder grouse creek,data\hunt_boundaries.geojson
868,"Box Elder, Sawtooth",box elder sawtooth,data\hunt_boundaries.geojson
899,"Book Cliffs, Bitter Creek/East",book cliffs bitter creek east,data\hunt_boundaries.geojson
901,Nebo/San Pitch Mtns,nebo san pitch mtns,data\hunt_boundaries.geojson
902,Valley Mtns,valley mtns,data\hunt_boundaries.geojson
904,West Desert,west desert,data\hunt_boundaries.geojson
935,$50 Coyote Bounty,50 coyote bounty,data\hunt_boundaries.geojson
488,Whites Valley,whites valley,data\hunt_boundaries.geojson
496,Rattlesnake Pass,rattlesnake pass,data\hunt_boundaries.geojson
499,Washakie,washakie,data\hunt_boundaries.geojson
501,Pocatello Valley,pocatello valley,data\hunt_boundaries.geojson
511,West Hills,west hills,data\hunt_boundaries.geojson
514,Fort Ranch,fort ranch,data\hunt_boundaries.geojson
542,Preston Nutter Ranch,preston nutter ranch,data\hunt_boundaries.geojson
546,Spring Creek/Dodge,spring creek dodge,data\hunt_boundaries.geojson
547,Summit Point,summit point,data\hunt_boundaries.geojson
548,Redd Ranches,redd ranches,data\hunt_boundaries.geojson
602,Thatcher Mountain,thatcher mountain,data\hunt_boundaries.geojson
640,Cotton Thomas,cotton thomas,data\hunt_boundaries.geojson
808,Blackhawk,blackhawk,data\hunt_boundaries.geojson
919,Prohibition Springs,prohibition springs,data\hunt_boundaries.geojson
936,$100 Coyote Bounty,100 coyote bounty,data\hunt_boundaries.geojson
937,"Wasatch Mtns, Salt Lake-Timpanogos",wasatch mtns salt lake timpanogos,data\hunt_boundaries.geojson
938,"Manti, Ferron-Nelson Mtn",manti ferron nelson mtn,data\hunt_boundaries.geojson
939,"Ogden, North",ogden north,data\hunt_boundaries.geojson
940,"Parker Mtn, Plains",parker mtn plains,data\hunt_boundaries.geojson
941,"East Canyon, East",east canyon east,data\hunt_boundaries.geojson
942,Southern Region (fall turkey),southern region fall turkey,data\hunt_boundaries.geojson
943,Southern Region (fall turkey),southern region fall turkey,data\hunt_boundaries.geojson
944,Southern Region (fall turkey),southern region fall turkey,data\hunt_boundaries.geojson
945,Southern Region (fall turkey),southern region fall turkey,data\hunt_boundaries.geojson
946,Southeastern Region (fall turkey),southeastern region fall turkey,data\hunt_boundaries.geojson
947,Oquirrh,oquirrh,data\hunt_boundaries.geojson
948,House/Tintic,house tintic,data\hunt_boundaries.geojson
949,West Cache Extended Archery Area (Elk),west cache extended archery area elk,data\hunt_boundaries.geojson
950,Mt Dutton North,mt dutton north,data\hunt_boundaries.geojson
951,"Paunsaugunt, East Creek",paunsaugunt east creek,data\hunt_boundaries.geojson
952,"Manti, Ferron Lower Escarpment",manti ferron lower escarpment,data\hunt_boundaries.geojson
953,"Wasatch Mtns, Red Creek West",wasatch mtns red creek west,data\hunt_boundaries.geojson
954,"Wasatch Mtns, Wildcat/Timber Canyon",wasatch mtns wildcat timber canyon,data\hunt_boundaries.geojson
1,Antelope Island,antelope island,data\hunt-boundaries-lite.geojson
8,"Book Cliffs, East",book cliffs east,data\hunt-boundaries-lite.geojson
13,"Book Cliffs, Rattlesnake Canyon",book cliffs rattlesnake canyon,data\hunt-boundaries-lite.geojson
15,"Book Cliffs, South",book cliffs south,data\hunt-boundaries-lite.geojson
24,"Box Elder, Promontory",box elder promontory,data\hunt-boundaries-lite.geojson
26,"Box Elder, Raft River",box elder raft river,data\hunt-boundaries-lite.geojson
29,Cache,cache,data\hunt-boundaries-lite.geojson
41,"Cache, South",cache south,data\hunt-boundaries-lite.geojson
42,Central Mtns,central mtns,data\hunt-boundaries-lite.geojson
56,Nebo (excludes West Face),nebo excludes west face,data\hunt-boundaries-lite.geojson
57,Nebo-West Face,nebo west face,data\hunt-boundaries-lite.geojson
59,"Manti, Northwest",manti northwest,data\hunt-boundaries-lite.geojson
63,"Manti, Southeast",manti southeast,data\hunt-boundaries-lite.geojson
71,Chalk Creek/Kamas,chalk creek kamas,data\hunt-boundaries-lite.geojson
76,"East Canyon, Davis",east canyon davis,data\hunt-boundaries-lite.geojson
79,"East Canyon, Morgan-Summit",east canyon morgan summit,data\hunt-boundaries-lite.geojson
100,"Kaiparowits, West",kaiparowits west,data\hunt-boundaries-lite.geojson
140,"North Slope, Three Corners",north slope three corners,data\hunt-boundaries-lite.geojson
171,Plateau,plateau,data\hunt-boundaries-lite.geojson
185,"San Juan, Elk Ridge",san juan elk ridge,data\hunt-boundaries-lite.geojson
187,"San Juan, Lockhart",san juan lockhart,data\hunt-boundaries-lite.geojson
191,San Rafael,san rafael,data\hunt-boundaries-lite.geojson
193,"San Rafael, Dirty Devil",san rafael dirty devil,data\hunt-boundaries-lite.geojson
195,"San Rafael, South",san rafael south,data\hunt-boundaries-lite.geojson
226,"Wasatch Mtns, Cascade",wasatch mtns cascade,data\hunt-boundaries-lite.geojson
227,"Wasatch Mtns, Currant Creek",wasatch mtns currant creek,data\hunt-boundaries-lite.geojson
237,"Wasatch Mtns, Timpanogos A",wasatch mtns timpanogos a,data\hunt-boundaries-lite.geojson
243,"West Desert, Mtn Ranges",west desert mtn ranges,data\hunt-boundaries-lite.geojson
248,"West Desert, Vernon",west desert vernon,data\hunt-boundaries-lite.geojson
444,Diamond Mtn/Vernal/Bonanza,diamond mtn vernal bonanza,data\hunt-boundaries-lite.geojson
445,"Manti, Northeast",manti northeast,data\hunt-boundaries-lite.geojson
446,"Manti, Southwest",manti southwest,data\hunt-boundaries-lite.geojson
449,"Book Cliffs, Bitter Creek/South",book cliffs bitter creek south,data\hunt-boundaries-lite.geojson
607,Box Elder,box elder,data\hunt-boundaries-lite.geojson
610,Chalk Creek/East Canyon/Morgan-South Rich,chalk creek east canyon morgan south rich,data\hunt-boundaries-lite.geojson
612,North Slope,north slope,data\hunt-boundaries-lite.geojson
615,Nine Mile,nine mile,data\hunt-boundaries-lite.geojson
616,Nebo,nebo,data\hunt-boundaries-lite.geojson
618,"San Juan, Abajo Mtns",san juan abajo mtns,data\hunt-boundaries-lite.geojson
620,"Wasatch Mtns, West",wasatch mtns west,data\hunt-boundaries-lite.geojson
621,"Wasatch Mtns, East",wasatch mtns east,data\hunt-boundaries-lite.geojson
623,"West Desert, West",west desert west,data\hunt-boundaries-lite.geojson
628,Beaver,beaver,data\hunt-boundaries-lite.geojson
632,Thousand Lakes,thousand lakes,data\hunt-boundaries-lite.geojson
633,Fishlake,fishlake,data\hunt-boundaries-lite.geojson
638,"Book Cliffs, Wild Horse Bench",book cliffs wild horse bench,data\hunt-boundaries-lite.geojson
668,"Fillmore, Oak Creek (cougar)",fillmore oak creek cougar,data\hunt-boundaries-lite.geojson
684,La Sal,la sal,data\hunt-boundaries-lite.geojson
688,"La Sal, Potash/South Cisco",la sal potash south cisco,data\hunt-boundaries-lite.geojson
32767,Youth Multiseason Elk,youth multiseason elk,data\hunt-boundaries-lite.geojson
7,Book Cliffs,book cliffs,data\hunt-boundaries-lite.geojson
9,"Book Cliffs, Bitter Creek-McCook Ridge",book cliffs bitter creek mccook ridge,data\hunt-boundaries-lite.geojson
20,"Box Elder, Newfoundland Mtn",box elder newfoundland mtn,data\hunt-boundaries-lite.geojson
28,"Box Elder, West Bear River",box elder west bear river,data\hunt-boundaries-lite.geojson
32,"Cache, Crawford Mtn",cache crawford mtn,data\hunt-boundaries-lite.geojson
97,Kaiparowits,kaiparowits,data\hunt-boundaries-lite.geojson
98,"Kaiparowits, East",kaiparowits east,data\hunt-boundaries-lite.geojson
99,"Kaiparowits, Escalante",kaiparowits escalante,data\hunt-boundaries-lite.geojson
145,High Uintas Central,high uintas central,data\hunt-boundaries-lite.geojson
146,High Uintas East,high uintas east,data\hunt-boundaries-lite.geojson
147,High Uintas Leidy Peak,high uintas leidy peak,data\hunt-boundaries-lite.geojson
148,High Uintas West,high uintas west,data\hunt-boundaries-lite.geojson
157,"Ogden, Willard Peak",ogden willard peak,data\hunt-boundaries-lite.geojson
186,"San Juan, Hatch Point",san juan hatch point,data\hunt-boundaries-lite.geojson
225,"Wasatch Mtns, Box Elder Peak",wasatch mtns box elder peak,data\hunt-boundaries-lite.geojson
231,"Wasatch Mtns, Lone Peak",wasatch mtns lone peak,data\hunt-boundaries-lite.geojson
233,"Wasatch Mtns, Provo Peak",wasatch mtns provo peak,data\hunt-boundaries-lite.geojson
244,"West Desert, Riverbed",west desert riverbed,data\hunt-boundaries-lite.geojson
246,"West Desert, Snake Valley",west desert snake valley,data\hunt-boundaries-lite.geojson
287,"North Slope, Three Corners-Bare Top",north slope three corners bare top,data\hunt-boundaries-lite.geojson
