hunt_code,hunt_line,parsed_unit,parsed_unit_norm,source_pdf,pdf_page
EA1161,Hunt: EA1161 Cwmu Antlerless Elk - Scofield Canyons - Any Legal Weapon,Cwmu Antlerless Elk - Scofield Canyons,cwmu antlerless elk scofield canyons,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,118
EA1162,Hunt: EA1162 Cwmu Antlerless Elk - Scofield East - Any Legal Weapon,Cwmu Antlerless Elk - Scofield East,cwmu antlerless elk scofield east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,119
EA1163,Hunt: EA1163 Cwmu Antlerless Elk - Scofield West - Any Legal Weapon,Cwmu Antlerless Elk - Scofield West,cwmu antlerless elk scofield west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,120
EA1164,Hunt: EA1164 Cwmu Antlerless Elk - Sj Ranch - Any Legal Weapon,Cwmu Antlerless Elk - Sj Ranch,cwmu antlerless elk sj ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,121
EA1165,Hunt: EA1165 Cwmu Antlerless Elk - Skull Crack - Any Legal Weapon,Cwmu Antlerless Elk - Skull Crack,cwmu antlerless elk skull crack,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,122
EA1166,Hunt: EA1166 Cwmu Antlerless Elk - Soldier Summit - Any Legal Weapon,Cwmu Antlerless Elk - Soldier Summit,cwmu antlerless elk soldier summit,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,123
EA1167,Hunt: EA1167 Cwmu Antlerless Elk - South Canyon - Any Legal Weapon,Cwmu Antlerless Elk - South Canyon,cwmu antlerless elk south canyon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,124
EA1168,Hunt: EA1168 Cwmu Antlerless Elk - Spring Creek/dodge - Any Legal Weapon,Cwmu Antlerless Elk - Spring Creek/dodge,cwmu antlerless elk spring creek dodge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,125
EA1170,Hunt: EA1170 Cwmu Antlerless Elk - Strawberry Ridge - Any Legal Weapon,Cwmu Antlerless Elk - Strawberry Ridge,cwmu antlerless elk strawberry ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,126
EA1172,Hunt: EA1172 Cwmu Antlerless Elk - Three C - Any Legal Weapon,Cwmu Antlerless Elk - Three C,cwmu antlerless elk three c,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,127
EA1174,Hunt: EA1174 Cwmu Antlerless Elk - Two Bear - Any Legal Weapon,Cwmu Antlerless Elk - Two Bear,cwmu antlerless elk two bear,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,128
EA1175,Hunt: EA1175 Cwmu Antlerless Elk - Wallsburg - Any Legal Weapon,Cwmu Antlerless Elk - Wallsburg,cwmu antlerless elk wallsburg,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,129
EA1176,Hunt: EA1176 Cwmu Antlerless Elk - Weber Florence Creek - Any Legal Weapon,Cwmu Antlerless Elk - Weber Florence Creek,cwmu antlerless elk weber florence creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,130
EA1177,Hunt: EA1177 Cwmu Antlerless Elk - Woodruff Creek South - Any Legal Weapon,Cwmu Antlerless Elk - Woodruff Creek South,cwmu antlerless elk woodruff creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,131
EA1184,"Hunt: EA1184 Antlerless Elk - Beaver, North - Any Legal Weapon","Beaver, North",beaver north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,132
EA1185,"Hunt: EA1185 Antlerless Elk - Central Mtns, Ferron Canyon Southeast - Any Legal Weapon","Central Mtns, Ferron Canyon Southeast",central mtns ferron canyon southeast,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,133
EA1186,Hunt: EA1186 Antlerless Elk - Mt Dutton/plateau - Any Legal Weapon,Mt Dutton/plateau,mt dutton plateau,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,134
EA1187,"Hunt: EA1187 Antlerless Elk - Paunsaugunt, Hatch Bench - Any Legal Weapon","Paunsaugunt, Hatch Bench",paunsaugunt hatch bench,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,135
EA1189,"Hunt: EA1189 Antlerless Elk - Wasatch Mtns, West-central - Muzzleloader","Wasatch Mtns, West-central",wasatch mtns west central,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,136
EA1190,"Hunt: EA1190 Antlerless Elk - Beaver, North - Any Legal Weapon","Beaver, North",beaver north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,137
EA1191,"Hunt: EA1191 Antlerless Elk - Beaver, North - Any Legal Weapon","Beaver, North",beaver north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,138
EA1192,Hunt: EA1192 Cwmu Antlerless Elk - Pahvant Ensign - Any Legal Weapon,Cwmu Antlerless Elk - Pahvant Ensign,cwmu antlerless elk pahvant ensign,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,139
EA1193,"Hunt: EA1193 Antlerless Elk - Cache, Rich - Any Legal Weapon","Cache, Rich",cache rich,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,140
EA1194,"Hunt: EA1194 Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon","Cache, Richmond Hyde Park",cache richmond hyde park,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,141
EA1196,"Hunt: EA1196 Antlerless Elk - North Slope, Summit - Any Legal Weapon","North Slope, Summit",north slope summit,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,142
EA1197,"Hunt: EA1197 Antlerless Elk - San Juan, Elk Ridge - Any Legal Weapon","San Juan, Elk Ridge",san juan elk ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,143
EA1198,Hunt: EA1198 Cwmu Antlerless Elk - Bear Springs - Any Legal Weapon,Cwmu Antlerless Elk - Bear Springs,cwmu antlerless elk bear springs,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,144
EA1200,Hunt: EA1200 Cwmu Antlerless Elk - Double R Ranch - Any Legal Weapon,Cwmu Antlerless Elk - Double R Ranch,cwmu antlerless elk double r ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,145
EA1201,Hunt: EA1201 Cwmu Antlerless Elk - Mountain Sky Ranch - Any Legal Weapon,Cwmu Antlerless Elk - Mountain Sky Ranch,cwmu antlerless elk mountain sky ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,146
EA1203,"Hunt: EA1203 Antlerless Elk - Box Elder, Pilot Mtn - Any Legal Weapon","Box Elder, Pilot Mtn",box elder pilot mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,147
EA1204,"Hunt: EA1204 Antlerless Elk - Box Elder, Pilot Mtn - Any Legal Weapon","Box Elder, Pilot Mtn",box elder pilot mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,148
EA1206,"Hunt: EA1206 Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon","Cache, Richmond Hyde Park",cache richmond hyde park,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,149
EA1207,"Hunt: EA1207 Antlerless Elk - Central Mtns, Moroni Hills - Any Legal Weapon","Central Mtns, Moroni Hills",central mtns moroni hills,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,150
EA1208,"Hunt: EA1208 Antlerless Elk - Central Mtns, Nebo - Any Legal Weapon","Central Mtns, Nebo",central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,151
EA1209,"Hunt: EA1209 Antlerless Elk - Fillmore, Oak Creek Le - Any Legal Weapon","Fillmore, Oak Creek Le",fillmore oak creek le,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,152
EA1211,Hunt: EA1211 Antlerless Elk - Southwest Desert - Any Legal Weapon,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,153
EA1212,Hunt: EA1212 Antlerless Elk - Southwest Desert - Any Legal Weapon,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,154
EA1213,Hunt: EA1213 Antlerless Elk - Southwest Desert - Any Legal Weapon,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,155
EA1214,"Hunt: EA1214 Antlerless Elk - Southwest Desert, Northwest Part - Any Legal Weapon","Southwest Desert, Northwest Part",southwest desert northwest part,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,156
EA1215,"Hunt: EA1215 Antlerless Elk - Southwest Desert, Northwest Part - Any Legal Weapon","Southwest Desert, Northwest Part",southwest desert northwest part,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,157
EA1216,"Hunt: EA1216 Antlerless Elk - Southwest Desert, Northwest Part - Any Legal Weapon","Southwest Desert, Northwest Part",southwest desert northwest part,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,158
EA1217,"Hunt: EA1217 Antlerless Elk - Wasatch Mtns, Avintaquin - Any Legal Weapon","Wasatch Mtns, Avintaquin",wasatch mtns avintaquin,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,159
EA1218,"Hunt: EA1218 Antlerless Elk - West Desert, Tintic - Any Legal Weapon","West Desert, Tintic",west desert tintic,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,160
EA1219,"Hunt: EA1219 Antlerless Elk - Beaver, North - Any Legal Weapon","Beaver, North",beaver north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,161
PD1000,"Hunt: PD1000 Two Doe Pronghorn - Box Elder, Snowville - Any Legal Weapon","Two Doe Pronghorn - Box Elder, Snowville",two doe pronghorn box elder snowville,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,1
PD1001,Hunt: PD1001 Doe Pronghorn - Cache/morgan - South Rich/ogden - Any Legal Weapon,Cache/morgan - South Rich/ogden,cache morgan south rich ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,2
PD1002,Hunt: PD1002 Doe Pronghorn - Cache/morgan - South Rich/ogden - Any Legal Weapon,Cache/morgan - South Rich/ogden,cache morgan south rich ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,3
PD1003,Hunt: PD1003 Doe Pronghorn - Cache/morgan - South Rich/ogden - Any Legal Weapon,Cache/morgan - South Rich/ogden,cache morgan south rich ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,4
PD1006,"Hunt: PD1006 Doe Pronghorn - Plateau, Parker Mtn - Any Legal Weapon","Plateau, Parker Mtn",plateau parker mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,5
PD1007,"Hunt: PD1007 Doe Pronghorn - San Rafael, North-cleveland - Any Legal Weapon","San Rafael, North-cleveland",san rafael north cleveland,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,6
PD1008,"Hunt: PD1008 Doe Pronghorn - Southwest Desert, Milford Flat - Any Legal Weapon","Southwest Desert, Milford Flat",southwest desert milford flat,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,7
PD1009,"Hunt: PD1009 Doe Pronghorn - Southwest Desert, Milford Flat - Any Legal Weapon","Southwest Desert, Milford Flat",southwest desert milford flat,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,8
PD1011,Hunt: PD1011 Cwmu Doe Pronghorn - Deseret - Any Legal Weapon,Cwmu Doe Pronghorn - Deseret,cwmu doe pronghorn deseret,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,9
PD1012,"Hunt: PD1012 Doe Pronghorn - Box Elder, Promontory - Any Legal Weapon","Box Elder, Promontory",box elder promontory,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,10
PD1014,Hunt: PD1014 Cwmu Doe Pronghorn - Rlf Deep Creek - Any Legal Weapon,Cwmu Doe Pronghorn - Rlf Deep Creek,cwmu doe pronghorn rlf deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,11
PD1015,Hunt: PD1015 Cwmu Doe Pronghorn - Sj Ranch - Any Legal Weapon,Cwmu Doe Pronghorn - Sj Ranch,cwmu doe pronghorn sj ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,12
PD1016,Hunt: PD1016 Cwmu Doe Pronghorn - Zane - Any Legal Weapon,Cwmu Doe Pronghorn - Zane,cwmu doe pronghorn zane,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,13
PD1017,"Hunt: PD1017 Doe Pronghorn - Box Elder, West - Any Legal Weapon","Box Elder, West",box elder west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,14
PD1018,Hunt: PD1018 Doe Pronghorn - Mt Dutton/paunsaugunt - Any Legal Weapon,Mt Dutton/paunsaugunt,mt dutton paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,15
PD1019,"Hunt: PD1019 Doe Pronghorn - Plateau, Parker Mtn - Any Legal Weapon","Plateau, Parker Mtn",plateau parker mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,16
PD1020,"Hunt: PD1020 Doe Pronghorn - Plateau, Parker Mtn - Any Legal Weapon","Plateau, Parker Mtn",plateau parker mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,17
PD1022,Hunt: PD1022 Cwmu Doe Pronghorn - Tl Bar Ranch - Any Legal Weapon,Cwmu Doe Pronghorn - Tl Bar Ranch,cwmu doe pronghorn tl bar ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,18
PD1024,Hunt: PD1024 Cwmu Doe Pronghorn - Snowville Flat - Any Legal Weapon,Cwmu Doe Pronghorn - Snowville Flat,cwmu doe pronghorn snowville flat,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,19
PD1025,Hunt: PD1025 Cwmu Doe Pronghorn - Cottonwood Ridge - Any Legal Weapon,Cwmu Doe Pronghorn - Cottonwood Ridge,cwmu doe pronghorn cottonwood ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,20
PD1026,Hunt: PD1026 Cwmu Doe Pronghorn - Pahvant Ensign - Any Legal Weapon,Cwmu Doe Pronghorn - Pahvant Ensign,cwmu doe pronghorn pahvant ensign,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,21
PD1027,"Hunt: PD1027 Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon","Fillmore, Oak Creek South",fillmore oak creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,22
PD1028,"Hunt: PD1028 Two Doe Pronghorn - San Rafael, North - Mounds Reef - Any Legal Weapon","Two Doe Pronghorn - San Rafael, North - Mounds Reef",two doe pronghorn san rafael north mounds reef,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,23
PD1029,"Hunt: PD1029 Two Doe Pronghorn - San Rafael, North - Mounds Reef - Any Legal Weapon","Two Doe Pronghorn - San Rafael, North - Mounds Reef",two doe pronghorn san rafael north mounds reef,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,24
PD1030,"Hunt: PD1030 Doe Pronghorn - San Rafael, North-cleveland - Any Legal Weapon","San Rafael, North-cleveland",san rafael north cleveland,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,25
PD1031,Hunt: PD1031 Cwmu Two Doe Pronghorn - Westlake - Any Legal Weapon,Cwmu Two Doe Pronghorn - Westlake,cwmu two doe pronghorn westlake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,26
PD1032,Hunt: PD1032 Cwmu Doe Pronghorn - Antelope Creek - Any Legal Weapon,Cwmu Doe Pronghorn - Antelope Creek,cwmu doe pronghorn antelope creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,27
PD1033,"Hunt: PD1033 Doe Pronghorn - Central Mtns, Poison Springs Bench - Any Legal Weapon","Central Mtns, Poison Springs Bench",central mtns poison springs bench,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,28
PD1034,"Hunt: PD1034 Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon","Fillmore, Oak Creek South",fillmore oak creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,29
PD1035,"Hunt: PD1035 Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon","Fillmore, Oak Creek South",fillmore oak creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,30
PD1036,Hunt: PD1036 Doe Pronghorn - Beaver - Any Legal Weapon,Beaver,beaver,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,31
PD1037,"Hunt: PD1037 Doe Pronghorn - North Slope, Three Corners - Any Legal Weapon","North Slope, Three Corners",north slope three corners,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,32
PD1038,"Hunt: PD1038 Doe Pronghorn - North Slope, West Daggett - Any Legal Weapon","North Slope, West Daggett",north slope west daggett,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,33
PD1039,"Hunt: PD1039 Doe Pronghorn - Panguitch Lake/zion, North - Any Legal Weapon","Panguitch Lake/zion, North",panguitch lake zion north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,34
PD1040,"Hunt: PD1040 Doe Pronghorn - South Slope, Bonanza/diamond Mtn - Any Legal Weapon","South Slope, Bonanza/diamond Mtn",south slope bonanza diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,35
EB1007,Hunt: EB1007 Youth Any Bull Elk - Youth General Any Bull Elk - Any Legal Weapon Page 194,Youth Any Bull Elk - Youth General Any Bull Elk,youth any bull elk youth general any bull elk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH BULL ELK ELK DRAW RESULTS.pdf,1
DB1769,Hunt: DB1769 Beaver - Any Legal Weapon,Beaver,beaver,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,1
DB1771,Hunt: DB1771 Cache - Any Legal Weapon,Cache,cache,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,2
DB1772,"Hunt: DB1772 Central Mtns, Manti/san Rafael - Any Legal Weapon","Central Mtns, Manti/san Rafael",central mtns manti san rafael,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,3
DB1773,"Hunt: DB1773 Central Mtns, Nebo - Any Legal Weapon","Central Mtns, Nebo",central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,4
