hunt_code,hunt_line,parsed_unit,parsed_unit_norm,source_pdf,pdf_page
DB1774,Hunt: DB1774 Chalk Creek/east Canyon/morgan-south Rich - Any Legal Weapon,Chalk Creek/east Canyon/morgan-south Rich,chalk creek east canyon morgan south rich,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,5
DB1775,Hunt: DB1775 Fillmore - Any Legal Weapon,Fillmore,fillmore,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,6
DB1779,Hunt: DB1779 Monroe - Any Legal Weapon,Monroe,monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,7
DB1780,Hunt: DB1780 Mt Dutton - Any Legal Weapon,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,8
DB1781,Hunt: DB1781 Nine Mile - Any Legal Weapon,Nine Mile,nine mile,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,9
DB1784,Hunt: DB1784 Oquirrh-stansbury - Any Legal Weapon,Oquirrh-stansbury,oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,10
DB1786,Hunt: DB1786 Pine Valley - Any Legal Weapon,Pine Valley,pine valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,11
DB1787,"Hunt: DB1787 Plateau, Boulder/kaiparowits - Any Legal Weapon","Plateau, Boulder/kaiparowits",plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,12
DB1788,"Hunt: DB1788 Plateau, Fishlake - Any Legal Weapon","Plateau, Fishlake",plateau fishlake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,13
DB1789,"Hunt: DB1789 Plateau, Thousand Lakes - Any Legal Weapon","Plateau, Thousand Lakes",plateau thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,14
DB1791,"Hunt: DB1791 South Slope, Bonanza/vernal - Any Legal Weapon","South Slope, Bonanza/vernal",south slope bonanza vernal,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,15
DB1792,"Hunt: DB1792 South Slope, Yellowstone - Any Legal Weapon","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,16
DB1793,Hunt: DB1793 Southwest Desert - Any Legal Weapon,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,17
DB1794,"Hunt: DB1794 Wasatch Mtns, East - Any Legal Weapon","Wasatch Mtns, East",wasatch mtns east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,18
DB1795,"Hunt: DB1795 Wasatch Mtns, West - Any Legal Weapon","Wasatch Mtns, West",wasatch mtns west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,19
DB1796,"Hunt: DB1796 West Desert, Tintic - Any Legal Weapon","West Desert, Tintic",west desert tintic,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,20
DB1797,"Hunt: DB1797 West Desert, West - Any Legal Weapon","West Desert, West",west desert west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,21
DB1798,Hunt: DB1798 Zion - Any Legal Weapon,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,22
DB1500,Hunt: DB1500 Beaver - Archery,Beaver,beaver,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,1
DB1501,Hunt: DB1501 Box Elder - Archery,Box Elder,box elder,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,2
DB1502,Hunt: DB1502 Cache - Archery,Cache,cache,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,3
DB1503,"Hunt: DB1503 Central Mtns, Manti/san Rafael - Archery","Central Mtns, Manti/san Rafael",central mtns manti san rafael,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,4
DB1504,"Hunt: DB1504 Central Mtns, Nebo - Archery","Central Mtns, Nebo",central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,5
DB1505,Hunt: DB1505 Chalk Creek/east Canyon/morgan-south Rich - Archery,Chalk Creek/east Canyon/morgan-south Rich,chalk creek east canyon morgan south rich,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,6
DB1506,Hunt: DB1506 Fillmore - Archery,Fillmore,fillmore,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,7
DB1508,Hunt: DB1508 Kamas - Archery,Kamas,kamas,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,8
DB1509,"Hunt: DB1509 La Sal, La Sal Mtns - Archery","La Sal, La Sal Mtns",la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,9
DB1510,Hunt: DB1510 Monroe - Archery,Monroe,monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,10
DB1511,Hunt: DB1511 Mt Dutton - Archery,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,11
DB1512,Hunt: DB1512 Nine Mile - Archery,Nine Mile,nine mile,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,12
DB1513,Hunt: DB1513 North Slope - Archery,North Slope,north slope,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,13
DB1514,Hunt: DB1514 Ogden - Archery,Ogden,ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,14
DB1515,Hunt: DB1515 Oquirrh-stansbury - Archery,Oquirrh-stansbury,oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,15
DB1516,Hunt: DB1516 Panguitch Lake - Archery,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,16
DB1517,Hunt: DB1517 Pine Valley - Archery,Pine Valley,pine valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,17
DB1518,"Hunt: DB1518 Plateau, Boulder/kaiparowits - Archery","Plateau, Boulder/kaiparowits",plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,18
DB1519,"Hunt: DB1519 Plateau, Fishlake - Archery","Plateau, Fishlake",plateau fishlake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,19
DB1520,"Hunt: DB1520 Plateau, Thousand Lakes - Archery","Plateau, Thousand Lakes",plateau thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,20
DB1521,"Hunt: DB1521 San Juan, Abajo Mtns - Archery","San Juan, Abajo Mtns",san juan abajo mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,21
DB1522,"Hunt: DB1522 South Slope, Bonanza/vernal - Archery","South Slope, Bonanza/vernal",south slope bonanza vernal,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,22
DB1523,"Hunt: DB1523 South Slope, Yellowstone - Archery","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,23
DB1524,Hunt: DB1524 Southwest Desert - Archery,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,24
DB1525,"Hunt: DB1525 Wasatch Mtns, East - Archery","Wasatch Mtns, East",wasatch mtns east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,25
DB1526,"Hunt: DB1526 Wasatch Mtns, West - Archery","Wasatch Mtns, West",wasatch mtns west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,26
DB1527,"Hunt: DB1527 West Desert, Tintic - Archery","West Desert, Tintic",west desert tintic,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,27
DB1529,Hunt: DB1529 Zion - Archery,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,28
DB1530,Hunt: DB1530 Beaver - Any Legal Weapon,Beaver,beaver,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,29
DB1531,Hunt: DB1531 Box Elder - Any Legal Weapon,Box Elder,box elder,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,30
DB1532,Hunt: DB1532 Cache - Any Legal Weapon,Cache,cache,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,31
DB1533,"Hunt: DB1533 Central Mtns, Manti/san Rafael - Any Legal Weapon","Central Mtns, Manti/san Rafael",central mtns manti san rafael,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,32
DB1534,"Hunt: DB1534 Central Mtns, Nebo - Any Legal Weapon","Central Mtns, Nebo",central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,33
DB1535,Hunt: DB1535 Chalk Creek/east Canyon/morgan-south Rich - Any Legal Weapon,Chalk Creek/east Canyon/morgan-south Rich,chalk creek east canyon morgan south rich,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,34
DB1536,Hunt: DB1536 Fillmore - Any Legal Weapon,Fillmore,fillmore,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,35
DB1538,Hunt: DB1538 Kamas - Any Legal Weapon,Kamas,kamas,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,36
DB1539,"Hunt: DB1539 La Sal, La Sal Mtns - Any Legal Weapon","La Sal, La Sal Mtns",la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,37
DB1540,Hunt: DB1540 Monroe - Any Legal Weapon,Monroe,monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,38
DB1541,Hunt: DB1541 Mt Dutton - Any Legal Weapon,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,39
DB1542,Hunt: DB1542 Nine Mile - Any Legal Weapon,Nine Mile,nine mile,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,40
DB1543,Hunt: DB1543 North Slope - Any Legal Weapon,North Slope,north slope,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,41
DB1544,Hunt: DB1544 Ogden - Any Legal Weapon,Ogden,ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,42
DB1545,Hunt: DB1545 Oquirrh-stansbury - Any Legal Weapon,Oquirrh-stansbury,oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,43
DB1546,Hunt: DB1546 Panguitch Lake - Any Legal Weapon,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,44
DB1547,Hunt: DB1547 Pine Valley - Any Legal Weapon,Pine Valley,pine valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,45
DB1548,"Hunt: DB1548 Plateau, Boulder/kaiparowits - Any Legal Weapon","Plateau, Boulder/kaiparowits",plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,46
DB1549,"Hunt: DB1549 Plateau, Fishlake - Any Legal Weapon","Plateau, Fishlake",plateau fishlake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,47
DB1550,"Hunt: DB1550 Plateau, Thousand Lakes - Any Legal Weapon","Plateau, Thousand Lakes",plateau thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,48
DB1551,"Hunt: DB1551 San Juan, Abajo Mtns - Any Legal Weapon","San Juan, Abajo Mtns",san juan abajo mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,49
DB1552,"Hunt: DB1552 South Slope, Bonanza/vernal - Any Legal Weapon","South Slope, Bonanza/vernal",south slope bonanza vernal,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,50
DB1553,"Hunt: DB1553 South Slope, Yellowstone - Any Legal Weapon","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,51
DB1554,Hunt: DB1554 Southwest Desert - Any Legal Weapon,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,52
DB1555,"Hunt: DB1555 Wasatch Mtns, East - Any Legal Weapon","Wasatch Mtns, East",wasatch mtns east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,53
DB1556,"Hunt: DB1556 Wasatch Mtns, West - Any Legal Weapon","Wasatch Mtns, West",wasatch mtns west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,54
DB1557,"Hunt: DB1557 West Desert, Tintic - Any Legal Weapon","West Desert, Tintic",west desert tintic,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,55
DB1558,"Hunt: DB1558 West Desert, West - Any Legal Weapon","West Desert, West",west desert west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,56
DB1559,Hunt: DB1559 Zion - Any Legal Weapon,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,57
DB1560,Hunt: DB1560 Beaver - Muzzleloader,Beaver,beaver,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,58
DB1561,Hunt: DB1561 Box Elder - Muzzleloader,Box Elder,box elder,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,59
DB1562,Hunt: DB1562 Cache - Muzzleloader,Cache,cache,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,60
DB1563,"Hunt: DB1563 Central Mtns, Manti/san Rafael - Muzzleloader","Central Mtns, Manti/san Rafael",central mtns manti san rafael,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,61
DB1564,"Hunt: DB1564 Central Mtns, Nebo - Muzzleloader","Central Mtns, Nebo",central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,62
DB1565,Hunt: DB1565 Chalk Creek/east Canyon/morgan-south Rich - Muzzleloader,Chalk Creek/east Canyon/morgan-south Rich,chalk creek east canyon morgan south rich,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,63
DB1566,Hunt: DB1566 Fillmore - Muzzleloader,Fillmore,fillmore,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,64
DB1568,Hunt: DB1568 Kamas - Muzzleloader,Kamas,kamas,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,65
DB1569,"Hunt: DB1569 La Sal, La Sal Mtns - Muzzleloader","La Sal, La Sal Mtns",la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,66
DB1570,Hunt: DB1570 Monroe - Muzzleloader,Monroe,monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,67
DB1571,Hunt: DB1571 Mt Dutton - Muzzleloader,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,68
DB1572,Hunt: DB1572 Nine Mile - Muzzleloader,Nine Mile,nine mile,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,69
DB1573,Hunt: DB1573 North Slope - Muzzleloader,North Slope,north slope,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,70
DB1574,Hunt: DB1574 Ogden - Muzzleloader,Ogden,ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,71
DB1575,Hunt: DB1575 Oquirrh-stansbury - Muzzleloader,Oquirrh-stansbury,oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,72
DB1576,Hunt: DB1576 Panguitch Lake - Muzzleloader,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,73
DB1577,Hunt: DB1577 Pine Valley - Muzzleloader,Pine Valley,pine valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,74
DB1578,"Hunt: DB1578 Plateau, Boulder/kaiparowits - Muzzleloader","Plateau, Boulder/kaiparowits",plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,75
DB1579,"Hunt: DB1579 Plateau, Fishlake - Muzzleloader","Plateau, Fishlake",plateau fishlake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,76
DB1580,"Hunt: DB1580 Plateau, Thousand Lakes - Muzzleloader","Plateau, Thousand Lakes",plateau thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,77
DB1581,"Hunt: DB1581 San Juan, Abajo Mtns - Muzzleloader","San Juan, Abajo Mtns",san juan abajo mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,78
DB1582,"Hunt: DB1582 South Slope, Bonanza/vernal - Muzzleloader","South Slope, Bonanza/vernal",south slope bonanza vernal,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,79
DB1583,"Hunt: DB1583 South Slope, Yellowstone - Muzzleloader","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,80
DB1584,Hunt: DB1584 Southwest Desert - Muzzleloader,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,81
DB1585,"Hunt: DB1585 Wasatch Mtns, East - Muzzleloader","Wasatch Mtns, East",wasatch mtns east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,82
DB1586,"Hunt: DB1586 Wasatch Mtns, West - Muzzleloader","Wasatch Mtns, West",wasatch mtns west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,83
DB1587,"Hunt: DB1587 West Desert, Tintic - Muzzleloader","West Desert, Tintic",west desert tintic,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,84
DB1588,"Hunt: DB1588 West Desert, West - Muzzleloader","West Desert, West",west desert west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,85
DB1589,Hunt: DB1589 Zion - Muzzleloader,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,86
