hunt_code,hunt_name,species,sex_type,hunt_type_raw,weapon,season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,status,source_file
EA1244,Yellowstone,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1245,Yellowstone,Elk,Antlerless,General Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1250,"North Slope, West Daggett",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,27,3,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA1251,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Aug 13 2026,11,1,12,1,matched,dwr_huntboundary_elk_antlerless.json
EA1254,Pine Valley,Elk,Antlerless,General Season,Any Legal Weapon,Nov 11 2026 - Jan 11 2027,27,3,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA1256,Little Pole Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,1,matched,dwr_huntboundary_elk_antlerless.json
EA1257,Tunnel Hollow CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1258,La Sal (Expo),Elk,Antlerless,General Season,Any Legal Weapon,"Oct 3 - Oct 15, 2026",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA1260,West Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1261,Blackhawk CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,35,0,35,1,matched,dwr_huntboundary_elk_antlerless.json
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,Antlerless,General Season,Any Legal Weapon,Jan 16 2027 - Jan 24 2027,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Dec 19 2026 - Dec 27 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1266,"Box Elder, Hansel Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,27,3,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA1267,Cache,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA1268,"North Slope, Summit",Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA1269,Ogden (Excludes Hyrum),Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,270,30,300,1,matched,dwr_huntboundary_elk_antlerless.json
EA1270,Fishlake (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 21 - Dec 30, 2026",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA1271,Manti (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 19, 2026 - Dec 31, 2026",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA1272,"East Canyon, East",Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Jan 31 2027,135,15,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA1273,"North Slope, Three Corners",Elk,Antlerless,General Season,Any Legal Weapon,Dec 19 2026 - Jan 03 2027,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1274,"North Slope, Three Corners",Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 04 2026,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,40,5,45,1,matched,dwr_huntboundary_elk_antlerless.json
EA1277,"North Slope, Three Corners",Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1281,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,Any Legal Weapon,Dec 20 2025 - Jan 11 2026,67,8,75,1,matched,dwr_huntboundary_elk_antlerless.json
EA1283,Panguitch Lake,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Aug 30 2026,31,4,35,1,matched,dwr_huntboundary_elk_antlerless.json
EA1284,Panguitch Lake,Elk,Antlerless,General Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,49,6,55,1,matched,dwr_huntboundary_elk_antlerless.json
EA1284,Panguitch Lake,Elk,Antlerless,General Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,49,6,55,1,matched,dwr_huntboundary_elk_antlerless.json
EA1285,Panguitch Lake,Elk,Antlerless,General Season,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1286,Monroe,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,46,4,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1288,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General-Season,Any Legal Weapon,Sept 16 2026 - Nov 13 2026,36,4,40,1,matched,dwr_huntboundary_elk_antlerless.json
EA1289,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General-Season,Any Legal Weapon,Nov 14 2026 - Dec 21 2026,36,4,40,1,matched,dwr_huntboundary_elk_antlerless.json
EA1290,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General-Season,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,36,4,40,1,matched,dwr_huntboundary_elk_antlerless.json
EA1291,"Mt Dutton, North",Elk,Antlerless,General-Season,Any Legal Weapon,Nov 21 2026 - Dec 06 2026,72,8,80,1,matched,dwr_huntboundary_elk_antlerless.json
EA1292,"Mt Dutton, North",Elk,Antlerless,General-season,Any Legal Weapon,Dec 19 2026 - Jan 10 2027,72,8,80,1,matched,dwr_huntboundary_elk_antlerless.json
EA1293,"North Slope, Three Corners",Elk,Antlerless,General-Season,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1294,"Paunsaugunt, East Creek",Elk,Antlerless,General-Season,Any Legal Weapon,Aug 01 2026 - Aug 12 2026,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1295,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General-Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1296,"Wasatch Mtns, Currant Creek",Elk,Antlerless,General-Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1297,"Wasatch Mtns, Red Creek West",Elk,Antlerless,General-Season,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1298,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,Antlerless,General-Season,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1299,"Wasatch Mtns, West-Central",Elk,Antlerless,General-Season,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1300,"Wasatch Mtns, West-Central",Elk,Antlerless,General-Season,Any Legal Weapon,Jan 23 2027 - Jan 31 2027,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1301,The Dirty Dozen CWMU,Elk,Antlerless,General-Season,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA2000,Antlerless Elk Control,Elk,Antlerless,Antlerless Elk Control,Any Legal Weapon,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA2002,Morgan-South Rich,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,600,1,matched,dwr_huntboundary_elk_antlerless.json
EA2003,East Canyon,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,500,1,matched,dwr_huntboundary_elk_antlerless.json
EA2004,Chalk Creek,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,600,1,matched,dwr_huntboundary_elk_antlerless.json
EA2005,"North Slope, West Daggett",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA2006,Yellowstone,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,2000,1,matched,dwr_huntboundary_elk_antlerless.json
EA2008,"Nine Mile, Anthro-Myton Bench",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,250,1,matched,dwr_huntboundary_elk_antlerless.json
EA2009,"La Sal, La Sal Mtns",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,70,1,matched,dwr_huntboundary_elk_antlerless.json
EA2010,San Juan,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA2011,Manti,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,300,1,matched,dwr_huntboundary_elk_antlerless.json
EA2012,"Wasatch Mtns, West",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,400,1,matched,dwr_huntboundary_elk_antlerless.json
EA2013,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,2000,1,matched,dwr_huntboundary_elk_antlerless.json
EA2014,"Wasatch Mtns, Avintaquin - White River",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,400,1,matched,dwr_huntboundary_elk_antlerless.json
EA2015,Paunsaugunt,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA2016,Nebo,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,275,1,matched,dwr_huntboundary_elk_antlerless.json
EA2017,Mt Dutton,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,75,1,matched,dwr_huntboundary_elk_antlerless.json
EA2018,Panguitch Lake,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,75,1,matched,dwr_huntboundary_elk_antlerless.json
EA2019,"West Desert, Tintic Valley",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,60,1,matched,dwr_huntboundary_elk_antlerless.json
EA2020,Zion,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,320,1,matched,dwr_huntboundary_elk_antlerless.json
EA2021,"Beaver, East",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA2026,"Box Elder, Hansel Mtn",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA2027,Cache,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,300,1,matched,dwr_huntboundary_elk_antlerless.json
EA2028,Vernal/Bonanza,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,450,1,matched,dwr_huntboundary_elk_antlerless.json
EA2029,"Nine Mile, Range Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA2030,Diamond Mtn,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA2033,Kamas,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA2034,"Nine Mile, Anthro",Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,63,7,70,1,matched,dwr_huntboundary_elk_antlerless.json
EA2037,Yellowstone,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA2038,Wasatch Mtns,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 04 2026,1080,120,1200,1,matched,dwr_huntboundary_elk_antlerless.json
EA2039,"Fillmore, Pahvant",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA2040,Kamas,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA2041,Cache (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 25, 2026",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA2045,Wasatch Mtns (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 14, 2026 - Jan 31, 2027",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA2046,"Box Elder, Sawtooth",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,25,1,matched,dwr_huntboundary_elk_antlerless.json
MA1005,Morgan-South Rich,Moose,Antlerless,Limited Entry,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,2,1,3,1,matched,dwr_huntboundary_moose_antlerless.json
MA1007,Morgan-South Rich,Moose,Antlerless,Limited Entry,Archery,Aug 01 2026 - Sept 18 2026,2,0,2,1,matched,dwr_huntboundary_moose_antlerless.json
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Limited Entry,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,2,0,2,1,matched,dwr_huntboundary_moose_antlerless.json
MA1010,Deseret CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,2,0,2,1,matched,dwr_huntboundary_moose_antlerless.json
MA1011,Beaver Hollow CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,1,matched,dwr_huntboundary_moose_antlerless.json
PD1000,"Box Elder, Snowville",Pronghorn,Doe,General Season,Any Legal Weapon,Nov 07 2026 - Dec 06 2026,36,4,40,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1011,Deseret CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,40,0,40,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1012,"Box Elder, Promontory",Pronghorn,Doe,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,18,2,20,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1016,Zane CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1017,"Box Elder, West",Pronghorn,Doe,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,31,4,35,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1026,Pahvant Ensign CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1031,Westlake CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,Doe,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,13,2,15,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1034,"Fillmore, Oak Creek South",Pronghorn,Doe,General Season,Any Legal Weapon,Aug 01 2026 - Aug 13 2026,27,3,30,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1035,"Fillmore, Oak Creek South",Pronghorn,Doe,General Season,Any Legal Weapon,Oct 31 2026 - Nov 28 2026,27,3,30,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1039,"Panguitch Lake/Zion, North",Pronghorn,Doe,General Season,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,36,4,40,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1041,Heist CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,Doe,General Season,Any Legal Weapon,Aug 01 2026 - Aug 14 2026,9,1,10,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1044,Vernal-Ouray Valley,Pronghorn,Doe,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,4,1,5,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1047,Antelope Creek CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1048,The Rose of Snowville CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,2,0,2,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1050,Cottonwood Ridge CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1053,Green River Flat CWMU,Pronghorn,Doe,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1054,Parker Mtn,Pronghorn,Doe,General Season,Archery,Aug 29 2026 - Sept 11 2026,27,3,30,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1055,Parker Mtn,Pronghorn,Doe,General Season,Muzzleloader,Oct 29 2026 - Nov 08 2026,31,4,35,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1056,Parker Mtn,Pronghorn,Doe,General Season,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,63,4,67,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1057,"Parker Mtn, Highlands",Pronghorn,Doe,General Season,Any Legal Weapon,Oct 08 2026 - Oct 16 2026,27,3,30,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1058,"Parker Mtn, Highlands",Pronghorn,Doe,General Season,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,36,4,40,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1059,"Parker Mtn, Plains",Pronghorn,Doe,General Season,Any Legal Weapon,Oct 08 2026 - Oct 16 2026,31,4,35,1,matched,dwr_huntboundary_pronghorn_doe.json
PD1060,"Parker Mtn, Plains",Pronghorn,Doe,General Season,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,36,4,40,1,matched,dwr_huntboundary_pronghorn_doe.json
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Ewe,General Season,Any Legal Weapon,Sept 08 2026 - Sept 16 2026,4,1,5,1,matched,dwr_huntboundary_rocky_mountain_bighorn_sheep_ewe.json
BI6505,Henry Mtns,Bison,Cow Only,Once-in-a-lifetime,Any Legal Weapon,Dec 9 2026 - Dec 20 2026,8,3,11,54,matched,dwr_huntboundary_bison_cow_only.json
BI6506,Henry Mtns,Bison,Cow Only,Once-in-a-lifetime,Any Legal Weapon,"Dec 23, 2026 - Jan 3, 2027",11,0,11,54,matched,dwr_huntboundary_bison_cow_only.json
BI6529,"Book Cliffs, Little Creek/South",Bison,Cow Only,Once-in-a-lifetime,Any Legal Weapon,Oct 17 2026 - Oct 27 2026,8,0,8,40,matched,dwr_huntboundary_bison_cow_only.json
BI6536,"Book Cliffs, Bitter Creek",Bison,Cow Only,Once-in-a-lifetime,Any Legal Weapon,Nov 14 2026 - Nov 29 2026,15,0,15,52,matched,dwr_huntboundary_bison_cow_only.json
BI6539,Henry Mtns,Bison,Cow Only,Once-in-a-lifetime,Any Legal Weapon,"Jan 6 - 17, 2027",11,0,11,38,matched,dwr_huntboundary_bison_cow_only.json
