hunt_code,hunt_name,species,sex_type,hunt_type,draw_design,weapon,season,boundary_id,permits_2026_res,permits_2026_nr,permits_2026_total,source_file
EA1192,Pahvant Ensign CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,826,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1193,"Cache, Rich",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 14 2026 - Jan 15 2027,38,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1196,"North Slope, Summit",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,138,67,8,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1198,Bear Springs CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,575,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1200,Double R Ranch CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,554,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1201,Mountain Sky Ranch CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,858,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1203,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 15 2026,682,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1204,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 10 2026 - Oct 31 2026,682,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1207,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 19 2026,107,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1208,Nebo,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,616,292,33,325,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1209,"Fillmore, Oak Creek LE",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 14 2026 - Jan 29 2027,85,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1217,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,224,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1220,Manti (Expo),Elk,Antlerless,General Season,Preference,Any Legal Weapon,"Oct 3 - Oct 15, 2026",5112,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1221,Fishlake/Thousand Lake (Expo),Elk,Antlerless,General Season,Preference,Any Legal Weapon,"Oct 3 - Oct 15, 2026",5145,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1222,"Beaver, East",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 21 2026 - Dec 11 2026,685,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1223,"Beaver, East",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 26 2026,685,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1224,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,449,117,13,130,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1225,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 16 2026 - Dec 13 2026,449,147,16,163,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1226,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Sept 12 2026 - Oct 02 2026,107,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1228,Morgan-South Rich,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 01 2026 - Dec 21 2026,117,67,8,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1229,Morgan-South Rich,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,117,144,16,160,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1231,"West Desert, Tintic Valley",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,116,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1233,Avintaquin Canyon CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,599,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1235,Sharp Mountain CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,490,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1236,East Canyon,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 01 2026 - Jan 11 2027,276,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1237,"La Sal Mtns, North",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 19 2026 - Dec 31 2026,879,157,18,175,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1239,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,277,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1240,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 25 2026 - Jan 31 2027,277,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,880,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Jan 01 2027 - Jan 31 2027,880,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1244,Yellowstone,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,613,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1245,Yellowstone,Elk,Antlerless,General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,613,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1250,"North Slope, West Daggett",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,142,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1251,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 13 2026,893,11,1,12,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1254,Pine Valley,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 11 2026 - Jan 11 2027,636,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1256,Little Pole Canyon CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,556,9,0,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1257,Tunnel Hollow CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,569,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1258,La Sal (Expo),Elk,Antlerless,General Season,Preference,Any Legal Weapon,"Oct 3 - Oct 15, 2026",5113,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1260,West Ridge CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,808,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1261,Blackhawk CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,874,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,524,35,0,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Jan 16 2027 - Jan 24 2027,921,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 19 2026 - Dec 27 2026,920,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1266,"Box Elder, Hansel Mtn",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,18,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1267,Cache,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,29,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1268,"North Slope, Summit",Elk,Antlerless,General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,138,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1269,Ogden (Excludes Hyrum),Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,924,270,30,300,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1270,Fishlake (Conservation),Elk,Antlerless,Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 21 - Dec 30, 2026",5114,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1271,Manti (Conservation),Elk,Antlerless,Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 19, 2026 - Dec 31, 2026",5115,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1272,"East Canyon, East",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 01 2026 - Jan 31 2027,941,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1273,"North Slope, Three Corners",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 19 2026 - Jan 03 2027,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1274,"North Slope, Three Corners",Elk,Antlerless,General Season,Preference,Archery,Aug 15 2026 - Sept 04 2026,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,225,40,5,45,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1277,"North Slope, Three Corners",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1281,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 20 2025 - Jan 11 2026,438,67,8,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1283,Panguitch Lake,Elk,Antlerless,General Season,Preference,Archery,Aug 15 2026 - Aug 30 2026,634,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1284,Panguitch Lake,Elk,Antlerless,General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,634,49,6,55,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1285,Panguitch Lake,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,634,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1286,Monroe,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,629,46,4,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1288,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Sept 16 2026 - Nov 13 2026,952,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1289,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 14 2026 - Dec 21 2026,952,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1290,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,952,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1291,"Mt Dutton, North",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 21 2026 - Dec 06 2026,950,72,8,80,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1292,"Mt Dutton, North",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 19 2026 - Jan 10 2027,950,72,8,80,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1293,"North Slope, Three Corners",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1294,"Paunsaugunt, East Creek",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 12 2026,951,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1295,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,224,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1296,"Wasatch Mtns, Currant Creek",Elk,Antlerless,General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,227,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1297,"Wasatch Mtns, Red Creek West",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,953,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1298,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,954,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1299,"Wasatch Mtns, West-Central",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,845,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1300,"Wasatch Mtns, West-Central",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Jan 23 2027 - Jan 31 2027,845,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1301,The Dirty Dozen CWMU,Elk,Antlerless,General Season,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,923,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2000,Antlerless Elk Control,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",5116,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2002,Morgan-South Rich,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,117,,,600,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2003,East Canyon,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,276,,,500,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2004,Chalk Creek,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,69,,,600,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2005,"North Slope, West Daggett",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,142,,,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2006,Yellowstone,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,613,,,2000,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2008,"Nine Mile, Anthro-Myton Bench",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,129,,,250,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2009,"La Sal, La Sal Mtns",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,617,,,70,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2010,San Juan,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,710,,,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2011,Manti,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,51,,,300,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2012,"Wasatch Mtns, West",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,620,,,400,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2013,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,227,,,2000,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2014,"Wasatch Mtns, Avintaquin - White River",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,817,,,400,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2015,Paunsaugunt,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,163,,,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2016,Nebo,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,616,,,275,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2017,Mt Dutton,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,630,,,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2018,Panguitch Lake,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,634,,,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2019,"West Desert, Tintic Valley",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,116,,,60,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2020,Zion,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,635,,,320,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2021,"Beaver, East",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,685,,,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2026,"Box Elder, Hansel Mtn",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,18,,,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2027,Cache,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,29,,,300,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2028,Vernal/Bonanza,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,614,,,450,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2029,"Nine Mile, Range Creek",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,277,,,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2030,Diamond Mtn,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,206,,,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2033,Kamas,Elk,Antlerless,General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,611,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2034,"Nine Mile, Anthro",Elk,Antlerless,General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,128,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,Preference,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,86,63,7,70,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2037,Yellowstone,Elk,Antlerless,General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,613,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2038,Wasatch Mtns,Elk,Antlerless,General Season,Preference,Archery,Aug 15 2026 - Sept 04 2026,222,1080,120,1200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2039,"Fillmore, Pahvant",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,88,,,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2040,Kamas,Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,611,,,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2041,Cache (Conservation),Elk,Antlerless,Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 25, 2026",5117,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2045,Wasatch Mtns (Conservation),Elk,Antlerless,Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 14, 2026 - Jan 31, 2027",5118,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2046,"Box Elder, Sawtooth",Elk,Antlerless,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,868,,,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
MA1005,Morgan-South Rich,Moose,Antlerless,Limited Entry,Max/Weighted Split,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,117,2,1,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
MA1007,Morgan-South Rich,Moose,Antlerless,Limited Entry,Max/Weighted Split,Archery,Aug 01 2026 - Sept 18 2026,117,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Limited Entry,Max/Weighted Split,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,937,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
MA1010,Deseret CWMU,Moose,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,568,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
MA1011,Beaver Hollow CWMU,Moose,Antlerless,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,561,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
PD1000,"Box Elder, Snowville",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Nov 07 2026 - Dec 06 2026,27,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1011,Deseret CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,568,40,0,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1012,"Box Elder, Promontory",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,24,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1016,Zane CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,537,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1017,"Box Elder, West",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,755,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1026,Pahvant Ensign CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,826,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
