actual_draw_year,model_target_year,boundary_id,hunt_code,hunt_name,sex_type,species,hunt_type,weapon,season,draw_design,points,record_type,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,resident_success_ratio,resident_p_draw,resident_p_draw_percent,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,nonresident_success_ratio,nonresident_p_draw,nonresident_p_draw_percent,total_eligible_applicants,total_bonus_permits,total_regular_permits,total_permits,total_success_ratio,total_p_draw,total_p_draw_percent,permits_2025_res,permits_2025_nr,permits_2025_total,source_scope,source_namespace,draw_source_namespace,source_file,pdf_page,page_kind,algorithm_status,source_dataset,extraction_status,parse_method,qa_status,notes,source_residencies,source_row_count,collapse_conflict_count,successful_applicants,unsuccessful_applicants
2025,2026,535,DB1272,Old Woman Plateau,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,3,,,,3,0,3,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,139,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,3,
2025,2026,85,DB1012,"Fillmore, Oak Creek",Buck,Deer,Limited Entry,Archery,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,12,,,,11,1,12,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,14,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,12,
2025,2026,504,DB1273,Park Valley Hereford,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,6,,,,6,0,6,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,140,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,6,
2025,2026,736,DB1274,Patmos Ridge,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,141,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,592,DB1275,Pine Canyon,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,142,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,501,DB1277,Pocatello Valley,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,143,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,542,DB1279,Preston Nutter Ranch,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,144,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,502,DB1280,Promontory Point,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,145,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,496,DB1281,Rattlesnake Pass,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,146,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,548,DB1282,Redd Ranches,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,147,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,543,DB1283,Roan Cliffs,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,148,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,740,DB1285,Sand Creek,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,149,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,108,DB1013,Dolores Triangle,Buck,Deer,Limited Entry,Archery,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,4,,,,4,0,4,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,15,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,4,
2025,2026,574,DB1286,Pisgah Mountain,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,150,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,539,DB1287,Scofield Canyons,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,151,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,541,DB1288,Scofield West,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,152,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,490,DB1289,Sharp Mountain,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,153,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,578,DB1290,Skull Crack,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,154,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,585,DB1291,Skull Valley South,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,155,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,552,DB1292,Soldier Summit,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,156,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,491,DB1293,South Canyon,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,157,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,741,DB1294,Spring Creek Acres,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,158,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,546,DB1295,Spring Creek/Dodge,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,6,,,,6,0,6,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,159,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,6,
2025,2026,185,DB1014,"San Juan, Elk Ridge",Buck,Deer,Limited Entry,Archery,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,16,,,,14,2,16,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,16,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,16,
2025,2026,562,DB1298,Strawberry Ridge,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,160,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,547,DB1299,Summit Point,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,3,,,,3,0,3,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,161,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,3,
2025,2026,602,DB1300,Thatcher Mountain,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,162,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,553,DB1301,Three C,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,163,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,492,DB1303,North Peaks,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,164,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,521,DB1304,Two Bear,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,165,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,586,DB1305,Wallsburg,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,166,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,499,DB1306,Washakie,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,167,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,511,DB1308,West Hills,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,168,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,805,DB1309,West Willow Creek Ranch,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,5,,,,5,0,5,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,169,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,5,
2025,2026,206,DB1015,Diamond Mtn,Buck,Deer,Limited Entry,Archery,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,21,,,,19,2,21,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,17,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,21,
2025,2026,488,DB1310,Whites Valley,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,170,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,571,DB1312,Woodruff Creek South,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,171,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,580,DB1317,Jacob's Creek,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,172,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,686,DB1320,Deer Creek,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,173,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,826,DB1322,Pahvant Ensign,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,174,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,827,DB1323,Rock House,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,175,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,828,DB1324,Royal Ivory Outfitters,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,176,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,516,DB1325,Double Cone,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,177,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,856,DB1326,Rosette,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,178,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,858,DB1327,Mountain Sky Ranch,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,179,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,248,DB1016,"West Desert, Vernon",Buck,Deer,Limited Entry,Archery,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,43,,,,39,4,43,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,18,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,43,
2025,2026,494,DB1328,Clear Creek,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,180,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
