hunt_code,species,hunt_name,active_2026,harvest_quality_index,demand_pressure_signal,demand_pressure_category,point_creep_quality_adjustment,harvest_success_recent,harvest_success_3yr_avg,harvest_success_delta_1yr,harvest_success_trend_direction,hunter_satisfaction_recent,hunter_satisfaction_3yr_avg,hunter_effort_days_recent,hunter_effort_days_3yr_avg,harvest_recent,harvest_3yr_avg,hunters_afield_recent,hunters_afield_3yr_avg,average_harvest_age_recent,average_harvest_age_3yr_reported,average_harvest_age_3yr_computed,average_age_recent,average_age_3yr_avg,percent_female_recent,percent_adult_male_recent,population_signal_recent,pursuit_pressure_recent,harvest_feature_source_years,harvest_feature_match_method,harvest_feature_data_quality_grade,harvest_feature_reason_codes
PD1039,Pronghorn,"Panguitch Lake/Zion, North",YES,93.175,72.386,HIGH_DEMAND_SIGNAL,0.1,93.1,93.9,-1.6,FLAT,,,1.4,1.4,33,26.5,35,28.5,,,,,,,,,,2019|2020,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1041,Pronghorn,Heist,YES,70.556,50.746,MODERATE_DEMAND_SIGNAL,0,0,33.333,-50,DECREASING,3,3,1,1.867,0,2.333,3,5.667,,,,,,,,,,2019|2020|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1500,Deer,Beaver,YES,41.95,60.257,MODERATE_DEMAND_SIGNAL,0,24.3,18.533,11.2,INCREASING,3.6,3.6,8.2,8.1,75,49,309,257.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1515,Deer,Oquirrh-stansbury,YES,42.306,50.889,MODERATE_DEMAND_SIGNAL,0,16,15.133,3.5,INCREASING,3.6,3.6,7.3,7.233,65,51,407,334.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1520,Deer,Thousand Lakes,YES,37.647,52.37,MODERATE_DEMAND_SIGNAL,0,17.9,13.2,5.9,INCREASING,2.9,2.9,7.6,7.5,9,7,48,50.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1527,Deer,"West Desert, Tintic",YES,42.895,45.511,MODERATE_DEMAND_SIGNAL,0,14.6,14.067,0.3,FLAT,3.4,3.4,7.6,6.933,18,17,121,119.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1528,Deer,"West Desert, West",YES,41.077,61.758,MODERATE_DEMAND_SIGNAL,0,20.8,13.167,10.1,INCREASING,3.2,3.2,5.3,6.067,12,7,58,49.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1530,Deer,Beaver,YES,65.157,63.232,MODERATE_DEMAND_SIGNAL,0,56.8,49.533,3.1,INCREASING,3.3,3.3,4.4,4.083,516,350.667,909,708.333,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1532,Deer,Cache,YES,51.888,51.507,MODERATE_DEMAND_SIGNAL,0,27.2,33.367,0.6,FLAT,3.3,3.3,4.3,3.6,512,634.333,1886,1882.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1545,Deer,Oquirrh-stansbury,YES,63.2,65.971,HIGH_DEMAND_SIGNAL,0.1,52.2,46.617,5.5,INCREASING,3.4,3.4,4.1,3.8,610,452.333,1168,982.333,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1548,Deer,Boulder/kaiparowits,YES,63.576,56.472,MODERATE_DEMAND_SIGNAL,0,53.4,55.833,-1.2,FLAT,3.2,3.2,4.3,4.317,505,326.667,946,608.333,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1550,Deer,Thousand Lakes,YES,50.491,65.138,HIGH_DEMAND_SIGNAL,0.1,47.9,46.1,20.9,INCREASING,2.2,2.2,4,4.433,28,21.667,59,64,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1557,Deer,"West Desert, Tintic",YES,53.463,62.836,MODERATE_DEMAND_SIGNAL,0,40.5,35.167,7.2,INCREASING,2.8,2.8,4.2,4.25,154,131.333,379,362.333,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1558,Deer,"West Desert, West",YES,52.507,53.861,MODERATE_DEMAND_SIGNAL,0,29.9,27.183,1.6,FLAT,3.3,3.3,4.5,4.2,55,50.667,186,186,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1560,Deer,Beaver,YES,54.131,44.789,MODERATE_DEMAND_SIGNAL,0,38.7,37.733,-5.6,DECREASING,3,3,4.2,4.5,103,84.333,267,226,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1562,Deer,Cache,YES,44.884,44.934,MODERATE_DEMAND_SIGNAL,0,16.3,21.567,-1.4,FLAT,3.1,3.1,4.3,4.233,100,140.667,610,635.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1575,Deer,Oquirrh-stansbury,YES,53.364,51.922,MODERATE_DEMAND_SIGNAL,0,30.3,30.167,-0.4,FLAT,3.2,3.2,3.9,3.967,117,102,386,339,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1578,Deer,Boulder/kaiparowits,YES,51.168,36.239,MODERATE_DEMAND_SIGNAL,0,35.9,45.533,-14.8,DECREASING,3.4,3.4,4.4,4.3,107,87,297,201,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1580,Deer,Thousand Lakes,YES,42.82,38.04,MODERATE_DEMAND_SIGNAL,0,21.2,26.333,-6.9,DECREASING,2.8,2.8,3.9,4.433,9,14.333,42,52.333,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1587,Deer,"West Desert, Tintic",YES,50.752,62.287,MODERATE_DEMAND_SIGNAL,0,33.9,30.1,7.8,INCREASING,3,3,4.2,4.5,40,38,119,126.333,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1588,Deer,"West Desert, West",YES,49.739,61.708,MODERATE_DEMAND_SIGNAL,0,30.2,28.3,8,INCREASING,3.2,3.2,4.1,4.167,18,18,58,63,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1769,Deer,Beaver,YES,51.284,42.02,MODERATE_DEMAND_SIGNAL,0,43.1,41.067,-6.2,DECREASING,3.1,3.1,9.1,7.7,94,69.667,217,169.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1784,Deer,Oquirrh-stansbury,YES,53.416,42.095,MODERATE_DEMAND_SIGNAL,0,42,46,-8,DECREASING,3.4,3.4,7.6,6.6,115,119.667,274,261.333,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1789,Deer,Thousand Lakes,YES,36.411,36.663,MODERATE_DEMAND_SIGNAL,0,23.5,24.633,-3.8,DECREASING,1.8,1.8,7.8,7.567,5,4.667,21,19.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1796,Deer,"West Desert, Tintic",YES,44.908,65.948,HIGH_DEMAND_SIGNAL,0.1,37.2,36.7,11.8,INCREASING,3,3,9.8,9.333,31,34.333,84,93,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1797,Deer,"West Desert, West",YES,45.311,43.463,MODERATE_DEMAND_SIGNAL,0,27.3,28.7,-3.7,DECREASING,3.3,3.3,8.9,8.733,14,15.667,50,54.667,,,,,,,,,,2021|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1009,Elk,"Cache, East",YES,33.71,33.263,LOW_DEMAND_SIGNAL,0,19.6,23.267,-5.2,DECREASING,,,6.8,6.233,72,98.667,368,420.333,,,,,,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1052,Elk,"Nine Mile, Avintaquin-west Anthro",YES,52.081,41.45,MODERATE_DEMAND_SIGNAL,0,40.5,43.733,-7.5,DECREASING,,,4.4,4.167,85,96,211,219.333,5.2,5.4,5.3,5.2,5.3,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1091,Elk,"South Slope, Diamond Mtn",YES,59.703,55.978,MODERATE_DEMAND_SIGNAL,0,41.7,42.433,3,FLAT,,,3.1,3.467,20,20,47,47,7,7.4,7.367,7,7.367,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1098,Elk,"South Slope, Yellowstone",YES,57.508,55.886,MODERATE_DEMAND_SIGNAL,0,39.3,42.067,3.6,INCREASING,,,3.7,4.3,25,28,65,66.333,7,7.4,7.35,7,7.35,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1099,Elk,"South Slope, Yellowstone",YES,69.296,70.375,HIGH_DEMAND_SIGNAL,0.1,71.7,51.6,31.1,INCREASING,,,3.3,4.533,46,34.333,64,66.333,7,7.4,7.35,7,7.35,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1100,Elk,"South Slope, Yellowstone",YES,36.49,27.643,LOW_DEMAND_SIGNAL,0,25.6,31.967,-25.8,DECREASING,,,4.7,3.933,12,19.667,48,59.333,7,7.4,7.35,7,7.35,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1144,Elk,Jacob's Creek,YES,46.178,38.319,MODERATE_DEMAND_SIGNAL,0,30,39.633,-25.6,DECREASING,4,3.8,4,4.5,3,5,10,12.333,,,,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|HUNT_CODE_NAME_OR_SPECIES_MISMATCH_REJECTED|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1155,Elk,Powder Mountain,YES,83.333,71.619,HIGH_DEMAND_SIGNAL,0.1,0,0,0,FLAT,,,2,2.9,0,0,0,3.333,,,,,,,,,,2019|2020|2021,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1194,Elk,"Cache, Richmond Hyde Park",YES,54.167,37.952,MODERATE_DEMAND_SIGNAL,0,0,13.7,-28.6,DECREASING,,,5.5,5.4,0,1.667,3,8.333,,,,,,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1205,Elk,"Cache, Richmond Hyde Park",YES,55.833,37.476,MODERATE_DEMAND_SIGNAL,0,0,19.867,-16.7,DECREASING,,,5.3,4.867,0,2.333,5,9,,,,,,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1227,Elk,"Fillmore, Kanosh Valley",YES,52.436,47.029,MODERATE_DEMAND_SIGNAL,0,33.3,38.867,0,FLAT,,,7.8,6.967,2,3,6,7.667,7.7,8,8.2,7.7,8.2,,,,,2021|2022|2023,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1253,Elk,"Southwest Desert, Desert Experimental Range",YES,39.024,35.188,MODERATE_DEMAND_SIGNAL,0,25,45.85,-41.7,DECREASING,,,4.3,5.65,1,2,5,4.5,8.1,7.6,8.25,8.1,8.25,,,,,2022|2023,EXACT_HUNT_CODE_HISTORY,B,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1255,Elk,5s,YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,NO_HARVEST_HISTORY,F,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HUNT_CODE_NAME_OR_SPECIES_MISMATCH_REJECTED|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|NO_USABLE_QUALITY_COMPONENTS|SPECIES_WIDE_FALLBACK_PROHIBITED
EA2035,Elk,Ogden,YES,31.411,31.411,LOW_DEMAND_SIGNAL,0,21.1,21.1,,UNKNOWN,,,3.9,3.9,14,14,68,68,,,,,,,,,,2023,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
MA1000,Moose,"East Canyon, Davis-north Salt Lake",YES,79.524,65.871,HIGH_DEMAND_SIGNAL,0.1,100,91.667,0,FLAT,,,5.5,5.1,5,4.667,5,5,3.5,3.8,3.85,3.5,3.85,,,,,2018|2019|2020|2022|2023,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
PD1005,Pronghorn,"North Slope, Summit",YES,46.381,31.932,LOW_DEMAND_SIGNAL,0,50,70,-50,DECREASING,,,2.5,1.933,3,3.667,5,5,4.7,,4.7,4.7,4.7,,,,,2018|2019|2020|2022,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1014,Pronghorn,Rlf Deep Creek,YES,98.485,78.42,HIGH_DEMAND_SIGNAL,0.25,100,100,0,FLAT,,,1,1.167,3,2.667,3,2.667,,,,,,,,,,2018|2019|2020,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
PD1037,Pronghorn,"North Slope, Three Corners",YES,86.5,70.143,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,,,1.8,1.55,5,8.5,5,8.5,4.7,,4.7,4.7,4.7,,,,,2019|2020|2022,EXACT_HUNT_CODE_HISTORY,B,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1038,Pronghorn,"North Slope, West Daggett",YES,84.952,84.116,HIGH_DEMAND_SIGNAL,0.25,100,93.75,12.5,INCREASING,,,1.6,1.55,7,8,7,8.5,4.7,,4.7,4.7,4.7,,,,,2019|2020|2022,EXACT_HUNT_CODE_HISTORY,B,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
CG1029,Cougar,"Oquirrh-stansbury, East",YES,34,34,LOW_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,3.4,,3.4,3.4,3.4,,,,,2021,NO_HARVEST_HISTORY,F,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY|SPECIES_WIDE_FALLBACK_PROHIBITED
CG1034,Cougar,Kamas,YES,23,23,LOW_DEMAND_SIGNAL,-0.1,,,,UNKNOWN,,,,,,,,,2.3,,2.3,2.3,2.3,,,,,2021,NO_HARVEST_HISTORY,F,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY|SPECIES_WIDE_FALLBACK_PROHIBITED
CG7502,Cougar,East Canyon,YES,21,21,LOW_DEMAND_SIGNAL,-0.1,,,,UNKNOWN,,,,,,,,,2.1,,2.1,2.1,2.1,,,,,2021,NO_HARVEST_HISTORY,F,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY|SPECIES_WIDE_FALLBACK_PROHIBITED
