row_number,hunt_code,source_file_before,source_file_after,source_classification_before,source_classification_after,normalized_family_before,normalized_family_after,numeric_fields_changed
5459,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5460,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5461,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5462,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5463,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5464,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5465,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5466,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5467,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5468,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5469,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5470,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5471,DA1042,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5472,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5473,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5474,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5475,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5476,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5477,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5478,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5479,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5480,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5481,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5482,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5483,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5484,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5485,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5486,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5487,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5488,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5489,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5490,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5491,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5492,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5493,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5494,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5495,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5496,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5497,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5498,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5499,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5500,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5501,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5502,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5503,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5504,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5505,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5506,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5507,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5508,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5509,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5510,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5511,DA1045,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5512,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5513,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5514,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5515,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5516,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5517,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5518,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5519,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5520,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5521,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5522,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5523,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5524,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5525,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5526,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5527,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5528,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5529,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5530,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5531,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5532,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5533,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5534,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5535,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5536,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5537,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5538,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5539,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5540,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5541,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5542,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5543,DA1045,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_DEER,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
5544,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5545,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5546,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5547,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5548,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5549,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5550,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5551,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5552,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5553,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5554,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5555,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5556,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5557,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5558,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5559,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5560,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5561,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5562,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5563,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5564,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5565,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5566,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5567,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5568,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5569,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5570,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5571,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5572,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5573,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5574,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5575,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5576,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5577,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5578,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
5579,DA1046,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS DEER) DRAW RESULTS.pdf,,ANTLERLESS_DEER,ANTLERLESS,ANTLERLESS,false
